 log(Bfield)      Mns    Pspin  cutoff_power  cutoff_wavelength  fnickel    kappa  kappagamma   mejecta  log(nhhost)  temperature  texplosion  thetaPB     vejecta      A_V        MJD_0   log(KE)     M_Ni  Peak_mag     Peak_MJD 
    14.18794  1.46253   3.0269       4.85528         3504.79183  0.00173  0.01443     0.47129   36.9297     21.33003   5068.00218     -35.842  0.58821  1776.94232  1.18785  58752.67373  51.20742  0.14785   19.5624   58814.5831 
    14.07656  1.87741  4.15939       4.40513         3415.08796  0.00267  0.21596     0.01806   0.59879     21.39286   4118.33378   -17.88068  0.63277  2090.00874  1.37273  58770.63505  50.83062  0.06948  19.47539   58800.5157 
    14.33552  1.73934  4.19477       4.48246         3516.02493  0.00156  0.11101      0.0106   1.12204     21.36325   6447.03365   -24.95487   0.2644  2062.61527  1.28227  58763.56086  50.94934  0.05456  19.49999  58811.11267 
    14.10062  1.90647  3.78558       1.72524         3918.63071  0.00799   0.0126      0.2284  34.39941     21.26523   8801.20308    -39.4704  1.25852  1993.10432   1.0232  58749.04533  51.30189  0.67583  19.46376  58811.11267 
    14.16014  1.73302  5.53649       3.83249          3615.6024   0.0096  0.02369     0.02315  21.99033     21.02344   7561.71333   -39.97659   1.0402  2182.42477  0.58637  58748.53914  51.34614  0.74988  19.53448  58811.11267 
    14.31285   1.6811  2.25883       4.50355         3552.66471  0.03715  0.01029     0.02819  53.68689     21.39748   5340.26356   -33.01571  0.70854  1679.93634  1.38743  58755.50002  51.18528  3.38055  19.53189   58814.5831 
    14.23948  1.77669  3.80251       3.63919         3283.56875  0.00838  0.01244     0.01374  41.22915     21.24184   8444.64843   -39.28832  0.75585  1927.72967  0.96953   58749.2274  51.28617  0.73088  19.52441  58811.11267 
    13.88569  1.78833  3.76932       4.55128         3306.44596  0.00256  0.17085     0.01706   0.82029     21.42212   9002.53038   -25.86528  0.86322  2030.19177  1.46841  58762.65045   50.8755  0.07819  19.51808   58814.5831 
    13.98852      1.9  4.06707       2.86868         3817.35247   0.0017  0.03331     0.04018   8.37372     21.35728   9335.58813   -32.30203  1.41933  1880.42442  1.26475   58756.2137  51.13122  0.10891   19.4067  58811.11267 
    13.97288  1.57657  3.45349       2.67298         3068.06253  0.00643  0.01862     0.20517  21.36075     21.23056   4889.27347   -32.01426  1.55944  2188.39842  0.94468  58756.50147  51.34617  0.49916  19.38915  58814.25236 
    14.11044   1.7473   1.8816       4.96756         3225.98127  0.01325  0.01061      0.0312  58.54988     21.39179   8947.34792   -39.62184  1.33355  1522.43754  1.36935  58748.89389  51.10571  1.22267  19.46146  58811.11267 
    13.96249  1.25406  4.70825       4.86965           3732.776  0.02693  0.01134     0.01109  40.25724     21.08395   6705.85711   -37.93352  1.35258  1970.40554  0.67403  58750.58221  51.30346  2.33883  19.51736  58804.83329 
    14.08191  1.72153  3.27644       3.00209         3204.74589  0.00471  0.01261     0.06582  31.52857     21.32428   7525.36026     -27.255  1.02392  2038.44742  1.17222  58761.26073  51.31491  0.39225  19.44186  58814.25236 
    14.11442  1.80684  4.68463       4.63012         3643.66663  0.00753  0.16051     0.01786   0.81382     21.36355   3363.17099   -22.87906  0.52839   2107.1223  1.28316  58765.63667  50.90617  0.22908  19.46541  58814.25236 
    14.06929  1.70725  3.59445       4.40764         3282.16177    0.001  0.10713     0.01379   3.89758     21.32973   3475.41867   -28.20373  0.96065   2128.5975  1.18701    58760.312  51.15669  0.05312  19.50495  58807.97298 
    14.12759  1.68554  5.57082       1.68322         3586.47693  0.00101  0.04545     0.01068   5.39779     21.01971   7382.02297   -24.91236  0.90204  2836.28529  0.58135  58763.60337  51.44293  0.05834   19.5434  58811.11267 
    14.07408   1.7446   3.1215       4.28803         3498.49138  0.00442  0.01765     0.31746  35.59383     21.32884   9545.42092   -37.79757  1.39598  1864.89447   1.1846  58750.71816  51.24667  0.37582   19.5196  58807.97298 
    13.91536  1.45229  3.51395       4.45516         2759.70766  0.00406  0.01577     0.38718   17.8082      21.2632   3762.37504   -20.72906  1.17281  2685.41084  1.01841  58767.78667  51.50897   0.3044  19.57949  58807.97298 
    14.10885  1.72963  3.78724       4.00184         3558.64717  0.00836  0.01285     0.21022  33.57184     21.30955   4850.57496   -36.66117   0.9376  1750.55448  1.13313  58751.85456  51.18737  0.70402  19.46228  58814.25236 
    14.08709  1.70407  2.03956       1.93606         2165.14551  0.00891  0.01306     0.02119  37.71062     21.21438    5625.0762   -42.88385  1.13018  2107.54106  0.91013  58745.63188  51.35715  0.76545  19.49598  58814.25236 
    14.29157  1.60733  2.77223       3.73192          3227.0468  0.03242  0.01012     0.02831   44.0716     21.35477   5009.80449   -30.42963  0.56479  1896.48413  1.25747   58758.0861  51.27675  2.85778  19.47764  58811.11267 
    14.15334  1.78515   3.4633       3.82785         2723.89381  0.00216  0.01246       0.341  35.51578     21.30167   5389.48502   -28.49713  0.81503  2535.67371  1.11275   58760.0186  51.51338  0.18356  19.50615  58811.11267 
