Median Percentile16 Percentile84
6.004019690405791865e-01 9.511349359652650215e-02 8.473702562038328834e-01
5.171069560361366557e-01 1.722119897502861763e-01 7.340405891178752862e-01
5.697372882645782566e-01 2.878945375038725607e-01 1.148599991527021080e+00
5.427717720882969665e-01 1.577182173055743930e-01 8.839588045957772477e-01
5.304829606447988288e-01 1.873782090262536559e-01 8.640753938411478430e-01
5.651238423998690141e-01 3.229534280691744308e-01 7.931657980313110423e-01
5.908468515668141574e-01 2.650563488411210589e-01 8.608520496554875612e-01
6.235821947394415421e-01 3.590218085824004035e-01 9.679712634289735496e-01
6.220666165916650669e-01 3.427164513460800310e-01 9.701389400406734698e-01
6.162838457135151327e-01 2.548725168318753953e-01 8.408809370613226086e-01
6.297386515695535536e-01 2.695657423042124301e-01 8.624732151102801891e-01
6.180169026249495712e-01 2.538888473287659320e-01 9.732887318543205213e-01
5.410422717322395103e-01 2.642769381944052864e-01 1.009780969687037677e+00
5.744093819442942506e-01 4.480906021620135737e-01 9.081433378476978513e-01
6.479292697851516403e-01 3.772044395756079527e-01 9.539801562200139751e-01
6.179542446969410463e-01 2.806032186301878895e-01 9.660091858199888470e-01
6.243113296442008853e-01 2.500880647196228046e-01 1.154150123977423226e+00
6.862870478862079793e-01 2.594115676474766374e-01 1.363900138394029904e+00
6.780356911799620967e-01 3.486622480185460060e-01 1.291147918941305983e+00
6.640734352830226506e-01 2.940015816333504950e-01 1.471459377001782531e+00
6.311036953557931373e-01 2.994757620132348364e-01 1.064474345722274728e+00
6.365889392491564935e-01 3.589763400972877938e-01 1.080027559293762485e+00
6.140982061906389289e-01 2.980977358014669787e-01 1.260369069049009472e+00
6.179819783543071265e-01 4.189024538254504382e-01 1.091626169397390100e+00
6.323920284852111440e-01 3.167360771924493390e-01 1.348222341053075146e+00
6.575261704529643536e-01 4.753221680368426849e-01 1.074758818753041245e+00
6.681379940426090958e-01 4.421225590096109492e-01 1.394729829591164316e+00
5.598751923016356269e-01 3.557607279941876754e-01 1.187889833143809692e+00
5.794648810204474643e-01 2.713706934078113364e-01 1.090330235452543706e+00
6.378562829625987751e-01 4.123860906578267760e-01 9.143256948613172064e-01
6.328168692913550553e-01 3.713199352449414459e-01 1.175838196687634341e+00
5.835510818570042169e-01 3.469270651921630422e-01 9.072006645169609085e-01
6.103663934194456520e-01 3.620561464344768110e-01 9.556859414597633773e-01
6.396884254908844492e-01 3.831635029687793792e-01 1.187700455253034582e+00
6.690897348966646785e-01 4.497762017109359634e-01 1.491195188459685905e+00
7.209472093239208679e-01 3.837319511922058224e-01 1.371824935965845205e+00
8.978825444638265374e-01 4.471914073095564768e-01 1.245481926956049312e+00
7.077674040610221207e-01 4.699230795140387218e-01 1.365790573732052149e+00
8.476951123412306277e-01 5.146857111603535540e-01 1.262658699091936176e+00
8.024126034954650599e-01 5.655108512865867354e-01 1.351820282197966128e+00
8.232174064241560840e-01 5.457672001121306460e-01 1.316128779356747325e+00
6.853207850180105254e-01 4.110283002658234874e-01 1.083307151412630009e+00
7.035870496192754286e-01 5.370901431892134426e-01 1.342044192794124680e+00
6.633758481330455092e-01 4.382676085262413035e-01 1.136763690052213782e+00
6.597112231378008396e-01 4.554151229573650261e-01 1.393782420281006518e+00
6.591336309021923467e-01 4.543617949529358824e-01 1.350395389303305160e+00
8.530135508352399976e-01 4.614529329148847614e-01 1.419233920563876428e+00
6.644781083727890891e-01 4.435140140155820476e-01 1.341117507267713060e+00
6.897838163568021930e-01 4.188843011370883551e-01 1.366369268251353741e+00
7.756412234020529928e-01 4.710706123934264578e-01 1.461801364823900107e+00
7.080231830093255407e-01 5.490679952624896165e-01 1.484656958775241842e+00
6.786524400873813478e-01 4.570451515022162514e-01 1.186786052170720085e+00
7.202376752176754549e-01 4.459628091621464230e-01 1.212536879570057957e+00
7.274525454644312772e-01 5.335731983838706283e-01 1.129819981243055160e+00
6.922613438772341476e-01 5.439773897871302832e-01 1.182269130258041478e+00
6.757022485199977169e-01 5.192309442127631680e-01 1.188437551288083371e+00
6.833624492373415737e-01 5.209376568468393476e-01 1.358993598229723876e+00
7.469890252365558592e-01 5.231944270217276927e-01 1.425329310678325356e+00
7.273750906766131008e-01 4.892459439935577525e-01 1.193812021986737193e+00
7.067090165019056514e-01 4.591197177291427289e-01 1.440373730157861853e+00
7.674566370658482128e-01 5.126898520626012035e-01 1.614563525125922716e+00
8.015346734351707081e-01 5.104276325776976320e-01 1.336234518776658664e+00
6.890265513338997838e-01 5.095451385741329720e-01 9.443058704313234131e-01
6.860977451317383791e-01 5.157180169807665804e-01 1.230728877802108601e+00
6.980201330750532840e-01 5.152339047250926729e-01 1.309341255475725552e+00
6.951776113229708454e-01 4.890144276467626727e-01 1.077885087732127545e+00
7.806246019036608974e-01 5.155911412315218323e-01 1.103403446750855776e+00
8.247391213898858098e-01 5.663959895890389173e-01 1.360122288156519810e+00
7.133849105376481869e-01 5.064857813182745971e-01 1.371128511086589397e+00
7.655052244441483689e-01 5.869566807032778888e-01 1.469836470555982766e+00
8.500674565980387287e-01 5.371355280142342536e-01 1.604967350247967106e+00
8.296209666058267374e-01 5.870787694724365346e-01 1.463114393179063555e+00
8.281177155913850285e-01 5.475854189141773354e-01 1.461194705346473333e+00
8.052235917414581889e-01 5.569390022339688606e-01 1.382375116001829607e+00
7.462143513225086844e-01 5.186550355954612224e-01 1.371221573089751899e+00
7.742070719216193053e-01 5.344991538603839354e-01 1.313399418196963042e+00
7.445170756555506975e-01 5.617420999152319405e-01 1.178261099629634101e+00
7.444545356054178553e-01 5.378316826384759164e-01 1.225196132949034622e+00
7.718232612983191299e-01 5.749481021101047196e-01 1.159416015817923640e+00
7.596969047172887901e-01 4.243178099673777237e-01 1.093849579295822050e+00
8.068008308358647351e-01 5.217186191666094430e-01 1.145442776655260619e+00
8.233517714809895915e-01 4.919552081418262501e-01 1.189426799048886929e+00
8.259999110476783368e-01 4.975193512128754936e-01 1.291029393497018063e+00
8.029425016324645004e-01 5.358019208983590964e-01 1.409448024803901189e+00
8.861433076194848990e-01 5.982008470117360366e-01 1.509910590217496518e+00
9.063531130781590228e-01 6.115442434126718840e-01 1.613845823728497386e+00
9.454158479000117632e-01 6.435904811721586682e-01 1.524149996398692641e+00
9.181785315223822685e-01 6.792909383561913650e-01 1.532631370578591223e+00
9.368345544256795332e-01 6.767178256432980765e-01 1.588896333131654792e+00
1.007212439969610740e+00 6.399537324065850408e-01 1.595709965255818430e+00
1.079888663982193187e+00 6.815412720179508943e-01 1.645679711528789335e+00
1.056254243006976568e+00 7.307156456226066021e-01 1.688381594224637405e+00
1.076322462739498054e+00 7.071348770992692545e-01 1.704345009303212199e+00
1.157161293323303308e+00 7.838566539783363707e-01 1.795438369634554387e+00
1.217695400411621609e+00 8.312819738542804870e-01 1.862782088812719117e+00
1.122123666631931638e+00 7.906880506140193665e-01 1.837407896698572074e+00
1.208133389087891807e+00 8.013894979960336507e-01 1.770192392292090577e+00
1.176579947485184574e+00 8.617061862802584127e-01 1.919845815841665804e+00
1.184639741232571986e+00 8.150798225852513568e-01 1.876319021312730984e+00
1.161574868262184257e+00 8.652314258074135234e-01 1.850485485009017550e+00
1.174760764961121140e+00 7.919701273595398661e-01 1.741634439076474417e+00
1.176627098204223731e+00 7.817035720930511911e-01 1.732214181121294772e+00
1.151201097864129164e+00 8.360051945447840582e-01 1.614635234856319324e+00
1.192455100134614199e+00 9.425737497196907677e-01 1.601963967848140991e+00
1.167020643464870000e+00 8.609957682484155050e-01 1.534570287134797040e+00
1.097128020891902533e+00 8.855873927190982542e-01 1.490563798778265836e+00
1.098249591306777795e+00 9.042813152316383496e-01 1.456336836199667140e+00
1.162221643865915865e+00 9.142072030031782592e-01 1.479021228830508239e+00
1.123634995216180155e+00 8.190662832080666256e-01 1.479152427105215217e+00
1.119952039576904035e+00 8.214540005994114269e-01 1.420957188378122904e+00
1.080561454723707460e+00 7.296319763081151599e-01 1.453333448793430627e+00
1.065865770017649039e+00 7.128027537688956805e-01 1.451394417151780747e+00
1.070488965518594737e+00 6.685190306433239638e-01 1.430481966132678640e+00
1.175683579239904075e+00 8.110048660375825946e-01 1.395768822386001862e+00
1.108560839784631380e+00 8.095055708021693386e-01 1.372705232425916799e+00
1.118520285718735519e+00 7.198473586067957175e-01 1.408898729010206186e+00
1.076261215828482554e+00 7.347887793852008187e-01 1.283139947246480617e+00
1.022913910348232758e+00 6.902171684499720516e-01 1.298151451604766082e+00
1.138229848575097014e+00 7.660472793286748905e-01 1.331825294577876129e+00
1.047102892442466127e+00 7.093420655586735180e-01 1.328280118079279593e+00
1.090942643365170106e+00 7.119366737251333621e-01 1.366104076115332466e+00
1.041662710878064058e+00 7.256423721271705318e-01 1.262714655118703622e+00
1.075675638014887969e+00 7.445454666826158974e-01 1.378568078508628503e+00
1.045619430368390557e+00 7.403672019562600459e-01 1.356012765912698148e+00
1.062703762771384230e+00 7.558960750326704225e-01 1.294351133423112810e+00
1.080403435952582036e+00 7.453562236370815386e-01 1.317110467478106672e+00
1.090157227094103121e+00 8.098805276646966478e-01 1.279403673559689203e+00
1.051584892289033180e+00 7.508187060748857666e-01 1.344328801768504444e+00
1.018796776380701985e+00 6.788153626449502376e-01 1.297032131675880828e+00
1.080724830519034008e+00 7.685860704659299714e-01 1.445357543853736271e+00
1.079327493926593551e+00 7.932481033944797089e-01 1.407304528358544582e+00
1.093746066408897377e+00 7.740066289066823702e-01 1.446226639612513631e+00
1.021258988209896357e+00 7.601725090007792618e-01 1.446791058892934911e+00
1.087235605227040880e+00 8.265673186404609574e-01 1.400705042271320533e+00
1.075817941994180682e+00 8.518841442518301221e-01 1.370691203120604440e+00
1.086921052535795074e+00 8.614689229735721376e-01 1.334597168706011860e+00
1.090666024680195800e+00 8.136313389962425147e-01 1.320354986353788229e+00
1.067257573902980372e+00 8.280291595621439571e-01 1.306277044167334811e+00
1.079845311724066281e+00 8.489302768310615921e-01 1.314163351358048182e+00
1.083418431514618696e+00 8.172783878029346027e-01 1.236364169841527971e+00
1.093766541102382028e+00 8.128304422648876537e-01 1.270286626205680891e+00
1.079328799009579232e+00 8.042800865554681211e-01 1.259938073131081415e+00
