Median Percentile16 Percentile84
8.364105288305727637e-01 4.402265585666334524e-01 1.186304904205039978e+00
7.865970806921717129e-01 4.784066993715174743e-01 9.339194901082250588e-01
8.324233569548409317e-01 3.843839851779912720e-01 1.242685446988315512e+00
8.018338581014849975e-01 4.586241178739984825e-01 1.025865947928749966e+00
7.423721758384211888e-01 4.615383096871334412e-01 9.866093378106083334e-01
7.091701590287204926e-01 4.831316154955721531e-01 1.050238931619745797e+00
6.568102473733729019e-01 5.353993394414608975e-01 1.059957803128443787e+00
7.112391736763206129e-01 4.519511952999242799e-01 1.069920002762447364e+00
7.112268236436215529e-01 4.544659333227168418e-01 1.129292561564159803e+00
5.910245489752292691e-01 3.577459558875888401e-01 1.102139730387288630e+00
7.279665563680309814e-01 2.153665687161378794e-01 1.066045576985391374e+00
7.970251086175969002e-01 4.620857191189924329e-01 1.040164824280615186e+00
8.289900341450657795e-01 4.759208967513925970e-01 1.120756480026755098e+00
8.133014481795354245e-01 4.696776093933553442e-01 1.206317855367174730e+00
9.673289322358333830e-01 4.885252931177688218e-01 1.312269402677809227e+00
9.455898378790394965e-01 4.969234407694917421e-01 1.230488021649938313e+00
9.466003771217497142e-01 4.389178110982682179e-01 1.105681177471486532e+00
7.764077284661650147e-01 4.231241439285863826e-01 1.170020896112063058e+00
6.976157038052728243e-01 4.230743249485494628e-01 1.277693308354911572e+00
7.470885000274792853e-01 4.576815720813779409e-01 1.063662483508770906e+00
7.584513353563109295e-01 4.414359336906796827e-01 1.023033311462706596e+00
7.007627015313703245e-01 4.889985734994378164e-01 1.204568864000472583e+00
7.937766765788555334e-01 3.607957241595450837e-01 1.298489840437148102e+00
7.069830987078642437e-01 3.541138555592182047e-01 1.207352576473829764e+00
7.533579171473239189e-01 3.849546228801492553e-01 1.131662463450161749e+00
7.016835669214338544e-01 3.995060536907170112e-01 1.137975752739354807e+00
6.623985900667580529e-01 3.157165607634389581e-01 1.124331673275256849e+00
6.549160343069747592e-01 2.392706189430099661e-01 1.132782715321047240e+00
8.378701912689110465e-01 4.295960555139156090e-01 1.132187138250376535e+00
8.223093201063335078e-01 4.449712422432932635e-01 1.172324274862926563e+00
6.651230701561080538e-01 2.817029389835128406e-01 1.181543350743612164e+00
7.108924919879540116e-01 2.959699607975143087e-01 1.203675287349592171e+00
7.127457547101047064e-01 2.593221943968539445e-01 1.209894686388334861e+00
7.619562634462708761e-01 3.107291888537649927e-01 1.205514708426068449e+00
7.699972254554914297e-01 3.181182368835424046e-01 1.304533918345359256e+00
7.894837721419036836e-01 3.378855845122466506e-01 1.281562549196275214e+00
7.930050361464624498e-01 3.894950666393084959e-01 1.286663171663363636e+00
8.713666922096447998e-01 4.249172455963912687e-01 1.319272609898428872e+00
8.293852089926404547e-01 3.820434637529103172e-01 1.253331636273376182e+00
8.219656598081523935e-01 4.497072756938038651e-01 1.179458745881421411e+00
8.321367282172742463e-01 4.207108836024942011e-01 1.196835999555281749e+00
8.370590120940408774e-01 3.581944877280263673e-01 1.261680405262463056e+00
7.185947308809260692e-01 4.217987611061694286e-01 1.219081990155355122e+00
7.549012683814441127e-01 3.205733696221602091e-01 1.282657764055830985e+00
7.799612593814011507e-01 3.511892384618725549e-01 1.245724037896040359e+00
7.837357731532810234e-01 2.011593142898139286e-01 1.316394386126358285e+00
7.671144411281115572e-01 3.997257214982460893e-01 1.334588729399418972e+00
7.844641744978936293e-01 4.458279649150759805e-01 1.332074158154315180e+00
7.834554859114019054e-01 5.243985511019854107e-01 1.338452677994386386e+00
8.168368952897281376e-01 4.644192128702294697e-01 1.346284094326557046e+00
8.083256781757462983e-01 4.027529111528799777e-01 1.322990964596388874e+00
7.988214355431811908e-01 3.826147396557257330e-01 1.414892957750991886e+00
9.070201238158067669e-01 4.233517170111720795e-01 1.411246525496383075e+00
7.978168240032408320e-01 4.318267903279053299e-01 1.315862328824752625e+00
8.266841938257190048e-01 3.915238405279937162e-01 1.314353808585975170e+00
7.657638034049512044e-01 4.388896944442491899e-01 1.342828770111879955e+00
8.092715207544760592e-01 3.951648897436145780e-01 1.339195920969510123e+00
7.773939377526783989e-01 4.122194998019602652e-01 1.354258308743088612e+00
8.196577847716053355e-01 4.660651198166146925e-01 1.300309895352955047e+00
7.623155513335754252e-01 3.648251892751994130e-01 1.395080271415502393e+00
8.298229931327569808e-01 5.614748600775963938e-01 1.444259390102493823e+00
8.120247042745389887e-01 4.096815507694044900e-01 1.434192707384957410e+00
7.884101547801350973e-01 3.627058781418603939e-01 1.432346215224211017e+00
7.683399800915196032e-01 4.120532760089421487e-01 1.398825046329432054e+00
6.983508658674969505e-01 3.360142029689860976e-01 1.405317091369034266e+00
7.391244922729698352e-01 3.623693315900453071e-01 1.318715635714997836e+00
8.677082892379757162e-01 3.369503728661892850e-01 1.341193411672584546e+00
9.192279908494676022e-01 4.428534717453189717e-01 1.363972587371841350e+00
8.984451310186021278e-01 3.518538154012766372e-01 1.347288681811871447e+00
9.431753779544708172e-01 4.290339263754855414e-01 1.348723082662466100e+00
1.010661636531281049e+00 4.578940598859310152e-01 1.330558663652208207e+00
9.960056261769116848e-01 4.758568998259921079e-01 1.356921902817577630e+00
1.032580939818489973e+00 5.063448316614547196e-01 1.372237044564730279e+00
1.002993488870528527e+00 5.359775816302738694e-01 1.342148654252003359e+00
1.008471988686288068e+00 4.684387350241985826e-01 1.294670725287069502e+00
9.940128853845598966e-01 4.892613562962045415e-01 1.300144353533756014e+00
9.793463606789897247e-01 4.862213491888167094e-01 1.287920493918871090e+00
8.874959141717908562e-01 4.769883780421915187e-01 1.288857834041385875e+00
7.824104187908185182e-01 4.996001859555408986e-01 1.274712877184693394e+00
7.432741134423221929e-01 4.941813460424290261e-01 1.258997015510641804e+00
8.406510532361367583e-01 4.119650417876046244e-01 1.302271118122370286e+00
8.240176677280339756e-01 3.797343920547066598e-01 1.380915796401669615e+00
8.703267952971622812e-01 4.688209092251474641e-01 1.348084068443006878e+00
8.503793487310159493e-01 4.551022049049016083e-01 1.410126405378458792e+00
8.292145562758820310e-01 5.018277522288677739e-01 1.442536223631792902e+00
8.584669279482852744e-01 4.212484631069735586e-01 1.429077186156231694e+00
8.862726521885511133e-01 4.549422410575207909e-01 1.509693306090338805e+00
9.569807122521920562e-01 5.083000450574504114e-01 1.609612776837044290e+00
9.870231921033854050e-01 5.549117863502511794e-01 1.637234825648808956e+00
9.950367187416734316e-01 5.978389441328706422e-01 1.646333800440889172e+00
1.073022263514236574e+00 5.747110178052202700e-01 1.647392091407378079e+00
1.149520579731915682e+00 5.901894782446995835e-01 1.622733893967847063e+00
