Median Percentile16 Percentile84
1.619210493021587371e+00 1.058607656977620826e+00 2.202385970231836243e+00
1.524603040101518481e+00 1.032532349278191708e+00 2.196259777267952629e+00
1.574333145967136360e+00 1.038025144866509875e+00 2.168315459364968056e+00
1.550624804226463205e+00 1.017750664416129380e+00 2.181630007647916258e+00
1.538640942211346063e+00 1.011572066278918935e+00 2.191889182617906773e+00
1.526008602553804216e+00 8.717592834621230580e-01 2.138867865557025016e+00
1.579376463595605351e+00 9.635571349356543136e-01 2.243618831394363244e+00
1.618038387278088353e+00 9.321048260127151597e-01 2.277513854220951206e+00
1.558991236758959564e+00 8.882208387994151577e-01 2.194609557818171020e+00
1.636467235487651717e+00 1.020822787304112023e+00 2.174938849372308525e+00
1.601965456240571184e+00 9.966949080935098015e-01 2.212120268458378725e+00
1.634128833443195150e+00 9.571803802891283297e-01 2.148904140365417881e+00
1.651310087302969576e+00 9.917885995106590080e-01 2.139463019481523176e+00
1.651092506804793913e+00 9.637750458455726088e-01 2.119976596444596684e+00
1.619198432286860001e+00 9.615521478442732306e-01 2.136345508721426700e+00
1.622633789390240722e+00 9.810787760224394249e-01 2.062813663666569042e+00
1.623460500897326853e+00 9.619379055554323488e-01 2.090254490156632006e+00
1.619223649921575969e+00 9.613864951131081416e-01 2.150175786706170822e+00
1.582575915192039329e+00 9.591058328233800223e-01 2.089179980951687554e+00
1.613501280043178721e+00 9.931264253007758835e-01 2.091446314116150340e+00
1.581830282484117278e+00 9.623832193613374164e-01 2.106238041869793687e+00
1.558827879706582653e+00 1.025242676941864994e+00 2.083857932092477050e+00
1.557197905838471508e+00 9.959314197602672225e-01 2.091041511304010392e+00
1.547424162634088107e+00 9.873722252462466820e-01 2.073271243597716751e+00
1.445062696179169492e+00 9.834219952735084869e-01 2.038476674427809332e+00
1.456248168540046795e+00 9.633508609754640739e-01 2.023305546492950580e+00
1.495267640442717871e+00 9.625168852100050021e-01 2.017207526118363070e+00
1.534151138840931017e+00 9.747357625721972951e-01 1.979594532084669511e+00
1.463434793073985940e+00 9.286310546421561174e-01 1.985595600754333390e+00
1.477573854834975720e+00 9.743799225365747940e-01 1.997656844775480556e+00
1.482721092128733265e+00 9.894881504148634876e-01 1.936533830344688845e+00
1.486053960987884004e+00 9.293908205572946057e-01 1.982890292880671756e+00
1.516419595947487320e+00 1.001899761650659082e+00 1.954731191052462513e+00
1.486468272683944880e+00 9.762368225138727817e-01 1.948246403885748324e+00
1.502835923312345834e+00 9.960913080954699739e-01 2.003202708282808331e+00
1.525260034622282657e+00 1.028054777894602978e+00 2.023354775488891200e+00
1.511505552234376104e+00 1.060278159840893908e+00 1.987183872967407838e+00
1.468482107649094370e+00 1.043631504642237529e+00 1.948699566963234542e+00
1.504166248987732324e+00 1.022608293745755237e+00 1.981692628554223123e+00
1.513115747378474651e+00 1.031350974138507182e+00 1.939000790855772483e+00
1.513537845602997756e+00 1.019132377655574961e+00 1.952714941077896560e+00
1.537504157859545861e+00 1.069797956943165040e+00 1.940120720897263062e+00
1.494930853202903087e+00 1.060972770387294206e+00 1.926852319967407912e+00
1.569155485649465387e+00 1.045391241457848563e+00 1.966248454662244960e+00
1.546412570408797205e+00 1.059770371928198340e+00 1.998941938924035044e+00
1.574650337596648964e+00 1.120854418371907579e+00 1.978430020144502199e+00
1.553201613997597486e+00 1.131640039865339009e+00 1.978815196631410478e+00
1.557817643958747222e+00 1.127501826417983244e+00 1.964725555633872522e+00
1.550600221617458141e+00 1.141651185376483468e+00 1.978598094827319187e+00
1.556587603090682670e+00 1.132775466310945944e+00 1.968618219628590404e+00
1.580298035844299065e+00 1.147165470872342441e+00 1.960120332917323571e+00
1.580755085177851349e+00 1.140814849041064338e+00 1.947900759863970821e+00
1.586259745092627904e+00 1.174589972273937910e+00 1.950151732148874384e+00
1.588212792417552643e+00 1.138498229805960493e+00 1.969022143832683369e+00
1.600920527118200765e+00 1.167385015901666767e+00 1.985009398121772461e+00
1.622142509069319338e+00 1.211161107561335770e+00 2.000896422837815436e+00
1.629295462921168447e+00 1.222847270613606430e+00 2.013149258829526556e+00
1.636575963015636681e+00 1.249110993082466647e+00 2.014246432064455750e+00
1.604682220323694564e+00 1.261430443602878926e+00 2.020610168113587068e+00
1.602078784168252668e+00 1.279529096363325902e+00 1.950300657479430155e+00
1.595097859540543173e+00 1.220555782803035560e+00 1.930827468250529533e+00
1.606155733227065507e+00 1.170958267324937907e+00 1.929052693597196333e+00
1.591112489225038118e+00 1.193606055574627511e+00 1.938516386118967816e+00
1.567087707147951203e+00 1.219015997922507477e+00 1.914632915624273846e+00
1.553849730057028866e+00 1.219867115563990412e+00 1.908112883401643201e+00
1.548836646545497020e+00 1.208776658473216026e+00 1.907633840316144802e+00
1.527327978547577958e+00 1.194880912724829436e+00 1.877912589284711276e+00
1.530201550708803593e+00 1.158723706800023345e+00 1.861494806057105267e+00
1.522412542058603657e+00 1.178654519564004799e+00 1.848687905066271675e+00
1.540243361639251241e+00 1.119929111823709578e+00 1.821707192688474031e+00
1.528437952364208652e+00 1.135925058248279162e+00 1.827906992973451716e+00
1.493473818497047523e+00 1.164210654839535897e+00 1.800218854067427321e+00
1.495818585906285358e+00 1.183984696693395566e+00 1.834197671947538799e+00
1.515079971881507781e+00 1.176689137492432202e+00 1.805514206075988781e+00
1.493196322505404350e+00 1.199342958780898138e+00 1.788541483971230139e+00
1.483086485396966081e+00 1.138433346980633809e+00 1.795577913596981379e+00
1.481232494455648974e+00 1.169381334958933261e+00 1.778023956432185804e+00
1.462201330162773649e+00 1.121474208522256877e+00 1.746504324371785710e+00
1.424083948512478992e+00 1.130628314138784285e+00 1.736155267593568974e+00
1.432345963303428782e+00 1.208078445509896959e+00 1.708837122462961711e+00
1.449773226585739039e+00 1.170741127928071945e+00 1.698843602139275655e+00
1.434769146841998744e+00 1.209577634841868532e+00 1.715685985039639982e+00
1.434148344309807976e+00 1.202605019088394345e+00 1.676985785879031354e+00
1.424561546637999720e+00 1.200059934702951914e+00 1.681140776956180360e+00
1.443940309395276067e+00 1.199129314936305590e+00 1.696025016322796786e+00
1.455255640502879366e+00 1.218141375574445018e+00 1.689678104562645666e+00
1.459801946411485529e+00 1.236008768494463173e+00 1.736668324479904157e+00
