Median Percentile16 Percentile84
9.914701157794462150e-01 6.449145703645668970e-01 1.519669703738878219e+00
1.011261882374692167e+00 6.265440387480739615e-01 1.532458811449800118e+00
9.566630711584647173e-01 5.977163151590718648e-01 1.454599399159979711e+00
9.837474397048806551e-01 6.021582139404220158e-01 1.446211223906417098e+00
9.503296140482637711e-01 6.104850272824741131e-01 1.445773826924084071e+00
9.414089206689510991e-01 5.932502766001901406e-01 1.390095552255195210e+00
1.010389814787175933e+00 6.437601397545718029e-01 1.472414174998662562e+00
1.041479488994360159e+00 6.473376927321073948e-01 1.580622299085978177e+00
9.506452081244147756e-01 6.374063799400844221e-01 1.412361344205997238e+00
1.013983415922783404e+00 6.372790724196220058e-01 1.438769379428110895e+00
9.649945154224471855e-01 6.282025229954316670e-01 1.453880047619332982e+00
1.068493079826295489e+00 6.699497744462159510e-01 1.512605106690937395e+00
1.076981047705245720e+00 6.915581654536889777e-01 1.539468972564719040e+00
1.058888884385758011e+00 7.157296594780714338e-01 1.551676455362081208e+00
1.073456172423355337e+00 6.751631856543933718e-01 1.480408640886301086e+00
1.133427370472797957e+00 7.213748738259041504e-01 1.552018048691717667e+00
1.055151714079521241e+00 7.126505656233796948e-01 1.494772425572628904e+00
1.026732429902031063e+00 6.686910563538090990e-01 1.600229692470735099e+00
1.054243897792578100e+00 7.137676642487185141e-01 1.553660544955006273e+00
1.077924364367435883e+00 6.928111849724223337e-01 1.450729345242788515e+00
1.047895660106327842e+00 7.172820799362643607e-01 1.506035983794729027e+00
1.053189834122459700e+00 6.949441911764058233e-01 1.571364736915181304e+00
1.115204379575279514e+00 7.364747784627904137e-01 1.634409889122350412e+00
1.029457426792241614e+00 7.438619842822575823e-01 1.611751836223249246e+00
1.062989171940599720e+00 7.619189946807788383e-01 1.552406219880887894e+00
1.077770033856300325e+00 7.621862132764943842e-01 1.539276631952739116e+00
1.089831408345840913e+00 7.906655904195082352e-01 1.464613075433020883e+00
1.075986042914140128e+00 7.622587534977821599e-01 1.458413779473369587e+00
1.047929034229085898e+00 7.241365159152149955e-01 1.471679302689773650e+00
1.059063710666152902e+00 7.534784657137008068e-01 1.498104381741052205e+00
1.086256874301788855e+00 7.666286297518847270e-01 1.450764993071494979e+00
1.087167771177297571e+00 7.777375985874166453e-01 1.386871160274212755e+00
1.084924741086061628e+00 7.575985956920099351e-01 1.413790937227317190e+00
1.072375573138698135e+00 6.775843531605516556e-01 1.388730634235753048e+00
1.056551418727218916e+00 7.137111738783645798e-01 1.408308005761125248e+00
1.096626197183056872e+00 7.258424496238026213e-01 1.423520395698582020e+00
1.089920586067162134e+00 7.659996703199193346e-01 1.435748153691305484e+00
1.098265628458213072e+00 8.242129123288829406e-01 1.477939425025642128e+00
1.123628323960379261e+00 7.670286799085798135e-01 1.453581303120926371e+00
1.121846845546575988e+00 7.698414168097323929e-01 1.457876463000806311e+00
1.077734554013541013e+00 7.528176892536699860e-01 1.435843403113577388e+00
1.090381084800939648e+00 7.984514800575829296e-01 1.459517537758185268e+00
1.108182170453705817e+00 8.048203750152770342e-01 1.445838434122680427e+00
1.141824156757456743e+00 8.222650223055647523e-01 1.416617385031637255e+00
1.173994626867031155e+00 8.008137637264776121e-01 1.504999758153945377e+00
1.216691969906202431e+00 8.402524521551435477e-01 1.483470109856496855e+00
1.177820568834081483e+00 8.684989816734307588e-01 1.538346913508117364e+00
1.251143348309079695e+00 8.385549417156523688e-01 1.554780086886197843e+00
1.208700293497804168e+00 8.696324756108985143e-01 1.598953544800468585e+00
1.234184544635517966e+00 8.745448853326239780e-01 1.565722704186659486e+00
1.222454713667270099e+00 8.994015226276039776e-01 1.585600139190443070e+00
1.207111113714773420e+00 8.979750626910526501e-01 1.663613886674576658e+00
1.212940687152929797e+00 9.159785073777310105e-01 1.659274855505356694e+00
1.277629755286385338e+00 9.170987479703837097e-01 1.656977024078462923e+00
1.266343011869355051e+00 9.219558420831918122e-01 1.667077163647412874e+00
1.287298040441432034e+00 9.133990837508587646e-01 1.676605089781738833e+00
1.272537510713857012e+00 9.588397835064265129e-01 1.689596810594248266e+00
1.338221087609408722e+00 9.789125529961135719e-01 1.723062495264250815e+00
1.341453197930871699e+00 9.524564506780168749e-01 1.717004386244739722e+00
1.328867991514520286e+00 9.850599941990616504e-01 1.682029760240792537e+00
1.305141584773370722e+00 9.989872646392979894e-01 1.652724255050758595e+00
1.305859512374178522e+00 9.782768357694925365e-01 1.655574766665682818e+00
1.352500282401075671e+00 9.863285676346090769e-01 1.707034188840167221e+00
1.320641288550808534e+00 9.869970223252668706e-01 1.698084124285855312e+00
1.304361172507388922e+00 9.837847298696024145e-01 1.649578694098787324e+00
1.261700942506102763e+00 9.896309339781521608e-01 1.637087467319521705e+00
1.282323762141045487e+00 9.661075029076945375e-01 1.665111539855046008e+00
1.264319170463176656e+00 9.574761879712450074e-01 1.646608566517642647e+00
1.277961857413413060e+00 9.548234325544641132e-01 1.653244658669418055e+00
1.272603564547986066e+00 9.428756235170745459e-01 1.650456794154026463e+00
1.272700762722471790e+00 9.735076424461583944e-01 1.643985913830397161e+00
1.255538008353813684e+00 9.819548554436076104e-01 1.602381907405928896e+00
1.241918997388461454e+00 9.655848453109551199e-01 1.621923632059695697e+00
1.286468463233146009e+00 9.623657169059155470e-01 1.563472536058694518e+00
1.226259458386481871e+00 9.875481120227165288e-01 1.555087865420339055e+00
1.211965412998911251e+00 9.660965265086232101e-01 1.503199580805480995e+00
1.232296542029246211e+00 9.637539903866876312e-01 1.530539986176175038e+00
1.242725941390292022e+00 1.004773767750833269e+00 1.496099784356468732e+00
1.219165696470295490e+00 9.681314523196762334e-01 1.475481773494527582e+00
1.240616325797825770e+00 9.675464659559390723e-01 1.500234683175371009e+00
1.210128224158040888e+00 9.706527071475907764e-01 1.506465908686025479e+00
1.232579397124304421e+00 9.990046224520664486e-01 1.523361346715282227e+00
1.261923725411689290e+00 9.593421140305644634e-01 1.540953785091192074e+00
1.275261470317621493e+00 1.000646436430128183e+00 1.533246533423593849e+00
1.289148386828412818e+00 9.793127135261234795e-01 1.535668986882859910e+00
1.329263881513700341e+00 1.005320368453614721e+00 1.586659224044491001e+00
1.319591378138445403e+00 1.003445756958400326e+00 1.589905132762801099e+00
1.341963726724201944e+00 1.040116991711220740e+00 1.615260312236674656e+00
1.376563645659974355e+00 1.071628346231302986e+00 1.648590655447824016e+00
1.403573372971029354e+00 1.052465168780881477e+00 1.672832961217318948e+00
1.468518402891058061e+00 1.079354705218343646e+00 1.665236199784231763e+00
1.430570114082586608e+00 1.120428902008558047e+00 1.676513032734795017e+00
1.478305218758424688e+00 1.149944125539334117e+00 1.715266295212859449e+00
1.446218267702655824e+00 1.149188875953015110e+00 1.741489655021868366e+00
1.489057706392996838e+00 1.177827649044634217e+00 1.742341519360679047e+00
1.475719964100081993e+00 1.201775128574828821e+00 1.702306097508541782e+00
1.467113008508700966e+00 1.168691066092043984e+00 1.701911738737625912e+00
1.466862041884338996e+00 1.210267568922938741e+00 1.690024225442395833e+00
1.460785190357624996e+00 1.205732999766648605e+00 1.674086374409865297e+00
1.446973082486729734e+00 1.241508194468221360e+00 1.650748005509720562e+00
1.437004520449201905e+00 1.206537620275396794e+00 1.628022073842814832e+00
1.406148906511730745e+00 1.197953068230205753e+00 1.629138565513406967e+00
1.382172452737553847e+00 1.158907928483464245e+00 1.596089407562762297e+00
1.383879616030672777e+00 1.136403388868006736e+00 1.594591063654498653e+00
1.371718213552818977e+00 1.178998588631725575e+00 1.559264973879879168e+00
1.360950347262305238e+00 1.175806454083002883e+00 1.579724471708541023e+00
1.351532692074048470e+00 1.130820627870825268e+00 1.565685514157704850e+00
1.343042716159494887e+00 1.157402215345029406e+00 1.611708968191295721e+00
1.338598180913251889e+00 1.133653718783571795e+00 1.560338073844959927e+00
1.325207820372046097e+00 1.144420132119391864e+00 1.578179578915244186e+00
1.322269443592973825e+00 1.141407763382085383e+00 1.577331766901045151e+00
1.336257081847343819e+00 1.117545210603026806e+00 1.552131727634092018e+00
1.316643048791610759e+00 1.096624271544309304e+00 1.567215801708428780e+00
1.307966837424162865e+00 1.088457037851246145e+00 1.581342727089798172e+00
1.319234308682853074e+00 1.081780142346082441e+00 1.587748601939549919e+00
1.310111280538660328e+00 1.077007740846222195e+00 1.567590624611215677e+00
1.293301742275843713e+00 1.069333927391530548e+00 1.541631046140067296e+00
1.259910669717639209e+00 1.024205377737379186e+00 1.496299357505354255e+00
1.272996813031864294e+00 1.067017273739315986e+00 1.512764769153088773e+00
1.275848292871808898e+00 1.087189521044266582e+00 1.488246649903046670e+00
1.246508423518950526e+00 1.045648161163545531e+00 1.460202231762262048e+00
1.233695932383024108e+00 1.057468689618457081e+00 1.470923705562616091e+00
1.245898102461939327e+00 9.670925677055027814e-01 1.424804546926087045e+00
1.229483218167538139e+00 1.003465750902816200e+00 1.446087117597385063e+00
1.231133492162216569e+00 9.221765280895034556e-01 1.467860819077337231e+00
1.201910358831030479e+00 9.658017149663149503e-01 1.419154401027126644e+00
1.182377041482467028e+00 9.711433232032625762e-01 1.407612060237087848e+00
1.195885489175032346e+00 9.159285060797793809e-01 1.398127763510878419e+00
1.173859256851785382e+00 9.619150463992374167e-01 1.402014648194839896e+00
1.169775369969135337e+00 9.849050646586826607e-01 1.407530054255393681e+00
1.163238713530442947e+00 9.410591623979125409e-01 1.378919549242917153e+00
1.153788875135330683e+00 9.969075776946777490e-01 1.410474769606286705e+00
1.147721289733624417e+00 9.821687166861083895e-01 1.388720016907908805e+00
1.128933950503243855e+00 9.534766509975541871e-01 1.369243922050707551e+00
1.134807733831893373e+00 9.582706192106635879e-01 1.364534508042540395e+00
1.133592265896578244e+00 9.329000435436076710e-01 1.360054677299701531e+00
1.125441773146955038e+00 9.690565498775439712e-01 1.381287510717051026e+00
