          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58781.598284  19.8335  19.9067    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
  58790.63987  20.3028  20.4029    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58792.637915  19.7047   19.778    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58793.519531  20.0422  20.1237    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58796.570005   19.436  19.5092    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58798.535156  19.8858  19.9673    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58798.629296   19.507  19.5802    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58799.532896  19.0152  19.0884    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58800.641215  19.7996  19.8729    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58801.606174  19.7785  19.8517    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58804.503906  19.5865  19.7005    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 58804.546875  19.5897  19.6712    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58812.549386  19.8635  19.9419    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 58812.549838   19.801  19.8794    -1.0        P48         ZTF       r   True      AB   False                  ZTF 
 58812.550781  19.9092  19.9907    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58813.511845  19.5694  19.6426    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58816.621045  19.4179  19.4911    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  58819.50331  16.9125  16.9909    -1.0        P48         ZTF       r   True      AB    True                  ZTF 
 58819.546307  18.2727  18.3855    -1.0        P48         ZTF       g   True      AB    True                  ZTF 
 58820.648253  19.5052  19.5784    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58822.593292  18.9945  19.0677    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58823.543298  18.8565  18.9349    -1.0        P48         ZTF       r   True      AB    True                  ZTF 
 58824.593765  19.4245  19.4978    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58825.528215  19.6371  19.7104    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
   58826.6111  19.4573  19.5305    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58827.449218  19.6152  19.6967    -1.0        P48         ZTF       r   True      AB    True             ThisWork 
 58827.450937  19.3341  19.4125    -1.0        P48         ZTF       r   True      AB    True                  ZTF 
 58827.540887  19.4481  19.5213    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58827.545972  20.3161   20.429  0.2605        P48         ZTF       g  False      AB   False                  ZTF 
 58827.546875  20.4403  20.5543  0.1766        P48         ZTF       g  False      AB   False             ThisWork 
