      MJD    Mag  Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58242.22  21.86  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58242.26  21.65  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58242.27  21.74  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58243.18  21.56  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58243.18  21.59  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58243.22  22.01  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58244.18  21.69  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58244.22  22.01  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58246.22  21.56  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
  58246.3  21.87  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58247.18  22.09  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58247.23  21.75  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58248.19  22.12  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58248.25  21.48  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58254.18  21.75  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58254.18  21.78  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58254.18  21.87  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
  58254.2  21.68  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58255.18  21.87  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
  58255.2  21.74  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
  58255.2  21.79  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58255.23  22.01  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58255.29  21.31  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58256.25  21.75  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58256.27  21.67  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58257.26  21.59  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58257.26  21.59  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58257.28  21.64  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58257.28  21.67  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58258.18  21.75  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58258.22  21.57  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58260.21   21.2  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58260.21  21.21  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58262.21  21.61  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58262.22  21.37  nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
 58262.26  21.28  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58263.24  21.65  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
 58266.24  20.96  nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
