 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel           TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
  -14.03484  0.00182  0.83179     14.48412  1.49618  1.55826  13.21228  0.12578     0.13223  4151.65963   5662.61812  3.42388         4284.71766     18.43437  0.00151  57343.29116   1.35846  0.02409   10341.32936  48.58923  19.47862  57382.82509    50.56655       43.71761   22.79129  65.42707   56.0     0.1089  -20.51757  0.99997 
  -25.10708  0.00473  1.29897     14.49482  1.71258   1.1933  14.24989  0.20327     0.01224  6197.66397    5517.1558  1.15374         4223.21691     17.70314  0.00028  57332.21892   3.26509  0.06747   27479.95627  47.83628    19.547  57387.62417    50.61923       43.75889   29.76238   64.3372   54.5    0.10301   -20.4014  0.99963 
  -35.09205  0.00168  3.06189     14.30545  1.53385  0.88336   9.54516  0.22621     0.01192  5353.38859   5297.62365  0.88895         4253.75013     18.77428   0.0033  57322.23395    1.6318  0.01606  327097.26519  45.96797  19.56176    57387.335    50.68968       43.84031   27.73875   60.4796   54.0     0.1037   -20.1769  0.99905 
  -20.82787  0.00134  2.50346     14.80274  2.19642  0.67617   22.1902  0.12397     0.01387  6390.87463   5016.07072  1.97222         4025.74132     16.42019    1e-05  57336.49813   5.40641  0.02966   31705.14164  47.31235  19.50707  57385.22463    50.57774       43.70422   27.44571  62.73305   55.5    0.11892  -20.39983  0.99938 
  -26.67678   0.0101  1.90936     14.25616  1.34561  1.35542   12.8184  0.12884     0.29335   4537.2247   5633.83025  1.72578         4438.47899     19.95889  0.05054  57330.64922   1.57413  0.12953  140022.53051  46.68979  19.59605  57385.22463    50.80451       43.93254   31.36653  64.69346   57.0    0.10428  -20.33194  0.99657 
  -29.31905  0.00185   1.7096     14.53947  1.84817  1.02592  36.28111  0.04217     0.01122  4168.74713   6426.06567  0.98473         5236.34226     19.21096  0.00903  57328.00695   3.76113  0.06705   41822.99156  47.44838  19.61152  57387.62417    50.71707       43.83926   24.78985  68.89542   56.5    0.10578  -20.05694  0.99924 
  -19.81762  0.00895  0.95825     14.69074  1.91617  0.97563  48.03155  0.05469      0.0613  6281.88455   4685.89033  1.64301         4198.60096     19.56034  0.02019  57337.50838  11.30664  0.43003    6787.84525  48.75659  19.50033  57380.42555    50.67612       43.79282   31.65957  63.98611   56.0    0.08277  -20.35184  0.99954 
  -30.88996  0.01632  0.87162     14.60554  2.05249  1.24225  10.93431   0.1368     0.15877  3931.88174   6306.92321  0.89387         5300.16653     20.20602  0.08928  57326.43604   1.00837  0.17842    8905.79711   48.7508  19.55981  57385.22463    50.66233       43.76193   32.56392  63.49607   60.0    0.10124  -19.80296  0.99985 
  -19.48088  0.02907  1.84975     14.62428  2.04303  1.49581   8.00292  0.19703     0.07187  4480.85072    5357.6975  2.32989         4359.37688     18.81606  0.00364  57337.84512   0.95851  0.23261   36622.69243  47.48114  19.52307  57385.22463    50.66605       43.81425    25.4853  62.73305   55.0    0.10092   -20.4594  0.99774 
  -24.58889  0.02095  1.25984     14.46374  1.60312  1.43374  20.45352  0.07828     0.19534  4587.23201   5458.55677   1.4864         4701.64018     17.43996  0.00015  57332.73711   2.56742  0.42843   27921.84376  47.82724  19.61685  57385.22463    50.75178       43.85206   34.55839  68.92892   58.0    0.09235  -20.46474  0.99777 
