 texplosion  fnickel     Pspin  log(Bfield)      Mns  thetaPB  mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel              TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -5.82699  0.04145  14.31189     14.87165  1.78275  0.23932  4.26826  0.10739     0.01355  9294.43771   5025.04111  0.04037         5861.42391     19.45939    0.016  58577.49421   2.1995  0.17691     612349.34769  44.42154  18.62193   58614.5544    49.88587       43.19101   31.40222  37.95796   32.0    0.46969  -19.25237  0.83404 
   -6.36926  0.21722  10.74202     13.96672  2.01118   0.9455  1.55295  0.22838     0.01707  8043.56369   4687.86935  2.24984          2737.9925     17.29495  0.00011  58576.95194  0.59935  0.33733   25119088.67872  43.11012  18.69347   58614.5544    49.82171       43.17657   31.33874  32.88595   33.0    0.44011  -19.19011  0.82097 
   -9.53876   0.0244  12.71906     14.68643    1.709  0.37871   3.6862  0.18909     0.01013  8028.92098   5012.44249  1.03367         2235.21213     16.64418    2e-05  58573.78244  1.41749  0.08994     1087967.8418  44.25606  18.64048   58614.5544    49.91804       43.18484   34.66693  40.37428   31.0    0.43257  -19.20043  0.92324 
   -6.26685  0.03698  12.40407     14.82702  1.85668  0.22967  2.42079   0.2812     0.01601  9423.02457   4611.21766  1.92617         2254.67805     19.00268  0.00559  58577.05435  1.28223  0.08952     588364.51372  44.58081  18.62742   58614.5544    49.88485       43.15722   34.99194  40.04928   28.5    0.47834  -19.26453  0.93325 
   -9.12065  0.00393  15.13724     14.72265  1.96201  0.57711  1.80335  0.28998      0.0219  7036.87868   5133.21283  0.18136         5140.76441     18.87161  0.00413  58574.20055  0.53268  0.00708    1497289.95794  44.02615  18.69302   58614.5544    49.87748       43.18458   31.40222   37.4663   30.0    0.42547  -19.18155  0.99266 
   -7.21369  0.00936  12.66273     14.27889  1.44059   1.4956  2.65189  0.20519     0.01137  6713.54923    5388.2547  4.12284         3646.83444     17.00195    6e-05  58576.10752    0.713  0.02481    5937775.23474  43.44871  18.65322   58614.5544    49.84319       43.18225   31.40222  33.64524   30.5    0.42534  -19.16448  0.97197 
   -5.95058  0.01639   4.58912     13.23825  1.67396  1.45194  1.85606  0.25546     0.01121   9140.7922   4308.49178  0.32416         2456.10719     19.65724  0.02523  58577.37062   0.9251  0.03042  109276501.01544   43.1306  18.70055   58614.5544     49.8594        43.1816   32.42392  34.70029   31.0    0.45305   -19.2403  0.99338 
   -7.13923  0.00148  16.25817     14.63793  2.13284  0.75155  3.72285  0.13642     0.01239   7973.1121   4985.93895  0.58316         3253.02994     18.08013  0.00067  58576.18197  1.41175   0.0055    2773691.80768   43.7326  18.63335   58614.5544     49.8888       43.18235   31.40222  38.13127   29.5    0.44266  -19.19585  0.99412 
   -4.70641  0.16514  19.05144     15.09305  1.86542  0.36488  3.07655  0.20847     0.01123  7920.51338   5079.21125  0.85609         3873.28583     17.72096  0.00029  58578.61479  1.15132  0.50805     409586.48323  44.36742  18.65579   58614.5544    49.86836       43.16705   34.19803  37.92636   29.0     0.4829  -19.18236  0.52855 
   -9.64388  0.05717  13.70293      14.4049  1.90036  1.23916  2.30109  0.32571     0.01203  7463.17257   5286.29049  3.12723         2497.33121     19.72488  0.02949  58573.67732  0.76455  0.13155    5134324.46714  43.56357  18.64907   58614.5544    49.86498       43.18522   33.99312  35.22329   31.0    0.41823  -19.19311  0.89394 
   -5.97062  0.00427  12.14164     14.36557  1.58233  1.24805  2.61673  0.29037     0.01256  8351.66037    5614.6983  4.45261         2397.80534     18.78783  0.00341  58577.35058  1.08876  0.01118    4022867.98116  43.69505  18.65721  58616.28575     49.7973       43.12476   33.64524  35.71494   28.5    0.50247  -19.22521  0.98983 
    -7.1581  0.02092  11.79025     14.13509  1.93517   1.0598  2.54602  0.19386     0.01416  8753.87385   3053.95232  0.42722         2770.59951     18.35383  0.00125   58576.1631  1.16383  0.05326   13409247.89734  43.28511  18.67763   58614.5544    49.87124       43.15186   31.40222  40.37428   29.0    0.46973  -19.23095  0.96343 
    -7.1528   0.0182   6.23583     13.58642  1.59335  0.96871  1.74235  0.33778     0.01166  8362.89455   4365.24725  3.63722          3684.3757     17.45543  0.00016  58576.16841   0.7269  0.03172   38642849.07573   43.2943  18.62245   58614.5544    49.86009       43.20406   29.91849  33.92371   31.5    0.41666  -19.22325  0.98952 
    -6.7803  0.04903  14.28973     14.43628  1.76644  0.78045  3.83957  0.13361     0.01079  8534.59743   4751.64622   0.6068         3181.05169     16.38291    1e-05   58576.5409  1.66831  0.18826    4491590.91688   43.5535  18.70158   58614.5544    49.86293       43.14863   31.40222  38.13127   29.0    0.46547  -19.22386  0.82576 
   -6.59232  0.01716  13.60627     15.03991  1.68075   0.1878  3.57502  0.15205      0.0124  8245.15139   5473.51545  4.80217         2407.61981     19.39535  0.01381  58576.72889  1.44978  0.06135     240426.39574  44.84589  18.66443   58614.5544    49.84148       43.16162   33.14748  35.56324   31.0    0.44323  -19.21915  0.93811 
   -6.64077  0.00986   9.83045     14.46114   1.3059  1.25594  4.39266   0.2498     0.01243  8144.37865   4959.52601  0.68067         3383.48364     16.27965    1e-05  58576.68044  1.73808  0.04332    1401477.22566  44.25302  18.64957  58616.28575    50.02699       43.38232   30.57945  32.10013   29.0    0.38855  -19.17092  0.96711 
   -8.61947  0.01571  12.84355      14.2161  1.97365  1.22528  1.98615  0.28099      0.0152  7938.07232   4850.47756  1.21878         3623.48833     18.69467  0.00275  58574.70173  0.74657   0.0312   11175415.91857  43.29848   18.6369   58614.5544    49.86532       43.16885   34.31813  37.63295   31.0    0.44362  -19.20927   0.9759 
   -6.60547  0.00382  13.16873     14.19451  2.16482  0.97351  3.95309  0.05568     0.01042  8030.00508   3201.66016  0.05814          4309.7168     18.16488  0.00081  58576.71573  1.52053  0.01511   14233260.81007  43.21188  18.66346  58616.28575    49.85277       43.15867   31.72723  37.63295   33.5    0.39584  -19.16063  0.98842 
   -5.72656    0.001  14.14368     14.33661  1.88617  1.47408  2.42022  0.19159      0.0123  7537.60397   5008.33147  3.38029         2801.84195     16.77004    3e-05  58577.59465  0.82025  0.00242    7435469.37992  43.37199  18.66521   58614.5544    49.85853        43.1781   29.91849  36.70701   28.5    0.47048  -19.19646  0.99762 
   -7.11308  0.00801   7.06842     13.56865  1.69652  1.40553  2.87563  0.17807        0.01   8672.0994   4051.99961  3.41697         3972.72847     18.24912  0.00099  58576.20813  1.29006  0.02304   57375304.34488  43.04103  18.64864   58614.5544    49.82536       43.14902   33.14748  35.56324   31.5    0.43324  -19.21843   0.9909 
   -6.93415  0.02515  13.73938     14.84967  1.70187  0.31326  3.47327  0.17348     0.01156  8285.76388   5025.93181  3.10618         2600.71896     18.89081  0.00432  58576.38705  1.42243  0.08734      596113.2421  44.44851  18.62257   58614.5544    49.88195       43.17225   31.72723  37.80626   29.0    0.48536  -19.21646  0.91441 
