 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time     E_fold  tau_1  delta_m15     r_peak     frac 
  -35.95168  0.01311  2.48944     13.72664  1.81356  1.08157  19.04571  0.08687     0.21672  3581.98018   3600.22834  3.13616         3021.20696      16.7604    3e-05  55705.64832  1.45771  0.24967   3675087.88964   45.1699  21.57896  55841.18431    51.45177       44.34478   68.97023   93.39719  119.5    0.04317   -21.5026  0.99216 
   -30.7147  0.00922   1.6174     13.65988  1.51438  1.05862  23.22637  0.10285     0.01373  4078.00909   7873.97369   2.4945         3004.75922     20.44611  0.15518   55710.8853  2.30412  0.21417   1761671.63272  45.78552  21.60344      55836.5    51.41278       44.35109   64.65959   86.21279   98.5    0.04147   -21.7289  0.99634 
  -35.76871  0.06407  1.82748     13.61354  1.47317  1.24038  11.49637  0.29524     0.01535  5163.38172   7753.27677  2.18828         2921.46623     16.42087    1e-05  55705.83129  1.82834  0.73663   2708328.53119  45.48069  21.63104  55844.05376     51.4596       44.42197   74.97181    81.6481   78.0    0.04731  -21.66458   0.9834 
  -32.10429  0.00543  2.01498      13.8034  1.82815  1.10689   22.8815  0.10583     0.01528  3561.69466   6955.03734  2.90375         3100.25062     19.79271  0.03447  55709.49571  1.73151  0.12435   1704409.98528  45.69074  21.58928  55841.18431    51.47101       44.35206   73.28087   96.27095  109.0    0.03651  -21.54927  0.99751 
  -32.10339  0.00416  2.06969     13.83016  2.05053   1.2269  13.58365  0.29499     0.01026  4769.62278   7100.34744  2.90537         2879.96793     18.53997  0.00193  55709.49661  1.84337  0.05654    1783113.1647  45.69772  21.60511  55841.18431    51.43881       44.35719   71.84399   93.39719   84.0    0.03983  -21.67067  0.99899 
  -40.39116  0.00216  2.31397     13.60205  1.70704  1.54953  11.31459  0.20095     0.06625  4774.86935   5572.92825  2.12182         2971.88506     16.34228    1e-05  55701.20884  1.53882  0.02444   5304881.29206   45.0477  21.63611  55844.05376    51.40396       44.35115   74.10105   85.39261  111.5    0.04521  -21.62936  0.99927 
  -37.92652  0.00146  2.23314     13.65335  1.74882  1.39071  32.69826  0.07093     0.04197  4195.08003   3659.93152  2.62559         2953.70587     19.04247  0.00613  55703.67348  3.43267   0.0477   3996631.82236  45.21207  21.60488  55838.31486    51.43549       44.36997    62.1637   84.39805  112.5    0.04013  -21.59242  0.99872 
  -35.65569  0.01193  1.84318     13.56611  1.48669  1.31238   11.1333  0.28472     0.02626  4726.72811    5973.2123  4.53463         2711.65707     19.71671  0.02894  55705.94431  1.48379  0.13287    3459028.5845  45.37098  21.64615  55841.18431    51.42302       44.33164   77.96101   94.46457   99.0    0.03893  -21.69587  0.99694 
  -31.90971  0.00182   2.0005     13.71996  1.77128  1.27081  14.67429  0.21141     0.01526  4501.94765   6589.92873  2.41395         3055.39301     19.21198  0.00905  55709.69029  1.77413  0.02667   2390364.17003  45.53639  21.58545  55838.31486    51.46601        44.4162    63.7661   85.66941   94.5    0.03881  -21.66515  0.99944 
  -43.66269  0.00469  2.00753      13.7714  1.65331  0.70961   12.3853  0.27246     0.02064  4916.65672   6941.73035  2.36225         2915.63434     17.16961    8e-05  55697.93731  1.78597  0.05806   1772959.26074  45.63318  21.64858      55839.4     51.4436       44.36439   64.65959   89.08655   93.5    0.03843  -21.69153  0.99864 
  -47.44854  0.41167  2.22802      13.6634  1.54251  0.66862   9.18202  0.26203     0.01984  5275.25591   6974.43003  2.16613         2838.10987     19.19238  0.00865  55694.15146  1.52424  3.77993   3350213.29831  45.23616  21.54957  55841.18431    51.44272       44.36216   71.84399   91.96031   89.0    0.05065  -21.73207  0.88862 
   -30.3368  0.00189  1.21137     14.03055   1.5287  0.30437  43.80879  0.04072     0.08472  3933.79593   6284.11522  1.61812          3192.9407     20.93734  0.48091   55711.2632  4.04401  0.08289    180961.98421  47.02903   21.6012  55838.31486    51.51317        44.4155   67.53335   89.08655  113.0     0.0453  -22.09236  0.99922 
    -40.419  0.41567   2.3545     13.84559  2.02471  0.89035  12.14772  0.33474     0.01134  5268.99157   6994.65796  3.52513         2710.96657     19.35229   0.0125    55701.181  2.01176  5.04947   2122279.25351  45.50461  21.64666  55841.18431    51.50249       44.42685    63.7508   88.55846   85.0    0.04675  -21.74337  0.89272 
  -39.48537  0.00235   2.2655     13.55473  1.68341   1.3686  12.57424  0.18785     0.01019  4762.26307   7575.38815  3.21305         2837.95247     18.94781  0.00493  55702.11463  1.70112  0.02958   6235377.37238  44.98985  21.59266      55839.4    51.41723       44.35212   64.65959   87.64967   82.5    0.05333   -21.6767  0.99912 
  -27.90805  0.06533   2.1783     13.89819  2.10343  1.22719  40.71681  0.05757     0.43328  3739.00273   6539.06923    2.253         3298.89284     20.02465   0.0588  55713.69195  3.39557  2.66014   1481130.62325  45.74495   21.6058  55844.05376    51.40455       44.36591   74.53643   82.08348  108.5    0.03889  -21.63013  0.95204 
  -32.36513  0.02313  1.96913     13.65167  1.50799   1.2643  39.88679   0.0442     0.24338  3401.75252   3021.17547  2.38692          3251.2761      18.9466  0.00491  55709.23487  2.75335  0.92239   2700329.94005  45.42728    21.656      55834.3    51.42643        44.3586   63.22271   84.77591  110.5    0.04415  -21.49325  0.97685 
  -36.34105  0.00322  1.89628     13.58536  1.54233   1.2644    32.879  0.04573     0.02175  3376.36314   4449.55551  2.30717          3150.7396     20.43647  0.15177  55705.25895  2.23586  0.10592   3476022.38997  45.36014  21.61602      55839.4    51.41709       44.35393   62.32922   88.54317  119.0    0.04571  -21.61376  0.99755 
   -40.2789  0.01148  2.33608      13.5382  1.60174  1.23236  15.09607  0.12131     0.03028  4283.43739   3965.40318  4.59047         2705.40176     18.08936  0.00068   55701.3211  1.65225  0.17334   6807547.84345  44.90347  21.59964      55839.4    51.43623       44.35094   66.09647   89.08655  124.5    0.04335  -21.57731   0.9941 
  -24.98446  0.01032  1.91495     13.79801  1.76028   1.3853  29.48654  0.07742     0.15497  3340.74072   5769.35102  3.20606         3100.18235     17.59208  0.00022  55716.61554  1.96307  0.30435   1519471.22277  45.76842  21.62892  55841.18431    51.43917       44.34625   67.53335   93.39719  107.0    0.03947  -21.45971  0.99423 
  -31.97716  0.08053   2.3067     13.77195  1.82976  1.30316  15.30053  0.16512     0.05206  4412.26481   6181.96342  3.87498         2786.93397     18.97328  0.00522  55709.62284  1.77687  1.23208   2584037.63691  45.39296  21.58657  55838.31486    51.38984       44.34706   58.91207   84.77591  104.5    0.04212  -21.56866  0.96851 
   -44.9613  0.11231  2.73316      13.7611  2.15833  1.35491  12.28516  0.20994     0.01079  4585.32104   8047.51765  2.78845         2831.78448     17.57225  0.00021   55696.6387   1.5408  1.37976   4498536.91546  45.07656  21.62234  55844.05376    51.40956        44.3684   75.97331   82.08348   83.0    0.04843  -21.59567  0.96092 
  -31.63111  0.14685  2.11045     13.70116  1.60096   1.3105  19.79874  0.11316     0.25801  4056.39129   5020.60317  2.70741         3026.41973     17.06232    6e-05  55709.96889  1.94332   2.9074   2621981.29211  45.40584  21.62425  55841.18431    51.39537       44.36664   74.97181   78.77434  110.0    0.04272  -21.54604  0.92731 
  -42.26652  0.20541  2.26068     13.57574  1.52811  1.46369  17.73454  0.10344      0.0965  3790.69493   6624.49352  2.78231         2984.78485     18.03217   0.0006  55699.33348  1.52014  3.64284   5116454.01127  45.03555  21.61138  55844.05376    51.45786       44.36501   70.40711   96.27095  124.5    0.04091   -21.5127  0.89054 
  -48.86273  0.01273  2.33205     13.44095   1.6394  1.29736  13.90381  0.11278     0.01045  4164.50998    4554.7085  2.73747         2883.05441     18.06202  0.00064  55692.73727  1.43843  0.17696  10866304.80524  44.71197  21.58884  55841.18431    51.43275       44.35241   64.65959   93.39719  108.5    0.04418  -21.58258  0.99403 
