          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
   58516.5371  19.7934  19.8678    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58518.544097   20.851  20.9527    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 58520.522143  19.4422  19.5166    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58528.515645  20.1898  20.2642    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58532.496663  19.1355    19.21    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58540.285156  19.2835  19.3664    -1.0        P48         ZTF       r   True      AB   False             ThisWork 
 58540.417968  20.2463  20.3622    -1.0        P48         ZTF       g   True      AB   False             ThisWork 
 58540.490549  19.8847  19.9591    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58544.487617  19.8465  19.9209    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58546.273437  21.0089  21.1249  0.2967        P48         ZTF       g  False      AB   False             ThisWork 
 58556.335937  19.8825  19.9985  0.2188        P48         ZTF       g  False      AB   False             ThisWork 
 58556.460988  19.2386   19.313    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58558.226562  19.7527  19.8355  0.1619        P48         ZTF       r  False      AB   False             ThisWork 
 58560.436242  19.5567  19.6311  0.2722      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58567.273437  19.5145  19.6304  0.0852        P48         ZTF       g  False      AB   False             ThisWork 
   58567.3125  19.7756  19.8584  0.2199        P48         ZTF       r  False      AB   False             ThisWork 
 58568.447991  19.7703  19.8448  0.2444      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58570.437735  19.7325   19.807  0.3057      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58572.430898  19.6648  19.7392  0.1717      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58575.273437  19.1612  19.2771  0.0626        P48         ZTF       g  False      AB   False             ThisWork 
  58576.42755  19.6943  19.7687  0.3007      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58578.432995  19.3218  19.4235  0.0939      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
