          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58434.503906  21.0438  21.1511  0.3453        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
      58437.5  20.7081  20.8154  0.1801        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58440.542968  20.3325  20.4092   0.211        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
 58441.484375  20.0932  20.2005  0.1258        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58443.521776  19.8669  19.9742    0.12        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58448.309724    19.84  19.9167  0.1848        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
   58450.4632  19.4011  19.5084  0.1472        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58454.654571  19.5239   19.618  0.2397      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58455.519531  19.3978  19.4744  0.2436        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
 58456.598927  19.5944  19.6633  0.2378      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58458.606083  19.4666  19.5607  0.1537      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58460.573272  19.6942  19.7631  0.3036      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58462.600592  19.1833  19.2774  0.1197      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58464.564735  19.4983  19.5671  0.2338      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58465.480468  19.2533    19.33  0.1067        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
 58465.527343  19.1688  19.2761  0.0966        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58468.441406  19.1991  19.3063  0.0956        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58468.547213  19.3956  19.4645  0.2335      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58470.547203  19.4832  19.5521  0.2068      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58472.548036  19.5149  19.5838  0.2937      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58474.551927  19.1545  19.2234  0.2806      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58476.535619  19.3487  19.4176  0.3548      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58478.550418  19.8021   19.871  0.3127      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58480.480468  19.4922  19.5995  0.2132        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58480.544722  19.9042  19.9731  0.3519      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58481.126929  19.4865  19.5631  0.1024        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
 58482.550781  19.7099  19.8172  0.1701        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58483.489679  19.5506  19.6296  0.2159        PS1          --       w  False      AB   False  2022ApJ...931...32Y 
 58486.556734  19.7362  19.8304  0.1991      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
 58487.421875  19.6586  19.7352  0.1215        P48         ZTF       r  False      AB   False  2022ApJ...931...32Y 
 58487.445312   19.584  19.6913  0.1371        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58488.525628  19.8079  19.8768  0.3371      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58491.433593  20.0133  20.1205  0.1426        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
 58494.464843  20.0494  20.1567  0.2045        P48         ZTF       g  False      AB   False  2022ApJ...931...32Y 
      58494.5  20.0934  20.2007  0.0719       FLWO   KeplerCam       g  False      AB   False  2022ApJ...931...32Y 
  58494.51215  20.1665  20.2606  0.3046      ATLAS       ATLAS    cyan  False      AB   False  2018PASP..130f4505T 
  58496.50639  19.9341   20.003  0.3271      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58496.511019  19.9405  20.0194  0.0535        PS1          --       w  False      AB   False  2022ApJ...931...32Y 
 58500.497279  19.6783  19.7472  0.2956      ATLAS       ATLAS  orange  False      AB   False  2018PASP..130f4505T 
 58502.378906  20.4644  20.5717    0.17       FLWO   KeplerCam       g  False      AB   False  2022ApJ...931...32Y 
 58502.382812  20.0825  20.1592  0.1056       FLWO   KeplerCam       r  False      AB   False  2022ApJ...931...32Y 
 58508.494105  19.6036  19.6725    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 58508.509151   20.638  20.7453  0.1783       FLWO   KeplerCam       g  False      AB   False  2022ApJ...931...32Y 
 58508.512951  20.2755  20.3521  0.1599       FLWO   KeplerCam       r  False      AB   False  2022ApJ...931...32Y 
