# STATUS =
# OBJECT = 2018hti
# TELESCOPE = FTN
# INSTRUMENT = FLOYDS-N
# DATE-OBS = 2019-01-21 08:50:18.00
# MJD = 58504.368263899814
# EXPTIME = 1800.0
# AIRMASS = 1.397259
# SLIT = N/A
# DISPERSER = --
# SOURCE = 2022MNRAS.tmp..717F
# FILTER =
# RESOLUTION =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED = --
# PHOTOMETRY_CALIBRATED =
# TELLURIC_CORRECTED =
# FLUX_UNITS = erg cm(-2) sec(-1) Ang(-1)
# WAVE_UNITS = Angstrom
# QUALITY = Low
# MIN_WAVE = 3499.3347167969
# MAX_WAVE = 10000.053465962
# COMMENT = --
         Wavelength           Flux 
  3501.076136231424   4.626889e-15 
  3502.817555665971  3.9724143e-15 
 3504.5589751005186    4.38461e-15 
  3506.300394535066  4.2162217e-15 
 3508.0418139696135  4.2343905e-15 
  3509.783233404161  3.8328237e-15 
 3511.5246528387083  3.4196785e-15 
 3513.2660722732558   2.962743e-15 
  3515.007491707803  3.4557852e-15 
 3516.7489111423506  3.3217911e-15 
  3518.490330576898  3.1715669e-15 
 3520.2317500114455  3.7883756e-15 
  3521.973169445993  4.1065466e-15 
 3523.7145888805403   3.783857e-15 
 3525.4560083150877  3.4808645e-15 
  3527.197427749635   3.668192e-15 
 3528.9388471841826  3.8139607e-15 
   3530.68026661873   3.484836e-15 
 3532.4216860532774  3.0925092e-15 
  3534.163105487825  3.4698944e-15 
 3535.9045249223723  3.8424146e-15 
 3537.6459443569197   3.595652e-15 
  3539.387363791467   3.413504e-15 
 3541.1287832260145  3.0019534e-15 
  3542.870202660562  3.6223898e-15 
 3544.6116220951094   4.126589e-15 
  3546.353041529657  4.3785018e-15 
 3548.0944609642042  4.1036904e-15 
 3549.8358803987517  3.1346087e-15 
  3551.577299833299  4.3970886e-15 
 3553.3187192678465   4.104339e-15 
  3555.060138702394  4.3172367e-15 
 3556.8015581369414  4.7573605e-15 
  3558.542977571489   4.050705e-15 
  3560.284397006036   3.660212e-15 
 3562.0258164405836  3.8053082e-15 
  3563.767235875131   4.138877e-15 
 3565.5086553096785   4.421177e-15 
  3567.250074744226  4.0124184e-15 
 3568.9914941787733   3.516862e-15 
 3570.7329136133208  3.7658835e-15 
  3572.474333047868  3.5733554e-15 
 3574.2157524824156   3.409996e-15 
  3575.957171916963  3.6275317e-15 
 3577.6985913515105  4.3415847e-15 
  3579.440010786058  4.4976395e-15 
 3581.1814302206053  4.2699905e-15 
 3582.9228496551527   4.034481e-15 
    3584.6642690897  4.0452345e-15 
 3586.4056885242476   3.750773e-15 
  3588.147107958795   4.313907e-15 
 3589.8885273933424  4.6992105e-15 
   3591.62994682789   3.945559e-15 
 3593.3713662624373   4.147713e-15 
 3595.1127856969847  3.8572974e-15 
  3596.854205131532  3.8250847e-15 
 3598.5956245660796  4.2945587e-15 
  3600.337044000627  4.8508607e-15 
 3602.0784634351744   4.382054e-15 
 3603.8198828697214   3.949868e-15 
  3605.561302304269  3.8555885e-15 
  3607.302721738816   4.046028e-15 
 3609.0441411733636   3.923841e-15 
  3610.785560607911   3.611952e-15 
 3612.5269800424585  4.4060655e-15 
  3614.268399477006  4.2671364e-15 
 3616.0098189115533   4.469181e-15 
 3617.7512383461008  4.4263888e-15 
  3619.492657780648   4.188711e-15 
 3621.2340772151956   3.839873e-15 
  3622.975496649743  3.3039395e-15 
 3624.7169160842905  3.6003013e-15 
  3626.458335518838  4.3528905e-15 
 3628.1997549533853   4.412568e-15 
