 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel           TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -6.30995  0.22601  1.37993     14.04415  1.73034  1.47285  19.96731   0.0101     0.09029  4779.62749     9919.819  2.77752         2212.52638     21.27141  1.03787  57902.96405  2.72104  4.51276  249670.78003  46.82989  17.53997  57927.01602     51.6682       45.15052   13.82627  23.17067   66.5    0.30811  -21.66052   0.9572 
   -1.66455  0.27385  0.76726     14.67248  1.83933  0.40003   24.6232  0.01006     0.18279  5424.30755   9987.01214  4.38829         2011.39436     21.29327  1.09143  57907.60945  4.32176  6.74303    4543.51189  49.10623  17.51226    57927.572    51.67554        45.1793   11.78333  23.17067   46.5    0.35235  -21.83456  0.98867 
   -5.71705  0.28423   1.5194     14.11025  1.68941  1.01525  15.99271  0.01287     0.32583  5769.83224   9950.97311   3.3489         2007.29644     21.25803  1.00637  57903.55695  3.17596  4.54566  217969.44102  46.79484  17.52198  57927.01602    51.67793       45.16414   12.68176  23.19773   62.0    0.34633  -21.71255   0.9462 
   -2.84733  0.38044  0.98199     14.38745  1.74353  0.76785  17.48882  0.01436     0.19399  5372.25833   9925.85071  4.78111         2072.47006     21.27317  1.04207  57906.42667  3.01094  6.65351   26215.93602  48.10749  17.50862    57924.303    51.78429       45.32942   11.74346  20.08299   44.0    0.31766  -21.85641   0.9743 
   -6.03212  0.22099  1.05275     14.20672  1.82583  1.04548  23.07828  0.01081     0.19483  5761.76492   9831.33616  2.52965         2025.63151     21.24884   0.9853  57903.24188  4.57027  5.10005   72525.83103  47.62516  17.43751  57927.01602    51.55508       45.05743   10.81544  22.27224   65.0    0.29352  -21.55187  0.97543 
   -4.41401  0.26675  1.07988     14.24587  1.91618  0.93308  21.00103  0.01088     0.28841  5778.52155    9902.0129  2.72148          2001.9812     21.29674  1.10018  57904.85999  4.18313  5.60212   66875.47364  47.65927  17.52587    57927.572    51.58875        45.0649   11.78333  24.09616   60.5    0.34687  -21.80274  0.97329 
   -3.78114  0.27865  0.86813     14.68555  1.86881  0.35827  22.12303  0.01008     0.10791  4642.44839   9931.59996  3.27942         2196.20866     21.26573  1.02438  57905.49286  2.84424  6.16463    5564.69598   48.9178  17.46703  57927.01602    51.66612        45.1686   10.38419   24.0167   46.0    0.33492  -21.76846  0.98401 
    -4.5799  0.34654  0.73538     14.49376    2.076  0.72303  18.09567   0.0167     0.14021  5798.18853   9924.66693  3.54795          2010.0328     21.27668  1.05052   57904.6941    3.629  6.27089   10728.70293  48.82251  17.55622  57927.01602    51.63916       45.11861   11.83934   24.0167   58.5    0.29113   -21.6661  0.99258 
   -5.21427  0.28203  0.97835     14.05116  1.41992   0.9267  21.81079  0.01074      0.1296  4891.98243   9992.43303  4.06785         2056.29483     21.31856  1.15688  57904.05973  3.11364  6.15139   99710.12444  47.44138  17.49699  57927.01602    51.62669       45.10168   12.68537  24.09616   63.0    0.30744  -21.80502  0.96163 
   -4.35477   0.2525  0.81155     14.28993   1.9628  1.13251  24.54057  0.01013     0.22245  5697.23561   9753.53582  2.73921         2041.80506     21.27762   1.0528  57904.91923   4.7516  6.19651   31583.27257  48.24363  17.55162  57927.01602    51.56903       45.00901   12.98024  25.96048   60.5    0.31795  -21.70848  0.98768 
   -3.75911  0.32434  0.92729     14.33078  1.70589  0.93677  17.33436  0.01758     0.35448  6751.80683   9553.36594  4.19065         2003.69982     21.22653  0.93597  57905.51489  4.71384  5.62217   29692.52385  48.09372  17.53528  57927.01602    51.60143       45.03612   15.57629  25.00806   51.0    0.32038  -21.73556  0.98126 
    -3.8878  0.30823  0.78002     14.23826  1.68403  0.92062  19.72107  0.01345     0.14635  6098.60671   9881.44223  2.85816         2011.85168     21.28455  1.06973   57905.3862  4.37541  6.07856   31758.37562  48.20913  17.48803  57927.01602    51.72702       45.23463   12.68537  22.51839   54.0    0.32848  -21.85244   0.9848 
   -4.59872  0.29118  0.97221     14.20544  1.85494  1.27704  21.90163  0.01126      0.3739  4782.74092   9993.86972  3.58937         2135.77508     21.30101  1.11106  57904.67528  2.98853  6.37742   63210.53428  47.76087  17.54808    57927.322    51.58273       45.04707   12.12865  24.99639   61.5    0.29163  -21.75061  0.97606 
   -2.96144  0.32638  0.82655     14.24825  1.72815  1.05784  18.59351  0.01337     0.41581  5864.79942    9794.9797  3.33097         2015.60664     21.26016  1.01132  57906.31256    3.815  6.06848   34949.29275  48.12845  17.47967  57927.01602    51.68844       45.20703   11.23022  22.51839   52.0    0.35729  -21.83296   0.9841 
   -2.72666    0.271  1.00853     14.53153  1.56811  0.41371  21.50425  0.01186     0.27434  6470.96885   9670.83528  4.06166         2024.79595     21.26309  1.01816  57906.54734  5.37143  5.82766   12808.92685  48.34933  17.57355    57927.572    51.63553       45.12005    10.9373  24.24762   51.0    0.37563  -21.83744  0.96951 
   -3.49049  0.43426  0.97393     14.23568  1.71044   1.1405  14.64512  0.01693     0.40371  5376.93902   9984.76695  3.70328          2120.4896     21.26321  1.01844  57905.78351  2.52575  6.35983   50888.00949  47.81828  17.52675  57927.01602     51.6358       45.11733   12.68176  23.19773   52.0    0.34419  -21.79058  0.97415 
   -4.36727  0.32431  0.75308     14.51399  1.74627  0.42867  19.12937  0.01273     0.18468  5618.44934   9980.64135  2.16562         2139.45525     21.28994  1.08311  57904.90673  3.60214  6.20388     8622.4464  48.82164   17.5436    57927.572    51.75993       45.32209    9.98557  20.69998   61.0      0.318  -21.72225  0.98621 
   -3.73596  0.30235  1.03131     14.06785  1.45375  1.47475   19.0859  0.01295     0.16165  5989.33781   9830.52007   3.7734         2011.24572     21.24498  0.97659  57905.53804  4.08411  5.77059  105048.04658  47.38317  17.45192    57927.304    51.70685       45.19366   14.43538  22.34614   56.0    0.34522  -21.73927  0.96306 
   -3.88681  0.42664  0.87985     14.40096  1.93625  0.80877  15.33016  0.01977     0.24861  5946.95969   9988.17786  3.62229         2013.75821     21.29703  1.10093  57905.38719  3.23418  6.54051   21962.15208  48.32531  17.55936  57927.01602    51.65204       45.13297   11.23022  25.11444   53.0    0.29286  -21.84472  0.98389 
    -4.1904   0.2694  0.78417     14.11335  1.63907  1.26569  24.36861  0.01035     0.10311  5027.74398   9852.10028  3.63194         2002.95903     21.31379  1.14423   57905.0836  3.67455   6.5649   55530.73862  47.95009  17.46886  57927.01602    51.59829       45.10431   11.23022  21.59029   59.0    0.31328  -21.82222   0.9816 
   -3.28278   0.2508  1.15131     14.47863  2.08095  0.53577  21.64625  0.01022     0.22521  6189.64628   9865.96915  2.71186         2028.12912     21.31833  1.15626  57905.99122  4.94699  5.42889   28261.37923  48.01353  17.54114  57927.01602    51.59882       45.06299   10.81544  24.99639   56.5    0.38905  -21.96018   0.9737 
