# Wavelength Flux
# STATUS = PUBLIC
# OBJECT = 2019aamw
# TELESCOPE = Keck1
# INSTRUMENT =
# DATE-OBS = 2020.0622
# MJD =
# EXPTIME =
# SLIT =
# DISPERSER =
# SOURCE = 2023ApJ...943...41C
# FILTER =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED = False
# PHOTOMETRY_CALIBRATED =
# FLUX_UNITS = erg/s/cm^2/Angstroms
# QUALITY =
# MIN_WAVE =
# MAX_WAVE =
# COMMENT =
3055.9539 -3.33378e-18
3057.895 -3.03011e-17
3059.8369 -3.44381e-17
3061.7793 1.08624e-17
3063.7222 -1.30563e-17
3065.666 -8.03142e-18
3067.6101 -1.68112e-17
3069.5549 -3.78628e-17
3071.5005 2.95148e-17
3073.4465 -1.94929e-17
3075.3933 -8.1833e-18
3077.3408 -9.56024e-19
3079.2886 1.34606e-17
3081.2373 2.21053e-17
3083.1863 1.40815e-17
3085.1362 -1.97425e-17
3087.0867 -2.93839e-18
3089.0376 -1.86127e-17
3090.9893 -3.56024e-17
3092.9414 -1.16031e-17
3094.8943 4.37476e-18
3096.8477 -6.79812e-18
3098.8018 3.56887e-18
3100.7563 2.35138e-18
3102.7117 -2.02509e-17
3104.6675 2.96243e-18
3106.624 -1.5422e-18
3108.5811 -6.65163e-18
3110.5388 2.64336e-17
3112.4971 2.87094e-18
3114.4558 -1.35627e-17
3116.4153 -3.49652e-20
3118.3755 6.37132e-18
3120.3362 -1.55113e-18
3122.2974 -9.264e-18
3124.2593 1.19075e-17
3126.2217 2.23373e-17
3128.1848 1.40875e-17
3130.1484 -2.01178e-17
3132.1125 -9.17627e-18
3134.0774 9.82357e-18
3136.0427 9.65398e-18
3138.0088 9.03054e-18
3139.9753 -6.79986e-19
3141.9424 -2.71017e-18
3143.9104 2.8054e-18
3145.8787 8.06745e-19
3147.8477 1.45332e-17
3149.8171 -8.42317e-18
3151.7871 1.08002e-19
3153.7578 -3.81713e-18
3155.729 -1.38163e-18
3157.7009 5.3707e-18
3159.6733 -5.68489e-19
3161.6462 3.50596e-18
3163.6199 1.11704e-17
3165.594 -1.70257e-18
3167.5688 5.74224e-18
3169.5442 -1.09067e-18
3171.52 3.9063e-18
3173.4963 -4.62241e-18
3175.4734 -9.27952e-18
3177.4509 1.22974e-17
3179.4292 4.01013e-19
3181.408 2.20606e-18
3183.3872 3.425e-18
3185.3672 7.55185e-19
3187.3474 5.14451e-18
3189.3286 -2.81883e-18
3191.3101 -1.69697e-18
3193.2922 2.62456e-18
3195.2749 -1.16224e-18
3197.2581 5.05867e-18
3199.2419 -1.06347e-18
3201.2263 -7.92054e-18
3203.2112 1.08677e-18
3205.1968 -9.97401e-18
3207.1829 7.71515e-19
3209.1694 3.9674e-18
3211.1567 -4.91718e-18
3213.1443 -8.98442e-18
3215.1328 6.81534e-18
3217.1216 6.91729e-18
3219.1108 1.83041e-19
3221.1008 1.22223e-17
3223.0913 3.76625e-18
3225.0825 8.16837e-18
3227.074 -5.39612e-18
3229.0662 -3.03255e-18
3231.0588 2.78238e-18
3233.052 6.37266e-18
3235.0459 1.66761e-18
3237.0403 -1.38868e-18
3239.0352 8.83084e-19
3241.0305 2.74013e-18
3243.0266 3.31712e-18
3245.0232 4.41421e-18
3247.02 3.11397e-18
3249.0176 2.07094e-18
3251.0159 -7.11485e-18
3253.0146 1.02816e-18
3255.0139 -2.30074e-18
3257.0137 2.27428e-18
3259.0139 2.23506e-19
3261.0146 3.31124e-18
3263.0161 -3.38875e-18
3265.0178 3.63536e-19
3267.0205 -2.23956e-18
3269.0232 2.19779e-18
3271.0269 2.15206e-18
3273.031 -4.19066e-19
3275.0354 -1.23607e-18
3277.0405 -2.00521e-18
3279.0461 -6.17288e-19
3281.0522 4.51173e-19
3283.0591 -2.56926e-19
3285.0662 4.39234e-18
3287.074 2.11504e-18
3289.082 2.72465e-18
3291.0908 3.45247e-18
3293.1001 5.50526e-18
3295.1101 4.02243e-18
3297.1204 -1.47637e-18
3299.1311 -3.33905e-18
3301.1426 -4.14737e-19
3303.1545 -1.79903e-18
3305.167 3.8727e-18
3307.1797 7.23696e-19
3309.1934 -2.79116e-19
3311.2073 7.46861e-19
3313.2217 4.93404e-19
3315.2368 3.20447e-18
3317.2522 -2.66392e-18
3319.2683 3.47446e-18
3321.2847 -5.527e-18
3323.3018 2.55167e-18
3325.3193 5.11709e-18
3327.3374 1.08275e-18
3329.356 -2.04907e-18
3331.375 -2.18066e-18
3333.3945 3.11849e-18
3335.4146 -1.55292e-18
3337.4353 5.91462e-19
3339.4563 2.48642e-18
3341.4778 -9.61169e-19
3343.5 2.84908e-18
3345.5227 8.97418e-19
3347.5457 -5.42109e-18
3349.5691 1.36857e-18
3351.5933 4.1706e-19
3353.6179 1.73771e-19
3355.6431 5.34194e-18
3357.6687 2.51881e-18
3359.6946 4.45666e-19
3361.7212 2.23832e-18
3363.7483 1.1564e-18
3365.7759 -1.86653e-18
3367.804 1.32779e-18
3369.8325 1.62664e-18
3371.8616 -3.8215e-19
3373.8911 -8.08592e-19
3375.9209 2.76804e-18
3377.9514 -1.86504e-18
3379.9824 2.79932e-18
3382.0139 1.51464e-18
3384.0459 9.89957e-19
3386.0784 -3.07996e-18
3388.1113 1.72881e-18
3390.1448 -5.84178e-19
3392.1787 -1.48441e-18
3394.2129 1.62697e-18
3396.2478 -5.42803e-19
3398.2832 9.787e-20
3400.3188 3.12986e-18
3402.3552 2.06633e-18
3404.3921 -6.1289e-19
3406.4292 -3.03934e-18
3408.467 -2.96816e-18
3410.5051 -1.5856e-18
3412.5437 2.16931e-18
3414.583 -8.94831e-19
3416.6226 4.08545e-20
3418.6626 1.11657e-18
3420.7031 6.63334e-19
3422.7441 1.4658e-18
3424.7856 1.73448e-18
3426.8276 -1.12302e-18
3428.8701 1.91083e-18
3430.9131 5.52996e-19
3432.9563 -1.09363e-19
3435.0002 4.86747e-19
3437.0444 6.73978e-19
3439.0894 3.82824e-18
3441.1345 8.24859e-19
3443.1802 -4.66009e-19
3445.2263 4.54925e-19
3447.2729 -1.48799e-18
3449.3201 -6.28328e-19
3451.3674 -3.59956e-18
3453.4155 1.75029e-18
3455.4639 1.32042e-18
3457.5127 -3.91743e-19
3459.5623 -5.42742e-19
3461.6121 2.91974e-18
3463.6621 -4.87314e-19
3465.7129 3.25655e-18
3467.7642 -2.77402e-18
3469.8157 1.72724e-18
3471.8679 5.39963e-19
3473.9204 -2.26969e-19
3475.9734 -4.29369e-19
3478.0266 -1.75309e-18
3480.0806 1.72325e-18
3482.135 -5.01071e-18
3484.1897 4.22201e-18
3486.2449 -2.07204e-18
3488.3005 -1.98925e-18
3490.3564 -1.49018e-18
3492.4131 3.30976e-18
3494.4702 9.86402e-19
3496.5276 -2.00733e-18
3498.5852 6.91156e-19
3500.6436 -1.56384e-18
3502.7024 1.68119e-18
3504.7615 -5.10224e-19
3506.821 -1.58243e-18
3508.8811 1.1426e-18
3510.9417 -8.31354e-20
3513.0027 -2.79402e-19
3515.064 1.04045e-18
3517.1257 1.53777e-18
3519.188 1.03602e-18
3521.2505 3.50948e-18
3523.3137 -5.60542e-19
3525.3772 1.51259e-18
3527.4412 1.10475e-18
3529.5054 -3.97291e-19
3531.5703 5.98078e-19
3533.6355 1.70249e-18
3535.7012 3.83403e-18
3537.7671 -1.02159e-18
3539.8337 -2.57659e-18
3541.9006 -2.0711e-19
3543.968 2.73377e-18
3546.0356 7.82518e-19
3548.104 -1.50708e-18
3550.1726 -1.4995e-18
3552.2415 -4.4044e-19
3554.311 -1.71094e-18
3556.3809 5.62674e-19
3558.4512 4.80542e-18
3560.5217 1.66807e-18
3562.593 -8.73858e-19
3564.6646 5.3278e-18
3566.7363 2.23363e-18
3568.8088 9.74185e-19
3570.8816 9.2116e-19
3572.9546 3.99492e-19
3575.0283 1.95386e-18
3577.1023 4.17937e-19
3579.1768 9.80918e-19
3581.2517 1.68969e-18
3583.3269 6.31605e-19
3585.4026 3.56913e-18
3587.4785 9.17531e-20
3589.5549 1.04956e-18
3591.6318 -4.98693e-19
3593.709 3.31284e-18
3595.7869 7.72241e-19
3597.8647 9.48586e-19
3599.9434 -1.97899e-20
3602.0222 2.01002e-18
3604.1016 -4.70698e-19
3606.1812 8.1837e-19
3608.2612 -1.41807e-18
3610.3418 2.50103e-18
3612.4226 -8.80782e-19
3614.5039 -8.6732e-19
3616.5854 2.6868e-19
3618.6675 2.91939e-18
3620.75 -2.64375e-18
3622.8328 2.49642e-19
3624.916 -7.8478e-20
3626.9998 1.23802e-18
3629.0837 -5.987e-18
3631.1682 3.54064e-18
3633.2529 3.07714e-19
3635.3381 3.19135e-18
3637.4236 3.12372e-18
3639.5098 3.73376e-18
3641.5959 5.54314e-19
3643.6829 1.18291e-18
3645.77 -6.66256e-19
3647.8574 1.48179e-18
3649.9453 -1.87251e-19
3652.0337 9.46194e-19
3654.1223 2.54446e-19
3656.2112 1.6254e-18
3658.3008 -1.59095e-18
3660.3904 5.71001e-19
3662.4807 4.9583e-19
3664.5713 -9.18762e-19
3666.6621 1.91414e-18
3668.7534 1.31884e-18
3670.8452 -1.00926e-18
3672.9373 -4.97546e-20
3675.0298 7.13114e-19
3677.1226 1.02838e-18
3679.2158 1.56395e-18
3681.3091 3.16678e-19
3683.4033 -2.10264e-18
3685.4976 9.53465e-20
3687.592 3.86945e-19
3689.6873 2.25558e-18
3691.7827 1.085e-18
3693.8784 -1.23394e-18
3695.9746 1.67716e-19
3698.071 2.13777e-20
3700.168 -1.85513e-18
3702.2651 -1.68466e-18
3704.3628 1.29351e-18
3706.4607 3.24822e-18
3708.5591 -1.09334e-19
3710.6577 5.73799e-20
3712.7568 -8.96021e-20
3714.8562 1.51527e-19
3716.9561 6.10353e-19
3719.0562 7.82916e-19
3721.1565 1.19786e-18
3723.2573 9.40905e-19
3725.3586 -1.43688e-19
3727.4602 1.28211e-18
3729.562 1.74355e-18
3731.6643 1.25071e-18
3733.7671 -9.66099e-20
3735.8701 1.49021e-18
3737.9734 -1.292e-18
3740.0769 2.04088e-18
3742.1809 7.32825e-19
3744.2854 -7.42813e-19
3746.3901 2.24689e-18
3748.4951 8.29956e-19
3750.6006 1.39863e-18
3752.7063 -3.24376e-19
3754.8125 -4.4294e-19
3756.9189 3.84267e-19
3759.0259 -5.74275e-19
3761.1331 2.16268e-18
3763.2405 9.71082e-20
3765.3484 8.84752e-19
3767.4565 -2.30898e-19
3769.5649 -5.31665e-19
3771.6738 1.30296e-18
3773.7832 -6.99879e-19
3775.8926 -5.1331e-19
3778.0024 1.08006e-18
3780.1128 1.55076e-18
3782.2234 -9.9223e-19
3784.3342 3.0152e-18
3786.4453 6.29616e-19
3788.5569 1.84264e-18
3790.6689 -5.46224e-19
3792.781 2.07218e-18
3794.8938 1.58717e-18
3797.0066 7.30636e-19
3799.1199 1.17191e-18
3801.2334 -1.43417e-18
3803.3472 2.19391e-20
3805.4614 5.94813e-19
3807.5759 1.69924e-18
3809.6909 1.92614e-18
3811.8059 -1.52013e-18
3813.9216 -7.12035e-19
3816.0374 4.00839e-19
3818.1536 4.90785e-19
3820.27 1.6796e-18
3822.387 1.70977e-18
3824.5039 1.75645e-18
3826.6216 -7.04419e-19
3828.7393 6.37863e-19
3830.8574 1.72657e-19
3832.9758 2.95148e-18
3835.0945 6.80646e-19
3837.2136 -6.24753e-19
3839.333 1.03805e-18
3841.4526 2.0126e-18
3843.5728 -2.50562e-18
3845.6931 2.53589e-18
3847.8137 1.51638e-18
3849.9346 1.32529e-18
3852.0559 1.32899e-18
3854.1775 -1.28247e-18
3856.2993 -4.00025e-19
3858.4214 -1.9192e-18
3860.5439 8.00318e-19
3862.6667 -4.54166e-19
3864.79 1.31522e-18
3866.9133 7.39819e-19
3869.0371 1.23263e-18
3871.1611 -1.1014e-18
3873.2854 3.853e-20
3875.4102 4.82423e-19
3877.5352 1.23958e-18
3879.6604 7.40912e-19
3881.7859 7.20397e-19
3883.9119 8.19232e-20
3886.0381 8.34048e-19
3888.1646 3.61775e-19
3890.2913 1.31505e-18
3892.4185 1.25647e-19
3894.5459 -1.68603e-18
3896.6733 1.21001e-18
3898.8015 -2.59194e-19
3900.9297 1.55953e-18
3903.0581 -9.39987e-19
3905.187 2.02642e-18
3907.3164 2.13802e-18
3909.4458 -1.06083e-18
3911.5754 1.65758e-18
3913.7056 1.34388e-18
3915.8357 -3.458e-19
3917.9663 8.46156e-19
3920.0974 -4.00155e-19
3922.2285 2.3661e-19
3924.3601 6.41315e-19
3926.4917 -1.40084e-18
3928.6238 1.76498e-18
3930.7561 1.38484e-18
3932.8889 4.78335e-19
3935.0217 2.68324e-19
3937.1548 6.25862e-19
3939.2883 2.24263e-20
3941.4221 -2.43289e-20
3943.5564 3.07916e-19
3945.6907 1.55694e-18
3947.8252 1.51131e-19
3949.9602 4.50007e-19
3952.0952 2.67728e-18
3954.2307 7.6269e-19
3956.3665 1.30529e-18
3958.5024 8.73624e-19
3960.6389 1.31905e-18
3962.7754 1.90371e-18
3964.9121 2.04214e-18
3967.0493 1.0519e-18
3969.1868 9.65475e-19
3971.3245 -3.87722e-19
3973.4624 1.04239e-18
3975.6006 1.82402e-18
3977.739 1.69464e-18
3979.8777 8.86411e-19
3982.0168 1.29034e-18
3984.1562 1.88559e-18
3986.2957 -5.54118e-20
3988.4355 8.11206e-19
3990.5757 8.85177e-21
3992.7161 -1.98887e-19
3994.8567 -5.65725e-20
3996.9976 1.94354e-20
3999.1389 3.86097e-19
4001.2803 1.56304e-18
4003.4219 1.44483e-18
4005.5637 -7.21021e-20
4007.7061 2.09408e-18
4009.8486 9.23106e-19
4011.9912 -8.2482e-19
4014.1343 1.57257e-18
4016.2776 1.85793e-18
4018.4211 1.41959e-19
4020.5649 8.18337e-19
4022.709 5.08904e-19
4024.8533 6.99184e-19
4026.9978 -1.88655e-19
4029.1426 1.72006e-18
4031.2876 1.36058e-18
4033.4331 1.29704e-19
4035.5786 3.54137e-19
4037.7244 1.65035e-18
4039.8706 1.05916e-18
4042.0168 1.76623e-19
4044.1633 -1.28633e-19
4046.3103 1.10841e-18
4048.4573 1.01245e-18
4050.6045 1.84589e-18
4052.7522 8.74886e-19
4054.8999 2.31329e-18
4057.0481 2.18047e-19
4059.1963 -7.07021e-19
4061.345 -1.042e-19
4063.4939 2.26057e-19
4065.6428 1.4609e-19
4067.792 5.31031e-19
4069.9417 1.21347e-18
4072.0916 1.39768e-18
4074.2415 1.09892e-18
4076.3918 1.64459e-19
4078.5422 1.86794e-18
4080.6931 7.25303e-19
4082.844 -1.45194e-18
4084.9951 1.31075e-19
4087.1467 7.34209e-19
4089.2983 2.27547e-18
4091.4502 1.03908e-18
4093.6025 3.21275e-19
4095.7549 -9.31874e-19
4097.9077 5.97646e-19
4100.0605 -1.12809e-19
4102.2134 5.80581e-19
4104.3667 -1.93871e-19
4106.5205 1.40203e-18
4108.6743 -6.80099e-19
4110.8281 1.65695e-19
4112.9824 1.25154e-18
4115.1372 1.39314e-18
4117.292 1.03534e-18
4119.4468 1.77938e-18
4121.6021 2.17456e-18
4123.7573 -6.4964e-19
4125.9131 5.38168e-19
4128.0688 1.84189e-18
4130.2251 7.05776e-19
4132.3813 2.85131e-19
4134.5376 1.53554e-18
4136.6943 1.89598e-18
4138.8516 4.36188e-19
4141.0088 1.70091e-18
4143.166 2.78752e-18
4145.3237 -1.43403e-19
4147.4819 1.32732e-18
4149.6396 1.21235e-18
4151.7979 1.24534e-18
4153.9565 -6.67486e-19
4156.1152 1.52727e-18
4158.2744 1.23463e-18
4160.4336 2.50327e-18
4162.5928 1.57e-18
4164.7524 1.60512e-18
4166.9121 4.75165e-19
4169.0723 -9.56339e-20
4171.2324 -1.72097e-19
4173.3931 1.40939e-19
4175.5537 2.07565e-18
4177.7144 8.69767e-19
4179.8755 1.05823e-18
4182.0371 2.43525e-18
4184.1982 4.98048e-19
4186.3599 2.44891e-19
4188.522 1.09667e-18
4190.6841 1.35419e-18
4192.8467 1.19233e-19
4195.0088 9.20179e-19
4197.1719 -3.96175e-19
4199.3345 1.55548e-18
4201.4976 9.78991e-19
4203.6611 1.73005e-18
4205.8247 9.94785e-19
4207.9883 1.05688e-18
4210.1523 5.2832e-19
4212.3169 -2.43104e-19
4214.481 1.68189e-18
4216.6455 2.17013e-18
4218.8105 1.9202e-18
4220.9751 1.51159e-18
4223.1406 1.47389e-18
4225.3057 2.29715e-18
4227.4712 8.29831e-19
4229.6372 8.81498e-19
4231.8032 7.10482e-19
4233.9692 1.78598e-18
4236.1357 -1.0779e-18
4238.3022 9.60438e-19
4240.4688 -6.21185e-19
4242.6357 9.46996e-19
4244.8027 1.98326e-18
4246.9702 1.07027e-18
4249.1377 6.6097e-19
4251.3052 -2.78747e-20
4253.4731 5.91713e-19
4255.6411 4.15103e-19
4257.8096 4.0405e-19
4259.978 1.63688e-18
4262.1465 -8.62662e-19
4264.3154 2.19625e-19
4266.4844 -3.27822e-19
4268.6538 1.27053e-18
4270.8228 6.21023e-19
4272.9927 1.27484e-18
4275.1621 -2.40887e-20
4277.332 1.4518e-18
4279.5024 2.88001e-19
4281.6724 1.305e-18
4283.8428 -1.04518e-19
4286.0137 1.77472e-18
4288.1846 1.07738e-18
4290.3555 5.94782e-19
4292.5264 1.84919e-18
4294.6982 2.04295e-18
4296.8696 9.06509e-19
4299.041 7.72694e-19
4301.2129 2.77704e-18
4303.3853 2.10178e-18
4305.5576 -3.50283e-19
4307.73 2.83121e-19
4309.9023 4.49151e-20
4312.0752 1.82202e-18
4314.248 4.86868e-19
4316.4214 2.0283e-18
4318.5947 8.48099e-19
4320.7681 6.52414e-19
4322.9414 2.72939e-18
4325.1152 1.93337e-18
4327.2891 8.69816e-19
4329.4634 7.7994e-19
4331.6377 1.1838e-18
4333.812 1.09639e-18
4335.9868 -7.42123e-19
4338.1616 2.73727e-18
4340.3364 1.76921e-18
4342.5117 9.44728e-19
4344.687 1.79237e-18
4346.8623 5.43022e-19
4349.0381 8.6525e-19
4351.2139 -2.27666e-19
4353.3896 -3.61391e-19
4355.5659 2.11801e-18
4357.7422 3.57648e-19
4359.9185 2.60353e-18
4362.0952 2.04776e-18
4364.272 2.55569e-18
4366.4487 1.77789e-18
4368.626 9.65718e-19
4370.8032 3.75944e-19
4372.9805 2.30935e-18
4375.1582 1.75376e-18
4377.3359 1.45554e-18
4379.5137 2.665e-19
4381.6914 2.18823e-19
4383.8696 1.64734e-18
4386.0479 2.1512e-19
4388.2266 -1.37381e-19
4390.4053 9.23937e-19
4392.584 -2.65225e-19
4394.7627 1.05704e-18
4396.9419 1.92785e-18
4399.1211 8.53785e-20
4401.3003 1.08082e-18
4403.48 1.99966e-18
4405.6597 9.25307e-19
4407.8394 6.93921e-19
4410.0195 8.37965e-19
4412.1997 6.68124e-19
4414.3799 8.29216e-19
4416.5601 1.54733e-18
4418.7407 8.71332e-19
4420.9214 9.82397e-20
4423.1021 -8.49886e-20
4425.2832 9.95435e-19
4427.4644 1.28896e-18
4429.6455 1.57997e-18
4431.8271 8.57993e-19
4434.0083 8.35692e-19
4436.1904 5.32396e-19
4438.3721 1.35503e-18
4440.5542 1.02054e-18
4442.7363 1.77265e-18
4444.9185 -4.72923e-20
4447.1006 1.89898e-18
4449.2832 2.03313e-18
4451.4658 1.65754e-18
4453.6489 1.53652e-18
4455.8315 2.77175e-19
4458.0146 1.72682e-18
4460.1978 1.29541e-18
4462.3813 1.84005e-18
4464.5649 4.1459e-19
4466.7485 8.62919e-20
4468.9321 1.89047e-18
4471.1162 1.29902e-18
4473.2998 1.17683e-18
4475.4839 2.2907e-18
4477.6685 9.3337e-19
4479.853 8.56269e-19
4482.0371 8.55066e-19
4484.2217 8.83593e-19
4486.4067 2.66313e-19
4488.5918 -3.12291e-19
4490.7764 2.36494e-18
