# Wavelength Flux
# STATUS = PUBLIC
# OBJECT = DES16C2nm
# TELESCOPE = Magellan
# INSTRUMENT =
# DATE-OBS = 2016-10-10
# MJD =
# EXPTIME =
# SLIT =
# DISPERSER =
# SOURCE = 2019MNRAS.487.2215A
# FILTER =
# FLUX_STANDARD =
# EXTINCTION_CORRECTED =
# PHOTOMETRY_CALIBRATED =
# FLUX_UNITS =
# QUALITY = MEDIUM
# MIN_WAVE =
# MAX_WAVE =
# COMMENT =
4151.86 -1.38259e-18
4156.86 5.46579e-18
4161.86 3.87367e-18
4166.86 -2.38248e-19
4171.86 3.07937e-19
4176.86 -6.80252e-19
4181.86 -3.86875e-18
4186.86 2.4704e-18
4191.86 -2.02557e-18
4196.86 3.24244e-18
4201.86 -3.12074e-18
4206.86 6.24361e-20
4211.86 3.79566e-18
4216.86 -3.14837e-18
4221.86 4.00792e-18
4226.86 6.4129e-19
4231.86 3.98761e-18
4236.86 2.83955e-18
4241.86 7.52985e-20
4246.86 1.58138e-18
4251.86 -6.49851e-18
4256.86 -3.21927e-18
4261.86 1.87187e-18
4266.86 1.86517e-19
4271.86 1.65685e-19
4276.86 1.24185e-18
4281.86 -2.31998e-18
4286.86 5.0281e-19
4291.86 -7.61016e-19
4296.86 -2.28383e-18
4301.86 2.38066e-18
4306.86 2.5384e-18
4311.86 -8.70203e-19
4316.86 9.51365e-20
4321.86 1.10481e-18
4326.86 7.90483e-19
4331.86 3.10184e-18
4336.86 -1.86276e-18
4341.86 -6.99109e-19
4346.86 -8.3968e-19
4351.86 -1.07911e-18
4356.86 8.54134e-19
4361.86 2.50846e-19
4366.86 8.297e-20
4371.86 1.38202e-18
4376.86 -2.60229e-18
4381.86 7.71469e-19
4386.86 -1.94618e-19
4391.86 -3.67248e-18
4396.86 2.2186e-19
4401.86 -1.77296e-18
4406.86 -1.58243e-19
4411.86 3.27312e-18
4416.86 2.14524e-18
4421.86 -1.36527e-18
4426.86 2.10809e-18
4431.86 -1.05963e-18
4436.86 2.82216e-19
4441.86 3.40811e-19
4446.86 6.47195e-19
4451.86 -3.10597e-18
4456.86 -1.24285e-18
4461.86 1.70053e-18
4466.86 2.91802e-18
4471.86 1.75024e-18
4476.86 -2.48942e-18
4481.86 -1.30941e-19
4486.86 5.87942e-19
4491.86 1.8594e-18
4496.86 -1.04904e-18
4501.86 -6.02577e-19
4506.86 -1.27548e-19
4511.86 -1.30233e-18
4516.86 5.23627e-19
4521.86 1.81088e-18
4526.86 -2.33554e-18
4531.86 -5.89884e-19
4536.86 1.06545e-20
4541.86 -3.57225e-18
4546.86 -4.22319e-18
4551.86 -3.74388e-18
4556.86 -6.85048e-19
4561.86 -7.34036e-19
4566.86 1.02329e-18
4571.86 -3.31581e-19
4576.86 -1.93271e-18
4581.86 -1.3326e-18
4586.86 -1.42558e-18
4591.86 -2.50671e-18
4596.86 4.91037e-20
4601.86 -1.67493e-18
4606.86 -3.12283e-18
4611.86 -3.59645e-18
4616.86 -1.70913e-19
4621.86 -1.51902e-18
4626.86 -1.85588e-18
4631.86 -1.16847e-18
4636.86 -1.23452e-18
4641.86 2.72858e-19
4646.86 -1.39814e-18
4651.86 -1.35698e-18
4656.86 -3.00915e-20
4661.86 -1.2051e-21
