 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma      vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel           TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -2.91057  0.00311  0.98112     14.05459  1.56542  1.37918  16.43509   0.1172     0.36018  11379.90371   7354.71925  2.14699         3305.89443     21.01933  0.58084  57033.12943  12.69628  0.05112  108822.14664  47.44332  20.57045  57078.59826    51.40204       44.69268   21.50174  43.00347   43.5    0.17359   -22.2375  0.99972 
   -2.84796  0.00641  0.91072      14.1987  1.91546   1.0812  19.00379  0.10094     0.12867   9996.15783    6139.8998   2.1377         3204.61596     21.09017  0.68376  57033.19204  11.32749  0.12172    59080.8277   47.8609   20.4624  57089.23666    51.61163       44.94273   23.15572  38.04153   47.5    0.14034  -22.24632   0.9996 
   -4.94805  0.04374  1.77351     14.34874  1.85367  1.02275   4.27168  0.23185     0.24888   6884.78482   6954.07336  1.08591         5638.97472     19.66279  0.02556  57031.09195   1.20783  0.18683  108649.60663  47.00318  20.61015  57078.59826    51.55905       44.95254   18.23664  33.03673   41.0    0.20008  -21.64811  0.99732 
   -5.74479  0.00236  2.05209     14.23336  1.74241  1.12414   9.43404  0.15418     0.07068   8417.21045   6216.69436  1.34475         4344.21745     19.57324   0.0208  57030.29521   3.98714  0.02224  232613.27075  46.51897    20.609  57083.91746     51.3419       44.63706   19.84776  43.00347   44.0    0.18555  -21.57676  0.99952 
   -3.79395  0.00262  0.92782     14.10921  1.29682  1.03466  14.96907  0.06925     0.02904   5331.71166   8089.90519  1.32556         5916.48449     18.21019   0.0009  57032.24605   2.53837  0.03924   62691.37515  47.64959  20.73703  57083.91746      51.156       44.38061   23.15572  49.61939   45.5    0.15713   -21.7423  0.99976 
   -2.89514  0.00128  1.08076     14.29188  1.83467  0.99922  22.23573  0.03944     0.12851   4781.72615   6343.32377  1.77751         4169.18489     20.63287  0.23856  57033.14486   3.03283  0.02845   51890.05288  47.74986  20.66109  57086.57706     51.1932       44.44546   21.50174  47.96541   49.0    0.15555  -21.71547  0.99986 
   -3.35305  0.01033  1.02341     14.42908  2.06326  1.18877  22.56726  0.02595     0.02124   2970.41521   8802.16991  1.79283         5661.66605     19.12741  0.00745  57032.68695   1.18779  0.23309   27816.77781  48.11899  20.70354  57086.57706    51.18694       44.45536   19.84776  47.96541   48.5    0.14017  -21.58634  0.99936 
   -3.02981  0.00189  0.91923     14.21174  1.70024   1.4112  24.81223  0.02506     0.16326   3621.10425   6823.81067  1.69348         4672.17538     20.43781  0.15224  57033.01019   1.94077  0.04701   50315.21177   47.8708  20.64496  57081.25786    51.12623       44.38613    24.8097  44.65745   46.5      0.129   -21.6332  0.99983 
    -4.6945  0.00222  0.74914     14.09764  1.82045  1.27761    7.6251  0.19443     0.13998   9591.24957   7389.26483  1.10477         3830.81099     21.10482  0.70722   57031.3455    4.1843   0.0169   60512.41548  47.99805  20.68271  57086.57706    51.21029       44.48526   19.84776  46.31143   44.5    0.18347  -22.35289  0.99996 
   -4.12402  0.01367  0.85706     14.25802  1.70018  1.46175   8.97521  0.18516     0.11062   7047.65505   6822.96211  1.26041         5170.90821     19.61274  0.02278  57031.91598   2.65926  0.12265   35343.16498  48.08501  20.58845  57081.25786    51.41987       44.73248   23.15572  39.69551   46.0    0.14888  -21.71091  0.99968 
