          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 58656.446958  19.9862  20.0666    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58658.420136  19.3727  19.4532    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58660.474042  19.9615   20.042    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58662.456479   19.969  20.0494    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58664.407051  20.5108  20.6207    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 58666.443884  19.7866  19.8671    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58668.297713  20.4198  20.5297    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 58669.484659  19.7789  19.8594    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58675.429699  19.7062  19.7867    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58676.534568  20.1967  20.2771    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 58678.396633  19.6403  19.7207    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58680.19    20.51      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58680.2    20.64      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58680.2    20.67      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58680.22    20.71      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58680.26    20.75      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58680.28    20.92      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58680.29    20.83      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58680.29    20.89      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
 58680.395946  20.0192  20.0996    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58681.18    20.71      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58681.2    20.56      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58681.2    20.35      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58681.22     20.5      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58681.22    20.63      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58681.26    20.84      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58681.26    20.84      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58681.28    20.84      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58681.31     20.7      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58681.31    20.82      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58682.18    20.95      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58682.18    21.09      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58682.2    21.02      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58682.22    20.95      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58682.26    21.04      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58682.26    21.11      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
 58682.397733  19.6305   19.711    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58683.18    21.53      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58683.2    21.21      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58683.22    21.15      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58683.25    21.26      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58683.28    21.16      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58683.31    20.13      nan    -1.0        P48         ZTF       i   True      AB    True  2023ApJ...943...41C 
     58684.18    21.63      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
      58684.2    21.72      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58684.22     21.4      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58684.22    21.46      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58684.22    21.57      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58684.24    20.97      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58684.27    20.87      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
 58684.402076  19.7648  19.8453    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
     58684.45    20.51      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58685.17    21.44      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58685.17    21.58      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58685.2     21.8      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58685.3    20.78      nan    -1.0        P48         ZTF       i   True      AB    True  2023ApJ...943...41C 
     58685.33    21.22      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58685.33    21.36      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
