          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
     58422.52    21.02      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58424.54    21.19      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58424.55    21.25      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58425.49    21.04      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58425.52    21.46      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58426.47    21.92      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58426.52     21.7      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58427.48    21.25      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58427.48     21.3      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58427.53    21.72      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58427.53    21.55      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58428.5    21.42      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58428.54    21.88      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58429.48    21.93      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58429.54    21.67      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58430.49    21.82      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
      58430.5    21.55      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58430.54    22.13      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58430.54     22.2      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58430.55    21.74      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
      58431.5    21.24      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58431.53    20.97      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
      58432.5    21.78      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58432.54    21.52      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58434.47    20.86      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58434.48    20.99      nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58434.54     21.3      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58437.51    21.66      nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
