          MJD      Mag     Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
     58851.55    20.51     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58875.49    20.98     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58878.54    20.98     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58878.57    20.45     nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58886.49    20.23     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58886.56    21.05     nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58891.47    20.33     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58894.53    21.17     nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58894.56    21.22     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58899.51     21.1     nan    -1.0        P48         ZTF       r   True      AB   False  2023ApJ...943...41C 
     58899.54    21.66     nan    -1.0        P48         ZTF       g   True      AB   False  2023ApJ...943...41C 
     58904.53    21.06     nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58904.56    20.72     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58908.51    21.23     nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58908.55    21.44     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58911.51     21.0     nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58911.54    20.86     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58914.49    20.16     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58914.52    20.84     nan    0.16        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58936.49    20.52     nan    0.14        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58936.51    20.58     nan    0.18        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58936.52    20.47     nan    0.16        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58939.48    19.14     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     58943.45    20.51     nan    0.23        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58943.49    20.35     nan    0.14        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58953.43    20.17     nan    0.14        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58953.45    20.21     nan    0.18        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58953.48    20.66     nan    -1.0        P48         ZTF       i   True      AB    True  2023ApJ...943...41C 
     58954.51    20.21     nan    0.15        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58956.47    20.16     nan     0.2        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58956.49    19.91     nan    0.15        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
      58956.5  20.1982   20.27    0.08        PS2        GPC2       w  False      AB   False                  TNS 
     58961.44    20.23     nan    0.16        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58962.51    20.15     nan    0.18        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58964.39    20.15     nan    0.09        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58964.43    19.97     nan    0.09        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58967.41    20.07     nan     0.1        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58967.45    20.05     nan    0.07        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58970.41    20.04     nan     0.1        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58970.47    19.97     nan    0.06        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58973.37    20.01     nan    0.14        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58973.47    19.98     nan    0.09        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58976.37    20.53     nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     58978.14    19.72     nan     0.1         LT         IOO       r  False      AB   False  2023ApJ...943...41C 
     58978.14    19.96     nan    0.13         LT         IOO       g  False      AB   False  2023ApJ...943...41C 
     58978.14    19.99     nan    0.12         LT         IOO       i  False      AB   False  2023ApJ...943...41C 
     58983.36    19.82     nan    0.08        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58985.41    19.79     nan    0.07        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58985.49    19.74     nan     0.1        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58986.39    19.74     nan    0.06        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58986.46    19.67     nan    0.06        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
 58986.617999  19.1273   19.19    -1.0      ATLAS       ATLAS  orange   True      AB    True                  TNS 
     58987.35    19.75     nan    0.07        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58988.08    19.79     nan    0.07         LT         IOO       r  False      AB   False  2023ApJ...943...41C 
     58988.08    19.83     nan    0.06         LT         IOO       g  False      AB   False  2023ApJ...943...41C 
     58988.08    19.95     nan    0.09         LT         IOO       i  False      AB   False  2023ApJ...943...41C 
 58988.455999  19.4284  19.514   0.133      ATLAS       ATLAS    cyan  False      AB   False                  TNS 
     58991.45    19.89     nan    0.08        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58992.34     19.8     nan    0.06        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58992.42    19.78     nan    0.07        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58992.42    19.81     nan    0.16        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
      58994.4    19.78     nan    0.07        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58995.32    19.86     nan    0.08        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58995.43    19.75     nan    0.08        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58996.31    19.73     nan    0.06        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58996.33    19.79     nan    0.06        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58997.39    19.83     nan    0.06        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     58997.43    19.94     nan    0.08        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58998.33    19.77     nan    0.07        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     58999.35    19.87     nan     0.1        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
      58999.4    19.82     nan    0.08        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59000.31    19.98     nan    0.17        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59000.38    18.87     nan    -1.0        P48         ZTF       r   True      AB    True  2023ApJ...943...41C 
     59000.42    19.05     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     59001.41    19.94     nan    0.08        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59001.43    19.86     nan    0.09        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
      59004.3    19.92     nan    0.18        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59005.22    20.25     nan    -1.0        P48         ZTF       g   True      AB    True  2023ApJ...943...41C 
     59008.31    20.41     nan    0.26        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59008.34     19.8     nan    0.14        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59009.29    20.18     nan    0.18        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59009.37    20.19     nan    0.16        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59011.28    20.13     nan     0.1        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59011.32    19.97     nan    0.11        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59012.28    20.18     nan    0.09        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59012.32    20.24     nan    0.09        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59013.34    20.12     nan    0.11        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59014.26    20.06     nan     0.1        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59014.35    20.42     nan    0.11        P48         ZTF       g  False      AB   False  2023ApJ...943...41C 
     59015.33    20.09     nan    0.11        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
     59016.27    20.38     nan    0.24        P48         ZTF       r  False      AB   False  2023ApJ...943...41C 
