Median Percentile16 Percentile84
1.689196707792677943e+00 1.033223732808803641e+00 2.485100440984344239e+00
1.733335802047627494e+00 1.381566231832070502e+00 2.424033381119105712e+00
1.811541293688304854e+00 1.207085699993881267e+00 2.463555545538695046e+00
1.847046978846649257e+00 9.631275188211226856e-01 2.449354508515330764e+00
1.833208649073625018e+00 8.936043180147412723e-01 2.471903778114775907e+00
1.696875340470963778e+00 7.853561638280367463e-01 2.467087298370657766e+00
1.766379298354201932e+00 8.549829288544529282e-01 2.483004841244119021e+00
1.860384117050044583e+00 8.883435302172369985e-01 2.455083523129934608e+00
1.718684136898316783e+00 9.387531501264467781e-01 2.343172890458340873e+00
1.636832700998613221e+00 1.035818468574666307e+00 2.408819186677973345e+00
1.649040008442208327e+00 9.474109624710133071e-01 2.407824133597629590e+00
1.706139408626773823e+00 9.418230763166579589e-01 2.298471959798648712e+00
1.627332322534461140e+00 1.014678325619812860e+00 2.339234085057194878e+00
1.750207290360149104e+00 9.618035844465625539e-01 2.296655333998272930e+00
1.639908769916312403e+00 9.776528402652727712e-01 2.362768446732265382e+00
1.661172678863591434e+00 1.038665065206886506e+00 2.392696717314617416e+00
1.718967059978272482e+00 1.011024164204999964e+00 2.324132381731227159e+00
1.637420225130853613e+00 9.495384170801377532e-01 2.478919540837971613e+00
1.605227539137459525e+00 9.992064561671026857e-01 2.389495889463031819e+00
1.755392217093314500e+00 9.872168007749292373e-01 2.329621332758988750e+00
1.634813984645235863e+00 9.669291550391109213e-01 2.231191931933544925e+00
1.757512043664854140e+00 9.885084983670135994e-01 2.218752077747411899e+00
1.758240367689271721e+00 1.025078611776814697e+00 2.227552384764146964e+00
1.754745911250786605e+00 9.362201500374176533e-01 2.224315251611749034e+00
1.669117371950848083e+00 9.480066430979096070e-01 2.262843698344629395e+00
1.699752200034633010e+00 1.093579956082846749e+00 2.226700909586721178e+00
1.568914228888792950e+00 9.524897575626897206e-01 2.231498039009436773e+00
1.647382552553239288e+00 1.087387775045307592e+00 2.215224119678712800e+00
1.644571035096044520e+00 9.780568158776274945e-01 2.174590875495260978e+00
1.830341566150535337e+00 9.298944977592206174e-01 2.327345164295565372e+00
1.760930375680385573e+00 9.623836547236975791e-01 2.403535574607817971e+00
1.833148584735580400e+00 1.031715334952732377e+00 2.358601499289587622e+00
1.731097542825530633e+00 9.554566442362248946e-01 2.278003032700226527e+00
1.730741959981662470e+00 1.000477806784955792e+00 2.296082716241802046e+00
1.673483623065955328e+00 1.112464365036380132e+00 2.376522414954936213e+00
1.719087332431028736e+00 1.054910171528244955e+00 2.468103777058300974e+00
1.716230678794996356e+00 1.091958908604500511e+00 2.470997103142707374e+00
1.768779203966966307e+00 1.051067826814988004e+00 2.404268480299281308e+00
1.698993321397885614e+00 1.152192647057605157e+00 2.358344013188753863e+00
1.794952020310849994e+00 1.101897790967063306e+00 2.358344346581072504e+00
1.681796537670293246e+00 1.072201522251613026e+00 2.374655639140963004e+00
1.723146051808159829e+00 1.052195604823507713e+00 2.406477058234525401e+00
1.815656468041231930e+00 1.054272940502100964e+00 2.451684602435451943e+00
1.784977346253263430e+00 1.119167570825775337e+00 2.442985734876570003e+00
1.713694399880172359e+00 1.021645837917635635e+00 2.407866809739120928e+00
1.714144249468475989e+00 1.115563385952207609e+00 2.445263227124313765e+00
1.754132046698146929e+00 1.180253693924509406e+00 2.487955179249787374e+00
1.751416876351842955e+00 1.199013014942838851e+00 2.458175325789312637e+00
1.710039946685393719e+00 1.203933251936405435e+00 2.442227784368882659e+00
1.704882291714226117e+00 1.246255385433987950e+00 2.394505992386478876e+00
1.678599118532116741e+00 1.257981962846089097e+00 2.406997633741811082e+00
1.626968695121840058e+00 1.300443141835720073e+00 2.387712702177725799e+00
1.597172656653013778e+00 1.309020746821750736e+00 2.363443197671824869e+00
1.593598503487646978e+00 1.353245839973242104e+00 2.339998427918200896e+00
1.621226501553644228e+00 1.290887276490301883e+00 2.319463849066484507e+00
1.586284313575762939e+00 1.290529558192994086e+00 2.298321316972981254e+00
1.686147566563449107e+00 1.238344771446082682e+00 2.286392947034521228e+00
1.662945091797244590e+00 1.184256151553972014e+00 2.257059832836339819e+00
1.544152296349853515e+00 1.212002502025815387e+00 2.255215876644602435e+00
1.551356582014106422e+00 1.261076372339089202e+00 2.274002825402824168e+00
1.612028283623412550e+00 1.282020247796648693e+00 2.257159751549693283e+00
1.639689077525620764e+00 1.264308093629541885e+00 2.218879922279404227e+00
1.625989897912597515e+00 1.217028801095647150e+00 2.279100021542987964e+00
1.653900864700426299e+00 1.270197447884509723e+00 2.269005070366259424e+00
1.655692861239409730e+00 1.238684453406175612e+00 2.219655406643079143e+00
1.599288532869532986e+00 1.206488619917583272e+00 2.215829522081264713e+00
1.584180321778710709e+00 1.178772106101760420e+00 2.217400652651529747e+00
1.561254730905404120e+00 1.186126121585889370e+00 2.227277794002260780e+00
1.552600085807912311e+00 1.246854745981321066e+00 2.233306088229440878e+00
1.501243474789925036e+00 1.129042826666993848e+00 2.241863610223098213e+00
1.531409023543881975e+00 1.212278293836170251e+00 2.247696947620420715e+00
1.493698674729230236e+00 1.216416213392124357e+00 2.234564281058004198e+00
1.542685689390957293e+00 1.162616174837187488e+00 2.216517784102773891e+00
1.552298740001524013e+00 1.181686843094856609e+00 2.206010247888241960e+00
1.553956359766967665e+00 1.170147169206631199e+00 2.195079009064562658e+00
1.508903284039234016e+00 1.132325751573471040e+00 2.182631462172492487e+00
1.555420161899762732e+00 1.110269171833993429e+00 2.166388790885076521e+00
1.455824742095472413e+00 1.129179726682654206e+00 2.144476597375156057e+00
1.468611712380985423e+00 1.119727851984442246e+00 2.119268500249261500e+00
1.472283305218175187e+00 1.176691705258642529e+00 2.095322001384811283e+00
1.447174847199208525e+00 1.169171145547509560e+00 2.067606657284081439e+00
1.428614559055458200e+00 1.203243772048677052e+00 2.042811037305375610e+00
1.437774573967369518e+00 1.170538086489519847e+00 2.149256031028472957e+00
1.438663573031363052e+00 1.164076234710568425e+00 2.135282147252076435e+00
1.401437708071080479e+00 1.143670446777642624e+00 2.120979311898373965e+00
1.403364621773265375e+00 1.181044131582820400e+00 2.097903423278497659e+00
1.411622378215500628e+00 1.189675142299771782e+00 2.079196754441124728e+00
1.516421857774945536e+00 1.226151860280847661e+00 2.060888109035079019e+00
1.522698020358763227e+00 1.237055555294931164e+00 2.042595033822750761e+00
1.418312513464916602e+00 1.232175235725417650e+00 2.034300721885466956e+00
1.416253380354294045e+00 1.290171542644790836e+00 2.020301903823118472e+00
1.419493662362459219e+00 1.229133139496262128e+00 1.999460097574095041e+00
1.554302754201435599e+00 1.241099057956046803e+00 1.986925952773018977e+00
1.569626230251767840e+00 1.190708617032669503e+00 1.980801436315379194e+00
1.420829806151643782e+00 1.209491753433880490e+00 1.974442976872895050e+00
1.448680546679795622e+00 1.204687250726223846e+00 1.966129643597774201e+00
1.376193843378308301e+00 1.084782706134999275e+00 1.965054436089057166e+00
