Median Percentile16 Percentile84
1.176418662596786513e+00 6.388691277347023911e-01 1.670396273022448641e+00
1.211907349877388906e+00 6.252619377885548779e-01 1.635527169939101633e+00
1.079758035564028829e+00 6.139272186876706394e-01 1.594502124131542020e+00
1.151669092942195105e+00 6.944925729046187435e-01 1.596995286701470951e+00
1.137278761423216045e+00 6.528695081736932693e-01 1.608801026192633765e+00
1.173899508063735553e+00 6.915648900272884925e-01 1.553241511490793592e+00
1.201773313669212584e+00 7.257494650597619001e-01 1.629780871841055356e+00
1.188124200423597010e+00 7.360817942792499124e-01 1.652134534785611786e+00
1.207284034997013311e+00 7.906847597216787316e-01 1.662815435835651501e+00
1.212159123594360288e+00 6.977218570027313715e-01 1.575499053575882158e+00
1.186606207085756592e+00 7.096201587142310085e-01 1.628055894039691420e+00
1.187428862782028860e+00 7.161421942448221722e-01 1.609524307133479271e+00
1.198772947986139759e+00 7.766959309644393405e-01 1.753761278978010374e+00
1.237493406806557950e+00 7.323530973863129345e-01 1.690322942789046934e+00
1.277954975701131257e+00 7.013283285735050221e-01 1.699086321403856958e+00
1.232583129864822657e+00 7.013183773538342880e-01 1.643466063365042862e+00
1.222859815553980489e+00 7.554555309368619076e-01 1.672155422125354285e+00
1.211405765236974297e+00 7.940161090484120221e-01 1.707413957917690794e+00
1.238285947175523649e+00 7.601727934692353861e-01 1.599069164682117350e+00
1.186438533339047474e+00 7.895251958920797009e-01 1.669103622296365774e+00
1.269441479199849176e+00 7.430859171489475612e-01 1.694020588629721047e+00
1.284782461795555886e+00 7.542017857725100694e-01 1.711488857404245278e+00
1.270168921989925703e+00 7.667270320671218942e-01 1.681071938429945067e+00
1.191593956415883726e+00 7.469749507034839642e-01 1.650630179819549070e+00
1.232603037417271841e+00 7.727345285190474478e-01 1.635852745990062029e+00
1.202355449827419154e+00 7.978153766231633748e-01 1.662128662395030210e+00
1.206748049207053475e+00 8.400017963725954218e-01 1.658389163982661341e+00
1.194796114807393339e+00 8.024503164358902652e-01 1.640977426621808233e+00
1.209033171045238664e+00 7.870847329640117129e-01 1.596018143825707503e+00
1.210571669089680391e+00 7.964072766425317473e-01 1.642623598286553577e+00
1.195871792070896777e+00 7.681598195082091074e-01 1.664383988257444935e+00
1.217364018509016876e+00 7.677012466516557332e-01 1.600542794901176569e+00
1.208332918201050266e+00 7.765907016918290884e-01 1.648651763753722133e+00
1.224637407781582032e+00 7.980087829862494431e-01 1.633977353644245234e+00
1.216406391364260431e+00 7.704246844135544947e-01 1.625707319184685362e+00
1.216669718571538272e+00 8.184464088655805103e-01 1.631126207117706395e+00
1.214292776073994995e+00 8.242244624838691580e-01 1.623183856000755654e+00
1.225028290594864844e+00 8.697604839276936728e-01 1.628436250141558794e+00
1.236841583716582260e+00 9.083708277126980590e-01 1.691306101868487621e+00
1.249570610212443977e+00 9.100796361687645275e-01 1.659088919990415523e+00
1.234519937054924910e+00 9.249824854374543159e-01 1.644414467305712835e+00
1.249315047381920118e+00 9.189637570683978351e-01 1.701937645611895311e+00
1.287414151902022352e+00 9.091480869239952911e-01 1.698206329863195529e+00
1.294287059860504296e+00 9.006945598046343093e-01 1.734229227662458239e+00
1.298084631669705002e+00 9.986854927975232776e-01 1.706397438684186030e+00
1.299682201845311358e+00 1.066174584330047193e+00 1.699080484719062589e+00
1.339744145976073719e+00 1.063737817577182776e+00 1.680813515437204808e+00
1.380494665915223518e+00 1.031695803320888727e+00 1.740746692711736099e+00
