Median Percentile16 Percentile84
1.566369621799207135e+00 8.976595624026642017e-01 2.261837461292060425e+00
1.512515897551954813e+00 9.773513075155386698e-01 2.286012202555266271e+00
1.511187193872495005e+00 9.104302653113319765e-01 2.258928304864681547e+00
1.508926992990720084e+00 8.235444196590758770e-01 2.282406545801452857e+00
1.513984598640158552e+00 8.456947074449441271e-01 2.199061170253454822e+00
1.514247738333017956e+00 8.116673901245246014e-01 2.210644370032852635e+00
1.497085146040427528e+00 8.666966647565933490e-01 2.316398286959373998e+00
1.590716007017426881e+00 8.348923833646454407e-01 2.305595466921971148e+00
1.523033405722169054e+00 8.363987888500276080e-01 2.225333304174177407e+00
1.496057773253033352e+00 8.624668665604104945e-01 2.183698069259341956e+00
1.513404542863115987e+00 8.065943769004954023e-01 2.215458629911200017e+00
1.510818659586852020e+00 7.971231527671103212e-01 2.201738315699850901e+00
1.518402030935374070e+00 8.376916543987847907e-01 2.189560887269524692e+00
1.591182847930968425e+00 8.904125200799761775e-01 2.128650063033203921e+00
1.608085265612439585e+00 8.921201141292952608e-01 2.187423415463766396e+00
1.556045087927993009e+00 9.531299609919755556e-01 2.151998550908322372e+00
1.516461762646923450e+00 9.570099597296012339e-01 2.165619301675874908e+00
1.530361074076993733e+00 8.040760363410091038e-01 2.148794546016007168e+00
1.547930263819346397e+00 8.167174342828712463e-01 2.102329187869298455e+00
1.577155222784851318e+00 8.415304303356078153e-01 2.110367030148686762e+00
1.565449644559668396e+00 8.705422899011778792e-01 2.111320554069445521e+00
1.507557558045809376e+00 8.930724587891117894e-01 2.085727221426657341e+00
1.511735268535252974e+00 9.423705896064635823e-01 2.088321579064397415e+00
1.522386132559798488e+00 9.868588264220186090e-01 2.045318861441641989e+00
1.511498007716159719e+00 9.276050306148174718e-01 1.978518936734170675e+00
1.516571308617300495e+00 9.211688119057058755e-01 2.089491455299741229e+00
1.518156635399593224e+00 9.576537448332842484e-01 2.053165847072134120e+00
1.489007807660276184e+00 9.150399279666419083e-01 2.059538619793271241e+00
1.480951887125741662e+00 9.441910526971649675e-01 2.062760139064499398e+00
1.490243277402498290e+00 9.483159838765096161e-01 2.096877947409765408e+00
1.495799350483784318e+00 9.572020959176876787e-01 2.034866225794641714e+00
1.468580553129952726e+00 9.815818022404070309e-01 2.028825513232259237e+00
1.513507909743366353e+00 9.520959257525605235e-01 2.101613535221365403e+00
