Median Percentile16 Percentile84
5.051078022290039771e-01 2.213415597758856546e-01 1.044108418455931497e+00
5.373800798420327318e-01 2.705571146910441538e-01 8.720457557465273180e-01
5.444494040571856708e-01 2.936403945718303321e-01 1.284798112419691885e+00
5.682014868104851013e-01 2.985542120907250796e-01 1.097311531431040210e+00
5.580165737104111345e-01 3.665669177440308846e-01 1.004920156920804164e+00
5.668079106260968114e-01 3.981292682496219704e-01 9.946550271479753791e-01
5.760098878994166505e-01 3.400725654501704498e-01 8.640727376222184786e-01
5.692219938103931787e-01 3.504841579451172251e-01 1.041655977080745865e+00
6.231191763259711358e-01 3.794639721072977645e-01 1.110528899147177784e+00
6.060607533998335628e-01 3.705381459189030502e-01 1.090588998588640557e+00
7.124555711953790560e-01 3.950956969034051802e-01 1.257476264885924122e+00
7.290642385924254176e-01 3.457955305274724167e-01 1.210872132992068195e+00
7.040371855480132002e-01 3.294281076543854048e-01 1.277658515982351251e+00
7.249233221562014773e-01 4.482905010492953535e-01 1.438143194859481611e+00
6.778572703194262195e-01 4.468606605540859089e-01 1.356015434359756799e+00
6.917161150657951119e-01 4.033123624589615153e-01 1.333814052832265951e+00
7.598767251398466094e-01 4.150274644185764084e-01 1.317832269268506051e+00
7.464186998796078498e-01 3.398335928584788057e-01 1.370381671283425362e+00
6.975004165154623514e-01 3.767885695329741269e-01 1.362013744724184683e+00
6.502139731867373484e-01 3.671314162961893945e-01 1.324930733808763028e+00
6.069211832362728654e-01 3.310571907452489748e-01 1.271712068189998712e+00
7.920336220102062175e-01 3.875883396058559249e-01 1.417971251068317562e+00
7.487206051376732452e-01 3.917619555493385697e-01 1.365251047361930592e+00
7.143316908594774528e-01 4.188469328247625412e-01 1.315341368861133065e+00
7.694970212706908619e-01 4.632998837777004830e-01 1.397366227014105844e+00
7.743607919717808707e-01 4.711987968324867215e-01 1.350569415778252180e+00
7.920962874298531631e-01 4.146810270707488311e-01 1.393243690914991673e+00
8.111302035521479326e-01 4.417167136822355289e-01 1.297727798749783945e+00
7.843050808070048951e-01 3.906342276615442644e-01 1.314492239175026889e+00
8.036421543455385397e-01 4.315692566595554225e-01 1.308496804461170671e+00
8.387870089605174995e-01 4.582553369168254065e-01 1.364019744284304503e+00
7.994202943837629416e-01 4.056566094557020330e-01 1.277043319591265158e+00
6.694446881517147618e-01 3.802807775467137441e-01 1.373292173799487426e+00
7.619562634462708761e-01 4.249346146324471940e-01 1.387547908343316649e+00
8.298023949466096783e-01 4.295317418537246690e-01 1.376259511173334227e+00
7.289198362942490572e-01 4.346961527073173737e-01 1.363322358558970215e+00
7.256036016597759986e-01 4.197676782113830551e-01 1.389661649748034744e+00
7.258454217045636758e-01 4.315150229527091041e-01 1.346982729264282641e+00
7.245049953647523244e-01 4.639870637308290413e-01 1.341519961412700690e+00
8.075795379746725233e-01 4.969566880508300977e-01 1.401008900347516128e+00
8.276770673207152207e-01 4.873496679633193551e-01 1.364659210318082572e+00
7.435260983934863788e-01 4.682304519938502163e-01 1.354165635240919263e+00
7.504186928256145750e-01 4.935768095267245026e-01 1.382182475955144652e+00
7.543632250774205961e-01 4.204235663487083663e-01 1.295742073711317222e+00
7.939435356800292887e-01 5.081611910709138424e-01 1.384798741817504730e+00
8.411599316528840520e-01 5.168036396336428417e-01 1.425249937672902867e+00
9.080554107644278616e-01 5.284107187675796125e-01 1.430554604180056977e+00
7.214373890706354819e-01 5.321957733432354232e-01 1.431653203212414516e+00
7.730075954770507796e-01 5.792178256047324503e-01 1.416516960058157748e+00
8.281160836569571027e-01 5.171939566763675833e-01 1.477078601508483136e+00
7.950491409914830498e-01 5.778897594458336506e-01 1.517548499851550936e+00
7.690934449341977341e-01 4.869973946584431612e-01 1.470005368805022306e+00
9.282701492062717108e-01 5.482041760913493045e-01 1.501487245546504923e+00
7.683414959325343130e-01 5.747174340710587970e-01 1.436044141465417701e+00
7.920188667518293091e-01 5.781597390857629026e-01 1.402511320189492317e+00
7.949257143447951979e-01 5.642013709735869131e-01 1.413225028500362024e+00
8.482787312995652140e-01 5.149116028836953074e-01 1.474369544935241638e+00
9.390760804602302780e-01 5.989333155909031259e-01 1.404279520228969069e+00
9.914403015661756857e-01 6.124408225068767031e-01 1.465367206825159974e+00
9.623399882302998698e-01 5.294375123668105809e-01 1.477322701050745701e+00
9.441651586399595342e-01 5.263439406537054888e-01 1.499748079179854976e+00
8.622193012966339332e-01 5.714926242122121414e-01 1.495322652670040053e+00
8.773983446689854748e-01 5.281081865145380583e-01 1.433642495781864534e+00
8.620531678763045935e-01 5.533064528525550863e-01 1.423122239790376442e+00
8.697061174763054403e-01 5.504029056295508537e-01 1.406703090768020026e+00
9.090409452091836595e-01 4.956316608718033812e-01 1.378827022948351910e+00
9.406769445172855626e-01 6.414193126937119960e-01 1.385641044888943130e+00
9.049138055456393825e-01 6.010174301658212093e-01 1.402376529665951166e+00
8.713806180880966368e-01 5.733027239759546090e-01 1.383453862863035511e+00
9.276223780323362700e-01 6.026868892273599121e-01 1.375728813175894460e+00
1.004246938941497858e+00 6.375924942452368960e-01 1.444409693551111706e+00
9.362238858072920999e-01 6.629130013751898254e-01 1.435269241656796924e+00
9.563082169317895787e-01 6.567635372760977086e-01 1.416280989449065553e+00
9.287733741077428551e-01 6.171821130856969262e-01 1.346445542303068121e+00
9.858614224780840596e-01 6.221503074743039985e-01 1.357842311011277392e+00
9.011888425534367864e-01 5.560553681015399929e-01 1.312205673814114792e+00
9.103445737444542107e-01 6.012977392490781448e-01 1.319392273830886531e+00
9.230951099943729421e-01 6.104125813540184353e-01 1.308207288106006283e+00
8.613939313470346804e-01 5.904782623862206981e-01 1.317881231007193010e+00
8.979457571387916559e-01 5.639380353313926397e-01 1.312347576105663327e+00
9.303171048120184583e-01 4.965235717645988256e-01 1.317191715454023804e+00
9.220745567305145274e-01 6.788342614156204213e-01 1.335619643963149583e+00
8.486429008768079374e-01 5.218078632511914394e-01 1.323173058556901927e+00
8.363047385172902581e-01 5.900949372509722846e-01 1.358970425986833153e+00
1.007828433359987397e+00 6.385191819231679222e-01 1.431610985051798846e+00
1.029797034083908436e+00 6.500783301683376036e-01 1.524629557463590412e+00
1.039102217323606414e+00 7.308078682893451861e-01 1.528059637672144033e+00
9.627986664553316309e-01 7.578446887547566346e-01 1.556344492839643046e+00
1.061168109513740188e+00 7.850561478553501615e-01 1.633623938353535809e+00
1.098334618377269978e+00 7.998679393583864039e-01 1.655853235875905050e+00
1.148257376054844237e+00 8.293045285051886539e-01 1.613284824699890097e+00
1.121449396004998267e+00 8.032626095687379619e-01 1.645673606537191969e+00
1.189538932487969491e+00 8.330602396557064138e-01 1.734772217066370859e+00
1.250577982086335638e+00 8.320822052808725111e-01 1.792118821773366788e+00
1.325502879423823721e+00 8.174316418633049697e-01 1.746570879061332127e+00
1.342240240281471042e+00 8.206163551764475983e-01 1.762844889503980772e+00
1.349321271372251552e+00 8.031968826598877564e-01 1.747764092252061419e+00
1.441226623493702563e+00 8.410748997960543205e-01 1.809852945136055880e+00
1.397500911731523132e+00 8.154503575977231078e-01 1.742809416443219295e+00
1.387565342727124396e+00 8.529312830270056045e-01 1.802340957126791654e+00
1.380336536095040367e+00 8.782322415837785501e-01 1.684546443968526486e+00
1.367152393394301724e+00 8.602413250771533404e-01 1.687106745549150633e+00
1.347249443134014069e+00 7.836627970041357694e-01 1.632787669619137016e+00
1.352516634546105045e+00 9.254811001935794312e-01 1.637925565876660050e+00
1.361492514468575443e+00 9.337713180871033414e-01 1.583122535796060548e+00
1.332290297939330070e+00 8.951344305966482118e-01 1.494907222174383987e+00
1.308409099775981410e+00 8.716585978840614146e-01 1.509514058159640237e+00
1.241760473667702147e+00 9.017931946561146273e-01 1.461435003803698063e+00
1.219545386119035069e+00 8.364163004879691110e-01 1.421605387240713725e+00
1.184935810938950951e+00 8.646081807773570160e-01 1.423050625945989411e+00
1.194476020905279601e+00 7.690397978108987065e-01 1.440456842801106863e+00
1.161965985570274196e+00 7.313043473608126233e-01 1.427156160164623433e+00
1.153158596706769234e+00 7.871378052292676841e-01 1.388269034119972156e+00
1.202464556928726447e+00 8.419518784448125626e-01 1.372026864871032537e+00
1.136658559540439484e+00 8.425905851412283099e-01 1.364242220922628590e+00
1.140517831207116028e+00 8.158273576460566279e-01 1.364140276054347511e+00
1.123605712097940579e+00 7.405787080996564242e-01 1.353349577719345831e+00
1.102364844494929219e+00 6.951911195770773544e-01 1.352204543900179523e+00
1.126885578953706224e+00 8.039522327134565050e-01 1.392401479405725784e+00
1.144831120219324871e+00 7.573933441974308733e-01 1.425174167608125320e+00
1.159705087030771464e+00 7.255212248033372502e-01 1.367889147106429837e+00
1.080469952959130397e+00 7.121666610799366470e-01 1.347476584364943220e+00
1.096412714060331250e+00 6.247807606102334654e-01 1.352863205456418916e+00
