Median Percentile16 Percentile84
8.665352014429106298e-01 6.013534940375253601e-01 1.376721264482301699e+00
8.394616312799403346e-01 6.208647192241746327e-01 1.267824058545620858e+00
8.609500100319279481e-01 5.757708938236136831e-01 1.195670135447919114e+00
8.826450694312754086e-01 5.048935799859187723e-01 1.184049593248859056e+00
8.728012659378640015e-01 5.422584107631746031e-01 1.265505493812227433e+00
7.950279699419310342e-01 5.507559554783070244e-01 1.119881010634650398e+00
8.385889096095007211e-01 5.628839660505406961e-01 1.226270040448828924e+00
8.762482706436871549e-01 5.785898650590178827e-01 1.277216862325801561e+00
8.421209964424958283e-01 5.492226434105051958e-01 1.290111160666177259e+00
8.717821975095484399e-01 6.350965411485609557e-01 1.369880342305396459e+00
8.950538308478521721e-01 6.721115208140535646e-01 1.262622724434780519e+00
9.109973605531396235e-01 6.587505962942963311e-01 1.318932425138557019e+00
8.886470914610318239e-01 6.643885289440811803e-01 1.449504039177321957e+00
8.934564746744075858e-01 6.067321445865971885e-01 1.538641312348607348e+00
9.597159626926516918e-01 6.766828302688353558e-01 1.391616190229548522e+00
9.620943098396012028e-01 5.795371504493397330e-01 1.582787125974123743e+00
9.848024910361070638e-01 5.575237219910630371e-01 1.492276579374686385e+00
9.582835414982900923e-01 6.048400995849686490e-01 1.558943967535220354e+00
9.285366603313174316e-01 5.973904196898959240e-01 1.458124254123285723e+00
9.468105576694941794e-01 6.180798890516304711e-01 1.497054247042971742e+00
9.431909411081675909e-01 6.488310914211072866e-01 1.457132702650126843e+00
9.250555961975259756e-01 6.654328827946237590e-01 1.467985922591506398e+00
9.808454403142990996e-01 6.350621112295802284e-01 1.529370053118113582e+00
1.017054658094427966e+00 6.536302313561954680e-01 1.544010482402395912e+00
1.037499862622086377e+00 6.330731635142680114e-01 1.454495694569362785e+00
1.077770033856300325e+00 6.602070114928720868e-01 1.418988773455789332e+00
1.064612961212120679e+00 5.883972925245530838e-01 1.505037422272364145e+00
1.038215413555793054e+00 6.243900892674117964e-01 1.416265148883335545e+00
1.003764331962120337e+00 6.714164481922211269e-01 1.416890280892164622e+00
1.024693855073092408e+00 6.512165213141425379e-01 1.433841561687068999e+00
1.018244989773570586e+00 6.564238361910648134e-01 1.322138361098486259e+00
1.076601557556142952e+00 6.652848001735092165e-01 1.328171260467833958e+00
1.109992116983766763e+00 6.942424935722653068e-01 1.379161638322994765e+00
1.086121784582101846e+00 6.596271462113262318e-01 1.513028402382172510e+00
1.074511371195316256e+00 6.652600566381894343e-01 1.471199628006283566e+00
1.048983125636308467e+00 6.808225331479234033e-01 1.444630057527574785e+00
1.071253603797011067e+00 6.926245097939728312e-01 1.379647643016772784e+00
1.069562885893852400e+00 6.908009877973290136e-01 1.351959804622133721e+00
1.054383068007402890e+00 7.027495239709913299e-01 1.332384501538792954e+00
1.120876051202307266e+00 6.979265368331123431e-01 1.327962171884929266e+00
1.159517496654812518e+00 7.136850614801977244e-01 1.307154434464006032e+00
1.099198829724345794e+00 7.057510482793980522e-01 1.443997733405047779e+00
1.125537600690687201e+00 7.103719835474061606e-01 1.359230363739845737e+00
1.098255163007673119e+00 6.812049809457488836e-01 1.376000643066808582e+00
1.094112383076638828e+00 6.373294608523933924e-01 1.423370152701657787e+00
1.090369903121634509e+00 7.542627110931847678e-01 1.443153339023399040e+00
1.152968968026685026e+00 7.167118400382154197e-01 1.546949516248600442e+00
1.150852244967955018e+00 7.186197080678635718e-01 1.571131027677461045e+00
1.148499566483143663e+00 7.650492671939510547e-01 1.571900472212813371e+00
1.165017970408165127e+00 7.330769481405078336e-01 1.566430513033127969e+00
1.144920570591297260e+00 7.417823656206566918e-01 1.587080293805896769e+00
1.119524351513128790e+00 8.010125633712584792e-01 1.565930660781190698e+00
1.147830982014498957e+00 7.581337557703273777e-01 1.563273056246942128e+00
1.113142757980116748e+00 7.901961478193786359e-01 1.593193284737137505e+00
1.124891275478030028e+00 8.155379957747553865e-01 1.565039020390169622e+00
1.175913484665310538e+00 8.216028249683028362e-01 1.585281321468740012e+00
1.213865646437374712e+00 8.660475156019209475e-01 1.575180119446115912e+00
1.214224082411700323e+00 8.181050023869093080e-01 1.574058430373392437e+00
1.194986339169610723e+00 8.428321957063644732e-01 1.553585210367920633e+00
1.223147613160642466e+00 7.825663738939512282e-01 1.525579349056995770e+00
1.219392397151060958e+00 8.366413496926048410e-01 1.540531433401810757e+00
1.204995821993065874e+00 8.458571922031796753e-01 1.538894192900309932e+00
1.181309682108458325e+00 8.878317395327577355e-01 1.533554190132848882e+00
1.177275438120149786e+00 8.772145218793043764e-01 1.526437988215073593e+00
1.220767026601784266e+00 7.935060240836967482e-01 1.529697959298770948e+00
1.207057006435680035e+00 8.882959571985507008e-01 1.547476533312249769e+00
1.264905520479850276e+00 8.853138997311587044e-01 1.583356025157246938e+00
1.263059585373395244e+00 8.849157960193084760e-01 1.592843444518226903e+00
1.247972205569041648e+00 8.555536018426482814e-01 1.590382001915300769e+00
1.242740520649481262e+00 9.133147926270147599e-01 1.554073517526013859e+00
1.256732368054668481e+00 9.112511492343453590e-01 1.505803545582441894e+00
1.230750906453480065e+00 9.325868113044575303e-01 1.517413028034895639e+00
1.229091877802229504e+00 9.168426483480558442e-01 1.475872783089124729e+00
1.160856038984237504e+00 8.954907085833716529e-01 1.484793187372727141e+00
1.168587898804554825e+00 8.600296782396807949e-01 1.471143034461173782e+00
1.175614981995524166e+00 8.865011748582624085e-01 1.434567216217969454e+00
1.170315454517800724e+00 8.089008318973316403e-01 1.408484723187262588e+00
1.139721937177657241e+00 8.175805197141737812e-01 1.413387048695532222e+00
1.148912456480776889e+00 7.960223062007926176e-01 1.406142493324030740e+00
1.139621185361004985e+00 8.047578906127275111e-01 1.422545301693508124e+00
1.168521492369958947e+00 8.281053117994482404e-01 1.390557780806622734e+00
1.230604502322638627e+00 7.878862847702812200e-01 1.416773119142754167e+00
1.259735593397310005e+00 7.629967051463649730e-01 1.425323867407595868e+00
1.251986443476145627e+00 7.853917771158773764e-01 1.442556873161480624e+00
1.268474455184527283e+00 8.275220347360175976e-01 1.452851992804864878e+00
1.259593950968352249e+00 8.740314447985011448e-01 1.494089903032453037e+00
1.310629969733704048e+00 9.336216442622489176e-01 1.523139458246494327e+00
1.288608922606468088e+00 9.725298521642276040e-01 1.591500722479066932e+00
1.317919461334767117e+00 9.260733865274084486e-01 1.612111095837448937e+00
1.360577437538105006e+00 1.028133602811832636e+00 1.618194378671813149e+00
1.403079809613942075e+00 1.002244402068195761e+00 1.657068850118367243e+00
1.378760338252567497e+00 1.030801276513926279e+00 1.675877557243039551e+00
1.443415369384501101e+00 1.108250086363461895e+00 1.669833949893485547e+00
1.405007294346846569e+00 1.136815604824996662e+00 1.711761967881349822e+00
1.435035343733779722e+00 1.133817057079180346e+00 1.750997279166137011e+00
1.419754600947486622e+00 1.131102617680297406e+00 1.710633271152518287e+00
1.410712689425002608e+00 1.107357456691774322e+00 1.647393016059945925e+00
1.420567197032497564e+00 1.140319990209883727e+00 1.653337157355817544e+00
1.413292658319603934e+00 1.150142960575169182e+00 1.627654238686493837e+00
1.407527649726949104e+00 1.164147350447710894e+00 1.572995053160646250e+00
1.390891487124872539e+00 1.032093696219703594e+00 1.543955406667802732e+00
1.384424192989315072e+00 1.084109721153820427e+00 1.523446568161578085e+00
1.378133684468540787e+00 1.062310893268028966e+00 1.505460247790263661e+00
1.362388020046082726e+00 1.086859805275212754e+00 1.504261665931633907e+00
1.326171511885105403e+00 1.085029937339870632e+00 1.472208632175527665e+00
1.330445731854110969e+00 1.036874575492806150e+00 1.463114719218592263e+00
1.314335319764180721e+00 1.107600846853921572e+00 1.460448231637096805e+00
1.309299117912308130e+00 1.063432238185732848e+00 1.474027310358680287e+00
1.298499451519649295e+00 1.019849181300611862e+00 1.478225138591283461e+00
1.302551969789256914e+00 1.110238657473498591e+00 1.474653977778365155e+00
1.284500242168525652e+00 1.010407371101181839e+00 1.471192064716516645e+00
1.274897132773254338e+00 1.039749147929700523e+00 1.456065939385324803e+00
1.256968495861738644e+00 1.009537439050456120e+00 1.443800551605411098e+00
1.229415158672217068e+00 1.010409055441202852e+00 1.446312280986482790e+00
1.208929512315031873e+00 9.818261645552054384e-01 1.457812483580782192e+00
1.213702653089448358e+00 1.039315966802200286e+00 1.449056281659689249e+00
1.217924488168324437e+00 1.004241505713689309e+00 1.423571254542049136e+00
1.179009116735764362e+00 9.870797623238877216e-01 1.418336686831446869e+00
1.180413350296897423e+00 9.522879364497975896e-01 1.410142595537667631e+00
1.180994578603403289e+00 1.004516524177057057e+00 1.411258055643191289e+00
1.183960142128811510e+00 9.374575772572196763e-01 1.370840792262450814e+00
1.168892540832927818e+00 9.335746566093345855e-01 1.338733128800289274e+00
1.146735858016601162e+00 9.758268543106054516e-01 1.362098250206591254e+00
1.098731629048422587e+00 9.391959103207860871e-01 1.312030693648161828e+00
1.128612550132528147e+00 9.486437882718273817e-01 1.380714796881997275e+00
1.132022683653375106e+00 9.436881894792249481e-01 1.344508364733316252e+00
1.147852356796754680e+00 9.601133546919145001e-01 1.310473445979538187e+00
1.152668324541531675e+00 9.234470306640004678e-01 1.369790851320951797e+00
1.119023589738899371e+00 9.428265091978422774e-01 1.369830307577737383e+00
1.133557510734697127e+00 9.617711390369645397e-01 1.352896584683742631e+00
1.102390674273537874e+00 9.061953065953038955e-01 1.320166126028960107e+00
1.109388701365906504e+00 9.520119749071037640e-01 1.285115536058654140e+00
1.083321951685468409e+00 9.348036846431637681e-01 1.282992440656494759e+00
1.058480476977217810e+00 8.753350445996531670e-01 1.261333698104189383e+00
1.059826795451703774e+00 8.922552496554239099e-01 1.288727432616995960e+00
1.081110461873699080e+00 8.971497194949228371e-01 1.303310400168640859e+00
1.086220241595579061e+00 9.057192247732919199e-01 1.322257485045912784e+00
1.104551693544227886e+00 9.146983232021449473e-01 1.337100547859222166e+00
1.106492884091607509e+00 8.608976914025351368e-01 1.347565196174204338e+00
1.116725876729381728e+00 8.783416181421892510e-01 1.353099169536035928e+00
1.099158895132733127e+00 8.795596121134698908e-01 1.394520948897206791e+00
1.114715649024997202e+00 9.483996662059548388e-01 1.438740582736670603e+00
1.165512232183974817e+00 9.847494778219456624e-01 1.425010328938117299e+00
1.165935531173298623e+00 9.277729645411191273e-01 1.488991122648983811e+00
1.182346093028615153e+00 9.994676844430899765e-01 1.462267913323206159e+00
1.190702511659828877e+00 9.844390340030513276e-01 1.564943676013506035e+00
1.232609160158284256e+00 1.012365079064387663e+00 1.532637636250637536e+00
1.261434338792372767e+00 1.096853659341900267e+00 1.580130967563235567e+00
1.293935829589684117e+00 1.091413178940112250e+00 1.582922699845784820e+00
1.314112715784682139e+00 1.124629920142831141e+00 1.659406184286192687e+00
1.315057444130508735e+00 1.140582174884828159e+00 1.653963809669885654e+00
1.358964035828566841e+00 1.150619574287856883e+00 1.719903395203154162e+00
1.394608003056156065e+00 1.188421928547541695e+00 1.706395191796008071e+00
1.413535029239641805e+00 1.201794683824135790e+00 1.740731096350458307e+00
1.403481585199050752e+00 1.164020780108158570e+00 1.793278807235989980e+00
1.418932026780105771e+00 1.229772823916580604e+00 1.848874339047333004e+00
1.445425469888482306e+00 1.228343896431938642e+00 1.800968750572135235e+00
1.441558102223167825e+00 1.216724700219333544e+00 1.877685774998385293e+00
1.369955199618560160e+00 1.203793094050547019e+00 1.785315826315915011e+00
1.406087617900101172e+00 1.238175892478788676e+00 1.773763421037409360e+00
1.379251913646145633e+00 1.194158800017388833e+00 1.779156335838259384e+00
1.373698943254252125e+00 1.199704585886460340e+00 1.805728849543989378e+00
1.385089955316848309e+00 1.173439496659697712e+00 1.756982386893880310e+00
1.363819050274106326e+00 1.133426689303064894e+00 1.695414285432573331e+00
1.374773951029249597e+00 1.128662008985889642e+00 1.648357310475400128e+00
1.337077161255753266e+00 1.085127594397376827e+00 1.643647246171455079e+00
1.313644819487319593e+00 1.043943587228190584e+00 1.571077121072826488e+00
1.250595386697737510e+00 1.040778152336933493e+00 1.515329573102721206e+00
1.246132857310491282e+00 9.906591361526966288e-01 1.466471055194796591e+00
1.226260562968551016e+00 9.674766482819487923e-01 1.484133453668399882e+00
1.164715190958627522e+00 9.183415139767027169e-01 1.429743097052837086e+00
1.170998400729882594e+00 9.408436599021328117e-01 1.415308889045286733e+00
1.155387331664882833e+00 9.665093397226429683e-01 1.406222002156884532e+00
1.158058170938346843e+00 9.301756627629697016e-01 1.356127603405195003e+00
1.153811891846849846e+00 9.773178020463753057e-01 1.314192440374519988e+00
1.153478019137800459e+00 9.360943821019079847e-01 1.335106488709988382e+00
1.099095026605160452e+00 9.127686975018181048e-01 1.319186626197125456e+00
1.126704463103084697e+00 9.121304214075918182e-01 1.304182140259362521e+00
1.132131944147334757e+00 9.027409380522332105e-01 1.346170860892248244e+00
1.137652211814908387e+00 8.840585050754834473e-01 1.321520144573868238e+00
1.122879381330913251e+00 8.723561087744345910e-01 1.350304917802459759e+00
1.171007573737369301e+00 9.142190087539898702e-01 1.346234846063030677e+00
1.135299545573428048e+00 8.685964701529346188e-01 1.315041089586016954e+00
1.149609736650914593e+00 8.923822567348783652e-01 1.290515393489383156e+00
1.141902668312034352e+00 8.969170538560369277e-01 1.315125432327472588e+00
1.154635666272026517e+00 8.780868336854273926e-01 1.304038516733220243e+00
1.157832875129520156e+00 9.161181392903736675e-01 1.318447015081248619e+00
1.143001039540246566e+00 8.785040784352756704e-01 1.287164542202601014e+00
1.137914325404626004e+00 8.905082505561843220e-01 1.316011987044218401e+00
1.128940122965159887e+00 9.074952353952692174e-01 1.312007978534977637e+00
1.152120606825484117e+00 9.002925461108332028e-01 1.309964402259004235e+00
1.122232734799734066e+00 8.919333670031645012e-01 1.319371613442922531e+00
1.132810937037676657e+00 8.916894610178482949e-01 1.304108859911934371e+00
1.155313516287143072e+00 8.819234017788882829e-01 1.303207642734495186e+00
1.115366549939964091e+00 9.019193695444235326e-01 1.270751955875860872e+00
1.135540008921688271e+00 8.962917385399046255e-01 1.329030069183130047e+00
1.120471209403158142e+00 9.077519455597078402e-01 1.356954459669254875e+00
1.108362450027867485e+00 8.999602870670986299e-01 1.344774958994161107e+00
1.101061973525810256e+00 8.895700907853257844e-01 1.337257842634286487e+00
1.110131389356222131e+00 8.736247115363608984e-01 1.363901420247918272e+00
1.099999418354414393e+00 8.371550502797273641e-01 1.344260377445132049e+00
1.083325524332233725e+00 8.780719034932711331e-01 1.354238802837073097e+00
1.083112327220586701e+00 8.298248879778561404e-01 1.313307380519993517e+00
1.079172055131738750e+00 8.128655080791234999e-01 1.327292022826915385e+00
1.066116555328371129e+00 7.882689616484185313e-01 1.329771619212026357e+00
1.078160996321781750e+00 8.314745810705816975e-01 1.339842708828327122e+00
1.078598042014107250e+00 8.472544132062409528e-01 1.325909117430000173e+00
