Median Percentile16 Percentile84
6.255392600251887814e-01 4.824444619919903698e-01 8.303276100279415317e-01
5.572024486946790534e-01 4.835861199188735138e-01 6.316474767693057712e-01
5.493793707034908547e-01 4.199606291477845921e-01 6.737040894632458921e-01
5.668482677854144169e-01 4.377284306989734364e-01 7.056679785423481954e-01
5.867226993001338764e-01 4.075632893936657064e-01 8.179449819253148402e-01
6.962413086737344603e-01 4.833999670562526552e-01 8.697545783982129075e-01
6.138161969241855420e-01 5.024270450960544032e-01 8.470513062945260740e-01
6.215541706990468374e-01 4.739999176272527426e-01 9.618633981708902825e-01
6.304501761607643751e-01 4.359436999229870935e-01 7.463307716606145670e-01
6.040676434600267264e-01 3.302078335452464652e-01 8.198916143874935836e-01
5.892725208480305010e-01 4.142399697824207250e-01 6.738320429682200796e-01
6.619144449663003638e-01 5.127991588020315294e-01 8.442361127662443288e-01
7.158993278524142800e-01 4.918961593270687604e-01 8.035285768908471127e-01
5.742434091870067814e-01 4.800143881477544339e-01 7.264540411704318856e-01
6.753575525480521868e-01 4.083602998838467557e-01 9.740366934133628529e-01
6.307429962805459756e-01 3.942459761676057051e-01 8.512383986744882503e-01
5.722269348687605284e-01 3.819133042378724530e-01 8.125570727548088179e-01
6.109983367942160015e-01 4.133845963027545367e-01 8.025968375585731396e-01
6.089152676324638414e-01 3.838013808813738881e-01 9.536874934225421097e-01
6.640734352830226506e-01 5.282263414341716867e-01 9.799490325403956703e-01
6.279698609743307181e-01 4.210830102080261317e-01 8.821639970080872306e-01
6.345536495478804051e-01 5.119544543629950262e-01 9.077465600074924312e-01
6.036406188898755243e-01 3.300951895538992709e-01 9.003382523698775231e-01
6.359346833966585955e-01 3.446811984668756157e-01 8.368072824347766447e-01
6.222054371746450485e-01 2.933003574950810433e-01 8.186698970130881214e-01
6.162407439255411790e-01 3.194446027502694796e-01 8.097824512541774711e-01
5.535875344775144091e-01 2.916589391265066444e-01 9.199547667383687344e-01
5.490185777822130797e-01 3.445835816381644934e-01 8.291211035091768933e-01
6.019698385487084469e-01 2.488393680861082924e-01 9.701133523987250928e-01
6.437454928431842749e-01 3.464700654431109306e-01 8.818096045650385406e-01
5.566621220607178566e-01 3.260219445027724983e-01 9.944131024080303805e-01
5.865397371775900037e-01 3.031242597978827114e-01 9.217918518916629056e-01
5.640913465060828358e-01 2.320551390765400179e-01 8.545338606813245308e-01
6.322959964045058445e-01 3.165175539405922778e-01 9.786031352216432166e-01
6.510383148697156397e-01 2.717345410198473976e-01 1.315035120038428484e+00
7.054074711455099456e-01 2.673159325770980144e-01 1.147064560976587488e+00
6.918539679607610404e-01 4.144679656021388880e-01 1.145182536417972408e+00
6.572245931914179051e-01 3.660110386689304773e-01 1.250624231822808463e+00
6.977487036201917014e-01 4.282582344424129550e-01 1.159026381951918205e+00
7.474956191042720910e-01 4.098251281089237974e-01 1.042375098133273337e+00
6.927498045393876147e-01 3.679690708295273449e-01 1.066330362236654228e+00
7.426573297512003569e-01 4.314640689121086448e-01 1.069222678102797808e+00
6.502961435420188119e-01 3.746637422188989208e-01 1.056963117900168836e+00
7.306411455876735683e-01 4.347409529219690150e-01 1.076296740835370747e+00
7.032788219025639664e-01 4.011730011370452376e-01 1.163788683150174252e+00
6.454100901908118582e-01 4.133257252835441098e-01 1.046646956961224229e+00
7.313210497911608599e-01 3.965685324271914780e-01 1.074535680021050377e+00
7.188831848394022783e-01 4.320526884731717421e-01 1.050261953602573683e+00
7.105191424991726956e-01 4.250842538222410205e-01 1.256620249182731186e+00
7.756412234020529928e-01 3.968735519294342984e-01 1.140464589443199506e+00
6.595438567004878738e-01 4.581193829874882217e-01 1.083305599851075884e+00
7.198272145522044418e-01 3.890195844534458658e-01 1.061599000840423468e+00
