"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
6.600 -22.182 -0.093 -22.200 -0.084 -22.218 -0.086 -22.215 -0.089 -22.174 -0.125 13.782 0.279 4.170 0.130 44.650 42.969
7.000 -22.166 -0.094 -22.185 -0.084 -22.206 -0.084 -22.204 -0.088 -22.167 -0.126 13.701 0.287 4.183 0.135 44.643 42.973
7.400 -22.150 -0.095 -22.170 -0.084 -22.193 -0.083 -22.192 -0.088 -22.160 -0.127 13.620 0.295 4.195 0.141 44.635 42.975
7.800 -22.133 -0.096 -22.154 -0.085 -22.181 -0.083 -22.180 -0.087 -22.153 -0.128 13.541 0.304 4.207 0.147 44.627 42.978
8.200 -22.116 -0.098 -22.138 -0.085 -22.168 -0.082 -22.168 -0.087 -22.145 -0.130 13.462 0.312 4.218 0.152 44.620 42.980
8.600 -22.099 -0.099 -22.122 -0.086 -22.155 -0.082 -22.156 -0.086 -22.137 -0.131 13.384 0.320 4.229 0.158 44.612 42.982
9.000 -22.082 -0.101 -22.106 -0.088 -22.142 -0.082 -22.144 -0.086 -22.129 -0.132 13.305 0.328 4.241 0.164 44.604 42.984
9.400 -22.065 -0.103 -22.090 -0.089 -22.129 -0.082 -22.132 -0.086 -22.120 -0.133 13.225 0.335 4.253 0.170 44.596 42.984
9.800 -22.047 -0.105 -22.073 -0.091 -22.116 -0.082 -22.119 -0.087 -22.112 -0.134 13.144 0.343 4.267 0.176 44.588 42.984
10.200 -22.029 -0.107 -22.056 -0.093 -22.102 -0.083 -22.107 -0.087 -22.104 -0.135 13.061 0.350 4.281 0.182 44.580 42.983
10.600 -22.011 -0.109 -22.039 -0.095 -22.089 -0.084 -22.094 -0.088 -22.095 -0.136 12.976 0.356 4.297 0.188 44.572 42.981
11.000 -21.992 -0.112 -22.022 -0.097 -22.075 -0.085 -22.082 -0.090 -22.087 -0.138 12.889 0.362 4.314 0.194 44.564 42.977
11.400 -21.974 -0.114 -22.005 -0.099 -22.062 -0.087 -22.069 -0.091 -22.079 -0.139 12.800 0.368 4.334 0.200 44.555 42.973
11.800 -21.955 -0.116 -21.987 -0.101 -22.048 -0.089 -22.057 -0.093 -22.071 -0.141 12.708 0.373 4.355 0.207 44.547 42.966
12.200 -21.935 -0.119 -21.969 -0.104 -22.035 -0.092 -22.044 -0.096 -22.062 -0.143 12.614 0.377 4.378 0.213 44.539 42.959
12.600 -21.916 -0.122 -21.951 -0.107 -22.021 -0.095 -22.031 -0.099 -22.054 -0.145 12.518 0.382 4.404 0.220 44.531 42.951
13.000 -21.896 -0.124 -21.933 -0.110 -22.007 -0.098 -22.019 -0.102 -22.047 -0.148 12.446 0.387 4.415 0.227 44.523 42.946
13.400 -21.876 -0.127 -21.914 -0.113 -21.994 -0.101 -22.006 -0.105 -22.039 -0.150 12.318 0.388 4.461 0.234 44.514 42.932
13.800 -21.855 -0.130 -21.895 -0.116 -21.980 -0.105 -21.993 -0.109 -22.031 -0.153 12.216 0.391 4.492 0.241 44.505 42.921
14.200 -21.834 -0.133 -21.876 -0.119 -21.966 -0.108 -21.981 -0.112 -22.023 -0.155 12.141 0.396 4.507 0.248 44.498 42.914
14.600 -21.813 -0.136 -21.856 -0.122 -21.952 -0.112 -21.968 -0.115 -22.015 -0.157 12.008 0.395 4.559 0.256 44.489 42.898
15.000 -21.792 -0.139 -21.837 -0.126 -21.938 -0.115 -21.955 -0.119 -22.007 -0.160 11.904 0.397 4.594 0.263 44.480 42.886
15.400 -21.770 -0.142 -21.816 -0.129 -21.923 -0.118 -21.942 -0.122 -21.999 -0.162 11.800 0.398 4.630 0.270 44.472 42.874
15.800 -21.748 -0.145 -21.796 -0.132 -21.909 -0.121 -21.929 -0.125 -21.990 -0.164 11.725 0.401 4.647 0.276 44.464 42.865
16.200 -21.725 -0.148 -21.776 -0.134 -21.894 -0.124 -21.915 -0.127 -21.982 -0.165 11.594 0.399 4.704 0.284 44.455 42.848
16.600 -21.702 -0.150 -21.755 -0.137 -21.879 -0.126 -21.902 -0.129 -21.973 -0.167 11.493 0.399 4.741 0.291 44.446 42.834
17.000 -21.679 -0.152 -21.734 -0.139 -21.864 -0.128 -21.888 -0.131 -21.964 -0.168 11.393 0.399 4.777 0.298 44.438 42.821
17.400 -21.656 -0.154 -21.712 -0.141 -21.849 -0.130 -21.874 -0.133 -21.955 -0.169 11.295 0.398 4.814 0.304 44.429 42.807
17.800 -21.633 -0.156 -21.690 -0.142 -21.833 -0.131 -21.859 -0.134 -21.945 -0.169 11.200 0.397 4.849 0.311 44.421 42.794
18.200 -21.609 -0.157 -21.668 -0.143 -21.817 -0.132 -21.845 -0.135 -21.935 -0.169 11.106 0.396 4.884 0.317 44.413 42.781
18.600 -21.585 -0.158 -21.646 -0.144 -21.801 -0.133 -21.830 -0.135 -21.925 -0.169 11.039 0.397 4.897 0.322 44.404 42.771
19.000 -21.560 -0.158 -21.624 -0.145 -21.785 -0.132 -21.815 -0.135 -21.914 -0.169 10.926 0.394 4.949 0.329 44.396 42.755
19.400 -21.536 -0.158 -21.601 -0.145 -21.768 -0.132 -21.799 -0.134 -21.903 -0.168 10.840 0.393 4.979 0.335 44.387 42.742
19.800 -21.511 -0.158 -21.578 -0.144 -21.751 -0.131 -21.784 -0.133 -21.891 -0.166 10.757 0.391 5.007 0.340 44.379 42.730
20.200 -21.486 -0.157 -21.554 -0.143 -21.733 -0.130 -21.767 -0.132 -21.879 -0.165 10.677 0.390 5.032 0.345 44.370 42.718
20.600 -21.461 -0.156 -21.531 -0.142 -21.715 -0.128 -21.750 -0.130 -21.866 -0.163 10.601 0.389 5.055 0.350 44.362 42.706
21.000 -21.435 -0.155 -21.507 -0.141 -21.697 -0.126 -21.733 -0.127 -21.853 -0.160 10.529 0.388 5.073 0.355 44.353 42.695
21.400 -21.410 -0.154 -21.482 -0.139 -21.678 -0.123 -21.716 -0.125 -21.838 -0.158 10.460 0.387 5.088 0.359 44.344 42.685
21.800 -21.384 -0.152 -21.458 -0.137 -21.658 -0.120 -21.697 -0.122 -21.824 -0.155 10.397 0.386 5.099 0.363 44.335 42.675
22.200 -21.358 -0.150 -21.433 -0.135 -21.638 -0.117 -21.678 -0.119 -21.808 -0.152 10.338 0.386 5.104 0.367 44.326 42.665
22.600 -21.332 -0.148 -21.409 -0.132 -21.618 -0.114 -21.659 -0.115 -21.792 -0.148 10.285 0.387 5.104 0.371 44.317 42.656
23.000 -21.307 -0.146 -21.384 -0.130 -21.597 -0.111 -21.638 -0.112 -21.774 -0.145 10.237 0.389 5.097 0.375 44.308 42.649
23.400 -21.281 -0.143 -21.359 -0.127 -21.575 -0.107 -21.617 -0.109 -21.756 -0.142 10.197 0.392 5.082 0.379 44.299 42.642
23.800 -21.256 -0.141 -21.334 -0.124 -21.552 -0.104 -21.595 -0.105 -21.737 -0.138 10.164 0.396 5.060 0.383 44.289 42.637
24.200 -21.231 -0.139 -21.309 -0.122 -21.528 -0.101 -21.572 -0.102 -21.717 -0.135 10.138 0.403 5.030 0.389 44.280 42.634
24.600 -21.206 -0.136 -21.285 -0.119 -21.504 -0.098 -21.548 -0.098 -21.697 -0.131 10.119 0.411 4.992 0.394 44.270 42.631
25.000 -21.182 -0.134 -21.260 -0.117 -21.479 -0.095 -21.524 -0.095 -21.676 -0.128 10.107 0.420 4.947 0.399 44.260 42.629
25.400 -21.157 -0.132 -21.235 -0.114 -21.454 -0.092 -21.499 -0.092 -21.653 -0.125 10.101 0.430 4.896 0.404 44.250 42.627
25.800 -21.133 -0.131 -21.211 -0.112 -21.429 -0.089 -21.473 -0.090 -21.631 -0.123 10.101 0.440 4.840 0.409 44.240 42.625
26.200 -21.109 -0.129 -21.186 -0.110 -21.403 -0.087 -21.448 -0.087 -21.608 -0.121 10.105 0.450 4.779 0.412 44.230 42.622
26.600 -21.086 -0.128 -21.162 -0.109 -21.377 -0.085 -21.422 -0.085 -21.584 -0.120 10.115 0.459 4.715 0.414 44.220 42.619
27.000 -21.062 -0.128 -21.138 -0.108 -21.351 -0.083 -21.396 -0.084 -21.560 -0.119 10.128 0.469 4.649 0.415 44.210 42.616
27.400 -21.039 -0.128 -21.114 -0.108 -21.326 -0.083 -21.370 -0.083 -21.535 -0.120 10.143 0.477 4.582 0.415 44.200 42.612
27.800 -21.017 -0.129 -21.091 -0.108 -21.300 -0.083 -21.345 -0.084 -21.511 -0.121 10.161 0.484 4.514 0.414 44.190 42.608
28.200 -20.994 -0.131 -21.068 -0.110 -21.275 -0.085 -21.319 -0.086 -21.486 -0.123 10.180 0.490 4.448 0.412 44.180 42.604
28.600 -20.972 -0.134 -21.045 -0.113 -21.250 -0.088 -21.294 -0.089 -21.462 -0.127 10.199 0.495 4.384 0.409 44.171 42.600
29.000 -20.951 -0.139 -21.023 -0.118 -21.226 -0.093 -21.269 -0.094 -21.437 -0.132 10.219 0.499 4.321 0.405 44.162 42.596
29.400 -20.929 -0.144 -21.001 -0.123 -21.202 -0.099 -21.245 -0.100 -21.412 -0.138 10.239 0.502 4.260 0.401 44.153 42.593
29.800 -20.909 -0.151 -20.979 -0.130 -21.178 -0.107 -21.221 -0.108 -21.388 -0.145 10.260 0.505 4.200 0.397 44.144 42.590
