"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-4.000 -21.882 -0.010 -21.888 -0.010 -21.812 -0.020 -21.788 -0.029 16.534 0.645 2.746 0.163 44.604 43.235
-3.600 -21.886 -0.012 -21.903 -0.012 -21.827 -0.021 -21.805 -0.029 16.269 0.639 2.829 0.169 44.602 43.239
-3.200 -21.889 -0.016 -21.916 -0.016 -21.842 -0.023 -21.822 -0.031 15.977 0.647 2.924 0.179 44.599 43.262
-2.800 -21.891 -0.021 -21.929 -0.020 -21.855 -0.026 -21.837 -0.032 15.723 0.649 3.010 0.187 44.596 43.280
-2.400 -21.892 -0.025 -21.941 -0.025 -21.868 -0.029 -21.851 -0.034 15.505 0.644 3.088 0.192 44.594 43.288
-2.000 -21.892 -0.030 -21.951 -0.029 -21.880 -0.032 -21.865 -0.036 15.314 0.634 3.159 0.195 44.592 43.290
-1.600 -21.891 -0.034 -21.961 -0.033 -21.890 -0.036 -21.878 -0.039 15.141 0.621 3.224 0.197 44.590 43.286
-1.200 -21.889 -0.039 -21.970 -0.037 -21.900 -0.039 -21.889 -0.040 14.981 0.606 3.287 0.199 44.589 43.279
-0.800 -21.885 -0.042 -21.978 -0.040 -21.909 -0.042 -21.900 -0.042 14.830 0.591 3.347 0.199 44.587 43.271
-0.400 -21.881 -0.046 -21.984 -0.044 -21.917 -0.044 -21.910 -0.044 14.685 0.575 3.405 0.200 44.584 43.261
0.000 -21.875 -0.049 -21.990 -0.047 -21.924 -0.046 -21.919 -0.045 14.545 0.559 3.461 0.200 44.582 43.250
0.400 -21.869 -0.052 -21.995 -0.049 -21.930 -0.048 -21.927 -0.045 14.408 0.544 3.516 0.200 44.579 43.238
0.800 -21.861 -0.055 -21.999 -0.051 -21.936 -0.050 -21.934 -0.046 14.275 0.530 3.570 0.200 44.576 43.227
1.200 -21.852 -0.057 -22.002 -0.053 -21.940 -0.051 -21.940 -0.046 14.144 0.516 3.623 0.200 44.573 43.215
1.600 -21.842 -0.058 -22.004 -0.054 -21.943 -0.052 -21.946 -0.045 14.016 0.503 3.675 0.200 44.570 43.204
2.000 -21.831 -0.060 -22.005 -0.055 -21.946 -0.052 -21.950 -0.045 13.889 0.491 3.726 0.200 44.566 43.192
2.400 -21.819 -0.061 -22.005 -0.056 -21.947 -0.052 -21.953 -0.043 13.764 0.479 3.776 0.200 44.562 43.181
2.800 -21.806 -0.061 -22.004 -0.056 -21.948 -0.052 -21.956 -0.042 13.645 0.469 3.824 0.199 44.558 43.171
3.200 -21.792 -0.062 -22.003 -0.055 -21.948 -0.051 -21.957 -0.040 13.524 0.458 3.872 0.199 44.553 43.161
3.600 -21.777 -0.062 -22.000 -0.055 -21.947 -0.050 -21.958 -0.037 13.396 0.447 3.923 0.199 44.548 43.151
4.000 -21.761 -0.061 -21.996 -0.054 -21.945 -0.048 -21.957 -0.035 13.275 0.437 3.971 0.198 44.543 43.141
4.400 -21.744 -0.060 -21.992 -0.053 -21.943 -0.047 -21.956 -0.032 13.156 0.427 4.018 0.197 44.537 43.132
4.800 -21.725 -0.059 -21.987 -0.051 -21.939 -0.044 -21.953 -0.028 13.038 0.417 4.064 0.195 44.532 43.124
5.200 -21.706 -0.057 -21.980 -0.049 -21.935 -0.042 -21.950 -0.025 12.921 0.407 4.109 0.192 44.526 43.116
5.600 -21.685 -0.056 -21.973 -0.047 -21.930 -0.040 -21.946 -0.021 12.806 0.397 4.153 0.189 44.519 43.108
6.000 -21.664 -0.054 -21.965 -0.045 -21.924 -0.037 -21.940 -0.018 12.694 0.386 4.195 0.185 44.513 43.099
6.400 -21.641 -0.051 -21.957 -0.042 -21.917 -0.034 -21.934 -0.015 12.587 0.375 4.233 0.180 44.506 43.091
6.800 -21.618 -0.049 -21.947 -0.039 -21.910 -0.031 -21.927 -0.012 12.487 0.366 4.267 0.176 44.499 43.080
7.200 -21.593 -0.046 -21.937 -0.037 -21.902 -0.028 -21.918 -0.010 12.399 0.358 4.292 0.173 44.492 43.068
7.600 -21.567 -0.043 -21.926 -0.034 -21.894 -0.025 -21.909 -0.010 12.326 0.356 4.306 0.176 44.484 43.052
8.000 -21.541 -0.040 -21.914 -0.031 -21.885 -0.023 -21.899 -0.011 12.267 0.357 4.310 0.182 44.477 43.033
8.400 -21.513 -0.037 -21.902 -0.028 -21.875 -0.021 -21.888 -0.012 12.213 0.361 4.310 0.191 44.469 43.012
8.800 -21.484 -0.034 -21.888 -0.025 -21.865 -0.019 -21.876 -0.013 12.157 0.366 4.311 0.200 44.461 42.991
9.200 -21.454 -0.031 -21.874 -0.023 -21.854 -0.017 -21.864 -0.014 12.093 0.374 4.318 0.212 44.453 42.974
9.600 -21.424 -0.028 -21.859 -0.020 -21.842 -0.016 -21.851 -0.015 12.019 0.388 4.329 0.227 44.445 42.963
10.000 -21.392 -0.025 -21.844 -0.017 -21.831 -0.014 -21.838 -0.016 11.940 0.411 4.346 0.249 44.437 42.959
10.400 -21.359 -0.023 -21.827 -0.015 -21.818 -0.013 -21.825 -0.017 11.857 0.446 4.366 0.280 44.429 42.963
10.800 -21.325 -0.021 -21.810 -0.012 -21.806 -0.011 -21.811 -0.017 11.776 0.492 4.388 0.318 44.421 42.973
11.200 -21.291 -0.019 -21.792 -0.010 -21.792 -0.010 -21.798 -0.019 11.707 0.540 4.402 0.357 44.414 42.983
11.600 -21.255 -0.019 -21.773 -0.010 -21.779 -0.010 -21.784 -0.020 11.591 0.556 4.444 0.379 44.405 42.975
12.000 -21.219 -0.020 -21.753 -0.011 -21.765 -0.010 -21.770 -0.021 11.445 0.529 4.500 0.374 44.394 42.948
12.400 -21.182 -0.022 -21.732 -0.014 -21.750 -0.012 -21.756 -0.021 11.297 0.489 4.557 0.357 44.382 42.916
12.800 -21.144 -0.025 -21.710 -0.016 -21.736 -0.013 -21.741 -0.022 11.165 0.455 4.606 0.342 44.371 42.888
13.200 -21.105 -0.027 -21.688 -0.019 -21.721 -0.015 -21.727 -0.022 11.046 0.430 4.646 0.329 44.360 42.865
13.600 -21.065 -0.030 -21.665 -0.022 -21.705 -0.016 -21.712 -0.022 10.936 0.411 4.682 0.319 44.349 42.845
14.000 -21.025 -0.033 -21.641 -0.024 -21.690 -0.017 -21.698 -0.021 10.831 0.396 4.716 0.312 44.339 42.827
14.400 -20.984 -0.035 -21.617 -0.026 -21.674 -0.017 -21.683 -0.020 10.730 0.386 4.748 0.307 44.328 42.810
14.800 -20.942 -0.037 -21.592 -0.027 -21.658 -0.017 -21.668 -0.019 10.631 0.378 4.780 0.304 44.318 42.795
15.200 -20.900 -0.039 -21.567 -0.028 -21.643 -0.017 -21.653 -0.019 10.534 0.373 4.812 0.304 44.308 42.782
15.600 -20.857 -0.041 -21.541 -0.029 -21.627 -0.017 -21.638 -0.018 10.437 0.372 4.846 0.307 44.298 42.770
16.000 -20.813 -0.042 -21.515 -0.029 -21.610 -0.017 -21.623 -0.017 10.337 0.373 4.884 0.315 44.288 42.761
16.400 -20.769 -0.043 -21.488 -0.030 -21.594 -0.017 -21.607 -0.017 10.236 0.377 4.926 0.326 44.278 42.754
16.800 -20.724 -0.043 -21.462 -0.030 -21.578 -0.017 -21.592 -0.017 10.133 0.382 4.971 0.339 44.269 42.749
17.200 -20.678 -0.044 -21.435 -0.029 -21.562 -0.017 -21.576 -0.017 10.030 0.387 5.016 0.354 44.259 42.744
17.600 -20.633 -0.044 -21.408 -0.029 -21.545 -0.017 -21.560 -0.017 9.931 0.392 5.061 0.368 44.249 42.740
18.000 -20.586 -0.044 -21.381 -0.029 -21.528 -0.016 -21.543 -0.017 9.837 0.399 5.101 0.383 44.240 42.735
18.400 -20.540 -0.043 -21.354 -0.029 -21.511 -0.015 -21.527 -0.016 9.751 0.409 5.134 0.398 44.230 42.732
18.800 -20.493 -0.043 -21.326 -0.028 -21.493 -0.014 -21.509 -0.014 9.689 0.423 5.146 0.414 44.221 42.730
19.200 -20.445 -0.042 -21.298 -0.028 -21.475 -0.012 -21.492 -0.012 9.619 0.442 5.165 0.434 44.211 42.729
19.600 -20.398 -0.042 -21.270 -0.027 -21.456 -0.011 -21.474 -0.011 9.574 0.466 5.160 0.457 44.203 42.731
20.000 -20.350 -0.041 -21.242 -0.025 -21.437 -0.010 -21.456 -0.010 9.521 0.484 5.163 0.478 44.193 42.733
20.400 -20.302 -0.040 -21.213 -0.023 -21.417 -0.010 -21.437 -0.010 9.417 0.482 5.216 0.495 44.183 42.727
20.800 -20.255 -0.039 -21.184 -0.021 -21.396 -0.013 -21.417 -0.012 9.288 0.469 5.301 0.516 44.173 42.733
21.200 -20.207 -0.038 -21.155 -0.019 -21.374 -0.016 -21.397 -0.015 9.174 0.467 5.381 0.555 44.165 42.766
21.600 -20.159 -0.037 -21.125 -0.016 -21.352 -0.019 -21.377 -0.018 9.092 0.484 5.440 0.619 44.159 42.816
22.000 -20.112 -0.036 -21.095 -0.013 -21.330 -0.022 -21.356 -0.021 9.005 0.514 5.518 0.704 44.154 42.865
22.400 -20.064 -0.036 -21.064 -0.011 -21.306 -0.025 -21.335 -0.024 8.920 0.542 5.600 0.787 44.151 42.899
22.800 -20.017 -0.037 -21.033 -0.010 -21.283 -0.028 -21.313 -0.027 8.802 0.549 5.714 0.842 44.145 42.923
23.200 -19.971 -0.039 -21.001 -0.012 -21.259 -0.031 -21.291 -0.029 8.702 0.534 5.773 0.847 44.134 42.936
23.600 -19.924 -0.041 -20.968 -0.015 -21.234 -0.033 -21.269 -0.031 8.613 0.507 5.801 0.820 44.120 42.935
24.000 -19.878 -0.044 -20.935 -0.018 -21.209 -0.035 -21.247 -0.032 8.539 0.478 5.806 0.782 44.106 42.920
24.400 -19.833 -0.047 -20.902 -0.022 -21.184 -0.037 -21.224 -0.033 8.476 0.453 5.798 0.743 44.092 42.898
24.800 -19.787 -0.051 -20.868 -0.026 -21.159 -0.038 -21.202 -0.034 8.422 0.432 5.782 0.708 44.079 42.870
25.200 -19.742 -0.055 -20.834 -0.030 -21.133 -0.039 -21.179 -0.034 8.374 0.416 5.761 0.677 44.066 42.841
25.600 -19.698 -0.059 -20.800 -0.034 -21.107 -0.040 -21.156 -0.034 8.332 0.403 5.737 0.650 44.053 42.809
26.000 -19.653 -0.063 -20.765 -0.037 -21.081 -0.040 -21.133 -0.033 8.293 0.393 5.710 0.627 44.041 42.777
26.400 -19.609 -0.067 -20.730 -0.040 -21.055 -0.040 -21.110 -0.032 8.257 0.386 5.680 0.607 44.029 42.743
26.800 -19.565 -0.071 -20.695 -0.043 -21.029 -0.040 -21.087 -0.031 8.224 0.380 5.648 0.589 44.017 42.709
27.200 -19.521 -0.076 -20.659 -0.046 -21.003 -0.039 -21.065 -0.029 8.194 0.377 5.614 0.573 44.005 42.673
27.600 -19.477 -0.080 -20.624 -0.049 -20.977 -0.039 -21.042 -0.028 8.166 0.374 5.578 0.559 43.994 42.635
28.000 -19.434 -0.084 -20.588 -0.051 -20.951 -0.038 -21.019 -0.026 8.139 0.373 5.542 0.547 43.983 42.596
28.400 -19.391 -0.088 -20.552 -0.054 -20.925 -0.037 -20.997 -0.024 8.114 0.373 5.506 0.537 43.971 42.555
28.800 -19.348 -0.092 -20.516 -0.056 -20.898 -0.036 -20.975 -0.022 8.088 0.374 5.473 0.529 43.961 42.514
29.200 -19.305 -0.096 -20.481 -0.058 -20.872 -0.035 -20.953 -0.020 8.060 0.375 5.447 0.524 43.950 42.477
29.600 -19.262 -0.100 -20.445 -0.060 -20.846 -0.034 -20.932 -0.019 8.026 0.376 5.432 0.523 43.941 42.449
30.000 -19.220 -0.103 -20.409 -0.062 -20.819 -0.033 -20.910 -0.019 7.985 0.375 5.433 0.527 43.932 42.437
30.400 -19.178 -0.107 -20.373 -0.063 -20.793 -0.033 -20.890 -0.021 7.934 0.372 5.452 0.535 43.924 42.439
30.800 -19.135 -0.110 -20.337 -0.065 -20.766 -0.032 -20.869 -0.023 7.885 0.368 5.472 0.542 43.916 42.448
31.200 -19.093 -0.114 -20.301 -0.066 -20.740 -0.031 -20.849 -0.025 7.814 0.360 5.528 0.551 43.910 42.458
31.600 -19.051 -0.117 -20.265 -0.067 -20.713 -0.031 -20.829 -0.028 7.761 0.350 5.559 0.551 43.902 42.462
32.000 -19.010 -0.120 -20.229 -0.068 -20.686 -0.031 -20.810 -0.030 7.685 0.337 5.626 0.551 43.896 42.463
32.400 -18.968 -0.124 -20.193 -0.068 -20.658 -0.030 -20.790 -0.033 7.621 0.321 5.674 0.541 43.889 42.456
32.800 -18.926 -0.127 -20.157 -0.069 -20.630 -0.030 -20.771 -0.035 7.559 0.302 5.719 0.525 43.881 42.443
33.200 -18.885 -0.130 -20.121 -0.069 -20.602 -0.031 -20.752 -0.037 7.499 0.281 5.759 0.501 43.873 42.424
33.600 -18.844 -0.133 -20.085 -0.069 -20.573 -0.032 -20.734 -0.039 7.441 0.258 5.794 0.472 43.865 42.398
34.000 -18.802 -0.136 -20.049 -0.069 -20.543 -0.032 -20.715 -0.040 7.386 0.234 5.825 0.437 43.857 42.366
34.400 -18.761 -0.139 -20.013 -0.068 -20.513 -0.034 -20.697 -0.041 7.333 0.209 5.852 0.399 43.848 42.326
34.800 -18.720 -0.142 -19.976 -0.068 -20.483 -0.035 -20.678 -0.042 7.281 0.185 5.876 0.359 43.840 42.280
35.200 -18.679 -0.145 -19.940 -0.067 -20.453 -0.036 -20.660 -0.043 7.231 0.160 5.899 0.317 43.831 42.225
35.600 -18.638 -0.149 -19.904 -0.066 -20.423 -0.037 -20.641 -0.043 7.182 0.136 5.921 0.275 43.822 42.160
36.000 -18.598 -0.152 -19.867 -0.065 -20.392 -0.039 -20.623 -0.043 7.133 0.113 5.943 0.231 43.814 42.083
36.400 -18.557 -0.155 -19.831 -0.064 -20.362 -0.040 -20.605 -0.042 7.084 0.090 5.966 0.188 43.805 41.990
36.800 -18.516 -0.159 -19.794 -0.063 -20.331 -0.041 -20.586 -0.041 7.036 0.069 5.991 0.146 43.797 41.875
37.200 -18.476 -0.162 -19.757 -0.062 -20.301 -0.043 -20.567 -0.040 6.986 0.049 6.019 0.105 43.789 41.727
37.600 -18.435 -0.166 -19.720 -0.062 -20.270 -0.045 -20.548 -0.039 6.936 0.030 6.050 0.066 43.781 41.521
38.000 -18.395 -0.169 -19.683 -0.061 -20.240 -0.047 -20.529 -0.037 6.886 0.014 6.085 0.031 43.773 41.185
38.400 -18.354 -0.173 -19.646 -0.061 -20.210 -0.050 -20.509 -0.035 6.835 0.006 6.124 0.014 43.766 40.826
38.800 -18.314 -0.177 -19.609 -0.060 -20.180 -0.052 -20.489 -0.033 6.783 0.017 6.165 0.038 43.758 41.254
39.200 -18.274 -0.181 -19.571 -0.060 -20.150 -0.055 -20.469 -0.031 6.732 0.028 6.207 0.065 43.751 41.471
39.600 -18.234 -0.185 -19.533 -0.060 -20.119 -0.057 -20.448 -0.029 6.682 0.039 6.250 0.090 43.744 41.595
40.000 -18.194 -0.189 -19.496 -0.061 -20.089 -0.060 -20.427 -0.028 6.633 0.048 6.290 0.113 43.737 41.677
40.400 -18.154 -0.192 -19.458 -0.062 -20.059 -0.063 -20.406 -0.027 6.586 0.057 6.328 0.135 43.730 41.738
40.800 -18.114 -0.196 -19.420 -0.063 -20.028 -0.066 -20.383 -0.026 6.541 0.065 6.360 0.156 43.722 41.791
41.200 -18.074 -0.200 -19.382 -0.065 -19.997 -0.068 -20.360 -0.026 6.499 0.072 6.385 0.177 43.715 41.840
41.600 -18.034 -0.204 -19.343 -0.067 -19.966 -0.071 -20.337 -0.027 6.460 0.080 6.403 0.199 43.706 41.886
42.000 -17.994 -0.208 -19.305 -0.069 -19.935 -0.074 -20.312 -0.028 6.424 0.087 6.412 0.220 43.698 41.929
42.400 -17.954 -0.212 -19.267 -0.071 -19.903 -0.076 -20.287 -0.030 6.391 0.094 6.412 0.240 43.689 41.969
42.800 -17.915 -0.216 -19.229 -0.074 -19.871 -0.079 -20.261 -0.032 6.361 0.101 6.402 0.260 43.680 42.005
43.200 -17.875 -0.220 -19.190 -0.076 -19.839 -0.082 -20.234 -0.034 6.335 0.107 6.382 0.279 43.670 42.037
43.600 -17.836 -0.223 -19.152 -0.079 -19.806 -0.084 -20.206 -0.036 6.312 0.113 6.351 0.296 43.659 42.066
44.000 -17.796 -0.227 -19.114 -0.082 -19.773 -0.087 -20.177 -0.039 6.293 0.118 6.309 0.311 43.648 42.090
44.400 -17.757 -0.231 -19.076 -0.084 -19.740 -0.089 -20.146 -0.042 6.277 0.122 6.256 0.324 43.636 42.110
44.800 -17.718 -0.235 -19.038 -0.087 -19.706 -0.091 -20.115 -0.045 6.264 0.126 6.193 0.335 43.624 42.126
45.200 -17.679 -0.238 -19.000 -0.090 -19.672 -0.093 -20.083 -0.048 6.254 0.130 6.121 0.343 43.611 42.138
45.600 -17.640 -0.242 -18.962 -0.092 -19.637 -0.095 -20.050 -0.052 6.247 0.132 6.043 0.349 43.598 42.145
46.000 -17.601 -0.245 -18.924 -0.094 -19.603 -0.097 -20.016 -0.055 6.242 0.135 5.958 0.353 43.584 42.149
46.400 -17.562 -0.249 -18.887 -0.097 -19.568 -0.099 -19.981 -0.058 6.239 0.136 5.867 0.353 43.570 42.148
46.800 -17.523 -0.252 -18.850 -0.099 -19.533 -0.100 -19.945 -0.062 6.238 0.137 5.773 0.352 43.556 42.143
47.200 -17.485 -0.255 -18.812 -0.101 -19.497 -0.102 -19.909 -0.065 6.239 0.137 5.674 0.348 43.541 42.136
47.600 -17.446 -0.258 -18.775 -0.103 -19.461 -0.103 -19.872 -0.068 6.241 0.137 5.573 0.343 43.526 42.124
48.000 -17.408 -0.262 -18.739 -0.105 -19.425 -0.104 -19.835 -0.070 6.244 0.136 5.470 0.335 43.511 42.110
48.400 -17.369 -0.265 -18.702 -0.107 -19.389 -0.105 -19.797 -0.073 6.249 0.135 5.365 0.326 43.495 42.093
48.800 -17.331 -0.268 -18.665 -0.109 -19.353 -0.106 -19.759 -0.076 6.255 0.133 5.259 0.315 43.479 42.073
49.200 -17.293 -0.271 -18.629 -0.110 -19.316 -0.107 -19.720 -0.078 6.262 0.131 5.152 0.303 43.464 42.051
49.600 -17.255 -0.273 -18.593 -0.112 -19.279 -0.107 -19.681 -0.080 6.270 0.128 5.045 0.290 43.448 42.025
50.000 -17.218 -0.276 -18.558 -0.113 -19.242 -0.108 -19.641 -0.082 6.278 0.124 4.939 0.276 43.431 41.998
50.400 -17.180 -0.279 -18.522 -0.115 -19.205 -0.108 -19.601 -0.084 6.288 0.121 4.832 0.262 43.415 41.967
50.800 -17.143 -0.281 -18.487 -0.116 -19.168 -0.108 -19.561 -0.086 6.299 0.116 4.727 0.246 43.399 41.934
51.200 -17.105 -0.284 -18.452 -0.118 -19.131 -0.108 -19.521 -0.087 6.310 0.112 4.622 0.231 43.382 41.897
51.600 -17.068 -0.286 -18.417 -0.119 -19.094 -0.108 -19.481 -0.088 6.322 0.106 4.518 0.214 43.366 41.858
52.000 -17.031 -0.288 -18.383 -0.120 -19.057 -0.108 -19.440 -0.089 6.334 0.101 4.416 0.198 43.350 41.815
52.400 -16.994 -0.290 -18.349 -0.122 -19.020 -0.108 -19.400 -0.090 6.347 0.095 4.316 0.181 43.333 41.768
52.800 -16.957 -0.292 -18.316 -0.123 -18.983 -0.108 -19.360 -0.091 6.361 0.088 4.217 0.164 43.317 41.717
53.200 -16.920 -0.294 -18.283 -0.124 -18.947 -0.107 -19.319 -0.092 6.375 0.081 4.120 0.147 43.301 41.661
53.600 -16.884 -0.296 -18.250 -0.125 -18.910 -0.107 -19.279 -0.093 6.389 0.074 4.026 0.130 43.284 41.600
54.000 -16.848 -0.298 -18.218 -0.126 -18.874 -0.107 -19.239 -0.093 6.403 0.066 3.934 0.113 43.268 41.531
54.400 -16.811 -0.300 -18.186 -0.127 -18.838 -0.106 -19.199 -0.093 6.418 0.058 3.844 0.096 43.252 41.453
54.800 -16.775 -0.301 -18.155 -0.128 -18.803 -0.106 -19.160 -0.094 6.433 0.049 3.756 0.080 43.236 41.363
55.200 -16.739 -0.303 -18.124 -0.129 -18.768 -0.105 -19.121 -0.094 6.448 0.040 3.671 0.063 43.220 41.255
55.600 -16.704 -0.304 -18.094 -0.130 -18.733 -0.105 -19.082 -0.095 6.463 0.031 3.589 0.047 43.205 41.121
56.000 -16.668 -0.305 -18.064 -0.131 -18.698 -0.104 -19.043 -0.095 6.478 0.022 3.510 0.032 43.189 40.943
56.400 -16.632 -0.306 -18.035 -0.132 -18.664 -0.104 -19.006 -0.095 6.493 0.012 3.433 0.018 43.174 40.681
56.800 -16.597 -0.307 -18.006 -0.133 -18.631 -0.104 -18.968 -0.096 6.507 0.007 3.360 0.010 43.159 40.404
57.200 -16.562 -0.308 -17.978 -0.134 -18.598 -0.103 -18.931 -0.096 6.520 0.013 3.291 0.018 43.144 40.661
57.600 -16.527 -0.309 -17.950 -0.135 -18.565 -0.103 -18.895 -0.097 6.533 0.023 3.224 0.030 43.130 40.892
58.000 -16.492 -0.310 -17.923 -0.136 -18.533 -0.103 -18.860 -0.097 6.544 0.033 3.162 0.044 43.116 41.041
58.400 -16.457 -0.310 -17.896 -0.137 -18.502 -0.103 -18.825 -0.098 6.554 0.044 3.103 0.056 43.102 41.146
58.800 -16.422 -0.311 -17.870 -0.138 -18.471 -0.103 -18.791 -0.098 6.563 0.054 3.047 0.068 43.089 41.225
59.200 -16.387 -0.311 -17.844 -0.138 -18.441 -0.103 -18.758 -0.099 6.570 0.065 2.996 0.080 43.076 41.288
59.600 -16.353 -0.312 -17.818 -0.139 -18.412 -0.104 -18.725 -0.100 6.575 0.075 2.948 0.091 43.064 41.339
60.000 -16.318 -0.312 -17.793 -0.140 -18.383 -0.104 -18.694 -0.101 6.579 0.085 2.904 0.102 43.051 41.381
60.400 -16.284 -0.312 -17.768 -0.140 -18.354 -0.104 -18.663 -0.102 6.581 0.095 2.863 0.112 43.040 41.417
60.800 -16.250 -0.312 -17.743 -0.141 -18.327 -0.104 -18.633 -0.103 6.581 0.104 2.826 0.121 43.028 41.448
61.200 -16.215 -0.312 -17.718 -0.142 -18.300 -0.105 -18.605 -0.104 6.580 0.113 2.791 0.130 43.017 41.475
61.600 -16.181 -0.311 -17.694 -0.142 -18.273 -0.105 -18.577 -0.105 6.577 0.122 2.761 0.139 43.007 41.498
62.000 -16.147 -0.311 -17.670 -0.143 -18.248 -0.105 -18.550 -0.105 6.571 0.129 2.733 0.147 42.997 41.518
62.400 -16.114 -0.311 -17.645 -0.143 -18.222 -0.106 -18.523 -0.106 6.564 0.137 2.709 0.154 42.987 41.536
62.800 -16.080 -0.310 -17.622 -0.144 -18.198 -0.106 -18.498 -0.107 6.556 0.144 2.687 0.161 42.978 41.551
63.200 -16.046 -0.309 -17.598 -0.144 -18.174 -0.106 -18.474 -0.108 6.545 0.150 2.669 0.167 42.969 41.565
63.600 -16.012 -0.308 -17.574 -0.145 -18.151 -0.107 -18.450 -0.109 6.532 0.155 2.653 0.173 42.961 41.576
64.000 -15.979 -0.307 -17.550 -0.145 -18.128 -0.107 -18.428 -0.110 6.517 0.159 2.641 0.178 42.953 41.586
64.400 -15.945 -0.306 -17.526 -0.146 -18.106 -0.108 -18.406 -0.111 6.501 0.163 2.631 0.183 42.945 41.595
64.800 -15.912 -0.305 -17.503 -0.146 -18.085 -0.108 -18.386 -0.112 6.483 0.166 2.624 0.187 42.938 41.602
65.200 -15.879 -0.304 -17.479 -0.147 -18.065 -0.109 -18.366 -0.113 6.462 0.168 2.620 0.190 42.931 41.607
65.600 -15.845 -0.303 -17.455 -0.147 -18.045 -0.109 -18.347 -0.114 6.441 0.169 2.619 0.193 42.925 41.612
66.000 -15.812 -0.301 -17.431 -0.148 -18.025 -0.110 -18.329 -0.115 6.417 0.170 2.621 0.196 42.919 41.616
