"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-29.000 -21.384 -0.126 -21.332 -0.110 -21.183 -0.127 -21.149 -0.141 19.343 0.253 1.714 0.027 44.467 42.800
-28.600 -21.416 -0.121 -21.364 -0.106 -21.213 -0.123 -21.179 -0.136 19.413 0.239 1.731 0.025 44.482 42.790
-28.200 -21.448 -0.117 -21.396 -0.102 -21.244 -0.119 -21.209 -0.132 19.483 0.224 1.749 0.024 44.497 42.776
-27.800 -21.481 -0.114 -21.429 -0.098 -21.275 -0.115 -21.240 -0.129 19.555 0.207 1.767 0.022 44.513 42.758
-27.400 -21.514 -0.112 -21.462 -0.096 -21.307 -0.113 -21.271 -0.126 19.628 0.189 1.786 0.020 44.528 42.732
-27.000 -21.547 -0.110 -21.495 -0.094 -21.338 -0.110 -21.302 -0.124 19.702 0.168 1.805 0.018 44.544 42.699
-26.600 -21.581 -0.108 -21.529 -0.092 -21.370 -0.108 -21.333 -0.122 19.777 0.147 1.824 0.016 44.560 42.654
-26.200 -21.614 -0.107 -21.563 -0.091 -21.402 -0.107 -21.364 -0.120 19.853 0.123 1.844 0.013 44.576 42.596
-25.800 -21.648 -0.106 -21.597 -0.091 -21.435 -0.105 -21.396 -0.118 19.929 0.099 1.864 0.011 44.592 42.516
-25.400 -21.681 -0.105 -21.631 -0.090 -21.467 -0.104 -21.427 -0.117 20.006 0.074 1.884 0.008 44.608 42.405
-25.000 -21.715 -0.105 -21.665 -0.090 -21.499 -0.103 -21.459 -0.116 20.083 0.048 1.904 0.005 44.624 42.234
-24.600 -21.748 -0.105 -21.699 -0.090 -21.531 -0.102 -21.490 -0.115 20.160 0.022 1.925 0.002 44.640 41.918
-24.200 -21.782 -0.105 -21.732 -0.090 -21.563 -0.102 -21.522 -0.114 20.237 0.013 1.945 0.001 44.655 41.686
-23.800 -21.815 -0.104 -21.766 -0.090 -21.595 -0.101 -21.553 -0.113 20.314 0.037 1.966 0.004 44.671 42.169
-23.400 -21.848 -0.104 -21.799 -0.090 -21.627 -0.101 -21.584 -0.112 20.389 0.065 1.987 0.007 44.687 42.427
-23.000 -21.880 -0.104 -21.832 -0.090 -21.658 -0.100 -21.614 -0.112 20.464 0.093 2.009 0.010 44.703 42.599
-22.600 -21.913 -0.104 -21.865 -0.090 -21.689 -0.100 -21.645 -0.111 20.538 0.121 2.030 0.014 44.718 42.730
-22.200 -21.944 -0.104 -21.897 -0.090 -21.720 -0.099 -21.675 -0.110 20.609 0.149 2.051 0.017 44.733 42.836
-21.800 -21.975 -0.104 -21.929 -0.090 -21.750 -0.099 -21.704 -0.110 20.679 0.177 2.072 0.020 44.748 42.925
-21.400 -22.006 -0.104 -21.960 -0.090 -21.780 -0.098 -21.733 -0.109 20.746 0.204 2.094 0.023 44.762 43.003
-21.000 -22.036 -0.104 -21.990 -0.090 -21.809 -0.098 -21.762 -0.109 20.811 0.231 2.115 0.026 44.777 43.070
-20.600 -22.066 -0.104 -22.020 -0.090 -21.837 -0.097 -21.790 -0.108 20.872 0.257 2.136 0.030 44.790 43.130
-20.200 -22.094 -0.104 -22.049 -0.090 -21.865 -0.097 -21.817 -0.108 20.930 0.281 2.158 0.032 44.804 43.183
-19.800 -22.122 -0.104 -22.077 -0.090 -21.892 -0.096 -21.844 -0.107 20.983 0.304 2.179 0.035 44.817 43.229
-19.400 -22.149 -0.104 -22.105 -0.090 -21.919 -0.096 -21.870 -0.107 21.030 0.323 2.201 0.038 44.829 43.269
-19.000 -22.175 -0.104 -22.131 -0.090 -21.944 -0.095 -21.895 -0.106 21.072 0.340 2.222 0.040 44.841 43.302
-18.600 -22.201 -0.104 -22.157 -0.090 -21.969 -0.095 -21.919 -0.106 21.110 0.354 2.243 0.042 44.853 43.331
-18.200 -22.225 -0.104 -22.181 -0.090 -21.993 -0.095 -21.943 -0.105 21.144 0.366 2.265 0.044 44.863 43.357
-17.800 -22.249 -0.104 -22.205 -0.090 -22.016 -0.094 -21.966 -0.105 21.175 0.377 2.285 0.045 44.874 43.380
-17.400 -22.272 -0.104 -22.228 -0.090 -22.039 -0.094 -21.988 -0.104 21.205 0.386 2.305 0.047 44.884 43.401
-17.000 -22.294 -0.104 -22.250 -0.090 -22.060 -0.094 -22.009 -0.104 21.233 0.394 2.325 0.048 44.894 43.419
-16.600 -22.314 -0.103 -22.271 -0.090 -22.080 -0.094 -22.029 -0.104 21.260 0.402 2.344 0.049 44.903 43.436
-16.200 -22.335 -0.103 -22.291 -0.090 -22.100 -0.094 -22.049 -0.104 21.284 0.408 2.363 0.050 44.912 43.452
-15.800 -22.354 -0.103 -22.310 -0.090 -22.119 -0.094 -22.067 -0.103 21.307 0.414 2.380 0.051 44.920 43.466
-15.400 -22.372 -0.103 -22.328 -0.090 -22.137 -0.093 -22.085 -0.103 21.326 0.419 2.398 0.052 44.928 43.479
-15.000 -22.389 -0.102 -22.345 -0.089 -22.154 -0.093 -22.102 -0.103 21.343 0.424 2.415 0.053 44.936 43.491
-14.600 -22.405 -0.102 -22.362 -0.089 -22.170 -0.093 -22.118 -0.103 21.357 0.428 2.431 0.054 44.943 43.503
-14.200 -22.421 -0.101 -22.377 -0.088 -22.185 -0.093 -22.133 -0.103 21.367 0.431 2.447 0.054 44.949 43.513
-13.800 -22.435 -0.100 -22.392 -0.088 -22.199 -0.092 -22.147 -0.102 21.373 0.435 2.463 0.055 44.955 43.521
-13.400 -22.449 -0.099 -22.405 -0.087 -22.213 -0.092 -22.161 -0.102 21.375 0.437 2.478 0.056 44.961 43.529
-13.000 -22.461 -0.098 -22.418 -0.086 -22.225 -0.092 -22.174 -0.101 21.373 0.439 2.492 0.057 44.965 43.536
-12.600 -22.473 -0.097 -22.430 -0.085 -22.237 -0.091 -22.186 -0.101 21.366 0.440 2.507 0.057 44.970 43.541
-12.200 -22.484 -0.096 -22.440 -0.084 -22.248 -0.091 -22.197 -0.100 21.354 0.441 2.521 0.058 44.974 43.545
-11.800 -22.493 -0.095 -22.450 -0.082 -22.258 -0.090 -22.207 -0.100 21.335 0.440 2.535 0.058 44.977 43.548
-11.400 -22.502 -0.094 -22.459 -0.081 -22.267 -0.089 -22.216 -0.099 21.310 0.438 2.549 0.058 44.980 43.549
-11.000 -22.510 -0.092 -22.468 -0.080 -22.276 -0.088 -22.225 -0.098 21.277 0.435 2.563 0.058 44.982 43.548
-10.600 -22.517 -0.091 -22.475 -0.079 -22.283 -0.087 -22.233 -0.097 21.235 0.430 2.578 0.058 44.984 43.544
-10.200 -22.523 -0.090 -22.481 -0.077 -22.290 -0.087 -22.241 -0.097 21.184 0.423 2.593 0.058 44.984 43.538
-9.800 -22.528 -0.089 -22.486 -0.076 -22.297 -0.086 -22.248 -0.096 21.121 0.413 2.608 0.057 44.984 43.528
-9.400 -22.532 -0.088 -22.491 -0.075 -22.302 -0.085 -22.254 -0.095 21.046 0.400 2.625 0.056 44.984 43.513
-9.000 -22.536 -0.087 -22.494 -0.074 -22.307 -0.084 -22.259 -0.094 20.958 0.382 2.642 0.054 44.982 43.492
-8.600 -22.538 -0.086 -22.497 -0.074 -22.311 -0.083 -22.264 -0.093 20.856 0.360 2.661 0.052 44.980 43.464
-8.200 -22.540 -0.085 -22.499 -0.073 -22.315 -0.082 -22.269 -0.092 20.741 0.334 2.681 0.049 44.977 43.429
-7.800 -22.540 -0.085 -22.500 -0.073 -22.319 -0.081 -22.273 -0.091 20.613 0.306 2.702 0.046 44.973 43.388
-7.400 -22.540 -0.084 -22.500 -0.072 -22.321 -0.080 -22.276 -0.089 20.474 0.277 2.725 0.042 44.968 43.341
-7.000 -22.540 -0.084 -22.499 -0.072 -22.324 -0.079 -22.280 -0.088 20.325 0.247 2.749 0.038 44.963 43.287
-6.600 -22.538 -0.084 -22.498 -0.072 -22.326 -0.078 -22.283 -0.088 20.164 0.217 2.775 0.034 44.958 43.226
-6.200 -22.536 -0.084 -22.497 -0.072 -22.328 -0.077 -22.285 -0.087 19.995 0.187 2.802 0.030 44.951 43.155
-5.800 -22.534 -0.084 -22.495 -0.073 -22.329 -0.076 -22.288 -0.086 19.821 0.157 2.830 0.026 44.945 43.075
-5.400 -22.531 -0.084 -22.493 -0.073 -22.330 -0.076 -22.290 -0.086 19.640 0.129 2.859 0.022 44.938 42.983
-5.000 -22.527 -0.084 -22.490 -0.073 -22.332 -0.076 -22.293 -0.085 19.435 0.101 2.894 0.018 44.930 42.869
-4.600 -22.524 -0.085 -22.487 -0.074 -22.333 -0.076 -22.295 -0.085 19.254 0.076 2.924 0.014 44.923 42.741
-4.200 -22.519 -0.085 -22.483 -0.075 -22.334 -0.076 -22.297 -0.085 19.055 0.054 2.959 0.010 44.915 42.581
-3.800 -22.515 -0.086 -22.480 -0.075 -22.335 -0.076 -22.299 -0.085 18.851 0.036 2.995 0.007 44.907 42.402
-3.400 -22.510 -0.087 -22.476 -0.076 -22.336 -0.077 -22.301 -0.086 18.645 0.030 3.033 0.006 44.899 42.310
-3.000 -22.505 -0.087 -22.472 -0.077 -22.336 -0.077 -22.302 -0.086 18.438 0.038 3.071 0.008 44.890 42.405
-2.600 -22.500 -0.088 -22.468 -0.078 -22.337 -0.078 -22.304 -0.087 18.231 0.052 3.111 0.011 44.882 42.537
-2.200 -22.494 -0.089 -22.464 -0.079 -22.338 -0.079 -22.306 -0.087 18.025 0.068 3.153 0.015 44.874 42.642
-1.800 -22.489 -0.090 -22.459 -0.080 -22.338 -0.080 -22.308 -0.088 17.820 0.083 3.195 0.019 44.865 42.722
-1.400 -22.483 -0.092 -22.455 -0.082 -22.339 -0.081 -22.309 -0.089 17.580 0.094 3.246 0.022 44.856 42.766
-1.000 -22.477 -0.093 -22.450 -0.083 -22.339 -0.082 -22.311 -0.090 17.409 0.111 3.283 0.027 44.849 42.828
-0.600 -22.471 -0.094 -22.445 -0.084 -22.340 -0.083 -22.313 -0.091 17.214 0.124 3.327 0.031 44.840 42.870
-0.200 -22.464 -0.096 -22.441 -0.086 -22.340 -0.084 -22.314 -0.092 17.019 0.136 3.373 0.035 44.832 42.901
0.200 -22.458 -0.097 -22.436 -0.087 -22.341 -0.085 -22.316 -0.093 16.791 0.145 3.428 0.038 44.823 42.916
0.600 -22.452 -0.099 -22.431 -0.089 -22.341 -0.087 -22.317 -0.094 16.633 0.157 3.467 0.043 44.817 42.943
1.000 -22.445 -0.100 -22.426 -0.090 -22.341 -0.088 -22.318 -0.095 16.454 0.166 3.513 0.047 44.809 42.960
1.400 -22.438 -0.102 -22.421 -0.091 -22.341 -0.089 -22.319 -0.096 16.241 0.172 3.569 0.050 44.800 42.965
1.800 -22.431 -0.103 -22.415 -0.093 -22.341 -0.090 -22.321 -0.096 16.096 0.181 3.608 0.055 44.794 42.980
2.200 -22.425 -0.104 -22.410 -0.094 -22.341 -0.091 -22.321 -0.097 15.932 0.189 3.653 0.058 44.787 42.988
2.600 -22.418 -0.106 -22.405 -0.095 -22.341 -0.091 -22.322 -0.098 15.737 0.192 3.710 0.062 44.779 42.987
3.000 -22.410 -0.107 -22.399 -0.096 -22.340 -0.092 -22.323 -0.098 15.606 0.199 3.747 0.066 44.773 42.995
3.400 -22.403 -0.108 -22.394 -0.097 -22.340 -0.092 -22.323 -0.099 15.427 0.203 3.802 0.069 44.766 42.992
3.800 -22.396 -0.109 -22.388 -0.098 -22.339 -0.093 -22.323 -0.099 15.306 0.209 3.838 0.073 44.760 42.997
4.200 -22.388 -0.110 -22.382 -0.099 -22.338 -0.093 -22.323 -0.100 15.167 0.213 3.880 0.076 44.754 42.998
4.600 -22.381 -0.110 -22.376 -0.099 -22.337 -0.093 -22.323 -0.100 15.029 0.217 3.924 0.080 44.748 42.998
5.000 -22.373 -0.111 -22.370 -0.100 -22.335 -0.093 -22.323 -0.100 14.894 0.220 3.968 0.083 44.742 42.996
5.400 -22.365 -0.111 -22.364 -0.100 -22.334 -0.093 -22.322 -0.100 14.730 0.221 4.023 0.086 44.735 42.987
5.800 -22.357 -0.111 -22.357 -0.100 -22.332 -0.093 -22.321 -0.099 14.602 0.224 4.067 0.090 44.729 42.985
6.200 -22.349 -0.111 -22.351 -0.100 -22.330 -0.092 -22.321 -0.099 14.502 0.228 4.099 0.093 44.724 42.986
6.600 -22.341 -0.111 -22.344 -0.099 -22.328 -0.092 -22.319 -0.098 14.385 0.231 4.139 0.097 44.718 42.983
7.000 -22.332 -0.111 -22.337 -0.099 -22.326 -0.091 -22.318 -0.098 14.235 0.231 4.194 0.100 44.712 42.974
7.400 -22.324 -0.110 -22.330 -0.098 -22.323 -0.091 -22.317 -0.097 14.143 0.235 4.225 0.104 44.707 42.974
7.800 -22.315 -0.110 -22.323 -0.098 -22.321 -0.090 -22.315 -0.097 14.034 0.239 4.264 0.108 44.701 42.971
8.200 -22.306 -0.109 -22.316 -0.097 -22.318 -0.089 -22.313 -0.096 13.891 0.239 4.320 0.111 44.695 42.960
8.600 -22.297 -0.108 -22.308 -0.096 -22.315 -0.088 -22.311 -0.095 13.805 0.243 4.350 0.115 44.690 42.960
9.000 -22.287 -0.107 -22.300 -0.095 -22.312 -0.087 -22.309 -0.095 13.671 0.244 4.403 0.119 44.684 42.951
9.400 -22.278 -0.106 -22.292 -0.093 -22.308 -0.086 -22.307 -0.094 13.589 0.248 4.432 0.124 44.679 42.950
9.800 -22.268 -0.105 -22.284 -0.092 -22.305 -0.086 -22.304 -0.093 13.460 0.250 4.485 0.128 44.673 42.941
10.200 -22.258 -0.103 -22.276 -0.091 -22.301 -0.085 -22.301 -0.093 13.381 0.254 4.513 0.133 44.668 42.940
10.600 -22.248 -0.102 -22.267 -0.090 -22.297 -0.084 -22.298 -0.092 13.287 0.258 4.550 0.138 44.663 42.936
11.000 -22.238 -0.101 -22.258 -0.089 -22.293 -0.084 -22.295 -0.092 13.159 0.259 4.606 0.143 44.656 42.925
11.400 -22.228 -0.099 -22.249 -0.087 -22.288 -0.083 -22.292 -0.091 13.086 0.263 4.632 0.148 44.651 42.923
11.800 -22.217 -0.098 -22.240 -0.086 -22.284 -0.083 -22.288 -0.091 12.998 0.267 4.666 0.153 44.646 42.918
12.200 -22.206 -0.097 -22.230 -0.085 -22.279 -0.082 -22.284 -0.091 12.908 0.271 4.703 0.158 44.641 42.913
12.600 -22.195 -0.096 -22.221 -0.084 -22.274 -0.082 -22.280 -0.090 12.818 0.274 4.740 0.163 44.636 42.906
13.000 -22.184 -0.096 -22.211 -0.084 -22.268 -0.082 -22.276 -0.090 12.697 0.274 4.796 0.169 44.629 42.894
13.400 -22.173 -0.095 -22.201 -0.083 -22.263 -0.081 -22.271 -0.090 12.610 0.277 4.832 0.174 44.624 42.887
13.800 -22.161 -0.095 -22.191 -0.082 -22.257 -0.081 -22.267 -0.090 12.525 0.280 4.868 0.179 44.619 42.881
14.200 -22.150 -0.094 -22.181 -0.082 -22.251 -0.081 -22.262 -0.089 12.442 0.282 4.903 0.184 44.613 42.874
14.600 -22.138 -0.094 -22.170 -0.082 -22.245 -0.081 -22.257 -0.089 12.381 0.286 4.924 0.190 44.609 42.870
