"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
32.000 -20.344 -0.149 -20.345 -0.149 -20.374 -0.141 -20.420 -0.135 -20.426 -0.136 -20.435 -0.137 -20.463 -0.153 -20.468 -0.159 10.651 0.285 2.708 0.118 43.828 42.217
32.400 -20.311 -0.150 -20.312 -0.150 -20.342 -0.141 -20.393 -0.136 -20.399 -0.136 -20.409 -0.138 -20.440 -0.153 -20.446 -0.158 10.573 0.285 2.705 0.119 43.814 42.201
32.800 -20.277 -0.151 -20.278 -0.150 -20.310 -0.142 -20.364 -0.137 -20.371 -0.137 -20.382 -0.138 -20.418 -0.153 -20.424 -0.158 10.487 0.286 2.705 0.121 43.800 42.183
33.200 -20.241 -0.151 -20.242 -0.151 -20.275 -0.143 -20.335 -0.137 -20.343 -0.138 -20.354 -0.139 -20.395 -0.154 -20.401 -0.159 10.393 0.286 2.708 0.124 43.785 42.165
33.600 -20.204 -0.153 -20.205 -0.152 -20.240 -0.144 -20.304 -0.138 -20.313 -0.139 -20.326 -0.140 -20.371 -0.154 -20.379 -0.159 10.294 0.287 2.712 0.126 43.770 42.146
34.000 -20.165 -0.154 -20.166 -0.153 -20.203 -0.145 -20.273 -0.139 -20.283 -0.140 -20.297 -0.141 -20.347 -0.155 -20.356 -0.159 10.191 0.287 2.718 0.129 43.754 42.126
34.400 -20.125 -0.155 -20.126 -0.154 -20.165 -0.146 -20.241 -0.140 -20.252 -0.141 -20.268 -0.142 -20.323 -0.155 -20.332 -0.160 10.086 0.288 2.725 0.132 43.739 42.106
34.800 -20.084 -0.155 -20.085 -0.155 -20.127 -0.147 -20.208 -0.141 -20.220 -0.142 -20.238 -0.142 -20.299 -0.156 -20.309 -0.160 9.979 0.289 2.733 0.136 43.722 42.086
35.200 -20.043 -0.156 -20.044 -0.156 -20.087 -0.148 -20.175 -0.142 -20.188 -0.142 -20.207 -0.143 -20.274 -0.156 -20.285 -0.160 9.871 0.290 2.741 0.139 43.706 42.065
35.600 -20.000 -0.156 -20.001 -0.156 -20.047 -0.148 -20.141 -0.142 -20.155 -0.142 -20.176 -0.143 -20.249 -0.155 -20.260 -0.160 9.763 0.291 2.750 0.143 43.690 42.044
36.000 -19.957 -0.156 -19.958 -0.156 -20.006 -0.148 -20.106 -0.142 -20.121 -0.142 -20.144 -0.143 -20.223 -0.155 -20.235 -0.159 9.655 0.291 2.759 0.147 43.673 42.023
36.400 -19.913 -0.156 -19.914 -0.155 -19.964 -0.148 -20.071 -0.142 -20.087 -0.142 -20.112 -0.142 -20.197 -0.154 -20.210 -0.158 9.549 0.292 2.767 0.151 43.657 42.002
36.800 -19.869 -0.155 -19.870 -0.154 -19.922 -0.147 -20.035 -0.140 -20.053 -0.141 -20.079 -0.141 -20.170 -0.152 -20.185 -0.156 9.444 0.293 2.776 0.155 43.640 41.982
37.200 -19.824 -0.153 -19.825 -0.153 -19.879 -0.145 -19.999 -0.139 -20.018 -0.139 -20.046 -0.139 -20.144 -0.150 -20.159 -0.154 9.341 0.294 2.784 0.159 43.624 41.962
37.600 -19.778 -0.151 -19.780 -0.151 -19.836 -0.143 -19.963 -0.136 -19.983 -0.136 -20.013 -0.137 -20.116 -0.148 -20.133 -0.151 9.240 0.295 2.792 0.163 43.607 41.942
38.000 -19.733 -0.148 -19.734 -0.148 -19.793 -0.140 -19.926 -0.133 -19.947 -0.133 -19.979 -0.134 -20.089 -0.144 -20.107 -0.148 9.141 0.295 2.799 0.167 43.591 41.923
38.400 -19.687 -0.145 -19.689 -0.145 -19.750 -0.137 -19.890 -0.130 -19.912 -0.130 -19.945 -0.130 -20.061 -0.140 -20.080 -0.144 9.046 0.296 2.805 0.171 43.574 41.905
38.800 -19.642 -0.141 -19.643 -0.141 -19.706 -0.133 -19.853 -0.125 -19.876 -0.125 -19.911 -0.126 -20.034 -0.136 -20.053 -0.140 8.953 0.297 2.810 0.175 43.558 41.887
39.200 -19.596 -0.137 -19.598 -0.137 -19.663 -0.128 -19.816 -0.120 -19.840 -0.120 -19.877 -0.120 -20.006 -0.131 -20.026 -0.135 8.863 0.297 2.815 0.179 43.542 41.871
39.600 -19.551 -0.132 -19.552 -0.132 -19.619 -0.123 -19.779 -0.114 -19.804 -0.114 -19.843 -0.115 -19.977 -0.125 -19.998 -0.130 8.777 0.298 2.818 0.183 43.526 41.855
40.000 -19.505 -0.127 -19.507 -0.127 -19.576 -0.117 -19.742 -0.108 -19.769 -0.108 -19.809 -0.108 -19.949 -0.119 -19.971 -0.124 8.695 0.299 2.819 0.187 43.510 41.839
40.400 -19.460 -0.122 -19.462 -0.121 -19.533 -0.111 -19.705 -0.101 -19.733 -0.101 -19.775 -0.101 -19.920 -0.113 -19.943 -0.118 8.616 0.300 2.819 0.190 43.494 41.825
40.800 -19.416 -0.116 -19.418 -0.116 -19.491 -0.105 -19.669 -0.094 -19.698 -0.094 -19.741 -0.094 -19.891 -0.107 -19.915 -0.112 8.542 0.302 2.816 0.194 43.479 41.810
41.200 -19.372 -0.111 -19.374 -0.111 -19.449 -0.099 -19.633 -0.087 -19.662 -0.086 -19.707 -0.086 -19.862 -0.100 -19.886 -0.106 8.474 0.304 2.811 0.198 43.463 41.796
41.600 -19.329 -0.107 -19.330 -0.106 -19.407 -0.093 -19.597 -0.080 -19.627 -0.079 -19.674 -0.079 -19.833 -0.095 -19.857 -0.101 8.411 0.307 2.803 0.201 43.447 41.781
42.000 -19.286 -0.103 -19.288 -0.102 -19.367 -0.088 -19.561 -0.073 -19.592 -0.073 -19.640 -0.073 -19.803 -0.090 -19.828 -0.097 8.354 0.311 2.791 0.204 43.432 41.765
42.400 -19.245 -0.101 -19.247 -0.100 -19.327 -0.085 -19.525 -0.068 -19.557 -0.068 -19.606 -0.068 -19.773 -0.087 -19.799 -0.094 8.306 0.314 2.775 0.207 43.417 41.749
42.800 -19.205 -0.100 -19.207 -0.100 -19.288 -0.084 -19.490 -0.066 -19.523 -0.065 -19.573 -0.065 -19.743 -0.086 -19.769 -0.093 8.265 0.317 2.755 0.209 43.402 41.734
43.200 -19.166 -0.102 -19.168 -0.102 -19.250 -0.085 -19.455 -0.066 -19.488 -0.066 -19.539 -0.066 -19.712 -0.087 -19.739 -0.095 8.234 0.318 2.731 0.209 43.388 41.722
43.600 -19.129 -0.107 -19.131 -0.106 -19.213 -0.090 -19.420 -0.071 -19.454 -0.070 -19.505 -0.070 -19.681 -0.092 -19.708 -0.100 8.210 0.318 2.704 0.209 43.374 41.713
44.000 -19.093 -0.114 -19.095 -0.113 -19.178 -0.097 -19.386 -0.078 -19.419 -0.077 -19.471 -0.078 -19.649 -0.099 -19.677 -0.107 8.194 0.317 2.674 0.207 43.361 41.707
44.400 -19.058 -0.122 -19.060 -0.122 -19.143 -0.106 -19.351 -0.088 -19.385 -0.087 -19.437 -0.088 -19.617 -0.109 -19.646 -0.116 8.184 0.315 2.641 0.205 43.348 41.701
44.800 -19.025 -0.133 -19.026 -0.132 -19.110 -0.117 -19.318 -0.100 -19.352 -0.100 -19.404 -0.100 -19.585 -0.120 -19.614 -0.127 8.178 0.314 2.607 0.202 43.336 41.696
