"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-73.000 -17.383 -0.171 -17.499 -0.145 -17.755 -0.130 -17.785 -0.134 -17.836 -0.196 7.837 0.091 1.283 0.030 42.646 40.470
-72.600 -17.410 -0.169 -17.527 -0.143 -17.785 -0.129 -17.815 -0.133 -17.865 -0.194 7.827 0.091 1.303 0.030 42.657 40.480
-72.200 -17.438 -0.167 -17.556 -0.141 -17.815 -0.127 -17.845 -0.131 -17.894 -0.192 7.818 0.091 1.324 0.030 42.669 40.490
-71.800 -17.465 -0.165 -17.584 -0.140 -17.845 -0.126 -17.875 -0.130 -17.924 -0.190 7.808 0.090 1.345 0.031 42.681 40.501
-71.400 -17.493 -0.163 -17.613 -0.138 -17.874 -0.125 -17.905 -0.128 -17.953 -0.188 7.799 0.090 1.367 0.031 42.692 40.512
-71.000 -17.521 -0.161 -17.642 -0.137 -17.904 -0.123 -17.935 -0.127 -17.983 -0.186 7.790 0.090 1.388 0.032 42.704 40.523
-70.600 -17.548 -0.160 -17.670 -0.135 -17.934 -0.122 -17.965 -0.126 -18.012 -0.185 7.781 0.089 1.410 0.032 42.716 40.535
-70.200 -17.576 -0.158 -17.699 -0.134 -17.964 -0.122 -17.995 -0.125 -18.042 -0.183 7.772 0.089 1.433 0.033 42.727 40.546
-69.800 -17.604 -0.157 -17.728 -0.133 -17.994 -0.121 -18.025 -0.124 -18.071 -0.182 7.764 0.089 1.455 0.033 42.739 40.558
-69.400 -17.632 -0.156 -17.756 -0.132 -18.023 -0.120 -18.055 -0.124 -18.101 -0.181 7.755 0.089 1.478 0.034 42.751 40.569
-69.000 -17.660 -0.154 -17.785 -0.131 -18.053 -0.120 -18.085 -0.123 -18.131 -0.180 7.747 0.088 1.502 0.034 42.762 40.581
-68.600 -17.688 -0.153 -17.814 -0.131 -18.083 -0.119 -18.115 -0.122 -18.161 -0.179 7.739 0.088 1.525 0.035 42.774 40.593
-68.200 -17.716 -0.152 -17.843 -0.130 -18.113 -0.119 -18.145 -0.122 -18.191 -0.177 7.731 0.088 1.549 0.035 42.786 40.605
-67.800 -17.744 -0.151 -17.872 -0.129 -18.143 -0.118 -18.175 -0.122 -18.221 -0.176 7.723 0.088 1.574 0.036 42.798 40.617
-67.400 -17.772 -0.151 -17.901 -0.129 -18.172 -0.118 -18.205 -0.121 -18.251 -0.176 7.715 0.087 1.598 0.036 42.809 40.629
-67.000 -17.800 -0.150 -17.929 -0.128 -18.202 -0.118 -18.235 -0.121 -18.280 -0.175 7.707 0.087 1.623 0.037 42.821 40.641
-66.600 -17.828 -0.149 -17.958 -0.128 -18.232 -0.117 -18.265 -0.121 -18.310 -0.174 7.699 0.087 1.649 0.038 42.833 40.653
-66.200 -17.856 -0.148 -17.987 -0.127 -18.262 -0.117 -18.295 -0.120 -18.340 -0.173 7.691 0.087 1.675 0.038 42.845 40.665
-65.800 -17.884 -0.148 -18.016 -0.127 -18.291 -0.117 -18.325 -0.120 -18.370 -0.172 7.683 0.086 1.701 0.039 42.856 40.677
-65.400 -17.912 -0.147 -18.044 -0.127 -18.321 -0.117 -18.354 -0.120 -18.400 -0.172 7.675 0.086 1.728 0.039 42.868 40.689
-65.000 -17.940 -0.147 -18.073 -0.126 -18.350 -0.117 -18.384 -0.120 -18.430 -0.171 7.667 0.086 1.755 0.040 42.880 40.702
-64.600 -17.968 -0.146 -18.102 -0.126 -18.380 -0.116 -18.414 -0.119 -18.459 -0.170 7.659 0.086 1.782 0.041 42.891 40.714
-64.200 -17.995 -0.145 -18.130 -0.126 -18.409 -0.116 -18.444 -0.119 -18.489 -0.170 7.651 0.086 1.810 0.041 42.903 40.727
-63.800 -18.023 -0.145 -18.158 -0.126 -18.439 -0.116 -18.473 -0.119 -18.519 -0.169 7.642 0.086 1.838 0.042 42.914 40.739
-63.400 -18.051 -0.144 -18.187 -0.125 -18.468 -0.116 -18.503 -0.119 -18.548 -0.168 7.634 0.086 1.867 0.043 42.926 40.752
-63.000 -18.078 -0.144 -18.215 -0.125 -18.497 -0.116 -18.532 -0.119 -18.578 -0.168 7.626 0.086 1.896 0.043 42.938 40.765
-62.600 -18.106 -0.144 -18.243 -0.125 -18.526 -0.115 -18.562 -0.118 -18.607 -0.167 7.618 0.086 1.925 0.044 42.949 40.778
-62.200 -18.133 -0.143 -18.271 -0.125 -18.556 -0.115 -18.591 -0.118 -18.637 -0.166 7.610 0.086 1.955 0.045 42.961 40.791
-61.800 -18.160 -0.143 -18.299 -0.124 -18.585 -0.115 -18.620 -0.118 -18.666 -0.166 7.601 0.086 1.985 0.046 42.972 40.804
-61.400 -18.187 -0.142 -18.327 -0.124 -18.613 -0.115 -18.649 -0.117 -18.695 -0.165 7.593 0.086 2.016 0.047 42.983 40.817
-61.000 -18.214 -0.142 -18.355 -0.124 -18.642 -0.114 -18.678 -0.117 -18.724 -0.164 7.584 0.086 2.047 0.047 42.995 40.830
-60.600 -18.241 -0.141 -18.382 -0.124 -18.671 -0.114 -18.707 -0.117 -18.753 -0.164 7.576 0.086 2.079 0.048 43.006 40.844
-60.200 -18.268 -0.141 -18.410 -0.123 -18.699 -0.113 -18.736 -0.116 -18.782 -0.163 7.567 0.086 2.110 0.049 43.017 40.857
-59.800 -18.294 -0.140 -18.437 -0.123 -18.728 -0.113 -18.764 -0.116 -18.811 -0.162 7.559 0.086 2.143 0.050 43.029 40.870
-59.400 -18.321 -0.140 -18.464 -0.123 -18.756 -0.113 -18.793 -0.115 -18.839 -0.161 7.550 0.086 2.175 0.051 43.040 40.884
-59.000 -18.347 -0.139 -18.491 -0.122 -18.784 -0.112 -18.821 -0.115 -18.868 -0.161 7.541 0.087 2.209 0.052 43.051 40.897
-58.600 -18.373 -0.139 -18.518 -0.122 -18.812 -0.112 -18.849 -0.114 -18.896 -0.160 7.533 0.087 2.242 0.053 43.062 40.911
-58.200 -18.399 -0.138 -18.545 -0.122 -18.840 -0.111 -18.877 -0.114 -18.924 -0.159 7.524 0.087 2.276 0.054 43.073 40.924
-57.800 -18.425 -0.138 -18.571 -0.121 -18.867 -0.111 -18.905 -0.113 -18.952 -0.158 7.515 0.087 2.310 0.055 43.084 40.937
-57.400 -18.451 -0.137 -18.598 -0.121 -18.895 -0.110 -18.932 -0.113 -18.980 -0.157 7.506 0.087 2.345 0.056 43.095 40.951
-57.000 -18.476 -0.137 -18.624 -0.120 -18.922 -0.109 -18.960 -0.112 -19.008 -0.156 7.497 0.088 2.379 0.058 43.105 40.964
-56.600 -18.502 -0.136 -18.650 -0.120 -18.949 -0.109 -18.987 -0.111 -19.036 -0.156 7.488 0.088 2.415 0.059 43.116 40.977
-56.200 -18.527 -0.136 -18.675 -0.120 -18.976 -0.108 -19.014 -0.111 -19.063 -0.155 7.480 0.088 2.450 0.060 43.127 40.990
-55.800 -18.552 -0.135 -18.701 -0.119 -19.003 -0.108 -19.041 -0.110 -19.090 -0.154 7.471 0.088 2.486 0.061 43.137 41.003
-55.400 -18.576 -0.135 -18.726 -0.119 -19.029 -0.107 -19.068 -0.110 -19.117 -0.153 7.462 0.089 2.522 0.062 43.148 41.016
-55.000 -18.601 -0.134 -18.751 -0.118 -19.055 -0.106 -19.094 -0.109 -19.144 -0.152 7.453 0.089 2.559 0.063 43.158 41.029
-54.600 -18.625 -0.134 -18.776 -0.118 -19.081 -0.106 -19.121 -0.108 -19.171 -0.150 7.444 0.089 2.596 0.064 43.169 41.041
-54.200 -18.649 -0.133 -18.801 -0.118 -19.107 -0.105 -19.147 -0.107 -19.197 -0.149 7.435 0.089 2.633 0.066 43.179 41.054
-53.800 -18.673 -0.133 -18.825 -0.117 -19.133 -0.104 -19.173 -0.107 -19.223 -0.148 7.426 0.089 2.670 0.067 43.189 41.066
-53.400 -18.697 -0.132 -18.850 -0.117 -19.158 -0.104 -19.198 -0.106 -19.249 -0.147 7.417 0.089 2.708 0.068 43.199 41.078
