"Time (MJD)" g-4810.16 g-4810.16_err i-7503.03 i-7503.03_err r-6155.47 r-6155.47_err z-8668.36 z-8668.36_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-3.000 -21.929 -0.043 -22.089 -0.042 -21.980 -0.097 -21.814 -0.069 16.500 0.999 2.898 0.275 44.647 43.448
-2.600 -21.920 -0.039 -22.091 -0.038 -21.984 -0.095 -21.816 -0.066 16.302 1.025 2.952 0.295 44.642 43.442
-2.200 -21.911 -0.037 -22.094 -0.036 -21.988 -0.093 -21.819 -0.065 16.114 1.054 3.004 0.316 44.637 43.440
-1.800 -21.901 -0.037 -22.096 -0.035 -21.991 -0.091 -21.822 -0.065 15.948 1.088 3.051 0.338 44.633 43.444
-1.400 -21.890 -0.038 -22.098 -0.036 -21.995 -0.090 -21.824 -0.065 15.805 1.127 3.092 0.360 44.629 43.456
-1.000 -21.878 -0.040 -22.101 -0.037 -21.998 -0.089 -21.826 -0.066 15.676 1.169 3.129 0.381 44.624 43.472
-0.600 -21.865 -0.043 -22.103 -0.038 -22.001 -0.088 -21.828 -0.067 15.554 1.211 3.163 0.403 44.620 43.488
-0.200 -21.851 -0.046 -22.105 -0.040 -22.004 -0.087 -21.829 -0.069 15.430 1.253 3.198 0.425 44.616 43.504
0.200 -21.837 -0.049 -22.106 -0.042 -22.007 -0.086 -21.831 -0.071 15.303 1.292 3.235 0.448 44.612 43.518
0.600 -21.822 -0.052 -22.108 -0.044 -22.009 -0.085 -21.832 -0.073 15.169 1.330 3.275 0.471 44.607 43.530
1.000 -21.805 -0.055 -22.109 -0.045 -22.011 -0.084 -21.833 -0.074 15.028 1.365 3.317 0.496 44.602 43.539
1.400 -21.788 -0.058 -22.109 -0.047 -22.013 -0.083 -21.834 -0.076 14.882 1.397 3.363 0.521 44.597 43.547
1.800 -21.769 -0.061 -22.109 -0.048 -22.014 -0.081 -21.834 -0.078 14.731 1.426 3.410 0.547 44.591 43.552
2.200 -21.750 -0.063 -22.109 -0.050 -22.015 -0.080 -21.835 -0.079 14.576 1.452 3.461 0.574 44.586 43.556
2.600 -21.729 -0.066 -22.108 -0.051 -22.015 -0.078 -21.835 -0.080 14.417 1.474 3.513 0.601 44.580 43.558
3.000 -21.707 -0.068 -22.106 -0.052 -22.015 -0.077 -21.835 -0.081 14.255 1.492 3.568 0.629 44.574 43.558
3.400 -21.685 -0.069 -22.104 -0.053 -22.014 -0.075 -21.835 -0.081 14.091 1.506 3.625 0.656 44.567 43.556
3.800 -21.661 -0.071 -22.101 -0.054 -22.013 -0.073 -21.834 -0.082 13.924 1.516 3.684 0.684 44.561 43.553
4.200 -21.636 -0.072 -22.098 -0.054 -22.011 -0.070 -21.833 -0.082 13.757 1.524 3.746 0.712 44.554 43.550
4.600 -21.610 -0.073 -22.093 -0.054 -22.009 -0.068 -21.832 -0.081 13.589 1.530 3.810 0.741 44.547 43.545
5.000 -21.584 -0.074 -22.088 -0.054 -22.006 -0.066 -21.831 -0.081 13.421 1.533 3.875 0.770 44.541 43.539
5.400 -21.556 -0.074 -22.082 -0.054 -22.002 -0.063 -21.830 -0.080 13.255 1.536 3.942 0.800 44.534 43.532
5.800 -21.528 -0.075 -22.075 -0.053 -21.998 -0.060 -21.828 -0.079 13.092 1.537 4.010 0.830 44.527 43.525
6.200 -21.498 -0.074 -22.067 -0.052 -21.993 -0.058 -21.825 -0.078 12.931 1.538 4.079 0.862 44.520 43.518
6.600 -21.468 -0.074 -22.059 -0.051 -21.987 -0.055 -21.822 -0.077 12.774 1.539 4.148 0.895 44.514 43.510
7.000 -21.437 -0.073 -22.049 -0.049 -21.980 -0.053 -21.819 -0.076 12.621 1.540 4.217 0.929 44.507 43.502
7.400 -21.406 -0.073 -22.038 -0.047 -21.973 -0.050 -21.815 -0.074 12.474 1.543 4.286 0.965 44.501 43.494
7.800 -21.374 -0.072 -22.027 -0.045 -21.965 -0.048 -21.811 -0.073 12.333 1.549 4.353 1.003 44.495 43.486
8.200 -21.341 -0.071 -22.014 -0.043 -21.956 -0.046 -21.806 -0.071 12.197 1.556 4.420 1.043 44.489 43.478
