"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-41.000 -18.530 -0.111 -18.515 -0.100 -18.466 -0.111 -18.455 -0.121 11.126 0.235 1.042 0.031 43.074 41.486
-40.600 -18.570 -0.105 -18.555 -0.093 -18.507 -0.105 -18.497 -0.115 11.111 0.231 1.063 0.031 43.089 41.493
-40.200 -18.610 -0.098 -18.597 -0.087 -18.549 -0.100 -18.538 -0.110 11.093 0.227 1.086 0.032 43.105 41.499
-39.800 -18.651 -0.093 -18.638 -0.082 -18.591 -0.096 -18.581 -0.106 11.070 0.223 1.111 0.032 43.121 41.504
-39.400 -18.692 -0.088 -18.680 -0.077 -18.634 -0.092 -18.624 -0.102 11.042 0.219 1.136 0.032 43.136 41.509
-39.000 -18.733 -0.083 -18.722 -0.072 -18.678 -0.088 -18.667 -0.099 11.010 0.215 1.164 0.033 43.151 41.513
-38.600 -18.773 -0.079 -18.764 -0.069 -18.721 -0.085 -18.711 -0.095 10.973 0.211 1.192 0.033 43.167 41.517
-38.200 -18.814 -0.075 -18.806 -0.065 -18.765 -0.083 -18.754 -0.093 10.933 0.207 1.222 0.034 43.182 41.522
-37.800 -18.854 -0.072 -18.847 -0.063 -18.809 -0.080 -18.798 -0.090 10.890 0.204 1.253 0.034 43.197 41.527
-37.400 -18.894 -0.069 -18.889 -0.060 -18.852 -0.078 -18.841 -0.088 10.843 0.201 1.285 0.035 43.211 41.532
-37.000 -18.934 -0.067 -18.930 -0.059 -18.895 -0.076 -18.885 -0.085 10.795 0.198 1.319 0.036 43.226 41.537
-36.600 -18.973 -0.065 -18.970 -0.057 -18.939 -0.074 -18.928 -0.083 10.745 0.195 1.353 0.036 43.240 41.542
-36.200 -19.012 -0.063 -19.010 -0.056 -18.981 -0.071 -18.970 -0.080 10.694 0.191 1.388 0.037 43.254 41.547
-35.800 -19.051 -0.062 -19.050 -0.055 -19.023 -0.069 -19.012 -0.078 10.643 0.187 1.424 0.037 43.268 41.551
-35.400 -19.088 -0.061 -19.089 -0.054 -19.065 -0.067 -19.054 -0.076 10.593 0.182 1.461 0.037 43.282 41.554
-35.000 -19.126 -0.061 -19.127 -0.054 -19.106 -0.065 -19.095 -0.073 10.544 0.178 1.498 0.038 43.296 41.558
-34.600 -19.162 -0.061 -19.165 -0.054 -19.146 -0.063 -19.135 -0.071 10.497 0.173 1.535 0.038 43.309 41.561
-34.200 -19.199 -0.062 -19.202 -0.054 -19.185 -0.060 -19.174 -0.068 10.452 0.168 1.571 0.037 43.322 41.565
-33.800 -19.234 -0.063 -19.239 -0.055 -19.223 -0.058 -19.213 -0.066 10.410 0.163 1.608 0.037 43.335 41.569
-33.400 -19.268 -0.064 -19.274 -0.056 -19.261 -0.057 -19.250 -0.064 10.372 0.158 1.644 0.037 43.348 41.574
-33.000 -19.302 -0.065 -19.308 -0.057 -19.297 -0.055 -19.286 -0.062 10.339 0.154 1.679 0.037 43.361 41.579
-32.600 -19.335 -0.067 -19.342 -0.058 -19.332 -0.054 -19.321 -0.061 10.311 0.151 1.712 0.037 43.373 41.586
-32.200 -19.367 -0.068 -19.375 -0.059 -19.365 -0.054 -19.355 -0.061 10.289 0.148 1.744 0.037 43.385 41.593
