"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
45.600 -17.463 -0.175 -17.480 -0.172 -17.631 -0.150 -18.005 -0.116 -18.102 -0.112 -18.203 -0.108 -18.539 -0.112 -18.613 -0.120 -18.916 -0.199 5.235 0.230 3.542 0.393 42.827 41.570
46.000 -17.437 -0.178 -17.454 -0.176 -17.605 -0.154 -17.980 -0.122 -18.077 -0.117 -18.178 -0.114 -18.515 -0.118 -18.590 -0.126 -18.894 -0.202 5.235 0.231 3.505 0.391 42.818 41.567
46.400 -17.412 -0.183 -17.429 -0.180 -17.580 -0.159 -17.955 -0.127 -18.052 -0.123 -18.153 -0.120 -18.491 -0.124 -18.567 -0.132 -18.873 -0.206 5.235 0.231 3.467 0.388 42.808 41.563
46.800 -17.387 -0.187 -17.405 -0.184 -17.556 -0.164 -17.931 -0.133 -18.028 -0.129 -18.129 -0.126 -18.469 -0.131 -18.544 -0.138 -18.852 -0.210 5.235 0.231 3.431 0.386 42.799 41.560
47.200 -17.363 -0.191 -17.381 -0.188 -17.532 -0.169 -17.908 -0.139 -18.005 -0.135 -18.106 -0.132 -18.446 -0.137 -18.522 -0.144 -18.832 -0.214 5.236 0.232 3.396 0.383 42.791 41.556
47.600 -17.341 -0.196 -17.358 -0.193 -17.510 -0.174 -17.885 -0.145 -17.982 -0.142 -18.083 -0.139 -18.424 -0.144 -18.500 -0.151 -18.811 -0.218 5.237 0.232 3.362 0.380 42.782 41.551
48.000 -17.318 -0.200 -17.336 -0.198 -17.488 -0.179 -17.863 -0.151 -17.960 -0.148 -18.061 -0.145 -18.402 -0.151 -18.479 -0.157 -18.791 -0.222 5.237 0.232 3.328 0.378 42.774 41.547
48.400 -17.297 -0.205 -17.315 -0.202 -17.466 -0.184 -17.841 -0.157 -17.938 -0.154 -18.040 -0.151 -18.381 -0.157 -18.457 -0.163 -18.771 -0.227 5.239 0.232 3.296 0.375 42.766 41.542
48.800 -17.276 -0.209 -17.294 -0.207 -17.445 -0.189 -17.820 -0.163 -17.917 -0.160 -18.019 -0.158 -18.360 -0.163 -18.437 -0.169 -18.751 -0.231 5.240 0.232 3.264 0.372 42.758 41.537
49.200 -17.256 -0.213 -17.274 -0.211 -17.425 -0.194 -17.800 -0.169 -17.897 -0.166 -17.998 -0.164 -18.339 -0.169 -18.416 -0.175 -18.731 -0.235 5.241 0.232 3.233 0.368 42.750 41.531
49.600 -17.236 -0.218 -17.254 -0.215 -17.406 -0.198 -17.780 -0.175 -17.877 -0.172 -17.978 -0.170 -18.319 -0.175 -18.396 -0.181 -18.712 -0.238 5.243 0.232 3.202 0.365 42.742 41.525
50.000 -17.217 -0.222 -17.235 -0.219 -17.387 -0.203 -17.761 -0.180 -17.857 -0.177 -17.959 -0.175 -18.300 -0.181 -18.377 -0.187 -18.693 -0.242 5.245 0.232 3.173 0.362 42.735 41.519
50.400 -17.199 -0.225 -17.217 -0.223 -17.369 -0.207 -17.742 -0.185 -17.839 -0.182 -17.940 -0.181 -18.281 -0.186 -18.358 -0.192 -18.674 -0.246 5.247 0.232 3.143 0.358 42.727 41.513
50.800 -17.181 -0.229 -17.199 -0.227 -17.351 -0.212 -17.724 -0.190 -17.820 -0.187 -17.921 -0.186 -18.262 -0.192 -18.339 -0.197 -18.655 -0.249 5.249 0.232 3.115 0.355 42.720 41.507
51.200 -17.163 -0.232 -17.182 -0.230 -17.334 -0.215 -17.707 -0.195 -17.803 -0.192 -17.904 -0.191 -18.244 -0.196 -18.321 -0.201 -18.637 -0.253 5.252 0.232 3.087 0.351 42.713 41.500
51.600 -17.147 -0.236 -17.165 -0.234 -17.317 -0.219 -17.690 -0.199 -17.786 -0.197 -17.886 -0.195 -18.226 -0.201 -18.303 -0.206 -18.619 -0.256 5.254 0.231 3.059 0.347 42.706 41.493
52.000 -17.130 -0.239 -17.149 -0.237 -17.301 -0.222 -17.673 -0.203 -17.769 -0.201 -17.869 -0.199 -18.208 -0.205 -18.285 -0.210 -18.601 -0.258 5.257 0.231 3.032 0.343 42.699 41.486
52.400 -17.115 -0.241 -17.133 -0.239 -17.285 -0.225 -17.657 -0.207 -17.753 -0.204 -17.853 -0.203 -18.191 -0.209 -18.268 -0.214 -18.584 -0.261 5.260 0.230 3.006 0.339 42.693 41.478
52.800 -17.099 -0.244 -17.117 -0.242 -17.270 -0.228 -17.642 -0.210 -17.737 -0.208 -17.837 -0.206 -18.175 -0.212 -18.251 -0.217 -18.566 -0.263 5.264 0.230 2.980 0.335 42.686 41.471
53.200 -17.084 -0.246 -17.103 -0.244 -17.255 -0.230 -17.627 -0.213 -17.722 -0.211 -17.822 -0.210 -18.159 -0.215 -18.235 -0.220 -18.549 -0.265 5.267 0.229 2.954 0.331 42.680 41.463
53.600 -17.070 -0.247 -17.088 -0.245 -17.241 -0.232 -17.613 -0.215 -17.708 -0.213 -17.807 -0.212 -18.143 -0.218 -18.219 -0.223 -18.532 -0.267 5.271 0.228 2.930 0.327 42.674 41.455
54.000 -17.056 -0.249 -17.074 -0.247 -17.227 -0.234 -17.599 -0.217 -17.693 -0.215 -17.793 -0.214 -18.127 -0.220 -18.203 -0.225 -18.516 -0.269 5.275 0.227 2.905 0.323 42.668 41.447
54.400 -17.043 -0.250 -17.061 -0.248 -17.214 -0.235 -17.585 -0.219 -17.680 -0.217 -17.779 -0.216 -18.112 -0.222 -18.188 -0.227 -18.499 -0.270 5.279 0.227 2.881 0.319 42.662 41.439
54.800 -17.029 -0.250 -17.048 -0.248 -17.201 -0.236 -17.572 -0.220 -17.666 -0.219 -17.765 -0.218 -18.098 -0.224 -18.173 -0.228 -18.483 -0.271 5.283 0.226 2.857 0.314 42.656 41.431
55.200 -17.017 -0.251 -17.035 -0.249 -17.188 -0.236 -17.559 -0.221 -17.653 -0.219 -17.752 -0.219 -18.083 -0.225 -18.158 -0.229 -18.467 -0.271 5.287 0.225 2.834 0.310 42.651 41.423
55.600 -17.004 -0.250 -17.023 -0.249 -17.176 -0.237 -17.547 -0.221 -17.641 -0.220 -17.739 -0.219 -18.069 -0.225 -18.144 -0.230 -18.451 -0.271 5.292 0.223 2.811 0.306 42.645 41.414
56.000 -16.992 -0.250 -17.011 -0.248 -17.164 -0.236 -17.535 -0.221 -17.629 -0.220 -17.727 -0.219 -18.056 -0.226 -18.130 -0.230 -18.436 -0.271 5.297 0.222 2.789 0.301 42.640 41.405
56.400 -16.980 -0.249 -16.999 -0.247 -17.153 -0.236 -17.523 -0.221 -17.617 -0.220 -17.715 -0.219 -18.042 -0.225 -18.116 -0.230 -18.420 -0.271 5.301 0.221 2.767 0.297 42.634 41.397
56.800 -16.969 -0.248 -16.987 -0.246 -17.142 -0.234 -17.512 -0.220 -17.606 -0.219 -17.703 -0.218 -18.029 -0.225 -18.103 -0.229 -18.405 -0.270 5.306 0.220 2.745 0.292 42.629 41.388
57.200 -16.958 -0.247 -16.976 -0.245 -17.131 -0.233 -17.501 -0.219 -17.595 -0.218 -17.692 -0.217 -18.017 -0.224 -18.090 -0.228 -18.390 -0.269 5.311 0.218 2.724 0.288 42.624 41.378
57.600 -16.947 -0.245 -16.966 -0.243 -17.120 -0.231 -17.491 -0.217 -17.584 -0.216 -17.681 -0.215 -18.004 -0.222 -18.077 -0.226 -18.376 -0.268 5.317 0.217 2.703 0.283 42.619 41.369
58.000 -16.936 -0.242 -16.955 -0.241 -17.110 -0.229 -17.480 -0.215 -17.574 -0.214 -17.671 -0.213 -17.992 -0.220 -18.064 -0.224 -18.361 -0.266 5.322 0.215 2.682 0.278 42.614 41.360
58.400 -16.926 -0.240 -16.945 -0.238 -17.100 -0.226 -17.471 -0.212 -17.564 -0.211 -17.660 -0.211 -17.980 -0.218 -18.052 -0.222 -18.346 -0.264 5.328 0.214 2.662 0.274 42.609 41.350
58.800 -16.916 -0.237 -16.935 -0.235 -17.090 -0.223 -17.461 -0.209 -17.554 -0.208 -17.650 -0.208 -17.969 -0.215 -18.040 -0.219 -18.332 -0.262 5.334 0.212 2.641 0.269 42.605 41.340
59.200 -16.906 -0.233 -16.925 -0.232 -17.081 -0.219 -17.452 -0.205 -17.544 -0.205 -17.641 -0.204 -17.957 -0.212 -18.028 -0.216 -18.318 -0.260 5.340 0.210 2.621 0.264 42.600 41.330
59.600 -16.897 -0.230 -16.915 -0.228 -17.071 -0.215 -17.443 -0.201 -17.535 -0.201 -17.631 -0.201 -17.946 -0.208 -18.016 -0.213 -18.304 -0.257 5.346 0.209 2.601 0.259 42.595 41.319
60.000 -16.887 -0.226 -16.906 -0.224 -17.062 -0.211 -17.434 -0.197 -17.526 -0.196 -17.622 -0.196 -17.935 -0.204 -18.004 -0.209 -18.290 -0.254 5.352 0.207 2.581 0.255 42.591 41.309
60.400 -16.878 -0.222 -16.897 -0.220 -17.053 -0.206 -17.425 -0.192 -17.517 -0.192 -17.613 -0.192 -17.924 -0.200 -17.993 -0.205 -18.276 -0.251 5.359 0.205 2.561 0.250 42.586 41.298
60.800 -16.869 -0.217 -16.888 -0.215 -17.045 -0.201 -17.417 -0.187 -17.509 -0.186 -17.604 -0.187 -17.913 -0.195 -17.982 -0.200 -18.262 -0.248 5.366 0.203 2.541 0.245 42.581 41.287
61.200 -16.860 -0.212 -16.879 -0.210 -17.036 -0.196 -17.408 -0.182 -17.501 -0.181 -17.595 -0.181 -17.903 -0.191 -17.970 -0.196 -18.249 -0.244 5.373 0.201 2.521 0.240 42.577 41.275
61.600 -16.851 -0.208 -16.870 -0.205 -17.028 -0.191 -17.400 -0.176 -17.492 -0.175 -17.587 -0.175 -17.892 -0.185 -17.959 -0.191 -18.235 -0.241 5.380 0.199 2.501 0.235 42.572 41.264
62.000 -16.843 -0.203 -16.862 -0.200 -17.019 -0.185 -17.392 -0.170 -17.484 -0.169 -17.579 -0.169 -17.882 -0.180 -17.948 -0.185 -18.221 -0.238 5.388 0.197 2.481 0.231 42.568 41.252
62.400 -16.834 -0.198 -16.853 -0.195 -17.011 -0.179 -17.385 -0.163 -17.476 -0.163 -17.570 -0.163 -17.872 -0.174 -17.937 -0.180 -18.208 -0.234 5.395 0.195 2.461 0.226 42.563 41.239
62.800 -16.826 -0.193 -16.845 -0.190 -17.003 -0.174 -17.377 -0.157 -17.468 -0.156 -17.562 -0.157 -17.861 -0.169 -17.926 -0.175 -18.194 -0.231 5.403 0.194 2.441 0.221 42.558 41.227
63.200 -16.818 -0.188 -16.837 -0.185 -16.995 -0.168 -17.369 -0.150 -17.461 -0.149 -17.554 -0.150 -17.851 -0.163 -17.915 -0.169 -18.181 -0.228 5.411 0.192 2.420 0.217 42.554 41.214
63.600 -16.810 -0.183 -16.829 -0.180 -16.987 -0.162 -17.362 -0.143 -17.453 -0.143 -17.546 -0.143 -17.841 -0.157 -17.905 -0.164 -18.168 -0.225 5.420 0.190 2.400 0.212 42.549 41.201
64.000 -16.802 -0.178 -16.821 -0.176 -16.979 -0.157 -17.354 -0.137 -17.445 -0.136 -17.538 -0.137 -17.830 -0.152 -17.894 -0.159 -18.154 -0.222 5.428 0.189 2.379 0.208 42.544 41.187
64.400 -16.794 -0.174 -16.813 -0.171 -16.971 -0.151 -17.346 -0.131 -17.437 -0.130 -17.529 -0.131 -17.820 -0.146 -17.883 -0.154 -18.141 -0.220 5.437 0.187 2.359 0.204 42.540 41.174
64.800 -16.786 -0.171 -16.805 -0.168 -16.963 -0.147 -17.339 -0.125 -17.429 -0.124 -17.521 -0.125 -17.809 -0.142 -17.872 -0.150 -18.128 -0.218 5.446 0.186 2.338 0.200 42.535 41.161
65.200 -16.778 -0.168 -16.797 -0.165 -16.956 -0.143 -17.331 -0.119 -17.421 -0.118 -17.513 -0.119 -17.799 -0.138 -17.860 -0.146 -18.115 -0.217 5.455 0.185 2.318 0.197 42.530 41.147
65.600 -16.771 -0.166 -16.789 -0.162 -16.948 -0.140 -17.323 -0.115 -17.413 -0.114 -17.504 -0.115 -17.788 -0.134 -17.849 -0.144 -18.101 -0.217 5.463 0.185 2.298 0.193 42.525 41.135
66.000 -16.763 -0.165 -16.782 -0.161 -16.940 -0.138 -17.315 -0.111 -17.405 -0.110 -17.495 -0.112 -17.777 -0.132 -17.838 -0.142 -18.088 -0.217 5.473 0.184 2.278 0.190 42.521 41.123
66.400 -16.756 -0.165 -16.775 -0.161 -16.933 -0.137 -17.306 -0.109 -17.396 -0.108 -17.486 -0.110 -17.766 -0.131 -17.827 -0.141 -18.075 -0.218 5.482 0.184 2.258 0.187 42.516 41.112
66.800 -16.749 -0.166 -16.767 -0.162 -16.925 -0.137 -17.297 -0.109 -17.387 -0.108 -17.477 -0.109 -17.755 -0.132 -17.815 -0.142 -18.062 -0.220 5.491 0.184 2.238 0.185 42.511 41.102
67.200 -16.742 -0.168 -16.760 -0.164 -16.918 -0.140 -17.288 -0.111 -17.377 -0.109 -17.467 -0.111 -17.744 -0.133 -17.803 -0.144 -18.049 -0.222 5.501 0.184 2.219 0.183 42.507 41.094
67.600 -16.735 -0.172 -16.754 -0.168 -16.910 -0.143 -17.279 -0.114 -17.368 -0.113 -17.457 -0.114 -17.733 -0.137 -17.792 -0.147 -18.036 -0.226 5.511 0.184 2.200 0.181 42.503 41.088
