"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-11.800 -20.054 -0.104 -20.049 -0.097 -19.959 -0.097 -19.926 -0.105 12.811 0.071 1.705 0.012 43.747 41.632
-11.400 -20.070 -0.104 -20.066 -0.097 -19.977 -0.097 -19.944 -0.105 12.766 0.069 1.727 0.012 43.751 41.623
-11.000 -20.085 -0.104 -20.081 -0.096 -19.994 -0.096 -19.962 -0.104 12.719 0.066 1.748 0.012 43.756 41.611
-10.600 -20.099 -0.104 -20.096 -0.096 -20.011 -0.095 -19.979 -0.103 12.670 0.063 1.770 0.012 43.760 41.595
-10.200 -20.112 -0.104 -20.110 -0.096 -20.026 -0.095 -19.995 -0.102 12.620 0.060 1.791 0.011 43.763 41.575
-9.800 -20.124 -0.104 -20.123 -0.095 -20.041 -0.094 -20.010 -0.102 12.569 0.056 1.812 0.011 43.767 41.550
-9.400 -20.136 -0.103 -20.134 -0.095 -20.055 -0.093 -20.025 -0.101 12.516 0.052 1.833 0.010 43.769 41.521
-9.000 -20.146 -0.103 -20.145 -0.094 -20.068 -0.092 -20.038 -0.099 12.462 0.048 1.854 0.010 43.772 41.487
-8.600 -20.155 -0.102 -20.156 -0.094 -20.080 -0.091 -20.051 -0.098 12.407 0.044 1.875 0.009 43.774 41.448
-8.200 -20.164 -0.102 -20.165 -0.093 -20.092 -0.090 -20.063 -0.097 12.350 0.040 1.896 0.008 43.775 41.405
-7.800 -20.172 -0.101 -20.173 -0.092 -20.103 -0.088 -20.074 -0.096 12.292 0.036 1.916 0.008 43.776 41.360
-7.400 -20.179 -0.100 -20.181 -0.092 -20.112 -0.087 -20.085 -0.095 12.233 0.032 1.937 0.007 43.777 41.317
-7.000 -20.185 -0.100 -20.187 -0.091 -20.122 -0.086 -20.095 -0.093 12.172 0.030 1.957 0.007 43.778 41.283
-6.600 -20.190 -0.099 -20.193 -0.090 -20.130 -0.084 -20.104 -0.092 12.111 0.029 1.977 0.006 43.778 41.267
-6.200 -20.194 -0.098 -20.198 -0.089 -20.138 -0.083 -20.112 -0.090 12.048 0.029 1.997 0.007 43.777 41.275
-5.800 -20.198 -0.097 -20.202 -0.088 -20.145 -0.082 -20.120 -0.089 11.984 0.032 2.017 0.007 43.777 41.305
-5.400 -20.201 -0.096 -20.205 -0.087 -20.151 -0.081 -20.127 -0.088 11.919 0.035 2.037 0.008 43.776 41.353
-5.000 -20.203 -0.095 -20.208 -0.086 -20.157 -0.079 -20.134 -0.087 11.853 0.040 2.057 0.010 43.775 41.408
-4.600 -20.204 -0.094 -20.210 -0.085 -20.162 -0.078 -20.139 -0.085 11.786 0.046 2.077 0.011 43.773 41.466
-4.200 -20.205 -0.093 -20.211 -0.084 -20.166 -0.077 -20.145 -0.084 11.718 0.053 2.097 0.013 43.771 41.522
-3.800 -20.205 -0.092 -20.212 -0.083 -20.170 -0.076 -20.149 -0.083 11.648 0.061 2.117 0.016 43.769 41.574
-3.400 -20.204 -0.091 -20.212 -0.082 -20.173 -0.075 -20.154 -0.082 11.578 0.068 2.137 0.018 43.767 41.622
-3.000 -20.203 -0.090 -20.211 -0.080 -20.176 -0.074 -20.157 -0.081 11.507 0.076 2.156 0.020 43.764 41.665
-2.600 -20.201 -0.088 -20.210 -0.079 -20.178 -0.073 -20.161 -0.080 11.436 0.084 2.176 0.023 43.761 41.705
-2.200 -20.199 -0.087 -20.208 -0.078 -20.180 -0.072 -20.163 -0.080 11.364 0.093 2.196 0.026 43.758 41.739
-1.800 -20.196 -0.086 -20.205 -0.077 -20.181 -0.071 -20.166 -0.079 11.294 0.101 2.216 0.029 43.755 41.771
-1.400 -20.193 -0.085 -20.203 -0.076 -20.182 -0.071 -20.168 -0.078 11.221 0.109 2.236 0.032 43.752 41.798
-1.000 -20.189 -0.084 -20.199 -0.075 -20.183 -0.070 -20.169 -0.078 11.155 0.117 2.254 0.035 43.749 41.822
-0.600 -20.185 -0.084 -20.196 -0.074 -20.183 -0.070 -20.170 -0.078 11.086 0.124 2.273 0.038 43.745 41.843
-0.200 -20.180 -0.083 -20.192 -0.073 -20.183 -0.069 -20.171 -0.077 11.017 0.131 2.292 0.040 43.742 41.860
0.200 -20.175 -0.082 -20.188 -0.073 -20.182 -0.069 -20.172 -0.077 10.940 0.137 2.314 0.043 43.737 41.873
0.600 -20.170 -0.082 -20.183 -0.072 -20.181 -0.068 -20.172 -0.076 10.871 0.143 2.333 0.046 43.734 41.884
1.000 -20.164 -0.081 -20.179 -0.072 -20.180 -0.068 -20.172 -0.076 10.813 0.149 2.348 0.049 43.730 41.894
1.400 -20.159 -0.081 -20.174 -0.071 -20.179 -0.068 -20.171 -0.076 10.749 0.153 2.366 0.051 43.726 41.900
1.800 -20.153 -0.081 -20.169 -0.071 -20.178 -0.067 -20.171 -0.075 10.672 0.156 2.389 0.053 43.722 41.901
2.200 -20.147 -0.080 -20.164 -0.070 -20.176 -0.067 -20.170 -0.075 10.608 0.159 2.407 0.055 43.718 41.903
2.600 -20.140 -0.080 -20.158 -0.070 -20.175 -0.066 -20.170 -0.075 10.544 0.162 2.426 0.057 43.715 41.903
3.000 -20.134 -0.080 -20.153 -0.070 -20.173 -0.066 -20.169 -0.074 10.480 0.164 2.444 0.059 43.711 41.902
3.400 -20.127 -0.080 -20.148 -0.070 -20.171 -0.066 -20.168 -0.074 10.417 0.166 2.463 0.061 43.707 41.900
3.800 -20.121 -0.080 -20.142 -0.070 -20.169 -0.065 -20.167 -0.074 10.365 0.168 2.478 0.062 43.703 41.899
4.200 -20.114 -0.080 -20.137 -0.070 -20.167 -0.065 -20.165 -0.073 10.293 0.168 2.501 0.064 43.699 41.893
4.600 -20.107 -0.079 -20.131 -0.070 -20.165 -0.065 -20.164 -0.073 10.232 0.169 2.520 0.065 43.695 41.887
5.000 -20.099 -0.079 -20.125 -0.070 -20.163 -0.065 -20.163 -0.073 10.172 0.169 2.538 0.067 43.692 41.879
5.400 -20.092 -0.080 -20.119 -0.071 -20.160 -0.065 -20.161 -0.074 10.112 0.168 2.557 0.068 43.688 41.871
5.800 -20.084 -0.080 -20.113 -0.071 -20.158 -0.065 -20.159 -0.074 10.052 0.168 2.576 0.069 43.684 41.862
6.200 -20.076 -0.080 -20.106 -0.071 -20.155 -0.066 -20.157 -0.074 9.993 0.168 2.595 0.070 43.680 41.853
6.600 -20.068 -0.080 -20.100 -0.072 -20.152 -0.066 -20.155 -0.075 9.945 0.168 2.609 0.071 43.676 41.847
7.000 -20.059 -0.081 -20.093 -0.073 -20.148 -0.067 -20.152 -0.076 9.875 0.167 2.633 0.072 43.672 41.835
7.400 -20.050 -0.081 -20.085 -0.073 -20.145 -0.068 -20.150 -0.076 9.816 0.167 2.652 0.074 43.668 41.825
7.800 -20.041 -0.082 -20.078 -0.074 -20.141 -0.069 -20.147 -0.077 9.757 0.167 2.671 0.075 43.663 41.816
8.200 -20.031 -0.082 -20.070 -0.075 -20.137 -0.070 -20.143 -0.079 9.698 0.167 2.690 0.077 43.659 41.806
8.600 -20.021 -0.083 -20.061 -0.076 -20.132 -0.071 -20.140 -0.080 9.651 0.168 2.703 0.078 43.655 41.800
9.000 -20.011 -0.084 -20.052 -0.076 -20.127 -0.073 -20.136 -0.081 9.594 0.169 2.721 0.080 43.650 41.791
9.400 -19.999 -0.085 -20.043 -0.077 -20.122 -0.074 -20.132 -0.082 9.515 0.168 2.749 0.082 43.645 41.777
9.800 -19.988 -0.085 -20.033 -0.078 -20.116 -0.075 -20.127 -0.083 9.453 0.169 2.770 0.084 43.640 41.767
10.200 -19.976 -0.086 -20.023 -0.079 -20.111 -0.077 -20.122 -0.085 9.390 0.170 2.791 0.086 43.635 41.757
10.600 -19.963 -0.087 -20.012 -0.080 -20.104 -0.078 -20.117 -0.086 9.326 0.171 2.812 0.088 43.630 41.747
11.000 -19.950 -0.088 -20.000 -0.081 -20.098 -0.079 -20.112 -0.087 9.278 0.173 2.825 0.091 43.625 41.742
11.400 -19.936 -0.089 -19.989 -0.082 -20.091 -0.081 -20.106 -0.089 9.195 0.173 2.857 0.094 43.619 41.728
11.800 -19.922 -0.090 -19.976 -0.083 -20.084 -0.082 -20.100 -0.090 9.146 0.176 2.870 0.097 43.614 41.724
12.200 -19.908 -0.091 -19.964 -0.084 -20.076 -0.083 -20.094 -0.091 9.061 0.176 2.904 0.100 43.607 41.710
12.600 -19.893 -0.091 -19.950 -0.084 -20.069 -0.084 -20.087 -0.092 9.011 0.179 2.918 0.103 43.602 41.705
13.000 -19.877 -0.092 -19.937 -0.085 -20.060 -0.085 -20.081 -0.093 8.949 0.182 2.938 0.107 43.596 41.698
13.400 -19.861 -0.093 -19.923 -0.086 -20.052 -0.086 -20.074 -0.094 8.853 0.181 2.980 0.110 43.590 41.681
13.800 -19.845 -0.093 -19.908 -0.086 -20.044 -0.086 -20.066 -0.095 8.803 0.184 2.994 0.114 43.584 41.677
14.200 -19.828 -0.094 -19.893 -0.087 -20.035 -0.087 -20.059 -0.095 8.713 0.185 3.034 0.118 43.577 41.663
14.600 -19.811 -0.094 -19.878 -0.087 -20.026 -0.088 -20.051 -0.096 8.643 0.186 3.061 0.122 43.571 41.654
15.000 -19.794 -0.095 -19.863 -0.088 -20.017 -0.088 -20.044 -0.096 8.573 0.188 3.089 0.126 43.565 41.646
15.400 -19.776 -0.095 -19.847 -0.088 -20.007 -0.088 -20.035 -0.096 8.504 0.190 3.118 0.130 43.559 41.638
15.800 -19.758 -0.095 -19.831 -0.088 -19.997 -0.088 -20.027 -0.097 8.435 0.192 3.146 0.135 43.553 41.631
16.200 -19.740 -0.096 -19.815 -0.088 -19.988 -0.088 -20.019 -0.097 8.367 0.194 3.175 0.139 43.547 41.625
16.600 -19.722 -0.096 -19.798 -0.088 -19.978 -0.088 -20.010 -0.097 8.299 0.195 3.204 0.144 43.540 41.619
17.000 -19.703 -0.096 -19.782 -0.088 -19.967 -0.088 -20.002 -0.097 8.232 0.197 3.234 0.149 43.534 41.615
17.400 -19.684 -0.096 -19.765 -0.088 -19.957 -0.088 -19.993 -0.097 8.166 0.198 3.264 0.154 43.528 41.611
17.800 -19.666 -0.096 -19.748 -0.088 -19.947 -0.088 -19.984 -0.096 8.101 0.200 3.293 0.159 43.522 41.609
18.200 -19.647 -0.096 -19.731 -0.088 -19.937 -0.087 -19.976 -0.096 8.037 0.201 3.324 0.164 43.516 41.608
18.600 -19.628 -0.096 -19.714 -0.088 -19.926 -0.087 -19.967 -0.096 7.974 0.203 3.354 0.169 43.511 41.608
19.000 -19.609 -0.096 -19.697 -0.088 -19.916 -0.087 -19.958 -0.096 7.912 0.204 3.385 0.174 43.505 41.609
19.400 -19.590 -0.096 -19.680 -0.088 -19.906 -0.087 -19.949 -0.096 7.868 0.206 3.400 0.179 43.499 41.613
19.800 -19.571 -0.096 -19.663 -0.087 -19.895 -0.086 -19.940 -0.095 7.789 0.206 3.447 0.184 43.494 41.615
20.200 -19.552 -0.096 -19.646 -0.087 -19.885 -0.086 -19.931 -0.095 7.729 0.207 3.479 0.190 43.488 41.620
20.600 -19.533 -0.097 -19.629 -0.087 -19.875 -0.086 -19.923 -0.095 7.670 0.208 3.512 0.195 43.483 41.625
21.000 -19.514 -0.097 -19.613 -0.087 -19.865 -0.085 -19.914 -0.095 7.612 0.209 3.544 0.200 43.478 41.632
21.400 -19.496 -0.097 -19.596 -0.087 -19.855 -0.085 -19.906 -0.095 7.555 0.209 3.578 0.206 43.473 41.639
21.800 -19.477 -0.097 -19.579 -0.087 -19.845 -0.085 -19.897 -0.095 7.514 0.211 3.596 0.211 43.468 41.646
22.200 -19.459 -0.097 -19.563 -0.087 -19.835 -0.085 -19.889 -0.094 7.443 0.210 3.646 0.217 43.463 41.656
22.600 -19.441 -0.097 -19.547 -0.087 -19.826 -0.084 -19.881 -0.094 7.388 0.211 3.681 0.222 43.459 41.665
23.000 -19.423 -0.097 -19.531 -0.087 -19.817 -0.084 -19.873 -0.094 7.334 0.211 3.716 0.228 43.454 41.675
23.400 -19.405 -0.097 -19.515 -0.086 -19.808 -0.084 -19.866 -0.094 7.281 0.211 3.752 0.233 43.450 41.685
23.800 -19.387 -0.097 -19.500 -0.086 -19.799 -0.083 -19.858 -0.093 7.229 0.211 3.788 0.238 43.446 41.695
24.200 -19.370 -0.097 -19.485 -0.086 -19.790 -0.083 -19.851 -0.093 7.179 0.211 3.824 0.244 43.442 41.705
24.600 -19.353 -0.097 -19.470 -0.086 -19.782 -0.083 -19.844 -0.093 7.130 0.210 3.861 0.249 43.438 41.715
25.000 -19.336 -0.098 -19.455 -0.086 -19.774 -0.082 -19.836 -0.092 7.082 0.210 3.897 0.254 43.435 41.725
25.400 -19.320 -0.098 -19.441 -0.086 -19.766 -0.082 -19.830 -0.092 7.035 0.209 3.933 0.258 43.431 41.734
25.800 -19.303 -0.098 -19.426 -0.086 -19.758 -0.082 -19.823 -0.092 6.990 0.209 3.969 0.263 43.428 41.743
26.200 -19.288 -0.098 -19.413 -0.086 -19.750 -0.081 -19.816 -0.092 6.946 0.208 4.005 0.267 43.425 41.751
26.600 -19.272 -0.099 -19.399 -0.086 -19.743 -0.081 -19.810 -0.091 6.904 0.207 4.040 0.272 43.422 41.758
27.000 -19.257 -0.099 -19.386 -0.087 -19.735 -0.081 -19.804 -0.091 6.863 0.206 4.074 0.276 43.419 41.766
27.400 -19.243 -0.100 -19.373 -0.087 -19.728 -0.081 -19.797 -0.091 6.825 0.205 4.107 0.280 43.416 41.772
27.800 -19.228 -0.101 -19.361 -0.087 -19.721 -0.081 -19.791 -0.091 6.787 0.204 4.140 0.283 43.414 41.778
28.200 -19.214 -0.102 -19.349 -0.088 -19.714 -0.081 -19.785 -0.091 6.760 0.204 4.160 0.286 43.411 41.782
28.600 -19.201 -0.103 -19.337 -0.089 -19.707 -0.081 -19.779 -0.092 6.718 0.202 4.201 0.290 43.409 41.789
29.000 -19.188 -0.104 -19.326 -0.090 -19.701 -0.081 -19.773 -0.092 6.693 0.202 4.220 0.292 43.406 41.792
29.400 -19.175 -0.105 -19.314 -0.091 -19.694 -0.082 -19.767 -0.092 6.664 0.201 4.244 0.295 43.403 41.796
29.800 -19.162 -0.107 -19.304 -0.092 -19.687 -0.082 -19.761 -0.093 6.627 0.199 4.281 0.298 43.401 41.801
30.200 -19.150 -0.108 -19.293 -0.093 -19.681 -0.083 -19.755 -0.094 6.601 0.198 4.304 0.300 43.399 41.804
30.600 -19.138 -0.110 -19.282 -0.095 -19.674 -0.084 -19.749 -0.095 6.576 0.197 4.325 0.302 43.397 41.807
31.000 -19.127 -0.112 -19.272 -0.096 -19.667 -0.085 -19.743 -0.096 6.557 0.197 4.337 0.304 43.394 41.809
31.400 -19.115 -0.114 -19.262 -0.098 -19.661 -0.087 -19.737 -0.097 6.532 0.196 4.359 0.306 43.392 41.813
31.800 -19.104 -0.116 -19.252 -0.100 -19.654 -0.088 -19.731 -0.099 6.516 0.195 4.368 0.307 43.389 41.815
32.200 -19.094 -0.118 -19.243 -0.102 -19.647 -0.090 -19.725 -0.101 6.499 0.195 4.378 0.309 43.387 41.817
32.600 -19.083 -0.120 -19.233 -0.104 -19.640 -0.092 -19.718 -0.103 6.483 0.194 4.388 0.310 43.384 41.819
33.000 -19.073 -0.123 -19.224 -0.106 -19.633 -0.094 -19.712 -0.105 6.467 0.194 4.395 0.311 43.382 41.821
33.400 -19.062 -0.125 -19.214 -0.109 -19.626 -0.096 -19.705 -0.107 6.454 0.193 4.401 0.312 43.379 41.823
33.800 -19.052 -0.127 -19.205 -0.111 -19.618 -0.099 -19.698 -0.109 6.439 0.193 4.407 0.313 43.377 41.824
34.200 -19.042 -0.130 -19.196 -0.113 -19.611 -0.101 -19.691 -0.111 6.429 0.192 4.408 0.314 43.374 41.825
34.600 -19.032 -0.132 -19.187 -0.115 -19.603 -0.103 -19.683 -0.113 6.419 0.192 4.406 0.315 43.371 41.826
35.000 -19.022 -0.134 -19.177 -0.117 -19.595 -0.106 -19.676 -0.116 6.411 0.192 4.402 0.315 43.368 41.826
35.400 -19.013 -0.136 -19.168 -0.120 -19.587 -0.108 -19.668 -0.118 6.404 0.192 4.397 0.315 43.365 41.827
35.800 -19.003 -0.138 -19.159 -0.122 -19.579 -0.110 -19.660 -0.120 6.397 0.192 4.390 0.315 43.362 41.827
36.200 -18.993 -0.140 -19.150 -0.124 -19.571 -0.113 -19.652 -0.122 6.392 0.192 4.381 0.315 43.359 41.826
36.600 -18.984 -0.142 -19.141 -0.125 -19.562 -0.115 -19.644 -0.125 6.387 0.192 4.371 0.315 43.355 41.826
37.000 -18.974 -0.144 -19.131 -0.127 -19.554 -0.117 -19.636 -0.127 6.383 0.191 4.360 0.315 43.352 41.825
37.400 -18.964 -0.146 -19.122 -0.129 -19.545 -0.119 -19.627 -0.129 6.380 0.192 4.348 0.314 43.349 41.824
37.800 -18.955 -0.147 -19.113 -0.130 -19.536 -0.121 -19.619 -0.131 6.377 0.192 4.334 0.314 43.345 41.822
38.200 -18.945 -0.149 -19.103 -0.132 -19.527 -0.123 -19.610 -0.132 6.374 0.192 4.320 0.314 43.341 41.821
38.600 -18.935 -0.150 -19.094 -0.133 -19.518 -0.125 -19.601 -0.134 6.372 0.192 4.305 0.313 43.338 41.819
39.000 -18.925 -0.151 -19.084 -0.134 -19.508 -0.126 -19.592 -0.136 6.370 0.192 4.289 0.312 43.334 41.817
39.400 -18.916 -0.152 -19.075 -0.135 -19.499 -0.127 -19.582 -0.137 6.369 0.192 4.273 0.312 43.330 41.815
39.800 -18.906 -0.153 -19.065 -0.136 -19.489 -0.129 -19.573 -0.138 6.368 0.192 4.256 0.311 43.327 41.813
40.200 -18.896 -0.154 -19.055 -0.137 -19.480 -0.130 -19.563 -0.139 6.367 0.192 4.238 0.310 43.323 41.810
40.600 -18.886 -0.154 -19.045 -0.137 -19.470 -0.131 -19.554 -0.140 6.367 0.193 4.219 0.309 43.319 41.808
41.000 -18.876 -0.155 -19.035 -0.138 -19.460 -0.131 -19.544 -0.141 6.366 0.193 4.200 0.308 43.315 41.805
41.400 -18.866 -0.155 -19.025 -0.138 -19.450 -0.132 -19.534 -0.142 6.367 0.193 4.181 0.307 43.311 41.801
41.800 -18.856 -0.156 -19.015 -0.139 -19.440 -0.132 -19.524 -0.142 6.367 0.193 4.161 0.306 43.307 41.798
42.200 -18.846 -0.156 -19.005 -0.139 -19.429 -0.133 -19.514 -0.143 6.368 0.194 4.140 0.305 43.303 41.794
42.600 -18.836 -0.156 -18.995 -0.139 -19.419 -0.133 -19.503 -0.143 6.369 0.194 4.119 0.304 43.299 41.791
43.000 -18.826 -0.156 -18.984 -0.139 -19.408 -0.133 -19.493 -0.143 6.370 0.194 4.097 0.303 43.294 41.787
43.400 -18.815 -0.156 -18.974 -0.139 -19.398 -0.133 -19.482 -0.143 6.372 0.194 4.074 0.301 43.290 41.782
43.800 -18.805 -0.156 -18.963 -0.139 -19.387 -0.133 -19.471 -0.143 6.374 0.195 4.051 0.300 43.286 41.778
44.200 -18.795 -0.156 -18.953 -0.139 -19.376 -0.132 -19.460 -0.143 6.376 0.195 4.028 0.298 43.281 41.773
44.600 -18.785 -0.156 -18.942 -0.139 -19.365 -0.132 -19.449 -0.143 6.379 0.195 4.003 0.296 43.277 41.768
45.000 -18.774 -0.156 -18.932 -0.138 -19.354 -0.132 -19.438 -0.142 6.382 0.196 3.979 0.295 43.272 41.762
45.400 -18.764 -0.157 -18.921 -0.138 -19.342 -0.131 -19.427 -0.142 6.386 0.196 3.953 0.293 43.268 41.756
45.800 -18.754 -0.157 -18.910 -0.138 -19.331 -0.131 -19.415 -0.141 6.390 0.196 3.928 0.291 43.263 41.750
46.200 -18.743 -0.157 -18.900 -0.138 -19.319 -0.130 -19.404 -0.141 6.394 0.196 3.902 0.289 43.258 41.744
46.600 -18.733 -0.157 -18.889 -0.138 -19.308 -0.130 -19.392 -0.140 6.398 0.197 3.876 0.287 43.254 41.737
47.000 -18.723 -0.157 -18.878 -0.137 -19.296 -0.129 -19.381 -0.140 6.403 0.197 3.849 0.285 43.249 41.730
47.400 -18.713 -0.157 -18.868 -0.137 -19.284 -0.128 -19.369 -0.139 6.408 0.197 3.823 0.282 43.244 41.723
47.800 -18.702 -0.157 -18.857 -0.137 -19.273 -0.127 -19.357 -0.138 6.413 0.197 3.796 0.280 43.240 41.715
48.200 -18.692 -0.157 -18.846 -0.137 -19.261 -0.126 -19.346 -0.137 6.418 0.197 3.769 0.277 43.235 41.707
48.600 -18.682 -0.157 -18.836 -0.137 -19.249 -0.125 -19.334 -0.136 6.423 0.198 3.742 0.275 43.230 41.699
49.000 -18.672 -0.157 -18.825 -0.137 -19.238 -0.124 -19.322 -0.135 6.429 0.198 3.715 0.272 43.225 41.691
49.400 -18.662 -0.158 -18.815 -0.137 -19.226 -0.123 -19.310 -0.134 6.435 0.198 3.688 0.270 43.221 41.682
49.800 -18.652 -0.158 -18.804 -0.137 -19.214 -0.122 -19.299 -0.133 6.441 0.198 3.661 0.267 43.216 41.673
50.200 -18.642 -0.159 -18.794 -0.137 -19.203 -0.121 -19.287 -0.132 6.448 0.198 3.634 0.264 43.211 41.663
50.600 -18.632 -0.159 -18.784 -0.137 -19.191 -0.120 -19.275 -0.131 6.454 0.198 3.608 0.261 43.207 41.654
51.000 -18.623 -0.160 -18.773 -0.138 -19.180 -0.119 -19.264 -0.130 6.461 0.198 3.581 0.258 43.202 41.644
51.400 -18.613 -0.160 -18.763 -0.138 -19.169 -0.118 -19.252 -0.129 6.468 0.198 3.554 0.256 43.197 41.634
51.800 -18.604 -0.161 -18.753 -0.138 -19.157 -0.117 -19.241 -0.128 6.476 0.198 3.527 0.253 43.193 41.625
52.200 -18.595 -0.162 -18.744 -0.139 -19.146 -0.117 -19.230 -0.127 6.483 0.198 3.500 0.250 43.188 41.615
52.600 -18.585 -0.163 -18.734 -0.140 -19.135 -0.116 -19.218 -0.127 6.491 0.198 3.474 0.248 43.184 41.606
