"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-41.000 -19.887 -0.117 -19.840 -0.108 -19.714 -0.106 -19.686 -0.111 -19.564 -0.144 16.086 0.456 1.116 0.039 43.774 42.430
-40.600 -19.952 -0.111 -19.906 -0.102 -19.780 -0.101 -19.752 -0.105 -19.629 -0.140 16.103 0.448 1.149 0.039 43.801 42.449
-40.200 -20.019 -0.107 -19.973 -0.098 -19.847 -0.097 -19.819 -0.101 -19.695 -0.137 16.110 0.438 1.184 0.039 43.828 42.465
-39.800 -20.085 -0.103 -20.040 -0.095 -19.914 -0.094 -19.886 -0.099 -19.762 -0.135 16.108 0.428 1.222 0.040 43.855 42.481
-39.400 -20.153 -0.101 -20.107 -0.093 -19.982 -0.093 -19.954 -0.098 -19.829 -0.133 16.098 0.417 1.261 0.040 43.881 42.496
-39.000 -20.220 -0.100 -20.175 -0.092 -20.050 -0.093 -20.023 -0.097 -19.897 -0.133 16.082 0.407 1.303 0.040 43.908 42.511
-38.600 -20.287 -0.100 -20.243 -0.092 -20.119 -0.093 -20.091 -0.098 -19.965 -0.132 16.061 0.396 1.346 0.041 43.934 42.526
-38.200 -20.354 -0.100 -20.310 -0.092 -20.187 -0.094 -20.160 -0.099 -20.033 -0.133 16.038 0.386 1.392 0.041 43.960 42.541
-37.800 -20.421 -0.101 -20.378 -0.093 -20.256 -0.095 -20.228 -0.100 -20.100 -0.133 16.012 0.377 1.439 0.042 43.986 42.556
-37.400 -20.487 -0.102 -20.444 -0.095 -20.323 -0.097 -20.295 -0.101 -20.167 -0.134 15.985 0.367 1.487 0.042 44.012 42.571
-37.000 -20.553 -0.103 -20.510 -0.096 -20.390 -0.098 -20.362 -0.103 -20.234 -0.135 15.958 0.359 1.536 0.043 44.038 42.586
-36.600 -20.618 -0.104 -20.576 -0.098 -20.456 -0.100 -20.429 -0.104 -20.300 -0.135 15.932 0.351 1.587 0.043 44.063 42.602
-36.200 -20.682 -0.106 -20.640 -0.099 -20.521 -0.101 -20.494 -0.105 -20.365 -0.136 15.907 0.345 1.638 0.044 44.088 42.619
-35.800 -20.745 -0.107 -20.703 -0.101 -20.585 -0.103 -20.558 -0.107 -20.429 -0.137 15.883 0.340 1.690 0.045 44.112 42.638
-35.400 -20.806 -0.108 -20.765 -0.102 -20.648 -0.104 -20.620 -0.108 -20.491 -0.137 15.861 0.336 1.742 0.046 44.136 42.657
-35.000 -20.867 -0.108 -20.826 -0.103 -20.709 -0.105 -20.682 -0.108 -20.553 -0.137 15.839 0.334 1.795 0.047 44.160 42.677
-34.600 -20.926 -0.109 -20.885 -0.103 -20.769 -0.105 -20.742 -0.109 -20.613 -0.137 15.818 0.332 1.848 0.048 44.183 42.698
-34.200 -20.983 -0.109 -20.943 -0.104 -20.827 -0.105 -20.800 -0.109 -20.672 -0.137 15.796 0.330 1.901 0.049 44.205 42.718
-33.800 -21.040 -0.109 -21.000 -0.104 -20.885 -0.105 -20.857 -0.109 -20.729 -0.136 15.774 0.329 1.955 0.051 44.227 42.739
-33.400 -21.094 -0.109 -21.055 -0.103 -20.940 -0.105 -20.913 -0.108 -20.785 -0.135 15.752 0.328 2.009 0.052 44.248 42.759
-33.000 -21.148 -0.108 -21.109 -0.103 -20.994 -0.104 -20.967 -0.107 -20.839 -0.134 15.731 0.327 2.063 0.053 44.269 42.779
-32.600 -21.200 -0.107 -21.161 -0.102 -21.047 -0.102 -21.020 -0.106 -20.893 -0.132 15.709 0.327 2.117 0.055 44.289 42.799
-32.200 -21.250 -0.106 -21.211 -0.100 -21.098 -0.100 -21.071 -0.104 -20.944 -0.130 15.688 0.327 2.171 0.056 44.308 42.819
-31.800 -21.299 -0.105 -21.260 -0.098 -21.148 -0.098 -21.121 -0.101 -20.994 -0.128 15.667 0.327 2.224 0.058 44.327 42.838
-31.400 -21.346 -0.103 -21.308 -0.096 -21.196 -0.095 -21.169 -0.099 -21.043 -0.125 15.647 0.327 2.277 0.059 44.345 42.856
-31.000 -21.392 -0.100 -21.354 -0.094 -21.242 -0.092 -21.216 -0.096 -21.090 -0.122 15.627 0.327 2.330 0.061 44.363 42.874
-30.600 -21.436 -0.098 -21.398 -0.091 -21.287 -0.089 -21.261 -0.092 -21.135 -0.119 15.608 0.327 2.382 0.062 44.380 42.892
-30.200 -21.478 -0.095 -21.441 -0.088 -21.330 -0.085 -21.304 -0.088 -21.179 -0.116 15.589 0.328 2.433 0.064 44.396 42.909
-29.800 -21.519 -0.092 -21.482 -0.084 -21.372 -0.081 -21.346 -0.085 -21.221 -0.112 15.571 0.328 2.483 0.065 44.412 42.926
-29.400 -21.559 -0.089 -21.521 -0.081 -21.412 -0.078 -21.386 -0.081 -21.262 -0.109 15.553 0.329 2.533 0.067 44.427 42.942
-29.000 -21.596 -0.086 -21.559 -0.078 -21.450 -0.074 -21.424 -0.077 -21.301 -0.106 15.536 0.330 2.581 0.068 44.442 42.958
-28.600 -21.632 -0.083 -21.595 -0.075 -21.487 -0.070 -21.461 -0.074 -21.338 -0.103 15.518 0.331 2.629 0.070 44.456 42.974
-28.200 -21.667 -0.081 -21.630 -0.072 -21.522 -0.067 -21.497 -0.071 -21.374 -0.100 15.499 0.333 2.675 0.072 44.469 42.989
-27.800 -21.699 -0.079 -21.663 -0.070 -21.556 -0.065 -21.530 -0.068 -21.408 -0.098 15.479 0.335 2.721 0.074 44.481 43.005
-27.400 -21.730 -0.077 -21.694 -0.068 -21.587 -0.063 -21.562 -0.066 -21.441 -0.095 15.457 0.339 2.766 0.076 44.493 43.021
-27.000 -21.760 -0.076 -21.724 -0.067 -21.617 -0.062 -21.592 -0.065 -21.472 -0.094 15.432 0.343 2.810 0.078 44.504 43.038
-26.600 -21.788 -0.076 -21.752 -0.067 -21.646 -0.062 -21.621 -0.065 -21.502 -0.092 15.404 0.348 2.853 0.081 44.514 43.054
-26.200 -21.814 -0.076 -21.778 -0.067 -21.673 -0.062 -21.648 -0.064 -21.530 -0.091 15.371 0.353 2.897 0.084 44.523 43.071
-25.800 -21.839 -0.076 -21.803 -0.067 -21.698 -0.062 -21.674 -0.064 -21.557 -0.090 15.336 0.359 2.939 0.086 44.532 43.087
-25.400 -21.862 -0.076 -21.827 -0.068 -21.723 -0.062 -21.698 -0.065 -21.583 -0.090 15.300 0.365 2.981 0.089 44.540 43.103
-25.000 -21.884 -0.077 -21.849 -0.069 -21.746 -0.063 -21.722 -0.065 -21.607 -0.089 15.261 0.371 3.023 0.092 44.548 43.118
-24.600 -21.905 -0.077 -21.870 -0.069 -21.768 -0.063 -21.744 -0.065 -21.631 -0.089 15.223 0.377 3.063 0.096 44.555 43.132
-24.200 -21.925 -0.077 -21.890 -0.070 -21.789 -0.064 -21.765 -0.066 -21.653 -0.088 15.184 0.383 3.103 0.099 44.562 43.146
-23.800 -21.944 -0.078 -21.909 -0.070 -21.809 -0.064 -21.785 -0.066 -21.675 -0.088 15.145 0.389 3.142 0.102 44.568 43.159
-23.400 -21.962 -0.077 -21.928 -0.070 -21.828 -0.064 -21.805 -0.066 -21.696 -0.088 15.106 0.395 3.180 0.105 44.574 43.170
-23.000 -21.979 -0.077 -21.945 -0.069 -21.846 -0.064 -21.824 -0.066 -21.716 -0.088 15.068 0.400 3.217 0.108 44.580 43.181
-22.600 -21.996 -0.076 -21.962 -0.069 -21.864 -0.064 -21.842 -0.066 -21.736 -0.088 15.031 0.404 3.253 0.111 44.585 43.191
-22.200 -22.012 -0.075 -21.978 -0.068 -21.881 -0.064 -21.859 -0.066 -21.755 -0.088 14.995 0.408 3.289 0.114 44.591 43.199
-21.800 -22.027 -0.074 -21.993 -0.067 -21.898 -0.063 -21.876 -0.066 -21.773 -0.088 14.960 0.411 3.323 0.117 44.596 43.206
-21.400 -22.042 -0.072 -22.008 -0.066 -21.914 -0.063 -21.892 -0.065 -21.790 -0.088 14.926 0.414 3.357 0.120 44.601 43.213
-21.000 -22.056 -0.071 -22.023 -0.064 -21.929 -0.062 -21.908 -0.065 -21.808 -0.087 14.894 0.417 3.390 0.122 44.605 43.219
-20.600 -22.070 -0.070 -22.037 -0.063 -21.944 -0.061 -21.923 -0.064 -21.824 -0.087 14.863 0.419 3.423 0.125 44.610 43.225
-20.200 -22.083 -0.068 -22.051 -0.062 -21.959 -0.061 -21.938 -0.064 -21.840 -0.086 14.833 0.421 3.454 0.127 44.614 43.230
-19.800 -22.097 -0.067 -22.064 -0.061 -21.973 -0.060 -21.953 -0.063 -21.856 -0.086 14.804 0.423 3.486 0.129 44.619 43.236
-19.400 -22.110 -0.067 -22.077 -0.060 -21.988 -0.060 -21.967 -0.062 -21.871 -0.086 14.776 0.425 3.517 0.132 44.623 43.242
-19.000 -22.123 -0.067 -22.091 -0.060 -22.001 -0.059 -21.981 -0.062 -21.886 -0.085 14.749 0.428 3.547 0.134 44.628 43.250
-18.600 -22.136 -0.068 -22.104 -0.061 -22.015 -0.059 -21.995 -0.062 -21.901 -0.085 14.723 0.431 3.577 0.136 44.632 43.258
-18.200 -22.148 -0.069 -22.116 -0.062 -22.028 -0.060 -22.008 -0.062 -21.915 -0.085 14.698 0.435 3.607 0.139 44.636 43.267
-17.800 -22.161 -0.070 -22.129 -0.063 -22.041 -0.060 -22.021 -0.063 -21.929 -0.084 14.673 0.439 3.637 0.142 44.640 43.277
-17.400 -22.173 -0.072 -22.142 -0.065 -22.054 -0.061 -22.034 -0.063 -21.942 -0.084 14.650 0.443 3.666 0.144 44.645 43.286
-17.000 -22.185 -0.073 -22.154 -0.066 -22.067 -0.062 -22.047 -0.064 -21.955 -0.085 14.628 0.447 3.694 0.147 44.649 43.295
-16.600 -22.197 -0.075 -22.166 -0.068 -22.079 -0.063 -22.059 -0.065 -21.968 -0.085 14.608 0.450 3.722 0.149 44.653 43.303
-16.200 -22.209 -0.076 -22.178 -0.069 -22.091 -0.064 -22.071 -0.066 -21.981 -0.086 14.589 0.452 3.749 0.151 44.657 43.309
-15.800 -22.220 -0.077 -22.189 -0.070 -22.103 -0.065 -22.083 -0.067 -21.994 -0.087 14.572 0.452 3.776 0.153 44.661 43.314
-15.400 -22.231 -0.078 -22.201 -0.071 -22.115 -0.067 -22.095 -0.068 -22.006 -0.088 14.559 0.452 3.800 0.154 44.665 43.317
-15.000 -22.242 -0.079 -22.212 -0.072 -22.126 -0.068 -22.107 -0.070 -22.018 -0.090 14.547 0.451 3.824 0.155 44.669 43.319
-14.600 -22.252 -0.079 -22.222 -0.073 -22.137 -0.069 -22.118 -0.071 -22.029 -0.092 14.537 0.449 3.847 0.155 44.673 43.320
-14.200 -22.262 -0.080 -22.232 -0.074 -22.148 -0.071 -22.129 -0.073 -22.041 -0.094 14.528 0.446 3.869 0.156 44.677 43.320
-13.800 -22.272 -0.080 -22.242 -0.074 -22.158 -0.072 -22.139 -0.074 -22.051 -0.096 14.518 0.444 3.891 0.156 44.681 43.319
-13.400 -22.281 -0.080 -22.252 -0.074 -22.168 -0.073 -22.149 -0.076 -22.062 -0.099 14.507 0.441 3.912 0.157 44.684 43.318
-13.000 -22.289 -0.080 -22.260 -0.075 -22.178 -0.075 -22.159 -0.078 -22.072 -0.101 14.494 0.438 3.933 0.157 44.687 43.316
-12.600 -22.297 -0.080 -22.269 -0.075 -22.187 -0.076 -22.168 -0.079 -22.081 -0.104 14.481 0.435 3.954 0.158 44.690 43.315
-12.200 -22.305 -0.080 -22.276 -0.075 -22.195 -0.077 -22.176 -0.081 -22.090 -0.106 14.466 0.432 3.974 0.158 44.693 43.313
-11.800 -22.311 -0.079 -22.283 -0.075 -22.202 -0.078 -22.184 -0.082 -22.099 -0.108 14.450 0.431 3.993 0.159 44.695 43.311
