"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
88.400 -17.269 -0.194 -17.466 -0.158 -17.755 -0.124 -17.949 -0.114 -18.036 -0.115 -18.336 -0.174 5.144 0.153 3.113 0.231 42.684 41.206
88.800 -17.263 -0.192 -17.461 -0.155 -17.752 -0.122 -17.947 -0.113 -18.035 -0.115 -18.336 -0.177 5.138 0.152 3.119 0.231 42.684 41.208
89.200 -17.260 -0.190 -17.459 -0.153 -17.751 -0.120 -17.947 -0.112 -18.035 -0.115 -18.337 -0.180 5.133 0.151 3.123 0.230 42.684 41.209
89.600 -17.257 -0.187 -17.457 -0.150 -17.751 -0.118 -17.947 -0.111 -18.036 -0.114 -18.339 -0.183 5.131 0.150 3.125 0.229 42.684 41.209
90.000 -17.256 -0.186 -17.458 -0.148 -17.751 -0.116 -17.949 -0.109 -18.037 -0.113 -18.341 -0.187 5.131 0.149 3.127 0.228 42.684 41.209
90.400 -17.257 -0.184 -17.459 -0.146 -17.753 -0.114 -17.951 -0.108 -18.039 -0.113 -18.343 -0.191 5.132 0.149 3.126 0.227 42.684 41.208
90.800 -17.259 -0.183 -17.462 -0.144 -17.756 -0.112 -17.954 -0.106 -18.042 -0.112 -18.346 -0.194 5.135 0.148 3.125 0.226 42.685 41.207
91.200 -17.263 -0.182 -17.465 -0.143 -17.760 -0.110 -17.958 -0.105 -18.046 -0.112 -18.350 -0.198 5.138 0.147 3.125 0.225 42.686 41.205
91.600 -17.267 -0.182 -17.470 -0.142 -17.764 -0.109 -17.962 -0.104 -18.050 -0.112 -18.354 -0.202 5.145 0.147 3.121 0.224 42.687 41.203
92.000 -17.272 -0.182 -17.476 -0.142 -17.769 -0.108 -17.967 -0.104 -18.055 -0.113 -18.358 -0.207 5.150 0.146 3.119 0.223 42.688 41.202
92.400 -17.278 -0.182 -17.482 -0.141 -17.775 -0.107 -17.972 -0.104 -18.060 -0.114 -18.362 -0.211 5.156 0.146 3.117 0.221 42.690 41.201
92.800 -17.285 -0.182 -17.488 -0.142 -17.781 -0.107 -17.978 -0.105 -18.065 -0.116 -18.367 -0.215 5.163 0.145 3.116 0.220 42.691 41.201
93.200 -17.291 -0.183 -17.495 -0.142 -17.787 -0.108 -17.983 -0.106 -18.071 -0.118 -18.372 -0.219 5.170 0.145 3.114 0.220 42.693 41.201
93.600 -17.299 -0.184 -17.502 -0.143 -17.794 -0.109 -17.989 -0.108 -18.077 -0.120 -18.377 -0.223 5.176 0.145 3.113 0.219 42.695 41.201
94.000 -17.306 -0.185 -17.510 -0.144 -17.801 -0.110 -17.996 -0.111 -18.083 -0.123 -18.382 -0.226 5.184 0.145 3.112 0.218 42.697 41.202
94.400 -17.314 -0.186 -17.518 -0.145 -17.808 -0.111 -18.002 -0.113 -18.089 -0.126 -18.387 -0.230 5.191 0.144 3.110 0.217 42.699 41.203
94.800 -17.322 -0.188 -17.525 -0.146 -17.815 -0.112 -18.009 -0.116 -18.095 -0.128 -18.392 -0.234 5.198 0.144 3.109 0.217 42.702 41.204
95.200 -17.330 -0.189 -17.533 -0.147 -17.823 -0.113 -18.015 -0.118 -18.102 -0.131 -18.398 -0.237 5.206 0.144 3.108 0.216 42.704 41.205
95.600 -17.339 -0.190 -17.542 -0.148 -17.830 -0.114 -18.022 -0.120 -18.108 -0.134 -18.403 -0.240 5.214 0.144 3.106 0.215 42.706 41.205
96.000 -17.347 -0.191 -17.550 -0.148 -17.837 -0.114 -18.029 -0.122 -18.114 -0.136 -18.408 -0.243 5.222 0.143 3.105 0.214 42.708 41.204
96.400 -17.355 -0.191 -17.558 -0.148 -17.845 -0.114 -18.035 -0.123 -18.121 -0.138 -18.413 -0.246 5.230 0.143 3.103 0.212 42.710 41.204
96.800 -17.363 -0.192 -17.566 -0.148 -17.852 -0.114 -18.042 -0.124 -18.127 -0.139 -18.418 -0.248 5.237 0.142 3.101 0.211 42.712 41.202
97.200 -17.371 -0.192 -17.574 -0.147 -17.859 -0.112 -18.048 -0.124 -18.133 -0.140 -18.422 -0.251 5.245 0.142 3.099 0.210 42.714 41.200
97.600 -17.379 -0.192 -17.581 -0.146 -17.866 -0.111 -18.054 -0.124 -18.139 -0.141 -18.427 -0.253 5.253 0.141 3.096 0.208 42.716 41.198
98.000 -17.387 -0.191 -17.589 -0.144 -17.873 -0.108 -18.060 -0.123 -18.144 -0.141 -18.431 -0.254 5.261 0.141 3.093 0.207 42.718 41.195
98.400 -17.394 -0.191 -17.596 -0.142 -17.880 -0.105 -18.066 -0.121 -18.150 -0.140 -18.435 -0.255 5.269 0.140 3.090 0.205 42.720 41.192
98.800 -17.401 -0.190 -17.603 -0.140 -17.886 -0.101 -18.072 -0.119 -18.155 -0.139 -18.438 -0.256 5.276 0.140 3.087 0.204 42.721 41.188
99.200 -17.408 -0.189 -17.610 -0.137 -17.892 -0.096 -18.077 -0.117 -18.160 -0.138 -18.442 -0.257 5.283 0.139 3.083 0.202 42.723 41.184
99.600 -17.414 -0.188 -17.616 -0.134 -17.898 -0.091 -18.082 -0.113 -18.164 -0.136 -18.445 -0.257 5.290 0.139 3.079 0.201 42.724 41.180
100.000 -17.420 -0.187 -17.622 -0.131 -17.903 -0.085 -18.086 -0.110 -18.168 -0.134 -18.448 -0.257 5.297 0.139 3.076 0.201 42.725 41.175
100.400 -17.426 -0.185 -17.627 -0.128 -17.908 -0.078 -18.091 -0.106 -18.172 -0.132 -18.450 -0.257 5.303 0.139 3.072 0.200 42.726 41.171
100.800 -17.431 -0.184 -17.632 -0.125 -17.912 -0.071 -18.094 -0.102 -18.175 -0.129 -18.452 -0.256 5.308 0.140 3.068 0.200 42.726 41.168
101.200 -17.435 -0.183 -17.637 -0.122 -17.916 -0.063 -18.097 -0.098 -18.178 -0.127 -18.453 -0.256 5.312 0.141 3.064 0.201 42.727 41.165
101.600 -17.439 -0.182 -17.640 -0.119 -17.919 -0.055 -18.100 -0.094 -18.180 -0.124 -18.455 -0.254 5.316 0.143 3.061 0.203 42.727 41.164
102.000 -17.443 -0.182 -17.644 -0.117 -17.922 -0.048 -18.102 -0.091 -18.181 -0.122 -18.455 -0.253 5.318 0.145 3.058 0.206 42.727 41.164
102.400 -17.446 -0.181 -17.646 -0.116 -17.924 -0.042 -18.103 -0.088 -18.182 -0.119 -18.456 -0.251 5.320 0.147 3.056 0.208 42.727 41.165
102.800 -17.448 -0.181 -17.648 -0.115 -17.925 -0.038 -18.104 -0.086 -18.183 -0.118 -18.456 -0.249 5.321 0.149 3.053 0.211 42.726 41.166
103.200 -17.450 -0.182 -17.649 -0.116 -17.926 -0.037 -18.104 -0.084 -18.183 -0.116 -18.455 -0.247 5.323 0.149 3.051 0.211 42.726 41.165
103.600 -17.451 -0.182 -17.650 -0.117 -17.925 -0.040 -18.103 -0.084 -18.182 -0.115 -18.455 -0.245 5.327 0.148 3.047 0.209 42.726 41.162
104.000 -17.452 -0.183 -17.650 -0.119 -17.924 -0.046 -18.102 -0.085 -18.181 -0.115 -18.453 -0.242 5.332 0.147 3.041 0.206 42.727 41.157
104.400 -17.452 -0.185 -17.649 -0.122 -17.923 -0.054 -18.100 -0.087 -18.179 -0.115 -18.452 -0.240 5.337 0.146 3.036 0.203 42.726 41.153
104.800 -17.451 -0.186 -17.648 -0.125 -17.921 -0.062 -18.098 -0.089 -18.176 -0.115 -18.450 -0.237 5.341 0.145 3.030 0.201 42.726 41.150
105.200 -17.450 -0.188 -17.646 -0.129 -17.918 -0.070 -18.095 -0.092 -18.174 -0.116 -18.447 -0.234 5.345 0.145 3.024 0.200 42.726 41.149
105.600 -17.448 -0.190 -17.644 -0.133 -17.915 -0.078 -18.091 -0.096 -18.170 -0.117 -18.445 -0.230 5.347 0.146 3.019 0.200 42.725 41.151
106.000 -17.446 -0.192 -17.641 -0.137 -17.911 -0.085 -18.088 -0.099 -18.167 -0.119 -18.442 -0.227 5.349 0.147 3.015 0.201 42.724 41.153
106.400 -17.444 -0.194 -17.638 -0.141 -17.907 -0.093 -18.084 -0.103 -18.163 -0.120 -18.438 -0.224 5.349 0.148 3.011 0.202 42.723 41.157
106.800 -17.441 -0.196 -17.634 -0.145 -17.903 -0.099 -18.079 -0.107 -18.158 -0.122 -18.435 -0.220 5.349 0.149 3.007 0.204 42.722 41.161
107.200 -17.438 -0.198 -17.630 -0.149 -17.898 -0.106 -18.075 -0.111 -18.154 -0.123 -18.431 -0.216 5.347 0.151 3.005 0.206 42.721 41.165
107.600 -17.435 -0.199 -17.626 -0.153 -17.893 -0.111 -18.070 -0.114 -18.149 -0.125 -18.426 -0.213 5.346 0.153 3.002 0.208 42.720 41.170
108.000 -17.431 -0.201 -17.622 -0.156 -17.888 -0.116 -18.065 -0.118 -18.144 -0.127 -18.422 -0.209 5.343 0.154 3.000 0.210 42.718 41.174
108.400 -17.427 -0.202 -17.617 -0.159 -17.883 -0.121 -18.059 -0.121 -18.139 -0.129 -18.417 -0.205 5.341 0.155 2.998 0.211 42.717 41.178
108.800 -17.423 -0.203 -17.612 -0.161 -17.878 -0.125 -18.054 -0.124 -18.134 -0.130 -18.412 -0.202 5.338 0.157 2.996 0.213 42.715 41.181
109.200 -17.418 -0.204 -17.607 -0.164 -17.872 -0.129 -18.049 -0.126 -18.128 -0.132 -18.407 -0.198 5.336 0.158 2.993 0.214 42.714 41.184
109.600 -17.414 -0.205 -17.602 -0.166 -17.867 -0.132 -18.043 -0.129 -18.123 -0.133 -18.401 -0.195 5.334 0.159 2.989 0.215 42.712 41.186
110.000 -17.409 -0.205 -17.597 -0.167 -17.861 -0.135 -18.037 -0.131 -18.117 -0.135 -18.396 -0.192 5.332 0.160 2.985 0.216 42.710 41.188
110.400 -17.405 -0.205 -17.592 -0.168 -17.856 -0.138 -18.032 -0.133 -18.111 -0.136 -18.390 -0.189 5.331 0.160 2.980 0.217 42.708 41.189
110.800 -17.400 -0.205 -17.587 -0.169 -17.850 -0.140 -18.026 -0.135 -18.106 -0.137 -18.384 -0.186 5.331 0.161 2.973 0.217 42.706 41.189
111.200 -17.395 -0.205 -17.582 -0.170 -17.844 -0.142 -18.020 -0.137 -18.100 -0.139 -18.378 -0.184 5.332 0.161 2.965 0.217 42.704 41.189
111.600 -17.391 -0.204 -17.577 -0.170 -17.839 -0.144 -18.014 -0.139 -18.094 -0.141 -18.372 -0.183 5.334 0.161 2.955 0.216 42.702 41.189
112.000 -17.386 -0.204 -17.572 -0.170 -17.833 -0.145 -18.008 -0.141 -18.087 -0.142 -18.365 -0.182 5.338 0.162 2.943 0.216 42.700 41.188
112.400 -17.382 -0.203 -17.567 -0.170 -17.828 -0.147 -18.002 -0.143 -18.081 -0.144 -18.359 -0.181 5.343 0.162 2.930 0.215 42.698 41.187
112.800 -17.378 -0.202 -17.562 -0.170 -17.822 -0.148 -17.996 -0.145 -18.075 -0.147 -18.352 -0.182 5.350 0.162 2.914 0.214 42.695 41.186
113.200 -17.374 -0.201 -17.558 -0.170 -17.817 -0.150 -17.990 -0.147 -18.069 -0.149 -18.345 -0.183 5.358 0.163 2.896 0.213 42.692 41.184
113.600 -17.370 -0.200 -17.553 -0.169 -17.811 -0.151 -17.984 -0.150 -18.062 -0.152 -18.338 -0.184 5.367 0.163 2.877 0.212 42.690 41.183
114.000 -17.367 -0.199 -17.549 -0.169 -17.806 -0.152 -17.978 -0.152 -18.056 -0.154 -18.331 -0.186 5.378 0.164 2.856 0.210 42.687 41.181
114.400 -17.363 -0.199 -17.545 -0.169 -17.801 -0.154 -17.972 -0.155 -18.050 -0.157 -18.324 -0.188 5.389 0.164 2.835 0.209 42.684 41.179
114.800 -17.360 -0.198 -17.541 -0.169 -17.795 -0.155 -17.966 -0.157 -18.043 -0.160 -18.317 -0.190 5.401 0.165 2.813 0.208 42.681 41.177
115.200 -17.356 -0.197 -17.537 -0.168 -17.790 -0.156 -17.959 -0.160 -18.036 -0.162 -18.310 -0.192 5.413 0.165 2.791 0.206 42.678 41.174
115.600 -17.352 -0.197 -17.533 -0.168 -17.784 -0.158 -17.953 -0.162 -18.030 -0.165 -18.302 -0.195 5.425 0.166 2.769 0.205 42.675 41.171
116.000 -17.349 -0.197 -17.528 -0.168 -17.779 -0.159 -17.946 -0.164 -18.023 -0.168 -18.294 -0.197 5.437 0.166 2.747 0.203 42.672 41.168
116.400 -17.345 -0.197 -17.524 -0.169 -17.773 -0.161 -17.940 -0.167 -18.016 -0.170 -18.287 -0.200 5.449 0.167 2.726 0.202 42.669 41.164
116.800 -17.340 -0.197 -17.519 -0.169 -17.767 -0.163 -17.933 -0.169 -18.009 -0.173 -18.279 -0.202 5.460 0.167 2.706 0.200 42.666 41.161
117.200 -17.336 -0.198 -17.514 -0.170 -17.761 -0.164 -17.926 -0.171 -18.002 -0.175 -18.271 -0.204 5.470 0.168 2.686 0.199 42.663 41.157
117.600 -17.331 -0.199 -17.509 -0.171 -17.754 -0.166 -17.919 -0.173 -17.994 -0.177 -18.263 -0.206 5.478 0.168 2.669 0.197 42.660 41.153
118.000 -17.326 -0.200 -17.503 -0.173 -17.748 -0.168 -17.912 -0.176 -17.987 -0.179 -18.255 -0.207 5.486 0.169 2.652 0.196 42.657 41.149
118.400 -17.321 -0.201 -17.497 -0.175 -17.741 -0.170 -17.904 -0.177 -17.979 -0.181 -18.246 -0.209 5.492 0.169 2.637 0.195 42.654 41.145
118.800 -17.315 -0.203 -17.491 -0.177 -17.734 -0.172 -17.897 -0.179 -17.972 -0.183 -18.238 -0.209 5.497 0.170 2.622 0.194 42.651 41.141
119.200 -17.309 -0.205 -17.484 -0.180 -17.727 -0.174 -17.889 -0.181 -17.964 -0.184 -18.229 -0.210 5.501 0.170 2.609 0.193 42.648 41.136
119.600 -17.303 -0.207 -17.477 -0.182 -17.719 -0.176 -17.882 -0.182 -17.956 -0.185 -18.221 -0.210 5.505 0.171 2.597 0.193 42.645 41.132
120.000 -17.296 -0.209 -17.470 -0.185 -17.711 -0.178 -17.874 -0.183 -17.948 -0.186 -18.212 -0.210 5.507 0.171 2.585 0.192 42.641 41.127
120.400 -17.290 -0.211 -17.462 -0.187 -17.704 -0.180 -17.866 -0.184 -17.940 -0.187 -18.203 -0.210 5.508 0.171 2.574 0.191 42.638 41.123
120.800 -17.283 -0.213 -17.455 -0.190 -17.696 -0.182 -17.857 -0.185 -17.932 -0.187 -18.194 -0.209 5.509 0.172 2.564 0.190 42.635 41.118
121.200 -17.275 -0.215 -17.447 -0.192 -17.688 -0.183 -17.849 -0.186 -17.923 -0.187 -18.185 -0.208 5.510 0.172 2.554 0.190 42.632 41.113
121.600 -17.268 -0.217 -17.439 -0.194 -17.679 -0.184 -17.841 -0.186 -17.915 -0.187 -18.177 -0.207 5.510 0.172 2.545 0.189 42.629 41.108
122.000 -17.261 -0.219 -17.431 -0.196 -17.671 -0.185 -17.833 -0.186 -17.907 -0.186 -18.167 -0.205 5.509 0.172 2.536 0.188 42.625 41.103
122.400 -17.253 -0.220 -17.423 -0.197 -17.663 -0.186 -17.824 -0.186 -17.898 -0.186 -18.158 -0.203 5.509 0.172 2.527 0.187 42.622 41.097
122.800 -17.246 -0.222 -17.415 -0.198 -17.655 -0.186 -17.816 -0.185 -17.890 -0.185 -18.149 -0.201 5.508 0.172 2.518 0.186 42.619 41.092
123.200 -17.238 -0.223 -17.407 -0.199 -17.646 -0.186 -17.808 -0.184 -17.881 -0.183 -18.140 -0.199 5.508 0.172 2.509 0.185 42.616 41.086
123.600 -17.230 -0.223 -17.399 -0.200 -17.638 -0.186 -17.800 -0.183 -17.873 -0.182 -18.131 -0.197 5.507 0.172 2.500 0.184 42.612 41.079
124.000 -17.223 -0.224 -17.391 -0.200 -17.630 -0.185 -17.791 -0.181 -17.865 -0.180 -18.122 -0.195 5.507 0.172 2.490 0.183 42.609 41.073
124.400 -17.215 -0.224 -17.383 -0.200 -17.622 -0.184 -17.783 -0.180 -17.857 -0.178 -18.112 -0.193 5.508 0.171 2.481 0.181 42.606 41.066
124.800 -17.207 -0.224 -17.375 -0.200 -17.614 -0.183 -17.775 -0.178 -17.848 -0.176 -18.103 -0.191 5.508 0.171 2.470 0.180 42.602 41.059
125.200 -17.200 -0.224 -17.367 -0.199 -17.606 -0.181 -17.767 -0.176 -17.840 -0.173 -18.094 -0.190 5.510 0.170 2.459 0.178 42.599 41.051
125.600 -17.192 -0.223 -17.359 -0.198 -17.598 -0.180 -17.759 -0.173 -17.832 -0.171 -18.085 -0.188 5.513 0.170 2.447 0.176 42.596 41.043
126.000 -17.185 -0.222 -17.352 -0.197 -17.590 -0.177 -17.751 -0.171 -17.824 -0.168 -18.076 -0.187 5.516 0.169 2.434 0.175 42.592 41.035
126.400 -17.178 -0.222 -17.344 -0.195 -17.583 -0.175 -17.744 -0.168 -17.817 -0.165 -18.066 -0.187 5.521 0.169 2.420 0.173 42.589 41.027
126.800 -17.171 -0.220 -17.337 -0.193 -17.575 -0.172 -17.736 -0.165 -17.809 -0.163 -18.057 -0.188 5.527 0.168 2.405 0.170 42.585 41.018
127.200 -17.164 -0.219 -17.330 -0.192 -17.568 -0.170 -17.729 -0.162 -17.801 -0.160 -18.048 -0.188 5.535 0.167 2.388 0.168 42.581 41.008
127.600 -17.158 -0.218 -17.323 -0.189 -17.561 -0.166 -17.722 -0.158 -17.794 -0.157 -18.039 -0.190 5.544 0.167 2.371 0.166 42.578 40.998
128.000 -17.152 -0.217 -17.317 -0.187 -17.554 -0.163 -17.714 -0.155 -17.786 -0.154 -18.030 -0.192 5.554 0.166 2.352 0.163 42.574 40.988
128.400 -17.146 -0.215 -17.311 -0.185 -17.548 -0.160 -17.707 -0.152 -17.779 -0.151 -18.020 -0.194 5.565 0.165 2.333 0.161 42.570 40.977
128.800 -17.140 -0.214 -17.305 -0.183 -17.541 -0.156 -17.700 -0.148 -17.772 -0.149 -18.011 -0.197 5.577 0.164 2.313 0.158 42.567 40.965
129.200 -17.135 -0.213 -17.299 -0.180 -17.535 -0.153 -17.693 -0.145 -17.764 -0.146 -18.002 -0.200 5.590 0.164 2.292 0.155 42.563 40.953
129.600 -17.130 -0.211 -17.293 -0.178 -17.528 -0.149 -17.687 -0.142 -17.757 -0.144 -17.993 -0.203 5.605 0.163 2.271 0.153 42.559 40.941
130.000 -17.125 -0.210 -17.288 -0.175 -17.522 -0.145 -17.680 -0.138 -17.750 -0.141 -17.983 -0.206 5.620 0.162 2.249 0.150 42.556 40.929
130.400 -17.121 -0.209 -17.283 -0.173 -17.516 -0.141 -17.673 -0.135 -17.742 -0.139 -17.974 -0.209 5.636 0.162 2.227 0.147 42.552 40.916
130.800 -17.117 -0.208 -17.278 -0.170 -17.510 -0.137 -17.666 -0.132 -17.735 -0.137 -17.964 -0.213 5.653 0.162 2.205 0.145 42.549 40.903
131.200 -17.113 -0.206 -17.274 -0.167 -17.504 -0.132 -17.659 -0.129 -17.728 -0.136 -17.955 -0.217 5.670 0.161 2.182 0.142 42.545 40.890
131.600 -17.109 -0.205 -17.269 -0.164 -17.498 -0.128 -17.652 -0.126 -17.720 -0.134 -17.945 -0.220 5.689 0.161 2.159 0.140 42.541 40.877
132.000 -17.106 -0.204 -17.265 -0.161 -17.492 -0.123 -17.645 -0.123 -17.712 -0.133 -17.935 -0.224 5.708 0.161 2.135 0.137 42.538 40.864
132.400 -17.102 -0.202 -17.260 -0.158 -17.487 -0.118 -17.638 -0.120 -17.705 -0.132 -17.925 -0.227 5.727 0.161 2.112 0.135 42.534 40.851
132.800 -17.099 -0.200 -17.256 -0.154 -17.481 -0.113 -17.631 -0.117 -17.697 -0.131 -17.915 -0.231 5.747 0.161 2.088 0.133 42.530 40.838
133.200 -17.095 -0.199 -17.252 -0.151 -17.475 -0.108 -17.623 -0.114 -17.689 -0.129 -17.905 -0.234 5.768 0.161 2.065 0.130 42.527 40.824
133.600 -17.092 -0.197 -17.248 -0.147 -17.469 -0.102 -17.616 -0.111 -17.682 -0.128 -17.895 -0.237 5.788 0.161 2.042 0.128 42.523 40.810
134.000 -17.089 -0.195 -17.244 -0.143 -17.464 -0.095 -17.609 -0.108 -17.674 -0.127 -17.885 -0.240 5.809 0.161 2.019 0.126 42.519 40.796
134.400 -17.086 -0.194 -17.240 -0.139 -17.458 -0.089 -17.602 -0.105 -17.666 -0.126 -17.874 -0.243 5.829 0.162 1.996 0.125 42.516 40.781
134.800 -17.083 -0.192 -17.236 -0.135 -17.452 -0.082 -17.595 -0.102 -17.658 -0.125 -17.864 -0.246 5.849 0.162 1.974 0.123 42.512 40.766
135.200 -17.080 -0.191 -17.232 -0.132 -17.447 -0.074 -17.588 -0.099 -17.650 -0.124 -17.854 -0.249 5.869 0.164 1.952 0.122 42.508 40.751
135.600 -17.077 -0.190 -17.228 -0.129 -17.441 -0.067 -17.581 -0.096 -17.643 -0.123 -17.843 -0.251 5.888 0.165 1.931 0.121 42.505 40.736
136.000 -17.075 -0.189 -17.225 -0.126 -17.436 -0.060 -17.574 -0.094 -17.635 -0.123 -17.833 -0.253 5.908 0.167 1.911 0.120 42.501 40.721
136.400 -17.072 -0.188 -17.221 -0.124 -17.430 -0.054 -17.567 -0.092 -17.627 -0.123 -17.823 -0.255 5.927 0.169 1.890 0.120 42.497 40.706
136.800 -17.069 -0.188 -17.217 -0.122 -17.425 -0.049 -17.560 -0.091 -17.620 -0.123 -17.812 -0.257 5.946 0.171 1.871 0.119 42.494 40.690
137.200 -17.066 -0.187 -17.213 -0.121 -17.419 -0.046 -17.553 -0.091 -17.612 -0.123 -17.802 -0.258 5.967 0.172 1.851 0.118 42.491 40.674
137.600 -17.064 -0.188 -17.210 -0.121 -17.414 -0.047 -17.547 -0.092 -17.605 -0.125 -17.791 -0.260 5.989 0.171 1.831 0.116 42.488 40.660
138.000 -17.061 -0.188 -17.206 -0.122 -17.409 -0.050 -17.540 -0.094 -17.597 -0.126 -17.781 -0.261 6.011 0.169 1.812 0.112 42.485 40.648
138.400 -17.059 -0.189 -17.203 -0.124 -17.403 -0.056 -17.533 -0.097 -17.590 -0.128 -17.771 -0.262 6.034 0.167 1.794 0.108 42.483 40.637
138.800 -17.057 -0.191 -17.199 -0.126 -17.398 -0.063 -17.527 -0.100 -17.583 -0.131 -17.761 -0.263 6.057 0.163 1.776 0.105 42.481 40.629
139.200 -17.055 -0.192 -17.196 -0.129 -17.393 -0.070 -17.521 -0.104 -17.576 -0.133 -17.751 -0.263 6.079 0.160 1.759 0.101 42.479 40.621
139.600 -17.053 -0.194 -17.193 -0.133 -17.389 -0.078 -17.515 -0.109 -17.570 -0.136 -17.741 -0.263 6.100 0.158 1.743 0.098 42.477 40.613
140.000 -17.051 -0.196 -17.190 -0.136 -17.384 -0.085 -17.509 -0.113 -17.563 -0.139 -17.731 -0.263 6.121 0.155 1.728 0.095 42.475 40.605
140.400 -17.049 -0.197 -17.188 -0.140 -17.380 -0.092 -17.503 -0.117 -17.557 -0.142 -17.721 -0.263 6.141 0.153 1.713 0.092 42.473 40.597
140.800 -17.048 -0.199 -17.185 -0.144 -17.376 -0.099 -17.498 -0.122 -17.551 -0.144 -17.712 -0.263 6.162 0.150 1.698 0.089 42.472 40.588
141.200 -17.047 -0.201 -17.183 -0.147 -17.372 -0.105 -17.494 -0.126 -17.546 -0.147 -17.703 -0.262 6.182 0.148 1.684 0.086 42.470 40.579
141.600 -17.046 -0.203 -17.182 -0.151 -17.369 -0.111 -17.489 -0.129 -17.541 -0.149 -17.694 -0.261 6.201 0.145 1.670 0.084 42.468 40.568
142.000 -17.046 -0.204 -17.180 -0.154 -17.367 -0.116 -17.485 -0.133 -17.536 -0.151 -17.685 -0.260 6.221 0.143 1.657 0.081 42.467 40.555
142.400 -17.046 -0.206 -17.180 -0.157 -17.365 -0.121 -17.482 -0.136 -17.532 -0.153 -17.676 -0.259 6.242 0.139 1.644 0.078 42.466 40.542
142.800 -17.046 -0.207 -17.179 -0.159 -17.363 -0.124 -17.479 -0.138 -17.528 -0.154 -17.667 -0.257 6.262 0.136 1.631 0.075 42.465 40.526
143.200 -17.047 -0.208 -17.179 -0.161 -17.362 -0.128 -17.476 -0.140 -17.525 -0.156 -17.659 -0.255 6.283 0.132 1.619 0.072 42.464 40.509
143.600 -17.048 -0.208 -17.180 -0.163 -17.361 -0.130 -17.475 -0.142 -17.522 -0.156 -17.651 -0.253 6.304 0.128 1.607 0.069 42.463 40.490
144.000 -17.050 -0.209 -17.181 -0.164 -17.361 -0.132 -17.473 -0.143 -17.520 -0.157 -17.643 -0.251 6.326 0.123 1.595 0.065 42.463 40.469
144.400 -17.052 -0.209 -17.183 -0.164 -17.362 -0.133 -17.473 -0.143 -17.518 -0.157 -17.636 -0.248 6.349 0.118 1.583 0.061 42.462 40.446
144.800 -17.055 -0.208 -17.185 -0.164 -17.363 -0.134 -17.473 -0.144 -17.517 -0.156 -17.629 -0.246 6.350 0.112 1.583 0.058 42.463 40.425
145.200 -17.058 -0.208 -17.188 -0.164 -17.365 -0.134 -17.473 -0.143 -17.516 -0.156 -17.622 -0.243 6.396 0.107 1.560 0.054 42.463 40.392
145.600 -17.062 -0.207 -17.191 -0.163 -17.368 -0.134 -17.474 -0.143 -17.516 -0.155 -17.615 -0.240 6.422 0.100 1.548 0.050 42.463 40.361
146.000 -17.066 -0.205 -17.195 -0.161 -17.372 -0.133 -17.476 -0.142 -17.517 -0.154 -17.608 -0.237 6.448 0.094 1.537 0.046 42.464 40.328
146.400 -17.071 -0.204 -17.200 -0.160 -17.376 -0.132 -17.479 -0.141 -17.518 -0.152 -17.602 -0.234 6.475 0.088 1.525 0.042 42.465 40.294
146.800 -17.076 -0.202 -17.205 -0.157 -17.380 -0.130 -17.482 -0.139 -17.520 -0.151 -17.595 -0.231 6.503 0.082 1.514 0.039 42.466 40.258
147.200 -17.082 -0.200 -17.211 -0.155 -17.386 -0.127 -17.485 -0.137 -17.522 -0.149 -17.589 -0.228 6.533 0.076 1.503 0.036 42.467 40.225
147.600 -17.089 -0.198 -17.217 -0.152 -17.392 -0.124 -17.489 -0.135 -17.524 -0.147 -17.583 -0.225 6.564 0.072 1.491 0.033 42.469 40.196
148.000 -17.095 -0.196 -17.224 -0.149 -17.398 -0.121 -17.494 -0.132 -17.527 -0.144 -17.577 -0.222 6.596 0.070 1.480 0.032 42.470 40.178
148.400 -17.103 -0.194 -17.231 -0.145 -17.406 -0.117 -17.499 -0.130 -17.531 -0.142 -17.571 -0.220 6.629 0.070 1.469 0.031 42.472 40.174
148.800 -17.111 -0.192 -17.239 -0.141 -17.413 -0.112 -17.504 -0.126 -17.534 -0.139 -17.566 -0.217 6.664 0.073 1.457 0.032 42.475 40.186
149.200 -17.119 -0.190 -17.248 -0.138 -17.421 -0.107 -17.510 -0.123 -17.538 -0.136 -17.560 -0.215 6.700 0.078 1.445 0.034 42.477 40.212
149.600 -17.127 -0.189 -17.256 -0.134 -17.430 -0.102 -17.515 -0.119 -17.541 -0.133 -17.554 -0.214 6.738 0.086 1.433 0.036 42.480 40.247
150.000 -17.135 -0.187 -17.266 -0.130 -17.438 -0.096 -17.521 -0.115 -17.545 -0.130 -17.549 -0.212 6.777 0.096 1.421 0.039 42.482 40.286
150.400 -17.144 -0.186 -17.275 -0.127 -17.446 -0.089 -17.526 -0.110 -17.548 -0.127 -17.543 -0.212 6.819 0.106 1.408 0.043 42.485 40.326
150.800 -17.152 -0.186 -17.284 -0.124 -17.455 -0.082 -17.531 -0.106 -17.550 -0.124 -17.537 -0.212 6.862 0.118 1.395 0.047 42.488 40.364
