"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-10.400 -21.449 -0.146 -21.444 -0.143 -21.405 -0.130 -21.313 -0.131 -21.279 -0.135 -21.235 -0.141 -21.009 -0.188 -20.943 -0.204 -20.615 -0.301 17.725 1.242 2.086 0.158 44.486 43.604
-10.000 -21.465 -0.144 -21.461 -0.141 -21.423 -0.128 -21.336 -0.129 -21.303 -0.133 -21.260 -0.140 -21.033 -0.189 -20.966 -0.205 -20.636 -0.304 17.488 1.237 2.137 0.165 44.483 43.601
-9.600 -21.482 -0.142 -21.477 -0.139 -21.441 -0.126 -21.359 -0.127 -21.327 -0.131 -21.285 -0.138 -21.057 -0.189 -20.990 -0.206 -20.657 -0.306 17.256 1.231 2.190 0.172 44.481 43.597
-9.200 -21.498 -0.140 -21.494 -0.137 -21.458 -0.123 -21.381 -0.125 -21.351 -0.128 -21.309 -0.136 -21.081 -0.189 -21.013 -0.207 -20.678 -0.308 17.030 1.223 2.243 0.179 44.480 43.594
-8.800 -21.515 -0.138 -21.510 -0.135 -21.476 -0.121 -21.404 -0.122 -21.375 -0.126 -21.333 -0.133 -21.104 -0.190 -21.035 -0.208 -20.699 -0.310 16.811 1.215 2.298 0.186 44.478 43.590
-8.400 -21.531 -0.135 -21.527 -0.132 -21.494 -0.118 -21.427 -0.119 -21.398 -0.123 -21.357 -0.131 -21.127 -0.190 -21.058 -0.208 -20.719 -0.312 16.598 1.206 2.354 0.194 44.477 43.586
-8.000 -21.548 -0.132 -21.544 -0.129 -21.511 -0.115 -21.449 -0.116 -21.421 -0.120 -21.380 -0.128 -21.149 -0.189 -21.080 -0.209 -20.739 -0.314 16.392 1.196 2.410 0.201 44.475 43.581
-7.600 -21.564 -0.129 -21.560 -0.126 -21.528 -0.112 -21.471 -0.112 -21.444 -0.116 -21.403 -0.125 -21.171 -0.189 -21.101 -0.209 -20.759 -0.315 16.193 1.184 2.467 0.208 44.475 43.576
-7.200 -21.581 -0.126 -21.577 -0.123 -21.546 -0.108 -21.493 -0.109 -21.467 -0.113 -21.426 -0.122 -21.193 -0.189 -21.123 -0.209 -20.779 -0.317 16.001 1.172 2.525 0.215 44.474 43.571
-6.800 -21.598 -0.123 -21.594 -0.120 -21.563 -0.105 -21.514 -0.105 -21.489 -0.109 -21.449 -0.118 -21.214 -0.188 -21.144 -0.210 -20.799 -0.318 15.817 1.159 2.584 0.222 44.474 43.566
-6.400 -21.614 -0.120 -21.610 -0.117 -21.580 -0.101 -21.536 -0.102 -21.511 -0.105 -21.471 -0.115 -21.234 -0.188 -21.164 -0.210 -20.818 -0.320 15.642 1.145 2.642 0.229 44.474 43.560
-6.000 -21.631 -0.116 -21.627 -0.113 -21.597 -0.098 -21.557 -0.098 -21.533 -0.101 -21.492 -0.111 -21.255 -0.187 -21.184 -0.209 -20.837 -0.321 15.476 1.129 2.701 0.236 44.474 43.554
-5.600 -21.648 -0.113 -21.644 -0.110 -21.615 -0.094 -21.578 -0.094 -21.554 -0.097 -21.513 -0.107 -21.274 -0.186 -21.204 -0.209 -20.855 -0.322 15.320 1.113 2.759 0.241 44.475 43.549
-5.200 -21.665 -0.110 -21.661 -0.106 -21.632 -0.091 -21.598 -0.091 -21.574 -0.093 -21.534 -0.104 -21.294 -0.185 -21.223 -0.209 -20.873 -0.323 15.177 1.096 2.816 0.247 44.477 43.543
-4.800 -21.682 -0.106 -21.678 -0.103 -21.649 -0.087 -21.618 -0.087 -21.594 -0.089 -21.554 -0.100 -21.312 -0.184 -21.241 -0.209 -20.891 -0.324 15.046 1.078 2.871 0.251 44.479 43.537
-4.400 -21.699 -0.103 -21.696 -0.099 -21.667 -0.084 -21.637 -0.084 -21.614 -0.086 -21.573 -0.096 -21.330 -0.183 -21.259 -0.208 -20.909 -0.324 14.930 1.059 2.924 0.255 44.481 43.531
-4.000 -21.717 -0.099 -21.713 -0.096 -21.684 -0.081 -21.656 -0.081 -21.633 -0.082 -21.591 -0.093 -21.348 -0.182 -21.276 -0.208 -20.926 -0.325 14.831 1.040 2.974 0.258 44.484 43.526
-3.600 -21.734 -0.096 -21.730 -0.093 -21.702 -0.078 -21.674 -0.078 -21.651 -0.078 -21.609 -0.089 -21.365 -0.181 -21.293 -0.207 -20.943 -0.326 14.751 1.021 3.020 0.259 44.488 43.521
-3.200 -21.751 -0.093 -21.748 -0.090 -21.720 -0.076 -21.692 -0.075 -21.669 -0.075 -21.626 -0.086 -21.381 -0.180 -21.310 -0.206 -20.959 -0.326 14.692 1.001 3.061 0.260 44.493 43.517
-2.800 -21.769 -0.090 -21.765 -0.087 -21.738 -0.074 -21.709 -0.072 -21.685 -0.071 -21.642 -0.082 -21.397 -0.179 -21.326 -0.205 -20.975 -0.326 14.657 0.982 3.095 0.259 44.498 43.514
-2.400 -21.786 -0.087 -21.783 -0.084 -21.756 -0.072 -21.725 -0.070 -21.701 -0.069 -21.657 -0.079 -21.412 -0.178 -21.341 -0.205 -20.991 -0.326 14.646 0.963 3.123 0.256 44.505 43.512
-2.000 -21.803 -0.085 -21.800 -0.082 -21.774 -0.071 -21.741 -0.069 -21.716 -0.066 -21.671 -0.076 -21.426 -0.176 -21.355 -0.204 -21.006 -0.326 14.659 0.945 3.144 0.253 44.512 43.511
-1.600 -21.820 -0.083 -21.818 -0.080 -21.792 -0.071 -21.756 -0.068 -21.730 -0.064 -21.685 -0.074 -21.440 -0.175 -21.369 -0.203 -21.021 -0.326 14.694 0.928 3.158 0.248 44.520 43.512
-1.200 -21.837 -0.081 -21.834 -0.078 -21.810 -0.070 -21.770 -0.067 -21.743 -0.063 -21.697 -0.071 -21.453 -0.174 -21.383 -0.202 -21.036 -0.325 14.749 0.912 3.166 0.243 44.529 43.513
-0.800 -21.853 -0.079 -21.851 -0.076 -21.827 -0.070 -21.783 -0.066 -21.755 -0.062 -21.709 -0.069 -21.466 -0.173 -21.396 -0.201 -21.050 -0.325 14.819 0.898 3.169 0.237 44.538 43.516
-0.400 -21.869 -0.078 -21.867 -0.075 -21.844 -0.071 -21.796 -0.066 -21.766 -0.061 -21.719 -0.067 -21.478 -0.172 -21.408 -0.200 -21.063 -0.324 14.901 0.886 3.167 0.232 44.547 43.519
-0.000 -21.884 -0.077 -21.882 -0.074 -21.860 -0.071 -21.807 -0.066 -21.777 -0.060 -21.730 -0.066 -21.489 -0.170 -21.420 -0.199 -21.077 -0.324 14.993 0.876 3.163 0.226 44.557 43.524
0.400 -21.898 -0.076 -21.897 -0.073 -21.876 -0.072 -21.819 -0.066 -21.787 -0.059 -21.739 -0.064 -21.500 -0.169 -21.431 -0.198 -21.090 -0.323 15.091 0.867 3.156 0.221 44.566 43.529
0.800 -21.912 -0.075 -21.911 -0.073 -21.891 -0.072 -21.829 -0.067 -21.796 -0.059 -21.748 -0.063 -21.510 -0.168 -21.442 -0.197 -21.102 -0.322 15.192 0.860 3.147 0.216 44.575 43.536
1.200 -21.925 -0.075 -21.924 -0.073 -21.905 -0.073 -21.839 -0.067 -21.805 -0.059 -21.756 -0.062 -21.519 -0.167 -21.452 -0.196 -21.114 -0.321 15.294 0.854 3.137 0.211 44.584 43.542
1.600 -21.937 -0.075 -21.936 -0.073 -21.918 -0.074 -21.848 -0.068 -21.813 -0.059 -21.763 -0.061 -21.528 -0.166 -21.461 -0.195 -21.126 -0.319 15.395 0.850 3.127 0.207 44.593 43.549
2.000 -21.948 -0.075 -21.947 -0.073 -21.930 -0.075 -21.856 -0.068 -21.820 -0.059 -21.770 -0.060 -21.536 -0.165 -21.470 -0.194 -21.137 -0.318 15.491 0.847 3.117 0.203 44.601 43.556
2.400 -21.958 -0.075 -21.958 -0.073 -21.942 -0.076 -21.864 -0.069 -21.827 -0.059 -21.777 -0.060 -21.544 -0.164 -21.479 -0.193 -21.148 -0.317 15.581 0.846 3.108 0.200 44.608 43.563
2.800 -21.967 -0.075 -21.967 -0.074 -21.952 -0.077 -21.871 -0.070 -21.833 -0.060 -21.783 -0.060 -21.551 -0.163 -21.486 -0.192 -21.158 -0.315 15.665 0.845 3.099 0.198 44.615 43.570
3.200 -21.975 -0.076 -21.975 -0.074 -21.961 -0.078 -21.878 -0.070 -21.839 -0.060 -21.788 -0.060 -21.558 -0.162 -21.494 -0.190 -21.168 -0.313 15.739 0.845 3.092 0.195 44.621 43.576
3.600 -21.982 -0.076 -21.982 -0.075 -21.969 -0.079 -21.884 -0.071 -21.844 -0.061 -21.793 -0.060 -21.564 -0.161 -21.500 -0.189 -21.177 -0.311 15.805 0.846 3.085 0.194 44.627 43.582
4.000 -21.988 -0.077 -21.989 -0.076 -21.977 -0.080 -21.889 -0.072 -21.849 -0.061 -21.797 -0.060 -21.569 -0.160 -21.506 -0.188 -21.186 -0.309 15.861 0.845 3.080 0.192 44.631 43.587
4.400 -21.993 -0.078 -21.994 -0.077 -21.983 -0.081 -21.893 -0.072 -21.852 -0.062 -21.801 -0.061 -21.574 -0.159 -21.512 -0.187 -21.195 -0.307 15.907 0.845 3.076 0.190 44.635 43.591
4.800 -21.997 -0.079 -21.998 -0.078 -21.988 -0.082 -21.896 -0.073 -21.856 -0.062 -21.804 -0.061 -21.579 -0.158 -21.517 -0.186 -21.203 -0.305 15.943 0.843 3.073 0.189 44.638 43.593
5.200 -22.000 -0.080 -22.001 -0.079 -21.992 -0.083 -21.899 -0.074 -21.858 -0.063 -21.806 -0.062 -21.582 -0.158 -21.522 -0.185 -21.211 -0.302 15.970 0.841 3.070 0.188 44.640 43.594
5.600 -22.002 -0.081 -22.003 -0.080 -21.994 -0.084 -21.901 -0.074 -21.859 -0.064 -21.807 -0.063 -21.586 -0.157 -21.526 -0.184 -21.219 -0.300 15.987 0.836 3.069 0.186 44.642 43.594
6.000 -22.002 -0.082 -22.003 -0.081 -21.996 -0.085 -21.901 -0.075 -21.860 -0.065 -21.808 -0.065 -21.588 -0.156 -21.529 -0.182 -21.226 -0.297 15.993 0.831 3.069 0.185 44.643 43.591
6.400 -22.002 -0.083 -22.003 -0.082 -21.996 -0.086 -21.902 -0.076 -21.860 -0.066 -21.808 -0.066 -21.590 -0.155 -21.532 -0.181 -21.232 -0.294 15.990 0.823 3.069 0.183 44.642 43.587
6.800 -22.000 -0.084 -22.001 -0.083 -21.996 -0.087 -21.901 -0.076 -21.859 -0.067 -21.808 -0.067 -21.592 -0.154 -21.534 -0.180 -21.238 -0.291 15.978 0.813 3.071 0.181 44.641 43.581
7.200 -21.997 -0.085 -21.999 -0.084 -21.994 -0.087 -21.899 -0.077 -21.858 -0.068 -21.806 -0.068 -21.593 -0.153 -21.536 -0.178 -21.244 -0.288 15.956 0.800 3.073 0.179 44.640 43.573
7.600 -21.994 -0.086 -21.995 -0.085 -21.991 -0.088 -21.896 -0.077 -21.855 -0.069 -21.804 -0.070 -21.593 -0.153 -21.538 -0.177 -21.249 -0.285 15.924 0.785 3.076 0.176 44.637 43.563
8.000 -21.989 -0.088 -21.990 -0.086 -21.987 -0.089 -21.892 -0.078 -21.851 -0.070 -21.801 -0.071 -21.593 -0.152 -21.539 -0.176 -21.254 -0.282 15.882 0.768 3.080 0.173 44.634 43.550
8.400 -21.983 -0.089 -21.984 -0.088 -21.982 -0.090 -21.888 -0.078 -21.847 -0.071 -21.797 -0.072 -21.593 -0.151 -21.539 -0.174 -21.259 -0.278 15.829 0.748 3.086 0.170 44.629 43.535
8.800 -21.976 -0.090 -21.977 -0.089 -21.976 -0.090 -21.883 -0.079 -21.842 -0.071 -21.792 -0.073 -21.592 -0.150 -21.539 -0.172 -21.263 -0.275 15.764 0.726 3.093 0.166 44.624 43.517
9.200 -21.967 -0.091 -21.969 -0.090 -21.969 -0.091 -21.876 -0.079 -21.836 -0.072 -21.787 -0.073 -21.590 -0.148 -21.538 -0.171 -21.266 -0.271 15.688 0.701 3.102 0.162 44.618 43.497
9.600 -21.958 -0.092 -21.960 -0.091 -21.961 -0.091 -21.869 -0.079 -21.829 -0.072 -21.781 -0.074 -21.588 -0.147 -21.537 -0.169 -21.270 -0.267 15.601 0.675 3.112 0.158 44.611 43.474
10.000 -21.948 -0.093 -21.950 -0.092 -21.951 -0.092 -21.862 -0.079 -21.822 -0.073 -21.774 -0.074 -21.585 -0.146 -21.535 -0.167 -21.272 -0.263 15.467 0.644 3.132 0.154 44.602 43.445
10.400 -21.936 -0.094 -21.939 -0.092 -21.941 -0.092 -21.853 -0.079 -21.814 -0.073 -21.767 -0.074 -21.582 -0.144 -21.533 -0.165 -21.275 -0.259 15.349 0.614 3.148 0.149 44.593 43.417
10.800 -21.924 -0.094 -21.926 -0.093 -21.929 -0.092 -21.844 -0.079 -21.805 -0.072 -21.759 -0.074 -21.578 -0.143 -21.531 -0.163 -21.277 -0.255 15.220 0.584 3.166 0.145 44.584 43.386
11.200 -21.910 -0.095 -21.913 -0.093 -21.917 -0.092 -21.834 -0.078 -21.795 -0.072 -21.750 -0.074 -21.574 -0.141 -21.528 -0.161 -21.279 -0.250 15.080 0.553 3.187 0.140 44.573 43.353
11.600 -21.895 -0.095 -21.898 -0.094 -21.904 -0.092 -21.823 -0.078 -21.785 -0.072 -21.741 -0.073 -21.569 -0.139 -21.525 -0.158 -21.280 -0.246 14.931 0.522 3.209 0.135 44.562 43.317
12.000 -21.880 -0.095 -21.883 -0.094 -21.889 -0.092 -21.811 -0.077 -21.775 -0.071 -21.731 -0.073 -21.564 -0.138 -21.521 -0.156 -21.281 -0.241 14.772 0.491 3.234 0.130 44.550 43.280
12.400 -21.863 -0.096 -21.866 -0.094 -21.874 -0.091 -21.799 -0.077 -21.764 -0.070 -21.721 -0.072 -21.559 -0.136 -21.517 -0.154 -21.281 -0.236 14.605 0.462 3.260 0.126 44.537 43.241
12.800 -21.845 -0.096 -21.848 -0.094 -21.858 -0.091 -21.787 -0.076 -21.752 -0.070 -21.710 -0.071 -21.553 -0.134 -21.512 -0.151 -21.281 -0.232 14.430 0.433 3.289 0.121 44.524 43.200
13.200 -21.826 -0.095 -21.830 -0.094 -21.840 -0.090 -21.774 -0.075 -21.740 -0.069 -21.699 -0.071 -21.547 -0.131 -21.507 -0.148 -21.281 -0.227 14.250 0.405 3.320 0.117 44.510 43.158
13.600 -21.807 -0.095 -21.810 -0.094 -21.823 -0.090 -21.760 -0.074 -21.727 -0.068 -21.687 -0.070 -21.540 -0.129 -21.501 -0.145 -21.280 -0.221 14.065 0.378 3.353 0.113 44.496 43.114
14.000 -21.786 -0.095 -21.790 -0.093 -21.804 -0.089 -21.746 -0.073 -21.714 -0.067 -21.675 -0.069 -21.533 -0.127 -21.496 -0.142 -21.279 -0.216 13.876 0.353 3.388 0.109 44.482 43.070
14.400 -21.765 -0.094 -21.769 -0.092 -21.784 -0.088 -21.732 -0.072 -21.700 -0.066 -21.663 -0.068 -21.525 -0.124 -21.489 -0.139 -21.278 -0.211 13.684 0.330 3.424 0.105 44.467 43.025
14.800 -21.743 -0.093 -21.747 -0.091 -21.764 -0.086 -21.717 -0.071 -21.687 -0.065 -21.650 -0.067 -21.517 -0.122 -21.483 -0.136 -21.276 -0.205 13.491 0.307 3.462 0.102 44.452 42.979
15.200 -21.720 -0.092 -21.724 -0.090 -21.743 -0.085 -21.702 -0.070 -21.672 -0.064 -21.637 -0.066 -21.509 -0.119 -21.476 -0.133 -21.273 -0.200 13.298 0.287 3.502 0.098 44.436 42.932
15.600 -21.696 -0.091 -21.701 -0.089 -21.722 -0.084 -21.686 -0.069 -21.658 -0.063 -21.624 -0.066 -21.501 -0.116 -21.468 -0.129 -21.271 -0.194 13.105 0.268 3.542 0.095 44.421 42.885
16.000 -21.672 -0.089 -21.677 -0.087 -21.700 -0.082 -21.670 -0.068 -21.643 -0.062 -21.610 -0.065 -21.492 -0.113 -21.461 -0.126 -21.268 -0.188 12.913 0.250 3.584 0.092 44.406 42.838
16.400 -21.648 -0.087 -21.652 -0.086 -21.678 -0.080 -21.654 -0.066 -21.628 -0.061 -21.596 -0.064 -21.483 -0.110 -21.453 -0.122 -21.264 -0.183 12.723 0.233 3.627 0.090 44.390 42.792
16.800 -21.622 -0.086 -21.627 -0.084 -21.655 -0.078 -21.637 -0.065 -21.613 -0.060 -21.582 -0.063 -21.473 -0.107 -21.444 -0.119 -21.260 -0.177 12.537 0.218 3.670 0.087 44.375 42.745
17.200 -21.597 -0.083 -21.602 -0.081 -21.631 -0.076 -21.620 -0.064 -21.597 -0.059 -21.567 -0.062 -21.463 -0.104 -21.436 -0.115 -21.256 -0.171 12.353 0.205 3.714 0.085 44.360 42.698
17.600 -21.571 -0.081 -21.576 -0.079 -21.607 -0.074 -21.603 -0.063 -21.581 -0.058 -21.552 -0.062 -21.453 -0.100 -21.427 -0.111 -21.251 -0.165 12.173 0.192 3.758 0.083 44.344 42.652
18.000 -21.544 -0.079 -21.550 -0.077 -21.583 -0.072 -21.586 -0.061 -21.565 -0.057 -21.537 -0.061 -21.443 -0.097 -21.417 -0.107 -21.246 -0.159 11.997 0.181 3.803 0.081 44.329 42.606
18.400 -21.517 -0.076 -21.523 -0.074 -21.559 -0.070 -21.568 -0.060 -21.549 -0.056 -21.522 -0.060 -21.432 -0.094 -21.408 -0.103 -21.241 -0.153 11.825 0.170 3.847 0.079 44.314 42.562
18.800 -21.489 -0.073 -21.496 -0.071 -21.534 -0.068 -21.551 -0.058 -21.532 -0.055 -21.506 -0.059 -21.421 -0.090 -21.398 -0.099 -21.235 -0.147 11.657 0.161 3.892 0.078 44.300 42.519
19.200 -21.461 -0.070 -21.468 -0.068 -21.510 -0.065 -21.533 -0.057 -21.515 -0.054 -21.491 -0.058 -21.410 -0.086 -21.387 -0.095 -21.229 -0.141 11.493 0.153 3.938 0.077 44.285 42.477
19.600 -21.433 -0.067 -21.440 -0.065 -21.485 -0.063 -21.515 -0.056 -21.498 -0.053 -21.475 -0.057 -21.398 -0.083 -21.377 -0.091 -21.222 -0.135 11.332 0.146 3.983 0.076 44.271 42.437
20.000 -21.404 -0.064 -21.412 -0.062 -21.459 -0.061 -21.496 -0.054 -21.481 -0.052 -21.459 -0.057 -21.386 -0.079 -21.366 -0.087 -21.215 -0.129 11.175 0.140 4.029 0.076 44.256 42.399
20.400 -21.375 -0.060 -21.383 -0.059 -21.434 -0.060 -21.478 -0.052 -21.464 -0.051 -21.443 -0.056 -21.374 -0.075 -21.354 -0.083 -21.207 -0.123 11.020 0.135 4.076 0.076 44.242 42.362
20.800 -21.346 -0.057 -21.354 -0.055 -21.408 -0.058 -21.459 -0.051 -21.447 -0.050 -21.427 -0.055 -21.362 -0.072 -21.343 -0.079 -21.199 -0.118 10.868 0.131 4.123 0.077 44.228 42.327
21.200 -21.316 -0.054 -21.324 -0.052 -21.381 -0.056 -21.440 -0.049 -21.429 -0.049 -21.411 -0.054 -21.349 -0.068 -21.331 -0.076 -21.191 -0.112 10.719 0.127 4.171 0.078 44.214 42.293
21.600 -21.285 -0.051 -21.294 -0.049 -21.354 -0.055 -21.421 -0.047 -21.412 -0.048 -21.394 -0.054 -21.336 -0.065 -21.318 -0.072 -21.182 -0.107 10.572 0.124 4.219 0.079 44.200 42.260
22.000 -21.254 -0.048 -21.263 -0.046 -21.326 -0.053 -21.401 -0.046 -21.394 -0.047 -21.378 -0.053 -21.322 -0.062 -21.305 -0.069 -21.173 -0.102 10.428 0.122 4.268 0.080 44.186 42.229
22.400 -21.222 -0.045 -21.231 -0.043 -21.298 -0.052 -21.381 -0.044 -21.375 -0.046 -21.361 -0.053 -21.308 -0.059 -21.292 -0.066 -21.163 -0.098 10.286 0.120 4.318 0.082 44.172 42.198
22.800 -21.189 -0.042 -21.199 -0.041 -21.269 -0.051 -21.360 -0.043 -21.356 -0.045 -21.344 -0.053 -21.294 -0.056 -21.279 -0.063 -21.153 -0.093 10.146 0.118 4.367 0.084 44.158 42.168
23.200 -21.156 -0.040 -21.166 -0.039 -21.240 -0.050 -21.339 -0.042 -21.337 -0.045 -21.327 -0.052 -21.280 -0.054 -21.265 -0.061 -21.142 -0.089 10.008 0.116 4.417 0.086 44.145 42.140
23.600 -21.122 -0.039 -21.132 -0.037 -21.210 -0.049 -21.318 -0.041 -21.318 -0.044 -21.309 -0.052 -21.265 -0.052 -21.250 -0.059 -21.131 -0.086 9.873 0.115 4.468 0.089 44.131 42.114
24.000 -21.087 -0.037 -21.098 -0.036 -21.179 -0.049 -21.296 -0.041 -21.298 -0.044 -21.291 -0.052 -21.250 -0.051 -21.236 -0.057 -21.119 -0.083 9.739 0.114 4.520 0.092 44.117 42.090
24.400 -21.051 -0.036 -21.063 -0.035 -21.148 -0.048 -21.273 -0.040 -21.277 -0.044 -21.273 -0.052 -21.234 -0.050 -21.221 -0.056 -21.107 -0.080 9.607 0.114 4.572 0.095 44.103 42.068
24.800 -21.015 -0.035 -21.027 -0.034 -21.116 -0.048 -21.250 -0.040 -21.257 -0.043 -21.254 -0.052 -21.219 -0.050 -21.206 -0.055 -21.095 -0.078 9.477 0.114 4.625 0.099 44.090 42.048
25.200 -20.979 -0.035 -20.991 -0.033 -21.084 -0.048 -21.227 -0.040 -21.236 -0.043 -21.235 -0.052 -21.203 -0.049 -21.191 -0.055 -21.082 -0.076 9.349 0.115 4.679 0.104 44.076 42.030
