"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-43.000 -18.454 -0.181 -18.292 -0.152 -17.921 -0.151 -17.862 -0.170 40.000 5.614 0.242 0.024 44.028 43.584
-42.600 -18.496 -0.176 -18.337 -0.148 -17.968 -0.146 -17.910 -0.165 40.000 19.256 0.242 0.084 44.028 44.119
-42.200 -18.539 -0.171 -18.381 -0.143 -18.017 -0.142 -17.959 -0.161 40.000 38.393 0.242 0.167 44.028 44.419
-41.800 -18.581 -0.166 -18.426 -0.139 -18.066 -0.138 -18.008 -0.157 40.000 58.813 0.242 0.256 44.028 44.604
-41.400 -18.624 -0.162 -18.471 -0.136 -18.115 -0.135 -18.058 -0.154 40.000 80.327 0.242 0.349 44.028 44.739
-41.000 -18.666 -0.158 -18.517 -0.133 -18.165 -0.133 -18.108 -0.151 40.000 102.905 0.242 0.448 44.028 44.846
-40.600 -18.709 -0.155 -18.562 -0.130 -18.216 -0.130 -18.159 -0.149 40.000 126.548 0.242 0.551 44.028 44.936
-40.200 -18.751 -0.151 -18.608 -0.128 -18.266 -0.129 -18.210 -0.147 38.685 2.668 0.288 0.014 44.122 43.366
-39.800 -18.793 -0.149 -18.654 -0.126 -18.318 -0.128 -18.261 -0.146 37.844 3.014 0.299 0.018 44.116 43.421
-39.400 -18.836 -0.146 -18.700 -0.125 -18.369 -0.127 -18.313 -0.144 36.853 3.286 0.312 0.021 44.106 43.457
-39.000 -18.878 -0.144 -18.745 -0.123 -18.421 -0.126 -18.365 -0.144 35.751 3.453 0.326 0.024 44.092 43.475
-38.600 -18.920 -0.141 -18.791 -0.122 -18.472 -0.126 -18.417 -0.143 34.569 3.508 0.342 0.026 44.075 43.476
-38.200 -18.962 -0.139 -18.837 -0.121 -18.524 -0.125 -18.469 -0.143 33.334 3.461 0.359 0.029 44.055 43.462
-37.800 -19.003 -0.138 -18.882 -0.120 -18.576 -0.125 -18.521 -0.142 32.069 3.325 0.378 0.031 44.033 43.435
-37.400 -19.045 -0.136 -18.927 -0.119 -18.628 -0.126 -18.573 -0.142 30.793 3.117 0.399 0.032 44.009 43.395
-37.000 -19.086 -0.134 -18.972 -0.118 -18.679 -0.126 -18.625 -0.142 29.523 2.855 0.422 0.033 43.985 43.345
-36.600 -19.127 -0.133 -19.017 -0.118 -18.730 -0.126 -18.677 -0.142 28.276 2.558 0.447 0.034 43.959 43.285
-36.200 -19.167 -0.131 -19.061 -0.117 -18.782 -0.126 -18.729 -0.143 24.299 0.291 0.521 0.006 43.828 42.252
-35.800 -19.207 -0.130 -19.105 -0.116 -18.832 -0.127 -18.780 -0.143 23.492 0.244 0.548 0.005 43.814 42.170
-35.400 -19.247 -0.129 -19.148 -0.116 -18.883 -0.127 -18.831 -0.143 22.736 0.204 0.577 0.005 43.802 42.088
-35.000 -19.287 -0.127 -19.191 -0.115 -18.933 -0.127 -18.882 -0.143 22.027 0.171 0.607 0.004 43.791 42.006
-34.600 -19.325 -0.126 -19.234 -0.115 -18.983 -0.127 -18.933 -0.143 21.363 0.143 0.638 0.004 43.781 41.926
-34.200 -19.364 -0.125 -19.276 -0.114 -19.032 -0.128 -18.983 -0.144 20.739 0.120 0.670 0.004 43.772 41.846
-33.800 -19.402 -0.125 -19.318 -0.114 -19.081 -0.128 -19.032 -0.144 20.155 0.101 0.703 0.004 43.765 41.768
-33.400 -19.439 -0.124 -19.359 -0.114 -19.129 -0.128 -19.081 -0.144 19.606 0.085 0.738 0.003 43.758 41.694
-33.000 -19.476 -0.123 -19.399 -0.114 -19.177 -0.128 -19.130 -0.144 19.091 0.073 0.773 0.003 43.753 41.626
-32.600 -19.512 -0.123 -19.439 -0.113 -19.224 -0.128 -19.178 -0.144 18.608 0.064 0.809 0.003 43.748 41.567
-32.200 -19.548 -0.123 -19.478 -0.113 -19.270 -0.129 -19.225 -0.145 18.154 0.058 0.847 0.003 43.744 41.527
-31.800 -19.584 -0.122 -19.517 -0.114 -19.316 -0.129 -19.272 -0.145 17.727 0.056 0.885 0.003 43.741 41.512
-31.400 -19.618 -0.122 -19.555 -0.114 -19.361 -0.129 -19.318 -0.145 17.324 0.058 0.925 0.003 43.739 41.527
-31.000 -19.652 -0.122 -19.592 -0.114 -19.405 -0.130 -19.363 -0.145 16.944 0.063 0.965 0.004 43.738 41.563
-30.600 -19.686 -0.122 -19.628 -0.114 -19.448 -0.130 -19.408 -0.146 16.584 0.070 1.006 0.005 43.737 41.611
-30.200 -19.718 -0.123 -19.663 -0.115 -19.491 -0.130 -19.452 -0.146 16.241 0.079 1.048 0.006 43.736 41.661
-29.800 -19.750 -0.123 -19.698 -0.115 -19.533 -0.131 -19.495 -0.146 15.916 0.089 1.092 0.007 43.736 41.712
-29.400 -19.782 -0.123 -19.732 -0.116 -19.574 -0.131 -19.538 -0.146 15.604 0.099 1.136 0.008 43.737 41.760
-29.000 -19.812 -0.123 -19.765 -0.116 -19.614 -0.132 -19.580 -0.146 15.306 0.109 1.182 0.010 43.737 41.805
-28.600 -19.842 -0.123 -19.798 -0.117 -19.654 -0.132 -19.621 -0.147 15.021 0.120 1.228 0.012 43.738 41.847
-28.200 -19.871 -0.124 -19.830 -0.117 -19.693 -0.132 -19.661 -0.147 14.746 0.131 1.276 0.014 43.739 41.885
-27.800 -19.899 -0.124 -19.860 -0.118 -19.731 -0.132 -19.701 -0.147 14.481 0.142 1.325 0.016 43.741 41.920
-27.400 -19.927 -0.124 -19.890 -0.118 -19.768 -0.132 -19.740 -0.146 14.226 0.153 1.376 0.019 43.742 41.952
-27.000 -19.954 -0.124 -19.920 -0.118 -19.805 -0.132 -19.778 -0.146 13.979 0.163 1.428 0.021 43.744 41.982
-26.600 -19.980 -0.124 -19.948 -0.118 -19.841 -0.132 -19.816 -0.146 13.740 0.174 1.481 0.024 43.746 42.009
-26.200 -20.005 -0.124 -19.976 -0.118 -19.876 -0.132 -19.853 -0.146 13.508 0.184 1.535 0.027 43.747 42.034
-25.800 -20.029 -0.123 -20.003 -0.118 -19.911 -0.132 -19.889 -0.145 13.282 0.195 1.591 0.031 43.749 42.058
-25.400 -20.053 -0.123 -20.029 -0.118 -19.944 -0.131 -19.925 -0.144 13.063 0.205 1.648 0.035 43.751 42.079
-25.000 -20.076 -0.122 -20.054 -0.117 -19.978 -0.131 -19.960 -0.144 12.850 0.216 1.708 0.039 43.753 42.100
-24.600 -20.098 -0.122 -20.078 -0.117 -20.010 -0.130 -19.994 -0.143 12.642 0.226 1.768 0.044 43.755 42.118
-24.200 -20.120 -0.121 -20.102 -0.116 -20.042 -0.129 -20.028 -0.142 12.439 0.236 1.831 0.049 43.757 42.135
-23.800 -20.140 -0.120 -20.125 -0.115 -20.073 -0.128 -20.061 -0.141 12.241 0.246 1.895 0.054 43.759 42.151
-23.400 -20.160 -0.118 -20.147 -0.114 -20.103 -0.127 -20.094 -0.139 12.047 0.256 1.961 0.060 43.761 42.166
-23.000 -20.179 -0.117 -20.168 -0.113 -20.133 -0.126 -20.126 -0.138 11.857 0.266 2.029 0.066 43.763 42.179
-22.600 -20.197 -0.116 -20.188 -0.111 -20.162 -0.124 -20.157 -0.136 11.671 0.276 2.100 0.073 43.765 42.190
-22.200 -20.215 -0.114 -20.208 -0.110 -20.191 -0.123 -20.188 -0.135 11.489 0.286 2.172 0.081 43.768 42.201
-21.800 -20.232 -0.112 -20.227 -0.108 -20.219 -0.121 -20.218 -0.133 11.311 0.296 2.246 0.089 43.770 42.210
-21.400 -20.248 -0.111 -20.245 -0.106 -20.247 -0.120 -20.247 -0.131 11.136 0.305 2.323 0.097 43.772 42.218
-21.000 -20.263 -0.109 -20.262 -0.104 -20.274 -0.118 -20.276 -0.129 10.966 0.314 2.402 0.107 43.774 42.224
-20.600 -20.278 -0.107 -20.279 -0.103 -20.300 -0.116 -20.305 -0.127 10.800 0.323 2.482 0.116 43.776 42.230
-20.200 -20.292 -0.106 -20.294 -0.101 -20.325 -0.114 -20.332 -0.125 10.637 0.331 2.565 0.127 43.778 42.234
-19.800 -20.305 -0.104 -20.310 -0.099 -20.350 -0.112 -20.359 -0.122 10.478 0.339 2.651 0.138 43.781 42.237
-19.400 -20.317 -0.103 -20.324 -0.097 -20.374 -0.109 -20.385 -0.120 10.323 0.346 2.738 0.149 43.783 42.238
-19.000 -20.329 -0.102 -20.337 -0.095 -20.398 -0.107 -20.411 -0.117 10.171 0.352 2.828 0.161 43.785 42.239
-18.600 -20.340 -0.102 -20.350 -0.094 -20.420 -0.105 -20.436 -0.115 10.022 0.357 2.920 0.173 43.787 42.238
-18.200 -20.350 -0.102 -20.362 -0.093 -20.442 -0.102 -20.460 -0.112 9.877 0.361 3.014 0.185 43.790 42.235
-17.800 -20.360 -0.102 -20.374 -0.092 -20.464 -0.099 -20.483 -0.109 9.734 0.363 3.111 0.197 43.792 42.232
-17.400 -20.369 -0.103 -20.385 -0.091 -20.484 -0.097 -20.506 -0.107 9.595 0.364 3.210 0.208 43.794 42.228
-17.000 -20.377 -0.105 -20.395 -0.091 -20.504 -0.094 -20.528 -0.104 9.461 0.363 3.311 0.219 43.797 42.222
-16.600 -20.385 -0.107 -20.405 -0.092 -20.523 -0.091 -20.549 -0.101 9.332 0.360 3.413 0.229 43.799 42.217
-16.200 -20.392 -0.109 -20.414 -0.092 -20.541 -0.089 -20.569 -0.099 9.209 0.357 3.515 0.239 43.802 42.211
-15.800 -20.399 -0.112 -20.423 -0.093 -20.559 -0.086 -20.589 -0.096 9.093 0.353 3.616 0.247 43.804 42.205
-15.400 -20.405 -0.115 -20.432 -0.095 -20.575 -0.084 -20.607 -0.094 8.984 0.347 3.716 0.254 43.807 42.198
-15.000 -20.411 -0.119 -20.440 -0.097 -20.591 -0.082 -20.625 -0.092 8.884 0.342 3.813 0.261 43.810 42.192
-14.600 -20.417 -0.123 -20.448 -0.100 -20.606 -0.080 -20.642 -0.090 8.791 0.336 3.907 0.267 43.813 42.186
-14.200 -20.422 -0.127 -20.456 -0.103 -20.620 -0.078 -20.658 -0.088 8.706 0.331 3.997 0.272 43.816 42.181
-13.800 -20.427 -0.132 -20.463 -0.106 -20.634 -0.076 -20.673 -0.086 8.629 0.327 4.082 0.277 43.818 42.175
-13.400 -20.431 -0.137 -20.470 -0.109 -20.646 -0.075 -20.687 -0.085 8.558 0.322 4.163 0.281 43.821 42.170
-13.000 -20.436 -0.141 -20.477 -0.113 -20.658 -0.074 -20.700 -0.084 8.494 0.318 4.240 0.286 43.824 42.165
-12.600 -20.440 -0.146 -20.483 -0.117 -20.669 -0.073 -20.712 -0.083 8.435 0.315 4.314 0.290 43.827 42.159
-12.200 -20.443 -0.151 -20.489 -0.121 -20.680 -0.072 -20.724 -0.083 8.380 0.311 4.384 0.294 43.829 42.154
-11.800 -20.447 -0.156 -20.495 -0.125 -20.690 -0.072 -20.734 -0.083 8.328 0.308 4.451 0.298 43.832 42.148
-11.400 -20.450 -0.161 -20.500 -0.129 -20.699 -0.072 -20.745 -0.083 8.280 0.305 4.517 0.302 43.834 42.141
-11.000 -20.453 -0.166 -20.505 -0.133 -20.708 -0.073 -20.754 -0.083 8.234 0.302 4.579 0.305 43.837 42.135
-10.600 -20.455 -0.171 -20.510 -0.137 -20.717 -0.073 -20.764 -0.083 8.190 0.299 4.640 0.309 43.839 42.128
-10.200 -20.458 -0.176 -20.514 -0.141 -20.725 -0.074 -20.772 -0.083 8.149 0.297 4.699 0.312 43.841 42.121
-9.800 -20.460 -0.181 -20.518 -0.145 -20.732 -0.074 -20.780 -0.084 8.109 0.294 4.756 0.316 43.843 42.115
-9.400 -20.461 -0.186 -20.522 -0.149 -20.739 -0.075 -20.788 -0.084 8.072 0.292 4.811 0.319 43.845 42.108
-9.000 -20.463 -0.190 -20.525 -0.153 -20.746 -0.075 -20.795 -0.084 8.036 0.289 4.864 0.322 43.847 42.102
-8.600 -20.464 -0.195 -20.528 -0.156 -20.752 -0.076 -20.801 -0.084 8.001 0.287 4.915 0.326 43.848 42.096
-8.200 -20.464 -0.199 -20.530 -0.160 -20.757 -0.076 -20.807 -0.084 7.968 0.286 4.964 0.329 43.850 42.089
-7.800 -20.465 -0.204 -20.532 -0.163 -20.762 -0.076 -20.813 -0.085 7.936 0.284 5.011 0.332 43.851 42.083
