"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
19.000 -21.031 -0.059 -21.033 -0.058 -21.099 -0.057 -21.148 -0.050 -21.153 -0.041 -21.151 -0.040 -21.144 -0.050 -21.042 -0.154 9.795 0.078 4.220 0.054 44.067 41.908
19.400 -21.017 -0.059 -21.019 -0.059 -21.087 -0.057 -21.138 -0.049 -21.145 -0.041 -21.144 -0.040 -21.137 -0.051 -21.038 -0.154 9.745 0.078 4.237 0.055 44.062 41.898
19.800 -21.003 -0.059 -21.005 -0.059 -21.075 -0.056 -21.129 -0.048 -21.137 -0.040 -21.136 -0.040 -21.131 -0.051 -21.033 -0.154 9.655 0.077 4.282 0.055 44.055 41.877
20.200 -20.988 -0.059 -20.990 -0.059 -21.062 -0.056 -21.120 -0.047 -21.129 -0.040 -21.129 -0.040 -21.124 -0.051 -21.028 -0.153 9.584 0.076 4.314 0.056 44.049 41.862
20.600 -20.974 -0.060 -20.976 -0.059 -21.050 -0.056 -21.110 -0.046 -21.121 -0.039 -21.121 -0.040 -21.117 -0.051 -21.023 -0.153 9.514 0.076 4.347 0.057 44.043 41.848
21.000 -20.959 -0.060 -20.961 -0.059 -21.037 -0.055 -21.100 -0.045 -21.113 -0.039 -21.114 -0.040 -21.110 -0.051 -21.018 -0.152 9.443 0.075 4.382 0.058 44.036 41.834
21.400 -20.944 -0.060 -20.946 -0.060 -21.024 -0.055 -21.091 -0.044 -21.104 -0.038 -21.106 -0.040 -21.103 -0.051 -21.013 -0.152 9.372 0.075 4.417 0.059 44.030 41.820
21.800 -20.928 -0.060 -20.931 -0.060 -21.011 -0.055 -21.081 -0.043 -21.096 -0.038 -21.098 -0.040 -21.096 -0.051 -21.008 -0.151 9.300 0.075 4.453 0.060 44.024 41.808
22.200 -20.913 -0.060 -20.915 -0.060 -20.997 -0.054 -21.071 -0.042 -21.087 -0.038 -21.091 -0.039 -21.089 -0.051 -21.003 -0.151 9.229 0.075 4.490 0.062 44.018 41.795
22.600 -20.897 -0.061 -20.900 -0.060 -20.984 -0.054 -21.061 -0.041 -21.079 -0.037 -21.083 -0.039 -21.082 -0.052 -20.998 -0.150 9.158 0.076 4.527 0.064 44.012 41.783
23.000 -20.881 -0.061 -20.884 -0.061 -20.970 -0.054 -21.050 -0.040 -21.070 -0.037 -21.075 -0.039 -21.075 -0.052 -20.992 -0.150 9.086 0.076 4.566 0.065 44.005 41.771
23.400 -20.865 -0.061 -20.868 -0.061 -20.956 -0.053 -21.040 -0.039 -21.061 -0.036 -21.067 -0.039 -21.068 -0.052 -20.987 -0.149 9.015 0.076 4.606 0.067 43.999 41.760
23.800 -20.849 -0.062 -20.851 -0.061 -20.942 -0.053 -21.029 -0.038 -21.053 -0.036 -21.058 -0.039 -21.060 -0.052 -20.981 -0.149 8.944 0.077 4.646 0.069 43.993 41.748
24.200 -20.832 -0.062 -20.835 -0.061 -20.927 -0.053 -21.019 -0.037 -21.044 -0.036 -21.050 -0.039 -21.053 -0.052 -20.975 -0.148 8.873 0.078 4.687 0.072 43.987 41.737
24.600 -20.816 -0.062 -20.818 -0.062 -20.913 -0.053 -21.008 -0.036 -21.035 -0.035 -21.042 -0.039 -21.045 -0.052 -20.970 -0.147 8.803 0.078 4.729 0.074 43.981 41.726
25.000 -20.799 -0.063 -20.801 -0.062 -20.898 -0.053 -20.997 -0.034 -21.026 -0.035 -21.033 -0.039 -21.038 -0.053 -20.964 -0.147 8.733 0.079 4.771 0.077 43.975 41.715
25.400 -20.781 -0.063 -20.784 -0.063 -20.883 -0.053 -20.986 -0.033 -21.016 -0.035 -21.025 -0.040 -21.030 -0.053 -20.958 -0.146 8.687 0.081 4.792 0.080 43.969 41.713
25.800 -20.764 -0.063 -20.767 -0.063 -20.868 -0.053 -20.975 -0.033 -21.007 -0.035 -21.016 -0.040 -21.022 -0.053 -20.952 -0.145 8.596 0.081 4.858 0.082 43.963 41.693
26.200 -20.747 -0.064 -20.749 -0.063 -20.853 -0.053 -20.964 -0.032 -20.998 -0.035 -21.008 -0.040 -21.014 -0.053 -20.945 -0.145 8.528 0.082 4.902 0.085 43.957 41.683
26.600 -20.729 -0.064 -20.732 -0.064 -20.838 -0.053 -20.953 -0.031 -20.988 -0.034 -20.999 -0.040 -21.006 -0.054 -20.939 -0.144 8.460 0.084 4.947 0.089 43.951 41.672
27.000 -20.711 -0.065 -20.714 -0.064 -20.822 -0.053 -20.941 -0.031 -20.979 -0.035 -20.990 -0.040 -20.998 -0.054 -20.933 -0.143 8.394 0.085 4.991 0.092 43.945 41.662
27.400 -20.693 -0.065 -20.696 -0.065 -20.807 -0.053 -20.930 -0.030 -20.969 -0.035 -20.981 -0.040 -20.990 -0.054 -20.926 -0.142 8.328 0.086 5.037 0.096 43.939 41.653
27.800 -20.675 -0.065 -20.678 -0.065 -20.791 -0.053 -20.918 -0.030 -20.959 -0.035 -20.972 -0.041 -20.982 -0.054 -20.920 -0.141 8.263 0.088 5.082 0.100 43.933 41.644
28.200 -20.657 -0.066 -20.660 -0.065 -20.775 -0.053 -20.906 -0.030 -20.949 -0.035 -20.963 -0.041 -20.973 -0.054 -20.913 -0.141 8.199 0.089 5.128 0.104 43.928 41.636
28.600 -20.638 -0.066 -20.641 -0.066 -20.759 -0.054 -20.894 -0.031 -20.939 -0.035 -20.953 -0.041 -20.965 -0.055 -20.906 -0.140 8.136 0.090 5.174 0.108 43.922 41.630
29.000 -20.620 -0.067 -20.623 -0.066 -20.743 -0.054 -20.883 -0.031 -20.929 -0.036 -20.944 -0.042 -20.957 -0.055 -20.899 -0.139 8.074 0.092 5.220 0.112 43.916 41.625
29.400 -20.601 -0.067 -20.604 -0.067 -20.727 -0.054 -20.870 -0.032 -20.919 -0.036 -20.934 -0.042 -20.948 -0.055 -20.892 -0.138 8.012 0.093 5.266 0.117 43.911 41.622
29.800 -20.582 -0.068 -20.585 -0.067 -20.710 -0.055 -20.858 -0.033 -20.909 -0.037 -20.925 -0.042 -20.939 -0.055 -20.885 -0.137 7.952 0.095 5.312 0.121 43.905 41.621
30.200 -20.563 -0.068 -20.566 -0.067 -20.694 -0.055 -20.846 -0.034 -20.898 -0.037 -20.915 -0.043 -20.930 -0.055 -20.878 -0.136 7.893 0.096 5.358 0.126 43.900 41.621
30.600 -20.544 -0.068 -20.547 -0.068 -20.677 -0.055 -20.834 -0.035 -20.888 -0.038 -20.905 -0.043 -20.922 -0.055 -20.871 -0.135 7.835 0.098 5.404 0.131 43.894 41.624
31.000 -20.525 -0.069 -20.528 -0.068 -20.660 -0.056 -20.821 -0.036 -20.877 -0.038 -20.896 -0.043 -20.913 -0.056 -20.863 -0.134 7.777 0.099 5.450 0.136 43.889 41.628
31.400 -20.505 -0.069 -20.509 -0.068 -20.643 -0.056 -20.809 -0.037 -20.867 -0.039 -20.886 -0.044 -20.904 -0.056 -20.856 -0.133 7.721 0.101 5.495 0.141 43.884 41.634
31.800 -20.486 -0.069 -20.490 -0.069 -20.626 -0.057 -20.796 -0.038 -20.856 -0.040 -20.876 -0.044 -20.895 -0.056 -20.848 -0.131 7.683 0.103 5.516 0.146 43.878 41.644
32.200 -20.467 -0.069 -20.470 -0.069 -20.609 -0.057 -20.783 -0.040 -20.845 -0.040 -20.866 -0.044 -20.885 -0.056 -20.841 -0.130 7.612 0.103 5.586 0.152 43.873 41.651
32.600 -20.447 -0.069 -20.451 -0.069 -20.592 -0.058 -20.771 -0.041 -20.834 -0.041 -20.855 -0.045 -20.876 -0.056 -20.833 -0.129 7.574 0.105 5.607 0.157 43.868 41.663
33.000 -20.427 -0.070 -20.431 -0.069 -20.575 -0.058 -20.758 -0.042 -20.823 -0.042 -20.845 -0.045 -20.867 -0.056 -20.825 -0.128 7.506 0.106 5.675 0.163 43.862 41.673
33.400 -20.408 -0.070 -20.411 -0.069 -20.558 -0.058 -20.745 -0.043 -20.812 -0.042 -20.835 -0.045 -20.857 -0.056 -20.817 -0.126 7.455 0.108 5.719 0.168 43.857 41.686
33.800 -20.388 -0.070 -20.392 -0.069 -20.540 -0.059 -20.732 -0.044 -20.801 -0.043 -20.824 -0.046 -20.848 -0.056 -20.809 -0.125 7.405 0.109 5.762 0.174 43.852 41.699
34.200 -20.368 -0.070 -20.372 -0.069 -20.523 -0.059 -20.718 -0.045 -20.789 -0.043 -20.814 -0.046 -20.838 -0.056 -20.801 -0.124 7.356 0.110 5.805 0.180 43.847 41.713
34.600 -20.348 -0.070 -20.352 -0.069 -20.506 -0.059 -20.705 -0.046 -20.778 -0.044 -20.803 -0.046 -20.828 -0.056 -20.793 -0.122 7.308 0.111 5.848 0.185 43.842 41.727
35.000 -20.328 -0.070 -20.332 -0.069 -20.488 -0.060 -20.692 -0.047 -20.767 -0.044 -20.792 -0.046 -20.818 -0.055 -20.784 -0.121 7.261 0.113 5.890 0.191 43.837 41.741
35.400 -20.308 -0.070 -20.312 -0.069 -20.470 -0.060 -20.678 -0.048 -20.755 -0.044 -20.781 -0.046 -20.808 -0.055 -20.776 -0.119 7.215 0.114 5.931 0.197 43.832 41.755
35.800 -20.288 -0.069 -20.292 -0.069 -20.453 -0.060 -20.665 -0.048 -20.743 -0.045 -20.770 -0.046 -20.798 -0.055 -20.767 -0.118 7.170 0.115 5.971 0.203 43.827 41.769
36.200 -20.268 -0.069 -20.272 -0.069 -20.435 -0.060 -20.651 -0.049 -20.731 -0.045 -20.759 -0.046 -20.788 -0.055 -20.758 -0.116 7.126 0.116 6.011 0.208 43.822 41.783
36.600 -20.248 -0.069 -20.252 -0.069 -20.417 -0.061 -20.638 -0.050 -20.720 -0.045 -20.748 -0.046 -20.778 -0.054 -20.750 -0.115 7.083 0.117 6.050 0.214 43.817 41.797
37.000 -20.228 -0.069 -20.232 -0.068 -20.400 -0.061 -20.624 -0.050 -20.708 -0.045 -20.737 -0.046 -20.767 -0.054 -20.741 -0.113 7.041 0.118 6.088 0.220 43.812 41.810
37.400 -20.208 -0.068 -20.212 -0.068 -20.382 -0.061 -20.610 -0.051 -20.695 -0.045 -20.725 -0.046 -20.757 -0.054 -20.732 -0.111 7.000 0.119 6.124 0.225 43.807 41.823
37.800 -20.188 -0.068 -20.192 -0.068 -20.364 -0.061 -20.596 -0.051 -20.683 -0.045 -20.714 -0.046 -20.746 -0.054 -20.722 -0.110 6.970 0.120 6.141 0.230 43.802 41.834
38.200 -20.167 -0.068 -20.172 -0.067 -20.346 -0.061 -20.582 -0.051 -20.671 -0.045 -20.702 -0.046 -20.735 -0.053 -20.713 -0.108 6.921 0.121 6.194 0.236 43.798 41.848
38.600 -20.147 -0.067 -20.152 -0.067 -20.328 -0.061 -20.568 -0.052 -20.659 -0.045 -20.691 -0.046 -20.724 -0.053 -20.704 -0.106 6.883 0.121 6.228 0.242 43.793 41.859
39.000 -20.127 -0.067 -20.132 -0.066 -20.310 -0.060 -20.554 -0.052 -20.646 -0.045 -20.679 -0.045 -20.713 -0.052 -20.694 -0.104 6.847 0.122 6.259 0.247 43.788 41.870
39.400 -20.107 -0.066 -20.111 -0.066 -20.292 -0.060 -20.540 -0.052 -20.634 -0.045 -20.667 -0.045 -20.702 -0.052 -20.685 -0.102 6.811 0.123 6.290 0.252 43.783 41.881
39.800 -20.087 -0.065 -20.091 -0.065 -20.275 -0.060 -20.526 -0.052 -20.621 -0.045 -20.655 -0.045 -20.691 -0.051 -20.675 -0.100 6.777 0.124 6.319 0.257 43.778 41.891
40.200 -20.067 -0.065 -20.071 -0.064 -20.257 -0.060 -20.511 -0.052 -20.608 -0.045 -20.643 -0.045 -20.680 -0.051 -20.665 -0.099 6.743 0.124 6.346 0.262 43.773 41.901
40.600 -20.047 -0.064 -20.051 -0.064 -20.239 -0.060 -20.497 -0.052 -20.595 -0.045 -20.630 -0.044 -20.668 -0.051 -20.655 -0.097 6.711 0.125 6.372 0.267 43.768 41.910
41.000 -20.027 -0.064 -20.032 -0.063 -20.221 -0.059 -20.483 -0.052 -20.582 -0.044 -20.618 -0.044 -20.657 -0.050 -20.645 -0.095 6.679 0.125 6.396 0.272 43.763 41.919
41.400 -20.007 -0.063 -20.012 -0.062 -20.203 -0.059 -20.468 -0.052 -20.569 -0.044 -20.606 -0.044 -20.645 -0.050 -20.635 -0.093 6.649 0.126 6.418 0.277 43.759 41.928
41.800 -19.987 -0.062 -19.992 -0.062 -20.185 -0.059 -20.454 -0.052 -20.556 -0.044 -20.593 -0.043 -20.633 -0.049 -20.625 -0.091 6.619 0.127 6.439 0.282 43.754 41.936
42.200 -19.968 -0.061 -19.972 -0.061 -20.168 -0.058 -20.440 -0.052 -20.543 -0.044 -20.580 -0.043 -20.622 -0.049 -20.614 -0.089 6.591 0.127 6.458 0.286 43.749 41.944
42.600 -19.948 -0.061 -19.953 -0.060 -20.150 -0.058 -20.425 -0.052 -20.530 -0.043 -20.568 -0.042 -20.610 -0.048 -20.604 -0.087 6.564 0.128 6.475 0.291 43.744 41.951
43.000 -19.928 -0.060 -19.933 -0.059 -20.132 -0.058 -20.410 -0.052 -20.517 -0.043 -20.555 -0.042 -20.598 -0.048 -20.593 -0.085 6.537 0.129 6.490 0.295 43.739 41.958
43.400 -19.909 -0.059 -19.913 -0.059 -20.115 -0.057 -20.396 -0.051 -20.503 -0.043 -20.542 -0.042 -20.585 -0.048 -20.583 -0.083 6.512 0.129 6.503 0.299 43.734 41.965
43.800 -19.889 -0.058 -19.894 -0.058 -20.097 -0.057 -20.381 -0.051 -20.490 -0.042 -20.529 -0.041 -20.573 -0.047 -20.572 -0.081 6.488 0.130 6.514 0.303 43.729 41.972
44.200 -19.870 -0.057 -19.875 -0.057 -20.080 -0.056 -20.367 -0.051 -20.477 -0.042 -20.516 -0.041 -20.561 -0.047 -20.561 -0.079 6.465 0.130 6.522 0.308 43.724 41.978
44.600 -19.851 -0.057 -19.856 -0.056 -20.062 -0.056 -20.352 -0.051 -20.463 -0.041 -20.503 -0.041 -20.548 -0.047 -20.550 -0.077 6.443 0.131 6.529 0.311 43.719 41.983
45.000 -19.831 -0.056 -19.836 -0.056 -20.045 -0.056 -20.337 -0.050 -20.450 -0.041 -20.490 -0.040 -20.536 -0.047 -20.539 -0.075 6.422 0.132 6.533 0.315 43.714 41.989
45.400 -19.812 -0.055 -19.817 -0.055 -20.027 -0.056 -20.323 -0.050 -20.436 -0.041 -20.477 -0.040 -20.523 -0.046 -20.528 -0.073 6.402 0.132 6.535 0.319 43.709 41.994
45.800 -19.793 -0.054 -19.798 -0.054 -20.010 -0.055 -20.308 -0.050 -20.423 -0.040 -20.464 -0.040 -20.511 -0.046 -20.517 -0.071 6.383 0.133 6.535 0.322 43.703 41.999
46.200 -19.775 -0.054 -19.780 -0.053 -19.993 -0.055 -20.293 -0.050 -20.409 -0.040 -20.451 -0.040 -20.498 -0.046 -20.505 -0.069 6.365 0.134 6.532 0.326 43.698 42.003
46.600 -19.756 -0.053 -19.761 -0.053 -19.975 -0.055 -20.279 -0.050 -20.395 -0.040 -20.438 -0.040 -20.485 -0.046 -20.494 -0.068 6.348 0.134 6.528 0.329 43.693 42.007
47.000 -19.737 -0.053 -19.742 -0.052 -19.958 -0.055 -20.264 -0.050 -20.382 -0.040 -20.424 -0.040 -20.472 -0.046 -20.483 -0.066 6.332 0.135 6.521 0.332 43.688 42.011
47.400 -19.719 -0.052 -19.724 -0.052 -19.941 -0.055 -20.249 -0.050 -20.368 -0.040 -20.411 -0.040 -20.459 -0.047 -20.471 -0.065 6.316 0.135 6.512 0.334 43.682 42.014
47.800 -19.700 -0.052 -19.705 -0.052 -19.924 -0.055 -20.234 -0.050 -20.354 -0.040 -20.397 -0.040 -20.446 -0.047 -20.459 -0.063 6.302 0.136 6.501 0.337 43.677 42.016
48.200 -19.682 -0.052 -19.687 -0.051 -19.907 -0.055 -20.220 -0.050 -20.340 -0.040 -20.384 -0.040 -20.433 -0.047 -20.447 -0.062 6.288 0.136 6.489 0.339 43.671 42.019
48.600 -19.664 -0.051 -19.669 -0.051 -19.890 -0.055 -20.205 -0.050 -20.326 -0.040 -20.370 -0.040 -20.420 -0.048 -20.436 -0.061 6.275 0.137 6.475 0.341 43.666 42.020
49.000 -19.646 -0.051 -19.651 -0.051 -19.874 -0.055 -20.190 -0.050 -20.312 -0.040 -20.356 -0.041 -20.407 -0.048 -20.424 -0.060 6.263 0.137 6.459 0.342 43.660 42.021
49.400 -19.628 -0.051 -19.633 -0.051 -19.857 -0.055 -20.175 -0.050 -20.298 -0.040 -20.343 -0.041 -20.393 -0.049 -20.412 -0.060 6.251 0.137 6.442 0.344 43.655 42.022
49.800 -19.610 -0.052 -19.615 -0.051 -19.840 -0.056 -20.160 -0.051 -20.284 -0.041 -20.329 -0.042 -20.380 -0.049 -20.400 -0.059 6.240 0.138 6.424 0.344 43.649 42.022
50.200 -19.592 -0.052 -19.597 -0.052 -19.824 -0.056 -20.145 -0.051 -20.270 -0.042 -20.315 -0.043 -20.367 -0.050 -20.387 -0.059 6.229 0.138 6.406 0.345 43.644 42.021
50.600 -19.574 -0.053 -19.580 -0.052 -19.807 -0.057 -20.130 -0.051 -20.256 -0.042 -20.301 -0.044 -20.353 -0.051 -20.375 -0.059 6.218 0.138 6.387 0.345 43.638 42.020
51.000 -19.557 -0.053 -19.562 -0.053 -19.790 -0.057 -20.115 -0.052 -20.242 -0.043 -20.287 -0.045 -20.340 -0.051 -20.363 -0.059 6.208 0.138 6.367 0.345 43.632 42.018
51.400 -19.539 -0.054 -19.544 -0.054 -19.774 -0.058 -20.100 -0.053 -20.227 -0.044 -20.273 -0.046 -20.326 -0.052 -20.350 -0.059 6.197 0.138 6.347 0.345 43.627 42.016
51.800 -19.522 -0.055 -19.527 -0.055 -19.758 -0.058 -20.085 -0.054 -20.213 -0.046 -20.259 -0.047 -20.312 -0.053 -20.338 -0.060 6.187 0.137 6.327 0.344 43.621 42.013
52.200 -19.504 -0.056 -19.510 -0.056 -19.741 -0.059 -20.070 -0.054 -20.198 -0.047 -20.245 -0.048 -20.299 -0.054 -20.325 -0.060 6.177 0.137 6.307 0.343 43.616 42.011
52.600 -19.487 -0.058 -19.493 -0.057 -19.725 -0.060 -20.055 -0.055 -20.184 -0.048 -20.231 -0.049 -20.285 -0.055 -20.313 -0.061 6.168 0.137 6.287 0.342 43.610 42.007
53.000 -19.470 -0.059 -19.475 -0.058 -19.709 -0.061 -20.040 -0.056 -20.169 -0.049 -20.217 -0.050 -20.271 -0.056 -20.300 -0.062 6.158 0.136 6.266 0.341 43.605 42.004
53.400 -19.453 -0.060 -19.458 -0.060 -19.693 -0.062 -20.025 -0.057 -20.155 -0.051 -20.202 -0.052 -20.257 -0.057 -20.287 -0.063 6.149 0.136 6.245 0.340 43.599 42.000
53.800 -19.436 -0.061 -19.441 -0.061 -19.676 -0.063 -20.010 -0.058 -20.140 -0.052 -20.188 -0.053 -20.243 -0.059 -20.274 -0.064 6.139 0.135 6.224 0.339 43.593 41.996
54.200 -19.419 -0.063 -19.424 -0.062 -19.660 -0.064 -19.995 -0.059 -20.125 -0.053 -20.173 -0.054 -20.229 -0.060 -20.262 -0.065 6.130 0.135 6.202 0.337 43.588 41.992
54.600 -19.402 -0.064 -19.407 -0.064 -19.644 -0.065 -19.980 -0.060 -20.111 -0.055 -20.159 -0.056 -20.215 -0.061 -20.248 -0.066 6.122 0.134 6.180 0.336 43.582 41.988
55.000 -19.385 -0.065 -19.391 -0.065 -19.628 -0.066 -19.965 -0.061 -20.096 -0.056 -20.144 -0.057 -20.201 -0.062 -20.235 -0.067 6.113 0.134 6.157 0.334 43.577 41.983
55.400 -19.368 -0.067 -19.374 -0.067 -19.612 -0.067 -19.949 -0.062 -20.081 -0.057 -20.130 -0.058 -20.186 -0.063 -20.222 -0.068 6.105 0.133 6.135 0.333 43.571 41.978
55.800 -19.351 -0.068 -19.357 -0.068 -19.596 -0.068 -19.934 -0.063 -20.066 -0.059 -20.115 -0.060 -20.172 -0.064 -20.209 -0.069 6.097 0.133 6.111 0.331 43.566 41.974
56.200 -19.335 -0.069 -19.340 -0.069 -19.580 -0.069 -19.919 -0.064 -20.052 -0.060 -20.101 -0.061 -20.158 -0.065 -20.195 -0.070 6.089 0.132 6.088 0.329 43.560 41.969
56.600 -19.318 -0.071 -19.324 -0.071 -19.564 -0.070 -19.904 -0.065 -20.037 -0.061 -20.086 -0.062 -20.143 -0.066 -20.182 -0.071 6.082 0.132 6.063 0.327 43.554 41.964
57.000 -19.301 -0.072 -19.307 -0.072 -19.548 -0.071 -19.888 -0.066 -20.022 -0.062 -20.071 -0.063 -20.129 -0.067 -20.168 -0.072 6.074 0.131 6.038 0.326 43.549 41.959
57.400 -19.285 -0.073 -19.290 -0.073 -19.532 -0.072 -19.873 -0.067 -20.007 -0.063 -20.056 -0.064 -20.114 -0.068 -20.155 -0.073 6.067 0.131 6.013 0.324 43.543 41.954
57.800 -19.268 -0.074 -19.274 -0.074 -19.516 -0.072 -19.858 -0.068 -19.992 -0.065 -20.041 -0.065 -20.100 -0.069 -20.141 -0.074 6.060 0.131 5.987 0.322 43.537 41.949
58.200 -19.251 -0.076 -19.257 -0.075 -19.500 -0.073 -19.842 -0.069 -19.977 -0.066 -20.027 -0.066 -20.085 -0.070 -20.127 -0.075 6.054 0.130 5.961 0.320 43.532 41.944
58.600 -19.235 -0.077 -19.240 -0.076 -19.484 -0.074 -19.827 -0.070 -19.962 -0.066 -20.012 -0.067 -20.070 -0.071 -20.113 -0.076 6.047 0.130 5.934 0.319 43.526 41.939
59.000 -19.218 -0.078 -19.224 -0.078 -19.468 -0.075 -19.812 -0.070 -19.947 -0.067 -19.997 -0.068 -20.055 -0.071 -20.099 -0.077 6.041 0.129 5.907 0.317 43.520 41.933
59.400 -19.201 -0.079 -19.207 -0.079 -19.452 -0.076 -19.796 -0.071 -19.931 -0.068 -19.982 -0.069 -20.040 -0.072 -20.085 -0.078 6.035 0.129 5.879 0.315 43.514 41.928
59.800 -19.185 -0.080 -19.191 -0.079 -19.435 -0.076 -19.781 -0.072 -19.916 -0.069 -19.966 -0.070 -20.025 -0.073 -20.071 -0.079 6.030 0.129 5.851 0.313 43.509 41.923
60.200 -19.168 -0.081 -19.174 -0.080 -19.419 -0.077 -19.765 -0.073 -19.901 -0.070 -19.951 -0.070 -20.010 -0.073 -20.057 -0.080 6.024 0.128 5.822 0.312 43.503 41.917
60.600 -19.152 -0.081 -19.157 -0.081 -19.403 -0.078 -19.750 -0.073 -19.886 -0.070 -19.936 -0.071 -19.995 -0.074 -20.042 -0.080 6.019 0.128 5.793 0.310 43.497 41.912
61.000 -19.135 -0.082 -19.141 -0.082 -19.387 -0.078 -19.734 -0.074 -19.870 -0.071 -19.921 -0.072 -19.980 -0.075 -20.028 -0.081 6.014 0.128 5.764 0.308 43.491 41.906
61.400 -19.118 -0.083 -19.124 -0.083 -19.371 -0.079 -19.718 -0.074 -19.855 -0.071 -19.905 -0.072 -19.965 -0.075 -20.013 -0.081 6.009 0.128 5.734 0.306 43.485 41.901
61.800 -19.102 -0.084 -19.108 -0.083 -19.355 -0.079 -19.703 -0.075 -19.839 -0.072 -19.890 -0.072 -19.950 -0.075 -19.998 -0.082 6.005 0.127 5.703 0.304 43.479 41.895
62.200 -19.085 -0.084 -19.091 -0.084 -19.339 -0.080 -19.687 -0.075 -19.824 -0.072 -19.875 -0.073 -19.934 -0.076 -19.984 -0.082 6.000 0.127 5.673 0.303 43.473 41.890
62.600 -19.069 -0.085 -19.074 -0.084 -19.322 -0.080 -19.671 -0.075 -19.808 -0.072 -19.859 -0.073 -19.919 -0.076 -19.969 -0.083 5.996 0.127 5.641 0.301 43.467 41.884
63.000 -19.052 -0.085 -19.058 -0.085 -19.306 -0.080 -19.655 -0.075 -19.793 -0.073 -19.843 -0.073 -19.903 -0.076 -19.954 -0.083 5.992 0.127 5.610 0.299 43.461 41.878
63.400 -19.035 -0.086 -19.041 -0.085 -19.290 -0.081 -19.639 -0.076 -19.777 -0.073 -19.828 -0.074 -19.888 -0.077 -19.939 -0.084 5.988 0.127 5.578 0.297 43.455 41.873
63.800 -19.018 -0.086 -19.024 -0.086 -19.273 -0.081 -19.623 -0.076 -19.761 -0.073 -19.812 -0.074 -19.872 -0.077 -19.924 -0.084 5.984 0.126 5.546 0.295 43.449 41.867
64.200 -19.002 -0.086 -19.008 -0.086 -19.257 -0.081 -19.607 -0.076 -19.745 -0.073 -19.796 -0.074 -19.856 -0.077 -19.908 -0.084 5.981 0.126 5.513 0.294 43.443 41.861
64.600 -18.985 -0.086 -18.991 -0.086 -19.240 -0.081 -19.591 -0.076 -19.729 -0.073 -19.780 -0.074 -19.840 -0.077 -19.893 -0.084 5.977 0.126 5.480 0.292 43.436 41.855
65.000 -18.968 -0.087 -18.974 -0.086 -19.224 -0.081 -19.575 -0.076 -19.713 -0.073 -19.764 -0.074 -19.824 -0.077 -19.877 -0.084 5.974 0.126 5.447 0.290 43.430 41.849
65.400 -18.951 -0.087 -18.957 -0.086 -19.207 -0.081 -19.559 -0.076 -19.697 -0.073 -19.748 -0.074 -19.808 -0.077 -19.862 -0.084 5.971 0.126 5.413 0.288 43.424 41.842
65.800 -18.935 -0.087 -18.941 -0.087 -19.190 -0.081 -19.542 -0.076 -19.681 -0.073 -19.732 -0.074 -19.792 -0.077 -19.846 -0.085 5.968 0.125 5.379 0.286 43.418 41.836
66.200 -18.918 -0.087 -18.924 -0.087 -19.174 -0.081 -19.526 -0.076 -19.665 -0.073 -19.716 -0.074 -19.775 -0.077 -19.831 -0.085 5.966 0.125 5.345 0.283 43.411 41.829
66.600 -18.901 -0.087 -18.907 -0.087 -19.157 -0.081 -19.510 -0.076 -19.648 -0.073 -19.699 -0.074 -19.759 -0.077 -19.815 -0.084 5.963 0.125 5.310 0.281 43.405 41.822
67.000 -18.884 -0.087 -18.890 -0.087 -19.140 -0.081 -19.493 -0.076 -19.632 -0.073 -19.683 -0.073 -19.742 -0.076 -19.799 -0.084 5.961 0.125 5.275 0.279 43.399 41.815
67.400 -18.867 -0.087 -18.873 -0.086 -19.123 -0.081 -19.476 -0.075 -19.615 -0.072 -19.666 -0.073 -19.726 -0.076 -19.783 -0.084 5.958 0.124 5.240 0.276 43.392 41.808
67.800 -18.850 -0.087 -18.856 -0.086 -19.106 -0.081 -19.459 -0.075 -19.598 -0.072 -19.649 -0.073 -19.709 -0.076 -19.767 -0.084 5.956 0.124 5.205 0.274 43.386 41.800
68.200 -18.833 -0.087 -18.839 -0.086 -19.089 -0.081 -19.442 -0.075 -19.582 -0.072 -19.633 -0.072 -19.692 -0.076 -19.751 -0.084 5.954 0.123 5.169 0.271 43.379 41.792
68.600 -18.816 -0.086 -18.822 -0.086 -19.072 -0.081 -19.425 -0.075 -19.565 -0.071 -19.616 -0.072 -19.675 -0.075 -19.734 -0.084 5.953 0.123 5.133 0.268 43.372 41.784
69.000 -18.799 -0.086 -18.805 -0.086 -19.054 -0.081 -19.408 -0.074 -19.547 -0.071 -19.599 -0.072 -19.658 -0.075 -19.718 -0.084 5.951 0.122 5.096 0.265 43.366 41.776
69.400 -18.782 -0.086 -18.788 -0.086 -19.037 -0.080 -19.391 -0.074 -19.530 -0.071 -19.581 -0.071 -19.641 -0.075 -19.702 -0.084 5.950 0.122 5.059 0.262 43.359 41.767
