"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4671.78 g-4671.78_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6141.12 r-6141.12_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-27.400 -22.081 -0.046 -22.082 -0.045 -22.083 -0.044 -22.085 -0.042 -22.058 -0.044 -22.057 -0.044 -22.042 -0.045 -22.021 -0.047 -21.912 -0.067 -21.879 -0.075 14.221 0.072 3.723 0.026 44.606 42.402
-27.000 -22.083 -0.045 -22.084 -0.044 -22.085 -0.043 -22.087 -0.041 -22.060 -0.044 -22.059 -0.044 -22.044 -0.045 -22.023 -0.047 -21.915 -0.066 -21.882 -0.075 14.216 0.068 3.728 0.025 44.607 42.381
-26.600 -22.085 -0.044 -22.086 -0.043 -22.087 -0.042 -22.089 -0.040 -22.062 -0.043 -22.060 -0.043 -22.046 -0.044 -22.025 -0.046 -21.918 -0.065 -21.885 -0.074 14.212 0.065 3.733 0.024 44.608 42.359
-26.200 -22.086 -0.043 -22.088 -0.042 -22.089 -0.041 -22.091 -0.040 -22.063 -0.042 -22.062 -0.042 -22.048 -0.043 -22.027 -0.045 -21.921 -0.065 -21.888 -0.073 14.207 0.062 3.738 0.023 44.608 42.338
-25.800 -22.088 -0.042 -22.090 -0.041 -22.090 -0.040 -22.092 -0.039 -22.064 -0.042 -22.063 -0.042 -22.049 -0.043 -22.029 -0.045 -21.923 -0.064 -21.891 -0.073 14.201 0.059 3.743 0.022 44.609 42.318
-25.400 -22.090 -0.041 -22.091 -0.040 -22.092 -0.039 -22.093 -0.038 -22.066 -0.041 -22.065 -0.041 -22.051 -0.042 -22.030 -0.044 -21.926 -0.064 -21.894 -0.072 14.195 0.057 3.748 0.021 44.609 42.300
-25.000 -22.091 -0.040 -22.092 -0.039 -22.093 -0.038 -22.095 -0.037 -22.067 -0.040 -22.066 -0.040 -22.052 -0.041 -22.032 -0.043 -21.928 -0.063 -21.896 -0.072 14.188 0.055 3.753 0.021 44.609 42.283
-24.600 -22.092 -0.039 -22.094 -0.038 -22.094 -0.037 -22.096 -0.036 -22.068 -0.040 -22.067 -0.040 -22.053 -0.041 -22.033 -0.043 -21.931 -0.063 -21.899 -0.071 14.180 0.053 3.758 0.020 44.609 42.269
-24.200 -22.093 -0.038 -22.095 -0.037 -22.095 -0.037 -22.097 -0.036 -22.069 -0.039 -22.068 -0.039 -22.054 -0.040 -22.034 -0.042 -21.933 -0.062 -21.902 -0.071 14.173 0.052 3.763 0.020 44.610 42.257
-23.800 -22.094 -0.038 -22.096 -0.036 -22.096 -0.036 -22.097 -0.035 -22.070 -0.038 -22.069 -0.038 -22.055 -0.039 -22.036 -0.042 -21.935 -0.062 -21.904 -0.070 14.164 0.051 3.768 0.019 44.610 42.249
-23.400 -22.095 -0.037 -22.097 -0.036 -22.097 -0.035 -22.098 -0.034 -22.071 -0.038 -22.070 -0.038 -22.056 -0.039 -22.037 -0.041 -21.937 -0.061 -21.906 -0.070 14.156 0.051 3.773 0.019 44.610 42.243
-23.000 -22.096 -0.036 -22.097 -0.035 -22.098 -0.034 -22.099 -0.034 -22.071 -0.037 -22.070 -0.037 -22.057 -0.038 -22.038 -0.040 -21.939 -0.061 -21.909 -0.069 14.147 0.050 3.778 0.019 44.610 42.241
-22.600 -22.097 -0.036 -22.098 -0.034 -22.099 -0.034 -22.099 -0.033 -22.072 -0.036 -22.071 -0.036 -22.058 -0.038 -22.039 -0.040 -21.941 -0.060 -21.911 -0.069 14.138 0.051 3.783 0.019 44.610 42.242
-22.200 -22.097 -0.035 -22.099 -0.034 -22.099 -0.033 -22.100 -0.032 -22.073 -0.036 -22.072 -0.036 -22.058 -0.037 -22.040 -0.039 -21.943 -0.060 -21.913 -0.069 14.128 0.051 3.787 0.020 44.610 42.245
-21.800 -22.098 -0.034 -22.099 -0.033 -22.100 -0.033 -22.100 -0.032 -22.073 -0.035 -22.072 -0.035 -22.059 -0.036 -22.040 -0.039 -21.945 -0.059 -21.915 -0.068 14.119 0.052 3.792 0.020 44.610 42.251
-21.400 -22.098 -0.034 -22.099 -0.033 -22.100 -0.032 -22.101 -0.031 -22.074 -0.035 -22.073 -0.035 -22.060 -0.036 -22.041 -0.038 -21.947 -0.059 -21.917 -0.068 14.109 0.053 3.797 0.021 44.610 42.258
-21.000 -22.099 -0.033 -22.100 -0.032 -22.100 -0.031 -22.101 -0.031 -22.074 -0.034 -22.073 -0.034 -22.060 -0.035 -22.042 -0.038 -21.948 -0.059 -21.919 -0.068 14.100 0.054 3.802 0.021 44.610 42.266
-20.600 -22.099 -0.033 -22.100 -0.031 -22.101 -0.031 -22.101 -0.030 -22.075 -0.033 -22.074 -0.033 -22.061 -0.035 -22.043 -0.037 -21.950 -0.059 -21.921 -0.068 14.090 0.055 3.806 0.022 44.609 42.276
-20.200 -22.099 -0.032 -22.100 -0.031 -22.101 -0.030 -22.101 -0.030 -22.075 -0.033 -22.074 -0.033 -22.061 -0.034 -22.043 -0.037 -21.952 -0.059 -21.923 -0.068 14.080 0.057 3.811 0.022 44.609 42.286
-19.800 -22.099 -0.032 -22.100 -0.031 -22.101 -0.030 -22.102 -0.030 -22.075 -0.032 -22.074 -0.032 -22.062 -0.033 -22.044 -0.036 -21.953 -0.059 -21.925 -0.068 14.070 0.058 3.815 0.023 44.609 42.296
-19.400 -22.100 -0.031 -22.101 -0.030 -22.101 -0.030 -22.102 -0.029 -22.076 -0.031 -22.075 -0.031 -22.062 -0.033 -22.045 -0.036 -21.955 -0.059 -21.926 -0.068 14.060 0.059 3.820 0.023 44.609 42.306
-19.000 -22.100 -0.031 -22.101 -0.030 -22.101 -0.029 -22.102 -0.029 -22.076 -0.031 -22.075 -0.031 -22.063 -0.032 -22.045 -0.035 -21.956 -0.059 -21.928 -0.068 14.051 0.061 3.824 0.024 44.609 42.315
-18.600 -22.100 -0.031 -22.101 -0.029 -22.101 -0.029 -22.102 -0.029 -22.076 -0.030 -22.075 -0.030 -22.063 -0.032 -22.046 -0.035 -21.957 -0.059 -21.929 -0.068 14.041 0.062 3.828 0.025 44.608 42.324
-18.200 -22.100 -0.030 -22.101 -0.029 -22.101 -0.029 -22.102 -0.028 -22.077 -0.029 -22.076 -0.030 -22.064 -0.031 -22.047 -0.034 -21.959 -0.059 -21.931 -0.068 14.031 0.063 3.832 0.025 44.608 42.332
-17.800 -22.100 -0.030 -22.101 -0.029 -22.101 -0.028 -22.102 -0.028 -22.077 -0.029 -22.076 -0.029 -22.064 -0.030 -22.047 -0.034 -21.960 -0.059 -21.932 -0.069 14.022 0.064 3.837 0.026 44.608 42.340
-17.400 -22.100 -0.030 -22.101 -0.029 -22.101 -0.028 -22.102 -0.028 -22.078 -0.028 -22.077 -0.028 -22.065 -0.030 -22.048 -0.034 -21.961 -0.059 -21.934 -0.069 14.013 0.065 3.841 0.026 44.608 42.346
-17.000 -22.100 -0.029 -22.101 -0.028 -22.101 -0.028 -22.103 -0.027 -22.078 -0.028 -22.077 -0.028 -22.065 -0.029 -22.048 -0.033 -21.962 -0.060 -21.935 -0.069 14.004 0.066 3.845 0.026 44.608 42.352
-16.600 -22.100 -0.029 -22.101 -0.028 -22.102 -0.028 -22.103 -0.027 -22.078 -0.027 -22.077 -0.027 -22.066 -0.029 -22.049 -0.033 -21.963 -0.060 -21.937 -0.069 13.996 0.067 3.849 0.027 44.607 42.357
-16.200 -22.100 -0.029 -22.101 -0.028 -22.102 -0.027 -22.103 -0.027 -22.079 -0.026 -22.078 -0.026 -22.066 -0.028 -22.050 -0.033 -21.965 -0.060 -21.938 -0.070 13.988 0.068 3.852 0.027 44.607 42.361
-15.800 -22.100 -0.029 -22.101 -0.028 -22.102 -0.027 -22.103 -0.027 -22.079 -0.026 -22.078 -0.026 -22.067 -0.028 -22.050 -0.033 -21.966 -0.061 -21.939 -0.070 13.980 0.068 3.856 0.027 44.607 42.364
-15.400 -22.100 -0.029 -22.101 -0.028 -22.102 -0.027 -22.103 -0.027 -22.080 -0.025 -22.079 -0.025 -22.067 -0.027 -22.051 -0.032 -21.967 -0.061 -21.940 -0.071 13.973 0.069 3.860 0.027 44.607 42.367
-15.000 -22.101 -0.028 -22.102 -0.027 -22.102 -0.027 -22.104 -0.027 -22.080 -0.025 -22.080 -0.025 -22.068 -0.027 -22.051 -0.032 -21.968 -0.061 -21.942 -0.071 13.966 0.069 3.863 0.027 44.607 42.368
-14.600 -22.101 -0.028 -22.102 -0.027 -22.103 -0.027 -22.104 -0.027 -22.081 -0.024 -22.080 -0.024 -22.069 -0.027 -22.052 -0.032 -21.969 -0.062 -21.943 -0.071 13.959 0.069 3.867 0.028 44.607 42.369
-14.200 -22.101 -0.029 -22.102 -0.028 -22.103 -0.027 -22.105 -0.027 -22.082 -0.024 -22.081 -0.024 -22.069 -0.027 -22.053 -0.032 -21.970 -0.062 -21.944 -0.072 13.953 0.069 3.870 0.028 44.607 42.370
-13.800 -22.102 -0.029 -22.103 -0.028 -22.103 -0.027 -22.105 -0.027 -22.082 -0.024 -22.081 -0.024 -22.070 -0.027 -22.054 -0.032 -21.971 -0.063 -21.945 -0.072 13.946 0.069 3.874 0.028 44.607 42.370
-13.400 -22.102 -0.029 -22.103 -0.028 -22.104 -0.028 -22.106 -0.027 -22.083 -0.024 -22.082 -0.024 -22.071 -0.027 -22.054 -0.033 -21.972 -0.063 -21.946 -0.073 13.940 0.069 3.877 0.028 44.607 42.370
-13.000 -22.103 -0.029 -22.104 -0.028 -22.104 -0.028 -22.107 -0.027 -22.084 -0.024 -22.083 -0.024 -22.072 -0.027 -22.055 -0.033 -21.973 -0.064 -21.947 -0.073 13.934 0.069 3.881 0.028 44.607 42.370
-12.600 -22.103 -0.030 -22.104 -0.029 -22.105 -0.028 -22.107 -0.028 -22.085 -0.025 -22.084 -0.025 -22.072 -0.027 -22.056 -0.033 -21.974 -0.064 -21.948 -0.074 13.929 0.068 3.885 0.028 44.607 42.369
-12.200 -22.104 -0.031 -22.105 -0.029 -22.106 -0.029 -22.108 -0.028 -22.086 -0.025 -22.085 -0.025 -22.073 -0.028 -22.057 -0.034 -21.975 -0.065 -21.949 -0.074 13.923 0.068 3.888 0.027 44.607 42.368
-11.800 -22.105 -0.031 -22.106 -0.030 -22.107 -0.030 -22.109 -0.029 -22.087 -0.026 -22.086 -0.026 -22.074 -0.028 -22.058 -0.034 -21.976 -0.065 -21.950 -0.074 13.918 0.068 3.892 0.027 44.607 42.367
-11.400 -22.105 -0.032 -22.107 -0.031 -22.107 -0.031 -22.110 -0.029 -22.088 -0.027 -22.087 -0.027 -22.075 -0.029 -22.059 -0.035 -21.977 -0.065 -21.952 -0.075 13.912 0.067 3.896 0.027 44.608 42.364
-11.000 -22.106 -0.033 -22.108 -0.032 -22.108 -0.031 -22.111 -0.030 -22.089 -0.028 -22.088 -0.028 -22.076 -0.030 -22.060 -0.035 -21.978 -0.066 -21.953 -0.075 13.907 0.067 3.900 0.027 44.608 42.361
-10.600 -22.107 -0.034 -22.109 -0.033 -22.109 -0.032 -22.112 -0.031 -22.090 -0.028 -22.089 -0.029 -22.078 -0.031 -22.061 -0.036 -21.979 -0.066 -21.954 -0.076 13.903 0.066 3.904 0.027 44.608 42.358
-10.200 -22.108 -0.035 -22.110 -0.034 -22.110 -0.033 -22.113 -0.032 -22.091 -0.029 -22.090 -0.029 -22.079 -0.032 -22.062 -0.037 -21.980 -0.067 -21.955 -0.076 13.898 0.065 3.908 0.027 44.608 42.353
-9.800 -22.109 -0.036 -22.111 -0.035 -22.111 -0.034 -22.115 -0.032 -22.093 -0.030 -22.092 -0.030 -22.080 -0.033 -22.063 -0.038 -21.981 -0.067 -21.956 -0.076 13.894 0.065 3.912 0.026 44.609 42.348
-9.400 -22.110 -0.036 -22.112 -0.035 -22.112 -0.035 -22.116 -0.033 -22.094 -0.031 -22.093 -0.031 -22.081 -0.034 -22.064 -0.038 -21.982 -0.067 -21.957 -0.077 13.890 0.064 3.915 0.026 44.609 42.341
-9.000 -22.111 -0.037 -22.113 -0.036 -22.113 -0.036 -22.117 -0.034 -22.095 -0.032 -22.094 -0.032 -22.082 -0.034 -22.066 -0.039 -21.983 -0.068 -21.958 -0.077 13.886 0.062 3.919 0.025 44.609 42.334
-8.600 -22.112 -0.038 -22.114 -0.037 -22.115 -0.037 -22.118 -0.035 -22.097 -0.033 -22.096 -0.033 -22.084 -0.035 -22.067 -0.040 -21.984 -0.068 -21.959 -0.077 13.882 0.061 3.923 0.025 44.610 42.326
-8.200 -22.113 -0.039 -22.115 -0.038 -22.116 -0.037 -22.120 -0.035 -22.098 -0.034 -22.097 -0.034 -22.085 -0.036 -22.068 -0.041 -21.985 -0.068 -21.960 -0.077 13.878 0.060 3.927 0.024 44.610 42.317
-7.800 -22.114 -0.040 -22.116 -0.039 -22.117 -0.038 -22.121 -0.036 -22.099 -0.035 -22.098 -0.035 -22.086 -0.037 -22.069 -0.041 -21.986 -0.068 -21.961 -0.077 13.874 0.058 3.931 0.024 44.611 42.308
-7.400 -22.115 -0.041 -22.117 -0.040 -22.118 -0.039 -22.122 -0.037 -22.101 -0.036 -22.100 -0.036 -22.088 -0.038 -22.071 -0.042 -21.987 -0.069 -21.962 -0.078 13.870 0.057 3.935 0.023 44.611 42.297
-7.000 -22.116 -0.041 -22.118 -0.040 -22.119 -0.040 -22.124 -0.037 -22.102 -0.037 -22.101 -0.037 -22.089 -0.039 -22.072 -0.043 -21.988 -0.069 -21.963 -0.078 13.866 0.055 3.939 0.023 44.611 42.286
-6.600 -22.117 -0.042 -22.119 -0.041 -22.120 -0.040 -22.125 -0.038 -22.103 -0.038 -22.102 -0.038 -22.090 -0.040 -22.073 -0.043 -21.989 -0.069 -21.964 -0.078 13.862 0.054 3.943 0.022 44.612 42.274
-6.200 -22.118 -0.043 -22.120 -0.041 -22.121 -0.041 -22.126 -0.038 -22.105 -0.039 -22.104 -0.039 -22.092 -0.040 -22.074 -0.044 -21.990 -0.069 -21.965 -0.078 13.857 0.052 3.947 0.022 44.612 42.262
-5.800 -22.119 -0.043 -22.121 -0.042 -22.122 -0.041 -22.127 -0.039 -22.106 -0.039 -22.105 -0.039 -22.093 -0.041 -22.076 -0.045 -21.991 -0.069 -21.965 -0.078 13.853 0.051 3.951 0.021 44.612 42.249
-5.400 -22.120 -0.044 -22.122 -0.043 -22.123 -0.042 -22.129 -0.039 -22.108 -0.040 -22.107 -0.040 -22.094 -0.042 -22.077 -0.045 -21.992 -0.069 -21.966 -0.078 13.848 0.049 3.955 0.020 44.613 42.236
-5.000 -22.121 -0.044 -22.123 -0.043 -22.124 -0.042 -22.130 -0.040 -22.109 -0.041 -22.108 -0.041 -22.096 -0.042 -22.078 -0.046 -21.993 -0.069 -21.967 -0.078 13.842 0.048 3.959 0.020 44.613 42.223
-4.600 -22.122 -0.045 -22.124 -0.043 -22.125 -0.043 -22.131 -0.040 -22.110 -0.041 -22.109 -0.041 -22.097 -0.043 -22.080 -0.046 -21.994 -0.069 -21.968 -0.078 13.836 0.046 3.963 0.019 44.613 42.210
-4.200 -22.122 -0.045 -22.124 -0.044 -22.126 -0.043 -22.132 -0.041 -22.111 -0.042 -22.110 -0.042 -22.098 -0.043 -22.081 -0.047 -21.995 -0.069 -21.969 -0.077 13.830 0.045 3.968 0.019 44.613 42.198
-3.800 -22.123 -0.045 -22.125 -0.044 -22.126 -0.043 -22.133 -0.041 -22.113 -0.042 -22.112 -0.042 -22.099 -0.044 -22.082 -0.047 -21.995 -0.069 -21.970 -0.077 13.823 0.044 3.972 0.018 44.613 42.186
-3.400 -22.123 -0.045 -22.126 -0.044 -22.127 -0.044 -22.134 -0.041 -22.114 -0.043 -22.113 -0.043 -22.101 -0.044 -22.083 -0.047 -21.996 -0.069 -21.971 -0.077 13.816 0.043 3.977 0.018 44.613 42.175
-3.000 -22.124 -0.046 -22.126 -0.044 -22.128 -0.044 -22.134 -0.041 -22.115 -0.043 -22.114 -0.043 -22.102 -0.045 -22.084 -0.048 -21.997 -0.069 -21.971 -0.077 13.808 0.042 3.982 0.017 44.614 42.165
-2.600 -22.124 -0.046 -22.127 -0.045 -22.128 -0.044 -22.135 -0.041 -22.116 -0.043 -22.115 -0.044 -22.103 -0.045 -22.085 -0.048 -21.998 -0.069 -21.972 -0.077 13.799 0.041 3.987 0.017 44.614 42.157
-2.200 -22.125 -0.046 -22.127 -0.045 -22.128 -0.044 -22.136 -0.042 -22.117 -0.044 -22.116 -0.044 -22.104 -0.045 -22.086 -0.048 -21.999 -0.068 -21.973 -0.076 13.790 0.040 3.992 0.017 44.613 42.151
-1.800 -22.125 -0.046 -22.127 -0.045 -22.129 -0.044 -22.136 -0.042 -22.118 -0.044 -22.117 -0.044 -22.105 -0.046 -22.087 -0.048 -22.000 -0.068 -21.974 -0.076 13.779 0.040 3.998 0.017 44.613 42.146
-1.400 -22.125 -0.046 -22.127 -0.045 -22.129 -0.044 -22.136 -0.042 -22.119 -0.044 -22.118 -0.044 -22.106 -0.046 -22.088 -0.048 -22.000 -0.068 -21.974 -0.075 13.769 0.040 4.003 0.017 44.613 42.142
-1.000 -22.125 -0.046 -22.127 -0.044 -22.129 -0.044 -22.137 -0.042 -22.120 -0.044 -22.119 -0.044 -22.107 -0.046 -22.089 -0.048 -22.001 -0.067 -21.975 -0.075 13.757 0.040 4.009 0.017 44.613 42.139
-0.600 -22.125 -0.045 -22.127 -0.044 -22.129 -0.044 -22.137 -0.042 -22.120 -0.044 -22.119 -0.044 -22.107 -0.046 -22.090 -0.048 -22.002 -0.067 -21.976 -0.075 13.746 0.039 4.015 0.017 44.613 42.138
-0.200 -22.125 -0.045 -22.127 -0.044 -22.129 -0.043 -22.137 -0.041 -22.121 -0.044 -22.120 -0.044 -22.108 -0.046 -22.091 -0.048 -22.002 -0.067 -21.976 -0.074 13.733 0.039 4.021 0.017 44.613 42.137
0.200 -22.125 -0.045 -22.127 -0.044 -22.129 -0.043 -22.137 -0.041 -22.122 -0.044 -22.121 -0.044 -22.109 -0.046 -22.091 -0.048 -22.003 -0.066 -21.977 -0.074 13.721 0.040 4.027 0.017 44.612 42.137
0.600 -22.124 -0.045 -22.127 -0.043 -22.129 -0.043 -22.137 -0.041 -22.122 -0.044 -22.121 -0.044 -22.110 -0.046 -22.092 -0.048 -22.003 -0.066 -21.978 -0.073 13.708 0.040 4.033 0.017 44.612 42.138
1.000 -22.124 -0.044 -22.127 -0.043 -22.128 -0.042 -22.137 -0.041 -22.123 -0.044 -22.122 -0.044 -22.110 -0.046 -22.093 -0.048 -22.004 -0.065 -21.978 -0.073 13.695 0.040 4.039 0.017 44.611 42.140
1.400 -22.124 -0.044 -22.126 -0.043 -22.128 -0.042 -22.137 -0.040 -22.123 -0.044 -22.122 -0.044 -22.111 -0.045 -22.093 -0.048 -22.004 -0.064 -21.979 -0.072 13.681 0.040 4.045 0.017 44.611 42.142
1.800 -22.123 -0.043 -22.126 -0.042 -22.128 -0.042 -22.137 -0.040 -22.124 -0.044 -22.123 -0.044 -22.111 -0.045 -22.094 -0.047 -22.005 -0.064 -21.979 -0.071 13.668 0.041 4.051 0.018 44.611 42.144
2.200 -22.123 -0.043 -22.126 -0.042 -22.127 -0.041 -22.137 -0.039 -22.124 -0.043 -22.123 -0.043 -22.112 -0.045 -22.094 -0.047 -22.005 -0.063 -21.979 -0.071 13.654 0.041 4.056 0.018 44.610 42.147
2.600 -22.122 -0.042 -22.125 -0.041 -22.127 -0.040 -22.137 -0.039 -22.125 -0.043 -22.124 -0.043 -22.112 -0.045 -22.095 -0.047 -22.006 -0.063 -21.980 -0.070 13.641 0.041 4.062 0.018 44.610 42.150
3.000 -22.122 -0.042 -22.125 -0.040 -22.126 -0.040 -22.136 -0.038 -22.125 -0.043 -22.124 -0.043 -22.112 -0.044 -22.095 -0.046 -22.006 -0.062 -21.980 -0.069 13.628 0.042 4.068 0.018 44.609 42.152
3.400 -22.121 -0.041 -22.124 -0.040 -22.126 -0.039 -22.136 -0.038 -22.125 -0.042 -22.124 -0.042 -22.113 -0.044 -22.095 -0.046 -22.006 -0.061 -21.980 -0.069 13.615 0.042 4.073 0.019 44.609 42.155
3.800 -22.121 -0.040 -22.123 -0.039 -22.125 -0.038 -22.136 -0.037 -22.126 -0.042 -22.125 -0.042 -22.113 -0.043 -22.096 -0.045 -22.007 -0.060 -21.981 -0.068 13.602 0.043 4.079 0.019 44.608 42.158
4.200 -22.120 -0.040 -22.123 -0.038 -22.125 -0.038 -22.135 -0.036 -22.126 -0.041 -22.125 -0.041 -22.113 -0.043 -22.096 -0.045 -22.007 -0.060 -21.981 -0.067 13.589 0.043 4.084 0.019 44.608 42.161
4.600 -22.119 -0.039 -22.122 -0.038 -22.124 -0.037 -22.135 -0.036 -22.126 -0.041 -22.125 -0.041 -22.114 -0.042 -22.096 -0.044 -22.007 -0.059 -21.981 -0.067 13.577 0.044 4.089 0.019 44.607 42.163
5.000 -22.119 -0.038 -22.122 -0.037 -22.123 -0.036 -22.135 -0.035 -22.126 -0.040 -22.125 -0.040 -22.114 -0.042 -22.096 -0.044 -22.007 -0.058 -21.981 -0.066 13.566 0.044 4.094 0.020 44.607 42.166
5.400 -22.118 -0.037 -22.121 -0.036 -22.123 -0.035 -22.134 -0.034 -22.126 -0.040 -22.125 -0.040 -22.114 -0.041 -22.097 -0.043 -22.007 -0.058 -21.982 -0.065 13.554 0.044 4.098 0.020 44.606 42.167
5.800 -22.117 -0.037 -22.120 -0.035 -22.122 -0.035 -22.134 -0.034 -22.126 -0.039 -22.125 -0.039 -22.114 -0.041 -22.097 -0.043 -22.007 -0.057 -21.982 -0.065 13.544 0.045 4.103 0.020 44.606 42.168
6.200 -22.117 -0.036 -22.120 -0.035 -22.122 -0.034 -22.134 -0.033 -22.126 -0.039 -22.125 -0.039 -22.114 -0.040 -22.097 -0.042 -22.007 -0.056 -21.982 -0.064 13.534 0.045 4.107 0.020 44.605 42.169
6.600 -22.116 -0.035 -22.119 -0.034 -22.121 -0.033 -22.133 -0.033 -22.126 -0.038 -22.125 -0.038 -22.114 -0.039 -22.097 -0.041 -22.007 -0.056 -21.982 -0.064 13.524 0.045 4.111 0.020 44.605 42.169
7.000 -22.115 -0.035 -22.119 -0.033 -22.120 -0.033 -22.133 -0.032 -22.126 -0.037 -22.125 -0.038 -22.114 -0.039 -22.097 -0.041 -22.007 -0.055 -21.982 -0.063 13.515 0.045 4.114 0.020 44.605 42.168
7.400 -22.115 -0.034 -22.118 -0.033 -22.120 -0.032 -22.133 -0.031 -22.126 -0.037 -22.125 -0.037 -22.114 -0.038 -22.097 -0.041 -22.007 -0.055 -21.982 -0.063 13.507 0.045 4.117 0.021 44.604 42.166
7.800 -22.114 -0.034 -22.117 -0.032 -22.119 -0.032 -22.132 -0.031 -22.126 -0.037 -22.125 -0.037 -22.114 -0.038 -22.096 -0.040 -22.007 -0.054 -21.982 -0.062 13.500 0.045 4.120 0.021 44.604 42.164
8.200 -22.114 -0.034 -22.117 -0.032 -22.119 -0.031 -22.132 -0.031 -22.126 -0.036 -22.125 -0.036 -22.114 -0.038 -22.096 -0.040 -22.007 -0.054 -21.982 -0.062 13.494 0.045 4.122 0.020 44.604 42.161
8.600 -22.113 -0.034 -22.116 -0.032 -22.118 -0.031 -22.132 -0.030 -22.126 -0.036 -22.125 -0.036 -22.113 -0.037 -22.096 -0.039 -22.007 -0.054 -21.982 -0.062 13.488 0.044 4.124 0.020 44.603 42.157
9.000 -22.112 -0.034 -22.116 -0.032 -22.118 -0.031 -22.131 -0.030 -22.125 -0.036 -22.124 -0.036 -22.113 -0.037 -22.096 -0.039 -22.007 -0.054 -21.982 -0.062 13.483 0.044 4.125 0.020 44.603 42.152
9.400 -22.112 -0.034 -22.115 -0.032 -22.117 -0.031 -22.131 -0.030 -22.125 -0.035 -22.124 -0.035 -22.113 -0.037 -22.095 -0.039 -22.007 -0.053 -21.982 -0.062 13.480 0.043 4.126 0.020 44.603 42.146
9.800 -22.111 -0.034 -22.115 -0.032 -22.117 -0.031 -22.130 -0.030 -22.124 -0.035 -22.123 -0.035 -22.112 -0.037 -22.095 -0.039 -22.007 -0.053 -21.981 -0.062 13.476 0.043 4.127 0.020 44.602 42.140
10.200 -22.111 -0.034 -22.114 -0.032 -22.116 -0.031 -22.130 -0.030 -22.124 -0.035 -22.123 -0.035 -22.112 -0.037 -22.094 -0.039 -22.006 -0.054 -21.981 -0.062 13.473 0.042 4.127 0.019 44.602 42.132
10.600 -22.110 -0.034 -22.113 -0.033 -22.116 -0.032 -22.129 -0.030 -22.123 -0.035 -22.122 -0.035 -22.111 -0.037 -22.094 -0.039 -22.006 -0.054 -21.981 -0.062 13.471 0.041 4.127 0.019 44.602 42.123
11.000 -22.109 -0.035 -22.113 -0.033 -22.115 -0.032 -22.129 -0.030 -22.122 -0.035 -22.122 -0.035 -22.110 -0.037 -22.093 -0.039 -22.006 -0.054 -21.981 -0.062 13.468 0.040 4.127 0.018 44.601 42.114
11.400 -22.108 -0.035 -22.112 -0.033 -22.114 -0.033 -22.128 -0.031 -22.122 -0.035 -22.121 -0.035 -22.109 -0.037 -22.092 -0.039 -22.005 -0.054 -21.981 -0.063 13.466 0.039 4.126 0.018 44.601 42.103
11.800 -22.107 -0.036 -22.111 -0.034 -22.113 -0.033 -22.127 -0.031 -22.121 -0.035 -22.120 -0.036 -22.109 -0.037 -22.091 -0.039 -22.005 -0.055 -21.980 -0.063 13.463 0.038 4.126 0.017 44.601 42.091
12.200 -22.106 -0.036 -22.110 -0.035 -22.112 -0.034 -22.127 -0.031 -22.120 -0.036 -22.119 -0.036 -22.108 -0.037 -22.090 -0.039 -22.004 -0.055 -21.980 -0.064 13.461 0.037 4.125 0.017 44.600 42.079
12.600 -22.105 -0.037 -22.109 -0.035 -22.111 -0.034 -22.126 -0.032 -22.119 -0.036 -22.118 -0.036 -22.106 -0.037 -22.089 -0.040 -22.004 -0.056 -21.980 -0.064 13.458 0.036 4.125 0.016 44.600 42.067
13.000 -22.104 -0.038 -22.108 -0.036 -22.110 -0.035 -22.124 -0.032 -22.117 -0.036 -22.117 -0.036 -22.105 -0.038 -22.088 -0.040 -22.003 -0.056 -21.979 -0.065 13.454 0.035 4.124 0.016 44.599 42.054
13.400 -22.103 -0.039 -22.106 -0.037 -22.109 -0.036 -22.123 -0.033 -22.116 -0.037 -22.115 -0.037 -22.104 -0.038 -22.087 -0.040 -22.003 -0.057 -21.979 -0.066 13.450 0.034 4.124 0.015 44.598 42.043
13.800 -22.101 -0.040 -22.105 -0.038 -22.107 -0.037 -22.122 -0.034 -22.114 -0.037 -22.114 -0.037 -22.102 -0.039 -22.086 -0.041 -22.002 -0.058 -21.978 -0.067 13.445 0.033 4.123 0.015 44.598 42.033
14.200 -22.099 -0.040 -22.103 -0.039 -22.106 -0.038 -22.120 -0.034 -22.113 -0.038 -22.112 -0.038 -22.101 -0.039 -22.084 -0.042 -22.001 -0.059 -21.977 -0.068 13.440 0.032 4.123 0.015 44.597 42.025
14.600 -22.098 -0.041 -22.101 -0.040 -22.104 -0.039 -22.118 -0.035 -22.111 -0.038 -22.110 -0.038 -22.099 -0.040 -22.083 -0.042 -22.000 -0.060 -21.977 -0.069 13.434 0.032 4.123 0.015 44.596 42.021
15.000 -22.096 -0.043 -22.100 -0.041 -22.102 -0.040 -22.116 -0.036 -22.109 -0.039 -22.108 -0.039 -22.097 -0.041 -22.081 -0.043 -21.999 -0.061 -21.976 -0.070 13.426 0.032 4.122 0.015 44.595 42.021
