"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-15.000 -20.185 -0.085 -20.085 -0.075 -19.798 -0.088 -19.738 -0.098 19.129 2.891 1.055 0.162 44.026 43.504
-14.600 -20.227 -0.077 -20.127 -0.068 -19.838 -0.081 -19.777 -0.091 24.716 0.474 0.844 0.014 44.277 42.909
-14.200 -20.269 -0.071 -20.170 -0.062 -19.879 -0.075 -19.818 -0.085 24.870 0.546 0.855 0.017 44.300 42.992
-13.800 -20.311 -0.067 -20.213 -0.058 -19.921 -0.070 -19.858 -0.080 24.965 0.617 0.869 0.019 44.320 43.064
-13.400 -20.353 -0.063 -20.255 -0.055 -19.963 -0.067 -19.900 -0.077 25.002 0.686 0.885 0.021 44.339 43.128
-13.000 -20.394 -0.061 -20.298 -0.053 -20.005 -0.065 -19.941 -0.075 24.981 0.749 0.903 0.024 44.355 43.182
-12.600 -20.435 -0.059 -20.340 -0.052 -20.047 -0.065 -19.983 -0.074 24.904 0.805 0.923 0.026 44.368 43.228
-12.200 -20.474 -0.058 -20.381 -0.052 -20.088 -0.065 -20.024 -0.074 24.770 0.852 0.945 0.029 44.379 43.264
-11.800 -20.513 -0.057 -20.420 -0.052 -20.129 -0.065 -20.064 -0.074 24.575 0.887 0.969 0.031 44.387 43.292
-11.400 -20.549 -0.057 -20.458 -0.052 -20.169 -0.066 -20.104 -0.075 24.316 0.909 0.996 0.033 44.393 43.310
-11.000 -20.584 -0.057 -20.495 -0.053 -20.208 -0.068 -20.142 -0.076 23.996 0.911 1.025 0.035 44.395 43.316
-10.600 -20.616 -0.057 -20.529 -0.054 -20.245 -0.069 -20.180 -0.077 23.627 0.892 1.056 0.036 44.394 43.310
-10.200 -20.647 -0.058 -20.562 -0.055 -20.282 -0.070 -20.216 -0.078 23.224 0.858 1.089 0.037 44.391 43.294
-9.800 -20.676 -0.059 -20.592 -0.056 -20.316 -0.071 -20.251 -0.079 22.798 0.813 1.124 0.037 44.386 43.270
-9.400 -20.703 -0.060 -20.621 -0.057 -20.350 -0.072 -20.285 -0.080 22.361 0.760 1.161 0.037 44.380 43.240
-9.000 -20.728 -0.061 -20.648 -0.058 -20.381 -0.073 -20.317 -0.081 21.920 0.703 1.198 0.036 44.373 43.204
-8.600 -20.751 -0.063 -20.673 -0.060 -20.411 -0.074 -20.348 -0.082 21.482 0.645 1.236 0.036 44.365 43.164
-8.200 -20.773 -0.066 -20.696 -0.062 -20.439 -0.075 -20.377 -0.083 21.052 0.588 1.275 0.035 44.357 43.120
-7.800 -20.792 -0.068 -20.717 -0.064 -20.466 -0.076 -20.405 -0.084 20.636 0.533 1.314 0.033 44.349 43.073
-7.400 -20.811 -0.070 -20.737 -0.066 -20.491 -0.077 -20.431 -0.085 20.235 0.481 1.353 0.032 44.340 43.024
-7.000 -20.827 -0.073 -20.755 -0.068 -20.515 -0.078 -20.455 -0.086 19.850 0.432 1.392 0.030 44.331 42.973
-6.600 -20.842 -0.075 -20.772 -0.070 -20.537 -0.079 -20.478 -0.087 19.482 0.387 1.430 0.029 44.322 42.921
-6.200 -20.856 -0.077 -20.787 -0.072 -20.557 -0.080 -20.500 -0.088 19.133 0.345 1.468 0.027 44.314 42.866
-5.800 -20.869 -0.079 -20.801 -0.074 -20.576 -0.081 -20.520 -0.089 18.804 0.307 1.506 0.025 44.305 42.810
-5.400 -20.880 -0.081 -20.814 -0.075 -20.594 -0.083 -20.539 -0.090 18.495 0.272 1.542 0.024 44.297 42.753
-5.000 -20.890 -0.083 -20.826 -0.077 -20.610 -0.084 -20.556 -0.091 18.207 0.241 1.578 0.022 44.290 42.694
-4.600 -20.900 -0.084 -20.837 -0.078 -20.626 -0.085 -20.572 -0.092 17.941 0.211 1.611 0.020 44.283 42.633
-4.200 -20.908 -0.085 -20.846 -0.079 -20.640 -0.086 -20.587 -0.094 17.694 0.185 1.644 0.018 44.276 42.569
-3.800 -20.915 -0.086 -20.855 -0.080 -20.652 -0.087 -20.601 -0.094 17.463 0.160 1.675 0.016 44.269 42.503
