"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-14.000 -20.286 -0.059 -20.287 -0.058 -20.322 -0.051 -20.378 -0.058 -20.384 -0.062 -20.391 -0.069 -20.397 -0.109 10.105 0.170 2.840 0.080 43.777 41.896
-13.600 -20.299 -0.058 -20.300 -0.057 -20.336 -0.050 -20.393 -0.057 -20.399 -0.061 -20.406 -0.068 -20.413 -0.108 10.087 0.169 2.866 0.081 43.783 41.897
-13.200 -20.312 -0.056 -20.313 -0.056 -20.349 -0.049 -20.407 -0.057 -20.413 -0.060 -20.420 -0.068 -20.428 -0.108 10.070 0.169 2.892 0.082 43.787 41.897
-12.800 -20.324 -0.055 -20.325 -0.055 -20.361 -0.047 -20.420 -0.056 -20.427 -0.060 -20.434 -0.067 -20.443 -0.107 10.053 0.169 2.918 0.083 43.792 41.898
-12.400 -20.335 -0.054 -20.336 -0.054 -20.373 -0.046 -20.433 -0.055 -20.440 -0.059 -20.448 -0.066 -20.457 -0.106 10.036 0.169 2.942 0.084 43.796 41.899
-12.000 -20.346 -0.053 -20.347 -0.053 -20.384 -0.045 -20.445 -0.054 -20.452 -0.058 -20.460 -0.065 -20.471 -0.106 10.020 0.169 2.966 0.085 43.801 41.900
-11.600 -20.356 -0.052 -20.357 -0.052 -20.395 -0.044 -20.457 -0.053 -20.464 -0.057 -20.472 -0.065 -20.484 -0.105 10.003 0.169 2.989 0.086 43.805 41.901
-11.200 -20.365 -0.051 -20.366 -0.051 -20.405 -0.043 -20.468 -0.053 -20.475 -0.057 -20.484 -0.064 -20.497 -0.105 9.987 0.169 3.012 0.087 43.808 41.902
-10.800 -20.374 -0.051 -20.375 -0.050 -20.415 -0.043 -20.479 -0.052 -20.485 -0.056 -20.494 -0.064 -20.509 -0.104 9.970 0.169 3.034 0.088 43.812 41.904
-10.400 -20.383 -0.050 -20.384 -0.050 -20.423 -0.042 -20.488 -0.051 -20.495 -0.055 -20.505 -0.063 -20.521 -0.104 9.953 0.170 3.056 0.090 43.815 41.905
-10.000 -20.390 -0.049 -20.392 -0.049 -20.432 -0.041 -20.498 -0.051 -20.505 -0.055 -20.514 -0.062 -20.532 -0.103 9.936 0.171 3.077 0.091 43.818 41.907
-9.600 -20.398 -0.049 -20.399 -0.048 -20.439 -0.040 -20.506 -0.050 -20.514 -0.054 -20.524 -0.062 -20.542 -0.103 9.918 0.171 3.098 0.092 43.821 41.910
-9.200 -20.404 -0.048 -20.405 -0.048 -20.446 -0.040 -20.514 -0.050 -20.522 -0.054 -20.532 -0.061 -20.552 -0.102 9.900 0.172 3.119 0.094 43.823 41.912
-8.800 -20.410 -0.048 -20.411 -0.048 -20.453 -0.040 -20.522 -0.049 -20.530 -0.053 -20.540 -0.061 -20.562 -0.102 9.881 0.173 3.139 0.095 43.826 41.915
-8.400 -20.416 -0.048 -20.417 -0.047 -20.459 -0.039 -20.529 -0.049 -20.537 -0.053 -20.548 -0.060 -20.571 -0.101 9.861 0.174 3.159 0.097 43.828 41.918
-8.000 -20.421 -0.047 -20.422 -0.047 -20.464 -0.039 -20.535 -0.048 -20.544 -0.052 -20.555 -0.060 -20.580 -0.101 9.841 0.176 3.178 0.098 43.829 41.922
-7.600 -20.425 -0.047 -20.426 -0.047 -20.469 -0.039 -20.541 -0.048 -20.550 -0.052 -20.561 -0.060 -20.588 -0.101 9.820 0.177 3.198 0.100 43.831 41.926
-7.200 -20.429 -0.047 -20.430 -0.047 -20.473 -0.039 -20.547 -0.048 -20.555 -0.052 -20.567 -0.059 -20.596 -0.100 9.798 0.178 3.217 0.102 43.832 41.930
-6.800 -20.432 -0.047 -20.433 -0.047 -20.476 -0.039 -20.551 -0.048 -20.560 -0.052 -20.573 -0.059 -20.603 -0.100 9.776 0.180 3.236 0.104 43.833 41.934
-6.400 -20.435 -0.048 -20.436 -0.047 -20.479 -0.039 -20.556 -0.047 -20.565 -0.051 -20.578 -0.059 -20.610 -0.100 9.753 0.182 3.254 0.106 43.834 41.939
-6.000 -20.437 -0.048 -20.438 -0.048 -20.482 -0.040 -20.560 -0.047 -20.569 -0.051 -20.583 -0.058 -20.616 -0.099 9.730 0.183 3.273 0.108 43.835 41.944
-5.600 -20.439 -0.048 -20.440 -0.048 -20.484 -0.040 -20.563 -0.047 -20.573 -0.051 -20.587 -0.058 -20.622 -0.099 9.706 0.185 3.291 0.110 43.836 41.948
-5.200 -20.440 -0.049 -20.441 -0.049 -20.486 -0.040 -20.566 -0.047 -20.576 -0.051 -20.590 -0.058 -20.628 -0.099 9.682 0.187 3.309 0.112 43.836 41.954
-4.800 -20.441 -0.049 -20.442 -0.049 -20.487 -0.041 -20.569 -0.047 -20.579 -0.051 -20.594 -0.058 -20.633 -0.099 9.658 0.189 3.326 0.114 43.836 41.959
-4.400 -20.441 -0.050 -20.442 -0.050 -20.488 -0.042 -20.571 -0.047 -20.582 -0.051 -20.597 -0.058 -20.638 -0.098 9.633 0.191 3.344 0.116 43.836 41.964
-4.000 -20.441 -0.051 -20.442 -0.050 -20.488 -0.043 -20.573 -0.048 -20.584 -0.051 -20.599 -0.058 -20.642 -0.098 9.608 0.193 3.361 0.118 43.836 41.969
-3.600 -20.441 -0.052 -20.442 -0.051 -20.488 -0.043 -20.574 -0.048 -20.585 -0.051 -20.601 -0.058 -20.646 -0.098 9.583 0.195 3.377 0.120 43.836 41.974
-3.200 -20.440 -0.052 -20.441 -0.052 -20.488 -0.044 -20.575 -0.048 -20.587 -0.051 -20.603 -0.058 -20.650 -0.098 9.557 0.197 3.394 0.122 43.836 41.978
-2.800 -20.439 -0.053 -20.440 -0.053 -20.487 -0.045 -20.576 -0.048 -20.588 -0.052 -20.605 -0.058 -20.653 -0.098 9.531 0.199 3.410 0.125 43.835 41.983
-2.400 -20.437 -0.054 -20.438 -0.054 -20.486 -0.046 -20.576 -0.049 -20.588 -0.052 -20.606 -0.058 -20.656 -0.098 9.505 0.201 3.426 0.127 43.834 41.987
-2.000 -20.435 -0.055 -20.436 -0.055 -20.484 -0.047 -20.576 -0.049 -20.588 -0.052 -20.606 -0.059 -20.659 -0.098 9.479 0.203 3.441 0.130 43.833 41.992
-1.600 -20.433 -0.056 -20.434 -0.056 -20.482 -0.048 -20.576 -0.050 -20.588 -0.053 -20.607 -0.059 -20.661 -0.098 9.453 0.205 3.457 0.132 43.832 41.995
-1.200 -20.430 -0.057 -20.432 -0.056 -20.480 -0.049 -20.575 -0.050 -20.588 -0.053 -20.607 -0.059 -20.663 -0.098 9.426 0.207 3.472 0.135 43.831 41.999
-0.800 -20.427 -0.058 -20.429 -0.057 -20.477 -0.050 -20.574 -0.051 -20.587 -0.053 -20.607 -0.059 -20.664 -0.098 9.400 0.209 3.486 0.137 43.830 42.002
-0.400 -20.424 -0.059 -20.425 -0.058 -20.474 -0.051 -20.572 -0.051 -20.586 -0.054 -20.606 -0.060 -20.666 -0.098 9.374 0.212 3.500 0.140 43.829 42.005
-0.000 -20.420 -0.059 -20.422 -0.059 -20.471 -0.051 -20.571 -0.052 -20.585 -0.054 -20.605 -0.060 -20.667 -0.099 9.347 0.214 3.514 0.142 43.827 42.007
0.400 -20.416 -0.060 -20.418 -0.060 -20.468 -0.052 -20.569 -0.052 -20.583 -0.055 -20.604 -0.061 -20.667 -0.099 9.321 0.216 3.528 0.145 43.826 42.010
0.800 -20.412 -0.061 -20.413 -0.061 -20.464 -0.053 -20.566 -0.053 -20.581 -0.055 -20.602 -0.061 -20.668 -0.099 9.295 0.218 3.540 0.147 43.824 42.012
1.200 -20.408 -0.062 -20.409 -0.062 -20.460 -0.054 -20.564 -0.053 -20.578 -0.056 -20.600 -0.061 -20.668 -0.099 9.269 0.220 3.553 0.150 43.822 42.013
1.600 -20.403 -0.063 -20.404 -0.063 -20.455 -0.055 -20.561 -0.054 -20.576 -0.056 -20.598 -0.062 -20.668 -0.099 9.244 0.222 3.564 0.153 43.820 42.015
2.000 -20.398 -0.064 -20.399 -0.063 -20.450 -0.056 -20.557 -0.055 -20.573 -0.057 -20.596 -0.062 -20.667 -0.100 9.219 0.225 3.576 0.155 43.818 42.016
2.400 -20.392 -0.064 -20.394 -0.064 -20.445 -0.057 -20.554 -0.055 -20.570 -0.058 -20.593 -0.063 -20.667 -0.100 9.195 0.227 3.586 0.158 43.816 42.017
2.800 -20.387 -0.065 -20.388 -0.065 -20.440 -0.057 -20.550 -0.056 -20.566 -0.058 -20.590 -0.064 -20.666 -0.100 9.171 0.229 3.596 0.161 43.814 42.017
3.200 -20.381 -0.066 -20.382 -0.066 -20.435 -0.058 -20.546 -0.057 -20.563 -0.059 -20.587 -0.064 -20.664 -0.100 9.147 0.231 3.605 0.163 43.812 42.018
3.600 -20.375 -0.067 -20.376 -0.066 -20.429 -0.059 -20.542 -0.057 -20.559 -0.059 -20.584 -0.065 -20.663 -0.101 9.124 0.233 3.614 0.166 43.810 42.018
4.000 -20.369 -0.067 -20.370 -0.067 -20.424 -0.059 -20.538 -0.058 -20.555 -0.060 -20.580 -0.065 -20.661 -0.101 9.102 0.235 3.622 0.168 43.807 42.018
4.400 -20.363 -0.068 -20.364 -0.067 -20.418 -0.060 -20.533 -0.058 -20.550 -0.060 -20.576 -0.065 -20.659 -0.101 9.080 0.237 3.629 0.171 43.805 42.018
4.800 -20.356 -0.068 -20.358 -0.068 -20.412 -0.060 -20.528 -0.059 -20.546 -0.061 -20.572 -0.066 -20.657 -0.102 9.059 0.239 3.636 0.173 43.802 42.017
5.200 -20.350 -0.069 -20.351 -0.068 -20.405 -0.061 -20.523 -0.059 -20.541 -0.061 -20.568 -0.066 -20.655 -0.102 9.038 0.240 3.642 0.176 43.800 42.016
5.600 -20.343 -0.069 -20.344 -0.069 -20.399 -0.061 -20.518 -0.059 -20.536 -0.062 -20.564 -0.067 -20.652 -0.102 9.018 0.242 3.648 0.178 43.797 42.016
6.000 -20.336 -0.069 -20.338 -0.069 -20.392 -0.061 -20.513 -0.060 -20.531 -0.062 -20.559 -0.067 -20.650 -0.102 8.998 0.244 3.653 0.180 43.795 42.015
6.400 -20.329 -0.070 -20.331 -0.069 -20.386 -0.062 -20.508 -0.060 -20.526 -0.062 -20.554 -0.067 -20.647 -0.103 8.979 0.245 3.657 0.182 43.792 42.013
6.800 -20.322 -0.070 -20.324 -0.070 -20.379 -0.062 -20.502 -0.060 -20.521 -0.063 -20.549 -0.068 -20.644 -0.103 8.961 0.247 3.661 0.184 43.789 42.012
7.200 -20.315 -0.070 -20.317 -0.070 -20.372 -0.062 -20.497 -0.061 -20.516 -0.063 -20.545 -0.068 -20.641 -0.103 8.943 0.249 3.664 0.186 43.787 42.011
7.600 -20.308 -0.070 -20.310 -0.070 -20.366 -0.062 -20.491 -0.061 -20.510 -0.063 -20.539 -0.068 -20.638 -0.103 8.927 0.250 3.666 0.188 43.784 42.009
8.000 -20.301 -0.070 -20.302 -0.070 -20.359 -0.062 -20.485 -0.061 -20.505 -0.063 -20.534 -0.068 -20.634 -0.104 8.908 0.251 3.670 0.190 43.781 42.007
8.400 -20.294 -0.071 -20.295 -0.070 -20.352 -0.062 -20.479 -0.061 -20.499 -0.063 -20.529 -0.068 -20.631 -0.104 8.892 0.253 3.671 0.192 43.778 42.005
8.800 -20.287 -0.071 -20.288 -0.070 -20.345 -0.062 -20.473 -0.061 -20.493 -0.063 -20.524 -0.068 -20.627 -0.104 8.878 0.254 3.672 0.194 43.776 42.004
9.200 -20.280 -0.071 -20.281 -0.070 -20.338 -0.062 -20.468 -0.061 -20.488 -0.063 -20.518 -0.068 -20.623 -0.104 8.864 0.255 3.672 0.195 43.773 42.002
9.600 -20.272 -0.071 -20.274 -0.070 -20.331 -0.062 -20.462 -0.061 -20.482 -0.063 -20.513 -0.068 -20.620 -0.104 8.850 0.257 3.671 0.197 43.770 42.001
10.000 -20.265 -0.071 -20.267 -0.070 -20.324 -0.062 -20.455 -0.061 -20.476 -0.063 -20.507 -0.068 -20.616 -0.104 8.837 0.258 3.670 0.198 43.768 41.999
10.400 -20.258 -0.071 -20.260 -0.070 -20.317 -0.062 -20.449 -0.061 -20.470 -0.063 -20.502 -0.068 -20.612 -0.104 8.825 0.259 3.669 0.200 43.765 41.998
10.800 -20.251 -0.071 -20.253 -0.070 -20.310 -0.062 -20.443 -0.061 -20.464 -0.063 -20.496 -0.068 -20.608 -0.104 8.814 0.261 3.667 0.201 43.762 41.996
11.200 -20.244 -0.071 -20.246 -0.070 -20.303 -0.062 -20.437 -0.060 -20.459 -0.063 -20.491 -0.068 -20.604 -0.105 8.803 0.262 3.665 0.202 43.759 41.995
11.600 -20.237 -0.071 -20.239 -0.070 -20.297 -0.062 -20.431 -0.060 -20.453 -0.063 -20.485 -0.068 -20.600 -0.105 8.793 0.263 3.662 0.204 43.757 41.993
12.000 -20.230 -0.071 -20.232 -0.070 -20.290 -0.062 -20.425 -0.060 -20.447 -0.063 -20.480 -0.068 -20.596 -0.105 8.783 0.265 3.659 0.205 43.754 41.992
12.400 -20.224 -0.071 -20.225 -0.070 -20.283 -0.061 -20.419 -0.060 -20.441 -0.062 -20.474 -0.068 -20.592 -0.105 8.774 0.266 3.656 0.206 43.752 41.991
12.800 -20.217 -0.071 -20.218 -0.070 -20.277 -0.061 -20.414 -0.060 -20.435 -0.062 -20.469 -0.068 -20.587 -0.105 8.765 0.267 3.652 0.207 43.749 41.990
13.200 -20.211 -0.071 -20.212 -0.070 -20.270 -0.061 -20.408 -0.059 -20.430 -0.062 -20.463 -0.068 -20.583 -0.105 8.756 0.269 3.649 0.208 43.746 41.989
13.600 -20.204 -0.071 -20.206 -0.070 -20.264 -0.061 -20.402 -0.059 -20.424 -0.062 -20.458 -0.068 -20.579 -0.105 8.748 0.270 3.645 0.210 43.744 41.989
14.000 -20.198 -0.071 -20.199 -0.071 -20.258 -0.061 -20.396 -0.059 -20.418 -0.062 -20.453 -0.067 -20.575 -0.105 8.741 0.271 3.641 0.211 43.741 41.988
14.400 -20.192 -0.071 -20.193 -0.071 -20.252 -0.061 -20.391 -0.059 -20.413 -0.062 -20.447 -0.067 -20.571 -0.105 8.734 0.273 3.637 0.212 43.739 41.988
14.800 -20.186 -0.071 -20.187 -0.071 -20.246 -0.061 -20.385 -0.059 -20.407 -0.061 -20.442 -0.067 -20.567 -0.105 8.727 0.274 3.633 0.213 43.737 41.988
15.200 -20.180 -0.071 -20.181 -0.071 -20.240 -0.061 -20.380 -0.059 -20.402 -0.061 -20.437 -0.067 -20.563 -0.105 8.720 0.275 3.629 0.214 43.734 41.987
15.600 -20.174 -0.072 -20.175 -0.071 -20.234 -0.062 -20.374 -0.059 -20.397 -0.061 -20.432 -0.067 -20.559 -0.105 8.713 0.277 3.625 0.215 43.732 41.987
16.000 -20.168 -0.072 -20.170 -0.072 -20.229 -0.062 -20.369 -0.059 -20.392 -0.061 -20.427 -0.067 -20.556 -0.105 8.707 0.278 3.621 0.216 43.730 41.987
16.400 -20.163 -0.072 -20.164 -0.072 -20.224 -0.062 -20.364 -0.059 -20.387 -0.061 -20.422 -0.067 -20.552 -0.105 8.701 0.280 3.617 0.217 43.728 41.988
16.800 -20.158 -0.073 -20.159 -0.072 -20.218 -0.062 -20.359 -0.059 -20.382 -0.061 -20.418 -0.067 -20.548 -0.105 8.695 0.281 3.613 0.218 43.726 41.988
17.200 -20.153 -0.073 -20.154 -0.073 -20.213 -0.063 -20.354 -0.059 -20.377 -0.061 -20.413 -0.067 -20.545 -0.105 8.689 0.282 3.610 0.219 43.724 41.988
17.600 -20.148 -0.074 -20.149 -0.073 -20.208 -0.063 -20.350 -0.059 -20.373 -0.061 -20.409 -0.067 -20.541 -0.105 8.683 0.283 3.607 0.220 43.722 41.988
18.000 -20.143 -0.074 -20.144 -0.074 -20.204 -0.064 -20.345 -0.059 -20.368 -0.062 -20.405 -0.067 -20.538 -0.105 8.677 0.285 3.604 0.221 43.720 41.989
18.400 -20.138 -0.075 -20.140 -0.074 -20.199 -0.064 -20.341 -0.060 -20.364 -0.062 -20.401 -0.067 -20.534 -0.106 8.671 0.286 3.602 0.222 43.718 41.989
18.800 -20.134 -0.075 -20.135 -0.075 -20.195 -0.065 -20.337 -0.060 -20.360 -0.062 -20.397 -0.068 -20.531 -0.106 8.665 0.287 3.599 0.223 43.716 41.989
19.200 -20.129 -0.076 -20.131 -0.075 -20.191 -0.065 -20.333 -0.060 -20.356 -0.062 -20.393 -0.068 -20.528 -0.106 8.659 0.288 3.597 0.223 43.715 41.989
19.600 -20.125 -0.076 -20.127 -0.076 -20.186 -0.066 -20.329 -0.060 -20.352 -0.063 -20.389 -0.068 -20.525 -0.106 8.653 0.289 3.595 0.224 43.713 41.989
20.000 -20.121 -0.077 -20.123 -0.076 -20.183 -0.066 -20.325 -0.061 -20.349 -0.063 -20.386 -0.068 -20.522 -0.106 8.648 0.290 3.593 0.225 43.711 41.990
20.400 -20.117 -0.077 -20.119 -0.077 -20.179 -0.067 -20.322 -0.061 -20.345 -0.063 -20.382 -0.069 -20.519 -0.106 8.643 0.291 3.591 0.226 43.710 41.990
20.800 -20.114 -0.078 -20.115 -0.077 -20.175 -0.067 -20.318 -0.062 -20.342 -0.064 -20.379 -0.069 -20.516 -0.107 8.638 0.292 3.590 0.227 43.708 41.990
21.200 -20.110 -0.078 -20.111 -0.078 -20.172 -0.068 -20.315 -0.062 -20.339 -0.064 -20.376 -0.069 -20.514 -0.107 8.633 0.292 3.588 0.227 43.707 41.990
21.600 -20.106 -0.079 -20.108 -0.078 -20.168 -0.068 -20.312 -0.062 -20.336 -0.064 -20.373 -0.070 -20.511 -0.107 8.628 0.293 3.586 0.228 43.706 41.989
22.000 -20.103 -0.079 -20.105 -0.079 -20.165 -0.069 -20.309 -0.063 -20.333 -0.065 -20.370 -0.070 -20.509 -0.107 8.624 0.294 3.585 0.229 43.705 41.989
22.400 -20.100 -0.079 -20.101 -0.079 -20.162 -0.069 -20.306 -0.063 -20.330 -0.065 -20.367 -0.070 -20.506 -0.107 8.619 0.294 3.583 0.229 43.703 41.989
22.800 -20.097 -0.080 -20.098 -0.079 -20.159 -0.069 -20.303 -0.064 -20.327 -0.066 -20.364 -0.071 -20.504 -0.108 8.615 0.295 3.582 0.230 43.702 41.989
23.200 -20.094 -0.080 -20.095 -0.080 -20.156 -0.070 -20.300 -0.064 -20.324 -0.066 -20.362 -0.071 -20.502 -0.108 8.612 0.295 3.580 0.230 43.701 41.988
23.600 -20.091 -0.080 -20.093 -0.080 -20.153 -0.070 -20.298 -0.064 -20.322 -0.066 -20.359 -0.071 -20.500 -0.108 8.608 0.296 3.579 0.231 43.700 41.987
24.000 -20.088 -0.080 -20.090 -0.080 -20.151 -0.070 -20.295 -0.064 -20.319 -0.066 -20.357 -0.072 -20.498 -0.108 8.604 0.296 3.578 0.231 43.699 41.987
24.400 -20.086 -0.081 -20.087 -0.080 -20.148 -0.070 -20.293 -0.065 -20.317 -0.067 -20.355 -0.072 -20.496 -0.108 8.601 0.296 3.576 0.231 43.698 41.986
24.800 -20.083 -0.081 -20.085 -0.080 -20.146 -0.071 -20.291 -0.065 -20.315 -0.067 -20.353 -0.072 -20.494 -0.109 8.598 0.296 3.575 0.231 43.697 41.985
