"Time (MJD)" g-4810.16 g-4810.16_err i-7503.03 i-7503.03_err r-6155.47 r-6155.47_err z-8668.36 z-8668.36_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-24.000 -20.054 -0.182 -19.901 -0.136 -19.627 -0.141 -19.462 -0.204 20.666 3.267 0.790 0.146 43.909 43.340
-23.600 -20.112 -0.171 -19.971 -0.128 -19.696 -0.135 -19.528 -0.195 26.010 1.653 0.632 0.041 44.115 43.215
-23.200 -20.171 -0.161 -20.042 -0.122 -19.765 -0.130 -19.595 -0.187 25.680 1.751 0.661 0.047 44.132 43.257
-22.800 -20.231 -0.151 -20.113 -0.117 -19.836 -0.127 -19.663 -0.180 25.321 1.840 0.692 0.053 44.147 43.295
-22.400 -20.291 -0.143 -20.186 -0.113 -19.908 -0.125 -19.733 -0.173 24.944 1.918 0.726 0.059 44.162 43.329
-22.000 -20.352 -0.136 -20.259 -0.110 -19.980 -0.124 -19.803 -0.167 24.564 1.979 0.762 0.066 44.178 43.359
-21.600 -20.413 -0.129 -20.332 -0.107 -20.053 -0.124 -19.875 -0.162 24.195 2.022 0.799 0.073 44.193 43.385
-21.200 -20.476 -0.124 -20.406 -0.106 -20.126 -0.123 -19.948 -0.157 23.848 2.047 0.839 0.080 44.210 43.407
-20.800 -20.539 -0.120 -20.479 -0.105 -20.200 -0.123 -20.021 -0.152 23.535 2.051 0.879 0.086 44.227 43.426
-20.400 -20.603 -0.117 -20.552 -0.105 -20.273 -0.122 -20.095 -0.147 23.259 2.035 0.919 0.091 44.246 43.443
-20.000 -20.667 -0.114 -20.624 -0.105 -20.346 -0.122 -20.169 -0.142 23.013 2.002 0.961 0.095 44.266 43.457
-19.600 -20.732 -0.112 -20.695 -0.106 -20.418 -0.121 -20.243 -0.138 22.784 1.953 1.003 0.098 44.286 43.468
-19.200 -20.796 -0.111 -20.765 -0.107 -20.490 -0.120 -20.318 -0.133 22.563 1.891 1.047 0.101 44.306 43.476
-18.800 -20.859 -0.111 -20.834 -0.108 -20.560 -0.119 -20.393 -0.128 22.344 1.819 1.092 0.103 44.326 43.481
-18.400 -20.921 -0.110 -20.900 -0.109 -20.629 -0.118 -20.467 -0.123 22.122 1.737 1.139 0.104 44.345 43.483
-18.000 -20.981 -0.111 -20.965 -0.110 -20.697 -0.117 -20.540 -0.118 21.891 1.647 1.188 0.104 44.363 43.481
-17.600 -21.039 -0.111 -21.027 -0.112 -20.763 -0.116 -20.611 -0.113 21.649 1.552 1.239 0.103 44.381 43.476
-17.200 -21.094 -0.113 -21.086 -0.114 -20.826 -0.116 -20.681 -0.108 21.393 1.452 1.292 0.102 44.396 43.467
-16.800 -21.146 -0.116 -21.143 -0.116 -20.888 -0.116 -20.749 -0.103 21.123 1.352 1.347 0.101 44.411 43.456
-16.400 -21.196 -0.120 -21.196 -0.120 -20.946 -0.116 -20.815 -0.099 20.843 1.257 1.405 0.099 44.424 43.443
-16.000 -21.242 -0.125 -21.246 -0.123 -21.002 -0.117 -20.877 -0.096 20.559 1.171 1.463 0.098 44.436 43.429
-15.600 -21.285 -0.130 -21.293 -0.127 -21.054 -0.118 -20.936 -0.094 20.282 1.099 1.522 0.097 44.446 43.417
-15.200 -21.325 -0.135 -21.337 -0.132 -21.103 -0.119 -20.991 -0.094 20.023 1.045 1.580 0.097 44.456 43.408
-14.800 -21.362 -0.140 -21.377 -0.136 -21.149 -0.121 -21.042 -0.096 19.793 1.006 1.635 0.098 44.466 43.404
-14.400 -21.396 -0.145 -21.415 -0.139 -21.191 -0.123 -21.088 -0.099 19.593 0.981 1.686 0.101 44.475 43.403
-14.000 -21.427 -0.149 -21.450 -0.143 -21.229 -0.125 -21.130 -0.103 19.422 0.966 1.733 0.104 44.484 43.404
-13.600 -21.456 -0.152 -21.482 -0.146 -21.264 -0.127 -21.168 -0.108 19.275 0.960 1.777 0.107 44.492 43.409
-13.200 -21.482 -0.155 -21.511 -0.148 -21.296 -0.129 -21.203 -0.113 19.151 0.962 1.817 0.111 44.500 43.417
-12.800 -21.506 -0.157 -21.539 -0.149 -21.324 -0.130 -21.234 -0.117 19.045 0.973 1.852 0.116 44.507 43.427
-12.400 -21.527 -0.158 -21.563 -0.150 -21.348 -0.131 -21.262 -0.122 18.956 0.991 1.885 0.122 44.514 43.440
-12.000 -21.546 -0.158 -21.586 -0.150 -21.370 -0.131 -21.287 -0.125 18.881 1.017 1.913 0.128 44.520 43.456
-11.600 -21.563 -0.157 -21.606 -0.149 -21.389 -0.131 -21.310 -0.128 18.816 1.052 1.939 0.135 44.526 43.474
-11.200 -21.577 -0.155 -21.625 -0.147 -21.405 -0.129 -21.331 -0.130 18.761 1.093 1.962 0.144 44.531 43.494
-10.800 -21.590 -0.152 -21.642 -0.144 -21.419 -0.127 -21.349 -0.131 18.713 1.142 1.982 0.153 44.535 43.515
