"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4671.78 g-4671.78_err g-4746.48 g-4746.48_err i-7457.89 i-7457.89_err orange-6629.82 orange-6629.82_err r-6141.12 r-6141.12_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-34.600 -20.598 -0.096 -20.613 -0.091 -20.688 -0.074 -20.781 -0.062 -20.826 -0.054 -20.860 -0.047 -20.892 -0.046 -20.890 -0.105 7.858 0.151 5.194 0.178 43.865 41.926
-34.200 -20.606 -0.096 -20.622 -0.091 -20.697 -0.074 -20.790 -0.061 -20.835 -0.053 -20.870 -0.047 -20.901 -0.046 -20.900 -0.104 7.852 0.151 5.223 0.179 43.869 41.927
-33.800 -20.614 -0.095 -20.630 -0.090 -20.706 -0.073 -20.799 -0.060 -20.844 -0.053 -20.879 -0.047 -20.910 -0.046 -20.909 -0.103 7.847 0.151 5.251 0.180 43.872 41.929
-33.400 -20.622 -0.095 -20.638 -0.089 -20.715 -0.072 -20.808 -0.060 -20.853 -0.053 -20.888 -0.047 -20.919 -0.046 -20.919 -0.103 7.841 0.150 5.279 0.181 43.875 41.930
-33.000 -20.630 -0.094 -20.646 -0.089 -20.723 -0.072 -20.817 -0.059 -20.862 -0.052 -20.897 -0.047 -20.929 -0.046 -20.929 -0.102 7.836 0.150 5.306 0.182 43.879 41.932
-32.600 -20.638 -0.093 -20.655 -0.088 -20.732 -0.071 -20.826 -0.059 -20.871 -0.052 -20.906 -0.047 -20.938 -0.046 -20.939 -0.101 7.832 0.150 5.333 0.183 43.882 41.934
-32.200 -20.646 -0.093 -20.663 -0.088 -20.741 -0.070 -20.835 -0.058 -20.880 -0.052 -20.915 -0.047 -20.947 -0.046 -20.948 -0.101 7.828 0.150 5.359 0.184 43.886 41.935
-31.800 -20.654 -0.092 -20.671 -0.087 -20.749 -0.070 -20.843 -0.057 -20.888 -0.051 -20.923 -0.047 -20.955 -0.046 -20.958 -0.100 7.824 0.150 5.385 0.185 43.889 41.937
-31.400 -20.662 -0.091 -20.679 -0.086 -20.758 -0.069 -20.852 -0.057 -20.897 -0.051 -20.932 -0.046 -20.964 -0.046 -20.967 -0.100 7.820 0.150 5.410 0.186 43.892 41.938
-31.000 -20.670 -0.091 -20.687 -0.086 -20.767 -0.068 -20.860 -0.056 -20.906 -0.050 -20.941 -0.046 -20.973 -0.046 -20.977 -0.099 7.817 0.150 5.435 0.187 43.895 41.940
-30.600 -20.678 -0.090 -20.695 -0.085 -20.775 -0.067 -20.869 -0.055 -20.914 -0.050 -20.949 -0.046 -20.982 -0.046 -20.986 -0.098 7.815 0.150 5.460 0.188 43.899 41.942
-30.200 -20.686 -0.089 -20.703 -0.084 -20.784 -0.067 -20.877 -0.054 -20.922 -0.049 -20.957 -0.046 -20.990 -0.046 -20.995 -0.098 7.812 0.149 5.484 0.189 43.902 41.943
-29.800 -20.694 -0.089 -20.711 -0.084 -20.792 -0.066 -20.886 -0.054 -20.931 -0.049 -20.966 -0.046 -20.999 -0.046 -21.004 -0.097 7.810 0.149 5.507 0.190 43.905 41.945
-29.400 -20.702 -0.088 -20.719 -0.083 -20.801 -0.065 -20.894 -0.053 -20.939 -0.048 -20.974 -0.045 -21.007 -0.046 -21.013 -0.097 7.809 0.149 5.530 0.191 43.908 41.947
-29.000 -20.710 -0.087 -20.727 -0.082 -20.809 -0.064 -20.902 -0.052 -20.947 -0.048 -20.982 -0.045 -21.015 -0.046 -21.022 -0.096 7.807 0.149 5.552 0.192 43.912 41.949
-28.600 -20.717 -0.087 -20.735 -0.082 -20.817 -0.063 -20.910 -0.051 -20.955 -0.047 -20.990 -0.045 -21.023 -0.046 -21.031 -0.095 7.806 0.149 5.573 0.193 43.915 41.950
-28.200 -20.725 -0.086 -20.743 -0.081 -20.826 -0.062 -20.918 -0.050 -20.963 -0.047 -20.998 -0.045 -21.031 -0.046 -21.040 -0.095 7.806 0.149 5.594 0.193 43.918 41.952
-27.800 -20.733 -0.085 -20.751 -0.080 -20.834 -0.061 -20.926 -0.049 -20.971 -0.046 -21.006 -0.044 -21.039 -0.046 -21.049 -0.094 7.806 0.149 5.614 0.194 43.921 41.954
-27.400 -20.740 -0.084 -20.758 -0.079 -20.843 -0.060 -20.934 -0.048 -20.979 -0.046 -21.014 -0.044 -21.047 -0.045 -21.058 -0.093 7.806 0.150 5.634 0.195 43.924 41.956
-27.000 -20.748 -0.083 -20.766 -0.078 -20.851 -0.059 -20.942 -0.047 -20.987 -0.045 -21.022 -0.044 -21.055 -0.045 -21.066 -0.093 7.807 0.150 5.653 0.196 43.927 41.958
-26.600 -20.755 -0.083 -20.774 -0.078 -20.859 -0.058 -20.950 -0.046 -20.994 -0.044 -21.029 -0.044 -21.063 -0.045 -21.075 -0.092 7.808 0.150 5.672 0.197 43.930 41.960
-26.200 -20.763 -0.082 -20.781 -0.077 -20.867 -0.057 -20.958 -0.045 -21.002 -0.044 -21.037 -0.043 -21.070 -0.045 -21.083 -0.091 7.809 0.150 5.689 0.198 43.933 41.961
-25.800 -20.770 -0.081 -20.789 -0.076 -20.876 -0.056 -20.966 -0.044 -21.010 -0.043 -21.044 -0.043 -21.078 -0.045 -21.092 -0.091 7.811 0.150 5.706 0.198 43.936 41.963
-25.400 -20.777 -0.080 -20.796 -0.075 -20.884 -0.055 -20.974 -0.043 -21.017 -0.042 -21.052 -0.043 -21.085 -0.045 -21.100 -0.090 7.813 0.150 5.723 0.199 43.939 41.965
-25.000 -20.785 -0.079 -20.804 -0.074 -20.892 -0.054 -20.981 -0.042 -21.025 -0.041 -21.059 -0.042 -21.093 -0.045 -21.108 -0.089 7.815 0.150 5.739 0.200 43.942 41.967
-24.600 -20.792 -0.078 -20.811 -0.073 -20.900 -0.053 -20.989 -0.041 -21.032 -0.041 -21.066 -0.042 -21.100 -0.045 -21.116 -0.088 7.818 0.150 5.754 0.201 43.945 41.968
-24.200 -20.799 -0.077 -20.819 -0.072 -20.908 -0.052 -20.996 -0.039 -21.039 -0.040 -21.074 -0.042 -21.107 -0.045 -21.124 -0.088 7.821 0.151 5.769 0.201 43.948 41.970
-23.800 -20.806 -0.076 -20.826 -0.071 -20.916 -0.050 -21.004 -0.038 -21.047 -0.039 -21.081 -0.041 -21.114 -0.045 -21.132 -0.087 7.825 0.151 5.783 0.202 43.951 41.972
-23.400 -20.813 -0.075 -20.833 -0.070 -20.924 -0.049 -21.011 -0.037 -21.054 -0.038 -21.088 -0.041 -21.121 -0.044 -21.140 -0.086 7.828 0.151 5.797 0.203 43.954 41.973
-23.000 -20.820 -0.074 -20.840 -0.069 -20.932 -0.048 -21.019 -0.036 -21.061 -0.038 -21.095 -0.040 -21.128 -0.044 -21.148 -0.085 7.832 0.151 5.810 0.204 43.957 41.975
-22.600 -20.827 -0.073 -20.848 -0.068 -20.940 -0.047 -21.026 -0.034 -21.068 -0.037 -21.102 -0.040 -21.135 -0.044 -21.155 -0.084 7.836 0.151 5.823 0.204 43.960 41.976
-22.200 -20.834 -0.072 -20.855 -0.067 -20.948 -0.045 -21.033 -0.033 -21.075 -0.036 -21.109 -0.040 -21.142 -0.044 -21.163 -0.083 7.841 0.152 5.835 0.205 43.962 41.977
-21.800 -20.841 -0.071 -20.862 -0.066 -20.955 -0.044 -21.041 -0.032 -21.082 -0.035 -21.115 -0.039 -21.148 -0.044 -21.170 -0.082 7.845 0.152 5.847 0.206 43.965 41.978
-21.400 -20.848 -0.070 -20.869 -0.065 -20.963 -0.043 -21.048 -0.031 -21.089 -0.034 -21.122 -0.039 -21.155 -0.043 -21.178 -0.081 7.850 0.152 5.858 0.206 43.968 41.979
-21.000 -20.855 -0.069 -20.876 -0.063 -20.971 -0.041 -21.055 -0.029 -21.096 -0.034 -21.129 -0.038 -21.161 -0.043 -21.185 -0.081 7.855 0.152 5.869 0.207 43.971 41.980
-20.600 -20.861 -0.068 -20.882 -0.062 -20.979 -0.040 -21.062 -0.028 -21.103 -0.033 -21.135 -0.038 -21.168 -0.043 -21.192 -0.080 7.861 0.152 5.879 0.207 43.973 41.981
-20.200 -20.868 -0.067 -20.889 -0.061 -20.986 -0.039 -21.069 -0.027 -21.109 -0.032 -21.142 -0.037 -21.174 -0.042 -21.200 -0.079 7.866 0.152 5.889 0.207 43.976 41.981
-19.800 -20.874 -0.066 -20.896 -0.060 -20.994 -0.037 -21.076 -0.026 -21.116 -0.031 -21.148 -0.037 -21.181 -0.042 -21.207 -0.077 7.872 0.152 5.899 0.207 43.979 41.981
-19.400 -20.880 -0.065 -20.902 -0.059 -21.001 -0.036 -21.083 -0.024 -21.123 -0.031 -21.155 -0.037 -21.187 -0.042 -21.214 -0.076 7.878 0.152 5.908 0.207 43.981 41.980
-19.000 -20.887 -0.063 -20.909 -0.058 -21.009 -0.034 -21.090 -0.023 -21.129 -0.030 -21.161 -0.036 -21.193 -0.041 -21.220 -0.075 7.885 0.152 5.917 0.207 43.984 41.979
-18.600 -20.893 -0.062 -20.915 -0.057 -21.016 -0.033 -21.097 -0.022 -21.136 -0.030 -21.168 -0.036 -21.199 -0.041 -21.227 -0.074 7.891 0.151 5.926 0.206 43.987 41.977
-18.200 -20.899 -0.061 -20.922 -0.055 -21.024 -0.032 -21.104 -0.021 -21.143 -0.029 -21.174 -0.035 -21.205 -0.040 -21.234 -0.073 7.898 0.150 5.934 0.205 43.990 41.975
-17.800 -20.905 -0.060 -20.928 -0.054 -21.031 -0.030 -21.111 -0.020 -21.149 -0.028 -21.180 -0.035 -21.211 -0.040 -21.240 -0.072 7.904 0.149 5.943 0.204 43.992 41.971
-17.400 -20.911 -0.059 -20.934 -0.053 -21.038 -0.029 -21.118 -0.020 -21.156 -0.028 -21.186 -0.034 -21.217 -0.040 -21.247 -0.071 7.911 0.147 5.951 0.202 43.995 41.966
-17.000 -20.917 -0.057 -20.940 -0.052 -21.045 -0.028 -21.125 -0.019 -21.162 -0.028 -21.192 -0.034 -21.223 -0.039 -21.253 -0.070 7.917 0.145 5.960 0.199 43.998 41.960
-16.600 -20.922 -0.056 -20.946 -0.051 -21.052 -0.026 -21.132 -0.019 -21.169 -0.027 -21.199 -0.034 -21.229 -0.039 -21.260 -0.069 7.923 0.142 5.970 0.195 44.000 41.952
-16.200 -20.928 -0.055 -20.952 -0.049 -21.059 -0.025 -21.139 -0.018 -21.175 -0.027 -21.205 -0.033 -21.234 -0.038 -21.266 -0.067 7.929 0.139 5.981 0.191 44.003 41.942
-15.800 -20.934 -0.054 -20.958 -0.048 -21.066 -0.024 -21.145 -0.018 -21.181 -0.027 -21.210 -0.033 -21.240 -0.038 -21.272 -0.066 7.934 0.135 5.993 0.186 44.006 41.931
-15.400 -20.939 -0.053 -20.963 -0.047 -21.073 -0.023 -21.152 -0.018 -21.188 -0.026 -21.216 -0.032 -21.246 -0.037 -21.278 -0.065 7.938 0.130 6.006 0.180 44.009 41.917
-15.000 -20.944 -0.052 -20.969 -0.046 -21.080 -0.021 -21.159 -0.019 -21.194 -0.026 -21.222 -0.032 -21.251 -0.037 -21.284 -0.064 7.941 0.125 6.021 0.175 44.012 41.902
-14.600 -20.949 -0.050 -20.974 -0.045 -21.087 -0.020 -21.166 -0.019 -21.200 -0.026 -21.228 -0.032 -21.256 -0.036 -21.290 -0.062 7.943 0.121 6.036 0.169 44.014 41.886
-14.200 -20.954 -0.049 -20.980 -0.043 -21.093 -0.020 -21.172 -0.019 -21.206 -0.026 -21.234 -0.031 -21.262 -0.035 -21.295 -0.061 7.944 0.116 6.053 0.163 44.017 41.869
-13.800 -20.959 -0.048 -20.985 -0.042 -21.100 -0.019 -21.179 -0.020 -21.212 -0.026 -21.239 -0.031 -21.267 -0.035 -21.301 -0.060 7.944 0.111 6.072 0.157 44.020 41.852
-13.400 -20.964 -0.047 -20.990 -0.041 -21.106 -0.018 -21.185 -0.020 -21.218 -0.026 -21.245 -0.030 -21.272 -0.034 -21.306 -0.058 7.943 0.107 6.091 0.152 44.022 41.835
-13.000 -20.969 -0.046 -20.995 -0.040 -21.112 -0.017 -21.192 -0.021 -21.224 -0.025 -21.250 -0.030 -21.277 -0.034 -21.312 -0.057 7.942 0.103 6.112 0.147 44.025 41.819
-12.600 -20.973 -0.044 -21.000 -0.039 -21.119 -0.017 -21.198 -0.021 -21.230 -0.025 -21.256 -0.030 -21.282 -0.034 -21.317 -0.056 7.939 0.099 6.133 0.143 44.027 41.804
-12.200 -20.978 -0.043 -21.004 -0.038 -21.125 -0.017 -21.204 -0.022 -21.236 -0.025 -21.261 -0.029 -21.287 -0.033 -21.322 -0.054 7.935 0.096 6.156 0.139 44.030 41.791
-11.800 -20.982 -0.042 -21.009 -0.037 -21.130 -0.016 -21.211 -0.023 -21.242 -0.025 -21.266 -0.029 -21.292 -0.033 -21.327 -0.053 7.929 0.093 6.180 0.135 44.032 41.780
-11.400 -20.986 -0.041 -21.013 -0.036 -21.136 -0.016 -21.217 -0.023 -21.248 -0.025 -21.272 -0.029 -21.297 -0.032 -21.332 -0.052 7.923 0.090 6.206 0.132 44.034 41.770
-11.000 -20.990 -0.040 -21.017 -0.035 -21.141 -0.016 -21.223 -0.024 -21.253 -0.025 -21.277 -0.028 -21.301 -0.032 -21.337 -0.050 7.915 0.088 6.232 0.129 44.036 41.762
-10.600 -20.994 -0.039 -21.021 -0.034 -21.147 -0.017 -21.229 -0.024 -21.259 -0.025 -21.282 -0.028 -21.306 -0.032 -21.342 -0.049 7.906 0.085 6.260 0.127 44.038 41.755
-10.200 -20.998 -0.037 -21.025 -0.033 -21.152 -0.017 -21.234 -0.025 -21.264 -0.025 -21.287 -0.028 -21.310 -0.031 -21.347 -0.048 7.896 0.083 6.290 0.124 44.040 41.750
-9.800 -21.001 -0.036 -21.029 -0.032 -21.157 -0.017 -21.240 -0.025 -21.269 -0.025 -21.292 -0.027 -21.315 -0.031 -21.351 -0.046 7.885 0.081 6.320 0.122 44.042 41.744
-9.400 -21.005 -0.035 -21.032 -0.031 -21.162 -0.018 -21.245 -0.026 -21.275 -0.025 -21.296 -0.027 -21.319 -0.031 -21.356 -0.045 7.874 0.078 6.351 0.119 44.043 41.738
-9.000 -21.008 -0.034 -21.036 -0.030 -21.166 -0.018 -21.250 -0.026 -21.280 -0.025 -21.301 -0.027 -21.323 -0.030 -21.360 -0.044 7.861 0.076 6.382 0.116 44.045 41.731
-8.600 -21.011 -0.033 -21.039 -0.029 -21.171 -0.019 -21.256 -0.026 -21.285 -0.024 -21.306 -0.027 -21.327 -0.030 -21.365 -0.043 7.849 0.073 6.414 0.113 44.046 41.724
-8.200 -21.014 -0.032 -21.042 -0.028 -21.175 -0.020 -21.261 -0.027 -21.289 -0.024 -21.310 -0.026 -21.331 -0.030 -21.369 -0.041 7.836 0.071 6.446 0.111 44.048 41.716
-7.800 -21.017 -0.031 -21.045 -0.027 -21.179 -0.020 -21.265 -0.027 -21.294 -0.024 -21.314 -0.026 -21.335 -0.030 -21.373 -0.040 7.822 0.069 6.478 0.108 44.049 41.707
-7.400 -21.019 -0.030 -21.048 -0.026 -21.182 -0.021 -21.270 -0.028 -21.299 -0.024 -21.319 -0.026 -21.339 -0.030 -21.377 -0.039 7.809 0.066 6.509 0.104 44.050 41.696
-7.000 -21.022 -0.029 -21.051 -0.026 -21.186 -0.022 -21.275 -0.028 -21.303 -0.024 -21.323 -0.026 -21.343 -0.030 -21.381 -0.038 7.796 0.064 6.541 0.101 44.052 41.685
-6.600 -21.024 -0.029 -21.053 -0.025 -21.189 -0.023 -21.279 -0.028 -21.307 -0.024 -21.327 -0.026 -21.347 -0.029 -21.384 -0.037 7.783 0.061 6.572 0.098 44.053 41.673
-6.200 -21.026 -0.028 -21.056 -0.025 -21.192 -0.024 -21.283 -0.028 -21.311 -0.023 -21.331 -0.025 -21.350 -0.029 -21.388 -0.036 7.770 0.059 6.602 0.095 44.054 41.660
-5.800 -21.028 -0.027 -21.058 -0.024 -21.195 -0.024 -21.287 -0.029 -21.315 -0.023 -21.334 -0.025 -21.354 -0.029 -21.391 -0.035 7.757 0.056 6.632 0.092 44.055 41.647
-5.400 -21.030 -0.026 -21.060 -0.024 -21.198 -0.025 -21.291 -0.029 -21.319 -0.023 -21.338 -0.025 -21.357 -0.029 -21.395 -0.035 7.744 0.054 6.662 0.089 44.056 41.634
-5.000 -21.032 -0.026 -21.062 -0.023 -21.201 -0.026 -21.294 -0.029 -21.323 -0.023 -21.342 -0.025 -21.361 -0.029 -21.398 -0.034 7.732 0.052 6.690 0.087 44.057 41.621
-4.600 -21.033 -0.026 -21.063 -0.023 -21.203 -0.027 -21.298 -0.029 -21.326 -0.023 -21.345 -0.025 -21.364 -0.029 -21.401 -0.033 7.720 0.050 6.718 0.084 44.058 41.608
-4.200 -21.035 -0.025 -21.065 -0.023 -21.205 -0.027 -21.301 -0.030 -21.330 -0.023 -21.348 -0.025 -21.367 -0.029 -21.404 -0.033 7.709 0.048 6.744 0.082 44.059 41.596
-3.800 -21.036 -0.025 -21.067 -0.023 -21.207 -0.028 -21.304 -0.030 -21.333 -0.023 -21.351 -0.025 -21.370 -0.029 -21.407 -0.033 7.698 0.047 6.770 0.079 44.060 41.584
-3.400 -21.037 -0.025 -21.068 -0.023 -21.209 -0.029 -21.307 -0.030 -21.336 -0.023 -21.354 -0.025 -21.373 -0.029 -21.410 -0.033 7.687 0.045 6.795 0.077 44.060 41.573
-3.000 -21.039 -0.025 -21.069 -0.023 -21.211 -0.029 -21.309 -0.030 -21.338 -0.024 -21.357 -0.025 -21.375 -0.029 -21.412 -0.032 7.677 0.044 6.819 0.076 44.061 41.562
-2.600 -21.039 -0.025 -21.070 -0.023 -21.212 -0.030 -21.311 -0.031 -21.341 -0.024 -21.360 -0.025 -21.378 -0.029 -21.415 -0.032 7.667 0.043 6.842 0.074 44.062 41.553
-2.200 -21.040 -0.025 -21.071 -0.023 -21.214 -0.030 -21.314 -0.031 -21.343 -0.024 -21.362 -0.025 -21.380 -0.029 -21.417 -0.033 7.657 0.042 6.864 0.072 44.062 41.543
-1.800 -21.041 -0.025 -21.072 -0.024 -21.215 -0.031 -21.316 -0.031 -21.346 -0.024 -21.365 -0.025 -21.383 -0.029 -21.419 -0.033 7.648 0.041 6.886 0.071 44.063 41.534
-1.400 -21.041 -0.025 -21.072 -0.024 -21.216 -0.031 -21.317 -0.031 -21.348 -0.024 -21.367 -0.025 -21.385 -0.029 -21.422 -0.033 7.638 0.040 6.907 0.070 44.063 41.526
-1.000 -21.042 -0.026 -21.073 -0.024 -21.217 -0.032 -21.319 -0.032 -21.350 -0.025 -21.369 -0.025 -21.387 -0.029 -21.424 -0.033 7.629 0.039 6.927 0.069 44.064 41.519
-0.600 -21.042 -0.026 -21.073 -0.025 -21.217 -0.032 -21.320 -0.032 -21.351 -0.025 -21.371 -0.025 -21.389 -0.029 -21.425 -0.034 7.620 0.038 6.946 0.068 44.064 41.512
-0.200 -21.042 -0.026 -21.073 -0.025 -21.218 -0.032 -21.321 -0.032 -21.353 -0.025 -21.373 -0.025 -21.391 -0.029 -21.427 -0.034 7.612 0.038 6.965 0.067 44.065 41.505
0.200 -21.042 -0.026 -21.073 -0.025 -21.218 -0.032 -21.322 -0.032 -21.354 -0.025 -21.374 -0.025 -21.392 -0.029 -21.429 -0.034 7.603 0.037 6.983 0.066 44.065 41.499
0.600 -21.042 -0.027 -21.073 -0.026 -21.219 -0.033 -21.323 -0.032 -21.355 -0.026 -21.376 -0.025 -21.394 -0.029 -21.431 -0.035 7.595 0.037 7.001 0.066 44.065 41.493
1.000 -21.042 -0.027 -21.073 -0.026 -21.219 -0.033 -21.324 -0.032 -21.356 -0.026 -21.377 -0.025 -21.395 -0.029 -21.432 -0.035 7.586 0.036 7.018 0.065 44.065 41.488
1.400 -21.041 -0.027 -21.073 -0.026 -21.219 -0.033 -21.324 -0.032 -21.357 -0.026 -21.378 -0.025 -21.397 -0.029 -21.434 -0.035 7.578 0.036 7.035 0.065 44.065 41.484
1.800 -21.041 -0.028 -21.073 -0.026 -21.218 -0.033 -21.324 -0.032 -21.358 -0.026 -21.379 -0.025 -21.398 -0.029 -21.435 -0.036 7.569 0.036 7.051 0.064 44.066 41.480
2.200 -21.040 -0.028 -21.072 -0.027 -21.218 -0.033 -21.324 -0.032 -21.358 -0.026 -21.380 -0.025 -21.399 -0.029 -21.436 -0.036 7.561 0.035 7.066 0.064 44.066 41.478
2.600 -21.039 -0.028 -21.071 -0.027 -21.218 -0.033 -21.324 -0.032 -21.359 -0.026 -21.381 -0.025 -21.400 -0.029 -21.437 -0.036 7.553 0.035 7.081 0.064 44.066 41.476
3.000 -21.039 -0.028 -21.070 -0.027 -21.217 -0.033 -21.324 -0.032 -21.359 -0.026 -21.382 -0.025 -21.401 -0.028 -21.438 -0.036 7.545 0.035 7.096 0.064 44.065 41.475
3.400 -21.037 -0.028 -21.069 -0.027 -21.216 -0.033 -21.323 -0.032 -21.359 -0.026 -21.382 -0.025 -21.401 -0.028 -21.439 -0.037 7.537 0.035 7.110 0.065 44.065 41.475
3.800 -21.036 -0.029 -21.068 -0.027 -21.216 -0.032 -21.322 -0.032 -21.359 -0.026 -21.382 -0.024 -21.402 -0.028 -21.440 -0.037 7.528 0.036 7.124 0.065 44.065 41.477
4.200 -21.035 -0.029 -21.067 -0.027 -21.215 -0.032 -21.321 -0.032 -21.359 -0.026 -21.383 -0.024 -21.402 -0.028 -21.440 -0.037 7.520 0.036 7.137 0.066 44.065 41.480
4.600 -21.033 -0.029 -21.066 -0.027 -21.213 -0.032 -21.320 -0.032 -21.358 -0.026 -21.383 -0.024 -21.402 -0.027 -21.441 -0.037 7.512 0.036 7.150 0.067 44.065 41.484
5.000 -21.032 -0.029 -21.064 -0.027 -21.212 -0.032 -21.319 -0.031 -21.357 -0.026 -21.383 -0.024 -21.403 -0.027 -21.442 -0.037 7.504 0.037 7.163 0.069 44.064 41.490
5.400 -21.030 -0.029 -21.063 -0.027 -21.211 -0.031 -21.318 -0.031 -21.357 -0.026 -21.382 -0.024 -21.403 -0.027 -21.442 -0.038 7.496 0.038 7.176 0.070 44.064 41.497
5.800 -21.028 -0.029 -21.061 -0.027 -21.209 -0.031 -21.316 -0.031 -21.356 -0.026 -21.382 -0.023 -21.403 -0.026 -21.442 -0.038 7.487 0.039 7.188 0.072 44.063 41.506
6.200 -21.026 -0.029 -21.059 -0.027 -21.208 -0.031 -21.314 -0.030 -21.355 -0.026 -21.381 -0.023 -21.402 -0.026 -21.443 -0.038 7.479 0.040 7.200 0.074 44.063 41.516
