"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-61.000 -20.183 -0.164 -20.158 -0.143 -20.090 -0.149 -20.074 -0.163 17.562 2.871 1.173 0.227 43.969 43.403
-60.600 -20.204 -0.161 -20.179 -0.140 -20.110 -0.147 -20.094 -0.161 14.407 0.301 1.523 0.043 43.853 42.297
-60.200 -20.225 -0.158 -20.200 -0.138 -20.130 -0.145 -20.114 -0.159 14.421 0.298 1.536 0.043 43.862 42.301
-59.800 -20.246 -0.156 -20.221 -0.135 -20.151 -0.143 -20.135 -0.158 14.436 0.295 1.549 0.043 43.870 42.305
-59.400 -20.267 -0.153 -20.242 -0.133 -20.172 -0.142 -20.155 -0.156 14.451 0.292 1.561 0.043 43.879 42.309
-59.000 -20.288 -0.151 -20.263 -0.131 -20.192 -0.141 -20.176 -0.155 14.466 0.288 1.574 0.043 43.888 42.313
-58.600 -20.309 -0.149 -20.285 -0.129 -20.213 -0.140 -20.196 -0.154 14.482 0.285 1.587 0.042 43.897 42.316
-58.200 -20.331 -0.147 -20.306 -0.128 -20.234 -0.139 -20.217 -0.153 14.499 0.281 1.600 0.042 43.907 42.319
-57.800 -20.352 -0.145 -20.328 -0.126 -20.255 -0.138 -20.238 -0.153 14.515 0.277 1.614 0.042 43.916 42.322
-57.400 -20.374 -0.143 -20.350 -0.124 -20.276 -0.137 -20.259 -0.152 14.532 0.274 1.627 0.041 43.925 42.325
-57.000 -20.396 -0.141 -20.372 -0.123 -20.298 -0.137 -20.280 -0.151 14.550 0.269 1.641 0.041 43.934 42.327
-56.600 -20.418 -0.139 -20.394 -0.121 -20.319 -0.136 -20.301 -0.151 14.568 0.265 1.654 0.041 43.944 42.329
-56.200 -20.440 -0.138 -20.416 -0.120 -20.340 -0.136 -20.322 -0.151 14.585 0.261 1.668 0.040 43.953 42.330
-55.800 -20.462 -0.136 -20.438 -0.119 -20.362 -0.136 -20.343 -0.150 14.604 0.256 1.682 0.040 43.962 42.332
-55.400 -20.484 -0.134 -20.460 -0.118 -20.383 -0.135 -20.364 -0.150 14.622 0.252 1.696 0.040 43.972 42.333
-55.000 -20.506 -0.133 -20.482 -0.117 -20.405 -0.135 -20.386 -0.150 14.640 0.247 1.710 0.039 43.981 42.333
-54.600 -20.528 -0.131 -20.505 -0.116 -20.427 -0.135 -20.407 -0.150 14.659 0.242 1.725 0.039 43.991 42.333
-54.200 -20.550 -0.130 -20.527 -0.114 -20.448 -0.135 -20.428 -0.150 14.678 0.237 1.739 0.038 44.000 42.333
-53.800 -20.572 -0.128 -20.549 -0.113 -20.470 -0.135 -20.450 -0.150 14.697 0.232 1.754 0.037 44.010 42.332
-53.400 -20.594 -0.127 -20.572 -0.112 -20.492 -0.135 -20.471 -0.150 14.716 0.226 1.769 0.037 44.019 42.331
-53.000 -20.617 -0.125 -20.594 -0.112 -20.513 -0.135 -20.492 -0.150 14.735 0.221 1.784 0.036 44.029 42.329
-52.600 -20.639 -0.124 -20.617 -0.111 -20.535 -0.135 -20.514 -0.150 14.754 0.215 1.799 0.035 44.038 42.326
-52.200 -20.661 -0.123 -20.639 -0.110 -20.557 -0.135 -20.535 -0.150 14.774 0.209 1.814 0.035 44.048 42.323
-51.800 -20.684 -0.121 -20.662 -0.109 -20.579 -0.135 -20.557 -0.150 14.793 0.203 1.829 0.034 44.058 42.320
-51.400 -20.706 -0.120 -20.684 -0.108 -20.600 -0.136 -20.578 -0.150 14.812 0.197 1.845 0.033 44.067 42.315
-51.000 -20.728 -0.118 -20.707 -0.107 -20.622 -0.136 -20.599 -0.151 14.832 0.191 1.860 0.032 44.077 42.310
-50.600 -20.750 -0.117 -20.729 -0.106 -20.644 -0.136 -20.621 -0.151 14.851 0.184 1.876 0.032 44.086 42.304
