"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err g-4793.46 g-4793.46_err i-7589.41 i-7589.41_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6120.65 r-6120.65_err r-6366.38 r-6366.38_err z-8970.57 z-8970.57_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-1.600 -22.131 -0.045 -22.133 -0.044 -22.140 -0.045 -22.109 -0.048 -22.092 -0.049 -22.070 -0.050 -21.947 -0.058 -21.904 -0.065 -21.648 -0.129 15.207 0.336 3.448 0.103 44.656 43.137
-1.200 -22.132 -0.046 -22.134 -0.045 -22.142 -0.046 -22.112 -0.049 -22.096 -0.049 -22.074 -0.050 -21.952 -0.058 -21.909 -0.065 -21.653 -0.130 15.145 0.336 3.472 0.104 44.655 43.137
-0.800 -22.132 -0.047 -22.134 -0.046 -22.143 -0.046 -22.115 -0.049 -22.099 -0.049 -22.078 -0.051 -21.957 -0.059 -21.914 -0.065 -21.658 -0.130 15.083 0.337 3.495 0.106 44.654 43.137
-0.400 -22.132 -0.048 -22.135 -0.047 -22.144 -0.047 -22.118 -0.049 -22.103 -0.050 -22.082 -0.051 -21.962 -0.059 -21.919 -0.065 -21.664 -0.130 15.022 0.338 3.518 0.108 44.652 43.137
-0.000 -22.132 -0.048 -22.135 -0.048 -22.145 -0.048 -22.121 -0.050 -22.106 -0.050 -22.085 -0.051 -21.966 -0.059 -21.924 -0.066 -21.669 -0.130 14.961 0.338 3.541 0.109 44.651 43.136
0.400 -22.132 -0.049 -22.134 -0.048 -22.146 -0.048 -22.124 -0.050 -22.109 -0.051 -22.088 -0.052 -21.971 -0.059 -21.928 -0.066 -21.673 -0.130 14.901 0.338 3.564 0.111 44.649 43.135
0.800 -22.132 -0.050 -22.134 -0.049 -22.146 -0.049 -22.126 -0.051 -22.111 -0.051 -22.091 -0.052 -21.975 -0.060 -21.933 -0.066 -21.678 -0.130 14.840 0.338 3.586 0.112 44.648 43.134
1.200 -22.131 -0.051 -22.133 -0.050 -22.147 -0.049 -22.128 -0.051 -22.114 -0.052 -22.094 -0.053 -21.979 -0.060 -21.937 -0.067 -21.683 -0.130 14.780 0.338 3.608 0.113 44.646 43.132
1.600 -22.130 -0.051 -22.133 -0.050 -22.147 -0.050 -22.130 -0.052 -22.116 -0.052 -22.097 -0.053 -21.982 -0.060 -21.941 -0.067 -21.687 -0.130 14.721 0.338 3.631 0.115 44.644 43.130
2.000 -22.129 -0.052 -22.132 -0.051 -22.146 -0.050 -22.132 -0.052 -22.118 -0.052 -22.099 -0.053 -21.986 -0.061 -21.944 -0.067 -21.691 -0.130 14.661 0.337 3.653 0.116 44.643 43.127
2.400 -22.127 -0.052 -22.130 -0.052 -22.146 -0.051 -22.133 -0.052 -22.120 -0.053 -22.101 -0.054 -21.989 -0.061 -21.948 -0.067 -21.695 -0.130 14.602 0.336 3.674 0.117 44.641 43.124
2.800 -22.126 -0.053 -22.129 -0.052 -22.145 -0.051 -22.134 -0.053 -22.121 -0.053 -22.103 -0.054 -21.992 -0.061 -21.951 -0.068 -21.699 -0.130 14.543 0.335 3.696 0.118 44.639 43.120
3.200 -22.124 -0.053 -22.127 -0.053 -22.144 -0.052 -22.135 -0.053 -22.123 -0.053 -22.105 -0.054 -21.995 -0.062 -21.954 -0.068 -21.702 -0.130 14.483 0.334 3.718 0.119 44.637 43.116
3.600 -22.122 -0.054 -22.125 -0.053 -22.143 -0.052 -22.136 -0.054 -22.124 -0.054 -22.106 -0.055 -21.998 -0.062 -21.957 -0.068 -21.706 -0.130 14.424 0.333 3.739 0.120 44.635 43.112
4.000 -22.119 -0.054 -22.123 -0.053 -22.142 -0.052 -22.136 -0.054 -22.124 -0.054 -22.107 -0.055 -22.000 -0.062 -21.959 -0.069 -21.709 -0.130 14.365 0.331 3.760 0.121 44.632 43.107
4.400 -22.117 -0.055 -22.120 -0.054 -22.140 -0.053 -22.136 -0.054 -22.125 -0.055 -22.108 -0.055 -22.002 -0.063 -21.962 -0.069 -21.712 -0.130 14.306 0.329 3.781 0.122 44.630 43.101
4.800 -22.114 -0.055 -22.117 -0.054 -22.138 -0.053 -22.136 -0.055 -22.125 -0.055 -22.109 -0.056 -22.004 -0.063 -21.964 -0.069 -21.715 -0.130 14.248 0.327 3.801 0.122 44.628 43.095
5.200 -22.110 -0.055 -22.114 -0.054 -22.135 -0.053 -22.136 -0.055 -22.125 -0.055 -22.109 -0.056 -22.005 -0.063 -21.965 -0.069 -21.718 -0.129 14.189 0.324 3.822 0.123 44.625 43.088
5.600 -22.107 -0.055 -22.111 -0.055 -22.133 -0.053 -22.135 -0.055 -22.125 -0.056 -22.109 -0.056 -22.007 -0.064 -21.967 -0.070 -21.720 -0.129 14.131 0.322 3.842 0.124 44.623 43.081
6.000 -22.103 -0.056 -22.107 -0.055 -22.130 -0.054 -22.134 -0.056 -22.124 -0.056 -22.109 -0.057 -22.008 -0.064 -21.968 -0.070 -21.723 -0.129 14.072 0.319 3.862 0.124 44.620 43.074
6.400 -22.099 -0.056 -22.103 -0.055 -22.127 -0.054 -22.133 -0.056 -22.123 -0.056 -22.108 -0.057 -22.008 -0.064 -21.969 -0.070 -21.725 -0.129 14.013 0.316 3.881 0.125 44.617 43.066
6.800 -22.094 -0.056 -22.098 -0.055 -22.123 -0.054 -22.131 -0.056 -22.122 -0.057 -22.108 -0.057 -22.009 -0.065 -21.970 -0.070 -21.727 -0.129 13.954 0.313 3.901 0.125 44.614 43.057
7.200 -22.090 -0.056 -22.094 -0.055 -22.119 -0.054 -22.129 -0.057 -22.121 -0.057 -22.106 -0.058 -22.009 -0.065 -21.971 -0.071 -21.729 -0.128 13.895 0.309 3.920 0.125 44.611 43.049
7.600 -22.085 -0.056 -22.089 -0.056 -22.115 -0.054 -22.127 -0.057 -22.119 -0.057 -22.105 -0.058 -22.009 -0.065 -21.971 -0.071 -21.730 -0.128 13.835 0.306 3.940 0.125 44.608 43.039
8.000 -22.079 -0.057 -22.084 -0.056 -22.111 -0.054 -22.124 -0.057 -22.117 -0.057 -22.104 -0.058 -22.009 -0.066 -21.971 -0.071 -21.732 -0.128 13.775 0.302 3.959 0.126 44.604 43.030
8.400 -22.074 -0.057 -22.078 -0.056 -22.106 -0.055 -22.122 -0.057 -22.115 -0.058 -22.102 -0.058 -22.008 -0.066 -21.971 -0.072 -21.733 -0.128 13.714 0.299 3.978 0.126 44.601 43.020
8.800 -22.068 -0.057 -22.072 -0.056 -22.101 -0.055 -22.119 -0.057 -22.112 -0.058 -22.100 -0.059 -22.007 -0.066 -21.970 -0.072 -21.734 -0.127 13.653 0.295 3.998 0.126 44.597 43.009
9.200 -22.061 -0.057 -22.066 -0.056 -22.096 -0.055 -22.115 -0.058 -22.109 -0.058 -22.097 -0.059 -22.006 -0.067 -21.970 -0.072 -21.735 -0.127 13.592 0.292 4.017 0.126 44.594 42.999
9.600 -22.055 -0.057 -22.060 -0.056 -22.090 -0.055 -22.112 -0.058 -22.106 -0.058 -22.095 -0.059 -22.005 -0.067 -21.969 -0.072 -21.736 -0.127 13.530 0.288 4.036 0.126 44.590 42.988
10.000 -22.048 -0.057 -22.053 -0.056 -22.084 -0.055 -22.108 -0.058 -22.103 -0.058 -22.092 -0.059 -22.004 -0.067 -21.968 -0.072 -21.736 -0.126 13.467 0.284 4.056 0.126 44.586 42.977
10.400 -22.041 -0.057 -22.046 -0.056 -22.078 -0.055 -22.104 -0.058 -22.099 -0.058 -22.089 -0.059 -22.002 -0.067 -21.967 -0.073 -21.737 -0.126 13.405 0.280 4.075 0.126 44.582 42.966
10.800 -22.033 -0.057 -22.038 -0.056 -22.071 -0.055 -22.100 -0.058 -22.095 -0.059 -22.086 -0.059 -22.000 -0.068 -21.965 -0.073 -21.737 -0.126 13.341 0.277 4.094 0.126 44.578 42.954
11.200 -22.025 -0.057 -22.030 -0.056 -22.065 -0.055 -22.095 -0.058 -22.091 -0.059 -22.082 -0.060 -21.998 -0.068 -21.963 -0.073 -21.737 -0.125 13.278 0.273 4.114 0.126 44.574 42.943
11.600 -22.017 -0.057 -22.022 -0.056 -22.057 -0.055 -22.090 -0.058 -22.087 -0.059 -22.078 -0.060 -21.996 -0.068 -21.961 -0.073 -21.737 -0.125 13.214 0.269 4.133 0.126 44.569 42.931
12.000 -22.009 -0.057 -22.014 -0.056 -22.050 -0.055 -22.085 -0.058 -22.083 -0.059 -22.074 -0.060 -21.993 -0.068 -21.959 -0.073 -21.736 -0.124 13.140 0.265 4.157 0.126 44.565 42.918
12.400 -22.000 -0.057 -22.005 -0.057 -22.042 -0.055 -22.080 -0.058 -22.078 -0.059 -22.070 -0.060 -21.991 -0.068 -21.957 -0.073 -21.736 -0.124 13.083 0.262 4.173 0.126 44.561 42.907
12.800 -21.991 -0.058 -21.997 -0.057 -22.034 -0.055 -22.074 -0.058 -22.073 -0.059 -22.066 -0.060 -21.988 -0.068 -21.954 -0.073 -21.735 -0.123 13.010 0.258 4.197 0.126 44.556 42.894
13.200 -21.982 -0.058 -21.987 -0.057 -22.026 -0.055 -22.069 -0.058 -22.068 -0.059 -22.061 -0.060 -21.985 -0.068 -21.952 -0.073 -21.734 -0.122 12.952 0.256 4.213 0.126 44.551 42.884
13.600 -21.972 -0.058 -21.978 -0.057 -22.017 -0.055 -22.063 -0.058 -22.063 -0.059 -22.057 -0.060 -21.981 -0.068 -21.949 -0.073 -21.733 -0.122 12.878 0.252 4.237 0.127 44.546 42.871
14.000 -21.962 -0.058 -21.968 -0.057 -22.009 -0.055 -22.057 -0.058 -22.057 -0.059 -22.052 -0.060 -21.978 -0.068 -21.946 -0.073 -21.732 -0.121 12.812 0.249 4.257 0.127 44.542 42.859
14.400 -21.952 -0.058 -21.958 -0.057 -22.000 -0.055 -22.050 -0.058 -22.051 -0.058 -22.046 -0.059 -21.974 -0.068 -21.942 -0.073 -21.731 -0.121 12.746 0.245 4.277 0.127 44.537 42.847
14.800 -21.942 -0.058 -21.948 -0.057 -21.990 -0.055 -22.044 -0.058 -22.045 -0.058 -22.041 -0.059 -21.971 -0.068 -21.939 -0.073 -21.729 -0.120 12.679 0.242 4.298 0.127 44.532 42.835
15.200 -21.932 -0.058 -21.938 -0.057 -21.981 -0.055 -22.037 -0.058 -22.039 -0.058 -22.036 -0.059 -21.967 -0.068 -21.935 -0.072 -21.728 -0.119 12.613 0.239 4.318 0.127 44.527 42.823
15.600 -21.921 -0.059 -21.927 -0.058 -21.971 -0.055 -22.030 -0.058 -22.033 -0.058 -22.030 -0.059 -21.962 -0.068 -21.932 -0.072 -21.726 -0.119 12.547 0.236 4.338 0.127 44.522 42.812
16.000 -21.910 -0.059 -21.916 -0.058 -21.961 -0.055 -22.023 -0.057 -22.027 -0.058 -22.024 -0.059 -21.958 -0.067 -21.928 -0.072 -21.724 -0.118 12.480 0.234 4.359 0.127 44.516 42.800
16.400 -21.899 -0.059 -21.905 -0.058 -21.951 -0.055 -22.016 -0.057 -22.020 -0.057 -22.018 -0.058 -21.954 -0.067 -21.924 -0.072 -21.722 -0.117 12.414 0.231 4.379 0.128 44.511 42.788
16.800 -21.887 -0.059 -21.894 -0.058 -21.941 -0.055 -22.008 -0.057 -22.013 -0.057 -22.012 -0.058 -21.949 -0.067 -21.919 -0.071 -21.720 -0.116 12.348 0.228 4.400 0.128 44.506 42.777
17.200 -21.875 -0.059 -21.882 -0.058 -21.930 -0.055 -22.001 -0.057 -22.006 -0.057 -22.006 -0.058 -21.944 -0.066 -21.915 -0.071 -21.717 -0.115 12.282 0.225 4.421 0.128 44.501 42.765
17.600 -21.864 -0.059 -21.870 -0.058 -21.919 -0.055 -21.993 -0.056 -21.999 -0.056 -21.999 -0.057 -21.939 -0.066 -21.911 -0.070 -21.715 -0.115 12.216 0.223 4.441 0.128 44.496 42.753
18.000 -21.852 -0.059 -21.858 -0.058 -21.908 -0.055 -21.985 -0.056 -21.992 -0.056 -21.993 -0.057 -21.934 -0.065 -21.906 -0.070 -21.712 -0.114 12.150 0.220 4.462 0.129 44.490 42.742
18.400 -21.839 -0.059 -21.846 -0.058 -21.897 -0.055 -21.977 -0.055 -21.985 -0.056 -21.986 -0.057 -21.929 -0.065 -21.901 -0.069 -21.709 -0.113 12.085 0.218 4.483 0.129 44.485 42.730
18.800 -21.827 -0.060 -21.834 -0.058 -21.886 -0.055 -21.969 -0.055 -21.977 -0.055 -21.979 -0.056 -21.924 -0.064 -21.896 -0.069 -21.706 -0.112 12.020 0.215 4.503 0.129 44.479 42.719
19.200 -21.814 -0.060 -21.821 -0.058 -21.875 -0.055 -21.961 -0.055 -21.970 -0.055 -21.972 -0.056 -21.919 -0.064 -21.891 -0.068 -21.703 -0.111 11.964 0.214 4.518 0.130 44.474 42.709
19.600 -21.802 -0.060 -21.809 -0.059 -21.863 -0.055 -21.952 -0.054 -21.962 -0.054 -21.965 -0.055 -21.913 -0.063 -21.886 -0.067 -21.700 -0.110 11.890 0.211 4.545 0.130 44.469 42.696
20.000 -21.789 -0.060 -21.796 -0.059 -21.851 -0.055 -21.944 -0.054 -21.954 -0.054 -21.958 -0.055 -21.907 -0.063 -21.881 -0.067 -21.697 -0.109 11.825 0.209 4.566 0.130 44.463 42.685
20.400 -21.775 -0.060 -21.783 -0.059 -21.839 -0.055 -21.935 -0.053 -21.946 -0.053 -21.951 -0.054 -21.902 -0.062 -21.875 -0.066 -21.694 -0.108 11.761 0.207 4.587 0.131 44.458 42.674
20.800 -21.762 -0.060 -21.770 -0.059 -21.827 -0.054 -21.926 -0.053 -21.938 -0.053 -21.943 -0.054 -21.896 -0.061 -21.870 -0.065 -21.690 -0.108 11.707 0.205 4.601 0.131 44.452 42.664
21.200 -21.749 -0.060 -21.756 -0.059 -21.815 -0.054 -21.917 -0.052 -21.930 -0.052 -21.936 -0.053 -21.890 -0.061 -21.864 -0.065 -21.687 -0.107 11.634 0.202 4.628 0.132 44.447 42.652
21.600 -21.735 -0.060 -21.743 -0.058 -21.803 -0.054 -21.908 -0.052 -21.922 -0.052 -21.928 -0.053 -21.884 -0.060 -21.858 -0.064 -21.683 -0.106 11.571 0.200 4.649 0.132 44.441 42.640
22.000 -21.722 -0.060 -21.729 -0.058 -21.790 -0.054 -21.899 -0.051 -21.913 -0.051 -21.920 -0.052 -21.877 -0.059 -21.853 -0.063 -21.679 -0.105 11.508 0.198 4.670 0.132 44.436 42.629
22.400 -21.708 -0.059 -21.716 -0.058 -21.777 -0.054 -21.890 -0.051 -21.905 -0.051 -21.912 -0.052 -21.871 -0.058 -21.847 -0.062 -21.675 -0.104 11.446 0.196 4.691 0.133 44.430 42.618
22.800 -21.694 -0.059 -21.702 -0.058 -21.765 -0.054 -21.880 -0.050 -21.896 -0.050 -21.904 -0.051 -21.865 -0.058 -21.841 -0.061 -21.671 -0.103 11.384 0.194 4.712 0.133 44.424 42.607
23.200 -21.680 -0.059 -21.688 -0.058 -21.752 -0.053 -21.871 -0.050 -21.887 -0.050 -21.896 -0.051 -21.858 -0.057 -21.835 -0.061 -21.667 -0.102 11.323 0.192 4.733 0.134 44.419 42.595
23.600 -21.666 -0.059 -21.674 -0.058 -21.739 -0.053 -21.861 -0.049 -21.879 -0.049 -21.888 -0.050 -21.852 -0.056 -21.829 -0.060 -21.663 -0.101 11.262 0.190 4.754 0.134 44.413 42.584
24.000 -21.651 -0.059 -21.660 -0.058 -21.726 -0.053 -21.852 -0.049 -21.870 -0.049 -21.880 -0.050 -21.845 -0.055 -21.822 -0.059 -21.659 -0.100 11.202 0.188 4.775 0.134 44.408 42.572
24.400 -21.637 -0.059 -21.645 -0.058 -21.712 -0.053 -21.842 -0.048 -21.861 -0.048 -21.871 -0.050 -21.838 -0.055 -21.816 -0.058 -21.654 -0.100 11.142 0.186 4.795 0.135 44.402 42.560
24.800 -21.623 -0.059 -21.631 -0.057 -21.699 -0.052 -21.832 -0.048 -21.852 -0.048 -21.863 -0.049 -21.832 -0.054 -21.810 -0.057 -21.650 -0.099 11.083 0.184 4.816 0.135 44.397 42.548
25.200 -21.608 -0.058 -21.617 -0.057 -21.686 -0.052 -21.822 -0.047 -21.842 -0.047 -21.854 -0.049 -21.825 -0.053 -21.803 -0.057 -21.645 -0.098 11.024 0.182 4.836 0.135 44.391 42.536
