"Time (MJD)" G-5850.88 G-5850.88_err cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
24.200 -19.283 -0.239 -19.664 -0.204 -20.149 -0.231 -20.312 -0.323 -20.318 -0.401 4.792 0.164 11.590 1.240 43.703 42.603
24.600 -19.268 -0.246 -19.655 -0.209 -20.147 -0.229 -20.312 -0.323 -20.318 -0.403 4.757 0.167 11.820 1.302 43.707 42.623
25.000 -19.253 -0.252 -19.645 -0.214 -20.145 -0.226 -20.311 -0.323 -20.318 -0.404 4.723 0.170 12.054 1.367 43.712 42.644
25.400 -19.238 -0.258 -19.635 -0.218 -20.142 -0.224 -20.310 -0.322 -20.317 -0.406 4.689 0.173 12.293 1.435 43.717 42.664
25.800 -19.222 -0.264 -19.625 -0.223 -20.139 -0.220 -20.309 -0.321 -20.316 -0.407 4.656 0.176 12.537 1.506 43.721 42.684
26.200 -19.206 -0.269 -19.614 -0.226 -20.135 -0.217 -20.308 -0.320 -20.315 -0.409 4.623 0.179 12.785 1.582 43.726 42.705
26.600 -19.190 -0.274 -19.604 -0.230 -20.132 -0.213 -20.306 -0.319 -20.314 -0.410 4.590 0.182 13.039 1.660 43.730 42.725
27.000 -19.174 -0.279 -19.592 -0.233 -20.128 -0.208 -20.305 -0.317 -20.312 -0.411 4.557 0.185 13.297 1.743 43.735 42.745
27.400 -19.158 -0.283 -19.581 -0.236 -20.124 -0.204 -20.302 -0.316 -20.310 -0.412 4.525 0.188 13.561 1.831 43.740 42.766
27.800 -19.141 -0.288 -19.569 -0.239 -20.119 -0.199 -20.300 -0.314 -20.307 -0.413 4.493 0.192 13.832 1.923 43.745 42.786
28.200 -19.124 -0.291 -19.557 -0.241 -20.115 -0.193 -20.297 -0.312 -20.304 -0.414 4.462 0.195 14.108 2.020 43.750 42.807
28.600 -19.107 -0.295 -19.544 -0.244 -20.109 -0.187 -20.294 -0.311 -20.301 -0.414 4.430 0.199 14.391 2.122 43.755 42.827
29.000 -19.089 -0.298 -19.531 -0.245 -20.104 -0.181 -20.290 -0.309 -20.298 -0.415 4.399 0.202 14.681 2.230 43.760 42.848
29.400 -19.072 -0.301 -19.518 -0.247 -20.098 -0.174 -20.286 -0.307 -20.294 -0.416 4.368 0.206 14.980 2.345 43.765 42.869
29.800 -19.054 -0.303 -19.505 -0.248 -20.092 -0.167 -20.282 -0.305 -20.290 -0.417 4.337 0.210 15.288 2.466 43.770 42.890
30.200 -19.036 -0.305 -19.491 -0.249 -20.085 -0.159 -20.277 -0.303 -20.285 -0.417 4.307 0.214 15.605 2.594 43.776 42.911
30.600 -19.017 -0.307 -19.477 -0.250 -20.078 -0.151 -20.272 -0.301 -20.281 -0.418 4.276 0.218 15.934 2.730 43.782 42.933
31.000 -18.999 -0.309 -19.462 -0.250 -20.070 -0.142 -20.266 -0.299 -20.275 -0.419 4.245 0.222 16.275 2.873 43.788 42.954
31.400 -18.980 -0.310 -19.447 -0.251 -20.063 -0.133 -20.260 -0.298 -20.270 -0.420 4.215 0.226 16.629 3.024 43.794 42.975
31.800 -18.961 -0.310 -19.432 -0.251 -20.054 -0.124 -20.254 -0.296 -20.263 -0.421 4.184 0.230 16.998 3.183 43.800 42.997
32.200 -18.942 -0.311 -19.416 -0.250 -20.045 -0.115 -20.247 -0.295 -20.257 -0.422 4.154 0.234 17.381 3.349 43.807 43.018
32.600 -18.922 -0.311 -19.401 -0.250 -20.036 -0.105 -20.240 -0.294 -20.250 -0.423 4.123 0.237 17.778 3.521 43.814 43.039
33.000 -18.903 -0.310 -19.384 -0.249 -20.026 -0.094 -20.232 -0.293 -20.243 -0.425 4.093 0.241 18.187 3.696 43.820 43.059
33.400 -18.883 -0.310 -19.368 -0.248 -20.016 -0.084 -20.223 -0.293 -20.235 -0.426 4.063 0.244 18.601 3.869 43.827 43.077
33.800 -18.863 -0.308 -19.351 -0.247 -20.005 -0.073 -20.215 -0.292 -20.227 -0.428 4.035 0.246 19.008 4.035 43.834 43.094
34.200 -18.843 -0.307 -19.334 -0.246 -19.994 -0.062 -20.206 -0.293 -20.219 -0.430 4.009 0.248 19.389 4.185 43.840 43.109
34.600 -18.822 -0.305 -19.316 -0.244 -19.982 -0.052 -20.196 -0.293 -20.210 -0.432 3.986 0.249 19.719 4.307 43.845 43.119
35.000 -18.802 -0.303 -19.299 -0.243 -19.970 -0.042 -20.186 -0.295 -20.200 -0.434 3.967 0.249 19.977 4.392 43.848 43.126
35.400 -18.781 -0.300 -19.281 -0.241 -19.957 -0.035 -20.175 -0.296 -20.190 -0.436 3.952 0.247 20.162 4.439 43.849 43.129
35.800 -18.761 -0.297 -19.262 -0.239 -19.944 -0.032 -20.164 -0.298 -20.180 -0.439 3.937 0.245 20.303 4.452 43.849 43.128
36.200 -18.740 -0.294 -19.244 -0.237 -19.930 -0.035 -20.153 -0.300 -20.170 -0.442 3.922 0.240 20.444 4.438 43.848 43.126
36.600 -18.719 -0.291 -19.225 -0.235 -19.915 -0.042 -20.141 -0.303 -20.159 -0.445 3.904 0.234 20.609 4.404 43.847 43.122
37.000 -18.698 -0.287 -19.206 -0.233 -19.900 -0.052 -20.129 -0.307 -20.147 -0.448 3.884 0.226 20.795 4.352 43.846 43.117
37.400 -18.677 -0.282 -19.187 -0.231 -19.884 -0.063 -20.116 -0.311 -20.136 -0.452 3.864 0.217 20.979 4.282 43.844 43.111
37.800 -18.656 -0.278 -19.167 -0.228 -19.868 -0.075 -20.103 -0.315 -20.123 -0.455 3.845 0.208 21.128 4.192 43.842 43.102
38.200 -18.635 -0.273 -19.148 -0.226 -19.851 -0.087 -20.089 -0.320 -20.111 -0.459 3.829 0.199 21.219 4.083 43.839 43.092
38.600 -18.614 -0.267 -19.128 -0.224 -19.834 -0.100 -20.075 -0.325 -20.098 -0.463 3.811 0.189 21.366 3.982 43.836 43.081
39.000 -18.593 -0.262 -19.108 -0.221 -19.817 -0.112 -20.060 -0.330 -20.085 -0.468 3.808 0.181 21.207 3.818 43.828 43.063
39.400 -18.571 -0.256 -19.088 -0.219 -19.799 -0.125 -20.046 -0.336 -20.071 -0.472 3.805 0.173 21.042 3.656 43.820 43.043
39.800 -18.551 -0.250 -19.068 -0.217 -19.781 -0.137 -20.030 -0.342 -20.057 -0.477 3.802 0.166 20.870 3.498 43.812 43.023
40.200 -18.530 -0.243 -19.048 -0.215 -19.763 -0.150 -20.015 -0.349 -20.043 -0.482 3.800 0.159 20.694 3.344 43.804 43.002
40.600 -18.509 -0.237 -19.028 -0.213 -19.744 -0.162 -19.999 -0.355 -20.028 -0.487 3.798 0.152 20.514 3.197 43.795 42.982
41.000 -18.488 -0.230 -19.008 -0.211 -19.725 -0.174 -19.983 -0.362 -20.013 -0.492 3.797 0.145 20.332 3.055 43.787 42.961
41.400 -18.468 -0.223 -18.987 -0.210 -19.706 -0.186 -19.966 -0.370 -19.998 -0.498 3.796 0.139 20.147 2.919 43.778 42.939
41.800 -18.447 -0.216 -18.967 -0.208 -19.687 -0.198 -19.949 -0.377 -19.982 -0.503 3.795 0.133 19.958 2.789 43.770 42.918
42.200 -18.427 -0.208 -18.947 -0.207 -19.667 -0.210 -19.932 -0.385 -19.967 -0.509 3.795 0.128 19.765 2.665 43.761 42.897
42.600 -18.407 -0.201 -18.927 -0.206 -19.648 -0.221 -19.915 -0.392 -19.951 -0.514 3.795 0.123 19.568 2.546 43.753 42.875
43.000 -18.387 -0.193 -18.907 -0.206 -19.628 -0.233 -19.897 -0.400 -19.934 -0.520 3.796 0.118 19.365 2.433 43.744 42.853
43.400 -18.368 -0.186 -18.888 -0.206 -19.608 -0.244 -19.880 -0.408 -19.918 -0.526 3.797 0.113 19.157 2.325 43.735 42.832
43.800 -18.349 -0.178 -18.868 -0.206 -19.588 -0.255 -19.862 -0.416 -19.901 -0.532 3.799 0.109 18.942 2.221 43.726 42.810
44.200 -18.330 -0.171 -18.849 -0.206 -19.568 -0.266 -19.843 -0.424 -19.884 -0.538 3.801 0.105 18.721 2.123 43.717 42.788
44.600 -18.312 -0.165 -18.830 -0.207 -19.549 -0.276 -19.825 -0.432 -19.866 -0.544 3.804 0.101 18.493 2.031 43.708 42.766
45.000 -18.293 -0.158 -18.811 -0.209 -19.529 -0.287 -19.807 -0.440 -19.849 -0.550 3.808 0.098 18.258 1.943 43.699 42.745
45.400 -18.276 -0.152 -18.792 -0.211 -19.509 -0.297 -19.788 -0.448 -19.831 -0.556 3.812 0.095 18.016 1.861 43.689 42.723
45.800 -18.259 -0.147 -18.774 -0.213 -19.489 -0.308 -19.769 -0.456 -19.814 -0.563 3.817 0.092 17.767 1.784 43.679 42.702
46.200 -18.242 -0.143 -18.756 -0.216 -19.469 -0.318 -19.750 -0.464 -19.796 -0.569 3.823 0.089 17.511 1.713 43.669 42.682
46.600 -18.226 -0.140 -18.738 -0.219 -19.449 -0.327 -19.731 -0.472 -19.778 -0.575 3.830 0.087 17.248 1.647 43.659 42.661
47.000 -18.210 -0.139 -18.721 -0.223 -19.430 -0.337 -19.712 -0.479 -19.759 -0.581 3.837 0.086 16.978 1.586 43.649 42.642
47.400 -18.195 -0.139 -18.704 -0.227 -19.410 -0.346 -19.693 -0.487 -19.741 -0.587 3.845 0.084 16.701 1.531 43.638 42.622
47.800 -18.180 -0.140 -18.687 -0.231 -19.391 -0.356 -19.674 -0.495 -19.722 -0.593 3.854 0.083 16.417 1.479 43.627 42.604
48.200 -18.166 -0.143 -18.671 -0.236 -19.372 -0.365 -19.655 -0.502 -19.704 -0.599 3.864 0.082 16.126 1.432 43.616 42.585
48.600 -18.153 -0.147 -18.655 -0.242 -19.353 -0.374 -19.636 -0.510 -19.685 -0.604 3.875 0.082 15.831 1.388 43.605 42.567
49.000 -18.140 -0.153 -18.640 -0.247 -19.334 -0.382 -19.616 -0.517 -19.666 -0.610 3.887 0.081 15.532 1.347 43.594 42.549
49.400 -18.128 -0.159 -18.625 -0.254 -19.315 -0.391 -19.597 -0.524 -19.648 -0.616 3.899 0.081 15.229 1.308 43.582 42.532
49.800 -18.116 -0.167 -18.610 -0.260 -19.296 -0.399 -19.578 -0.531 -19.629 -0.621 3.912 0.081 14.925 1.271 43.570 42.514
50.200 -18.105 -0.175 -18.596 -0.266 -19.278 -0.408 -19.559 -0.538 -19.610 -0.627 3.926 0.081 14.618 1.235 43.559 42.497
50.600 -18.094 -0.184 -18.582 -0.273 -19.260 -0.415 -19.540 -0.544 -19.591 -0.632 3.941 0.082 14.311 1.200 43.547 42.479
51.000 -18.084 -0.193 -18.569 -0.280 -19.242 -0.423 -19.521 -0.551 -19.572 -0.637 3.957 0.082 14.004 1.166 43.535 42.461
51.400 -18.075 -0.203 -18.556 -0.287 -19.224 -0.431 -19.502 -0.557 -19.553 -0.642 3.973 0.082 13.697 1.133 43.523 42.444
51.800 -18.065 -0.212 -18.543 -0.295 -19.206 -0.438 -19.483 -0.563 -19.534 -0.647 3.982 0.082 13.507 1.109 43.514 42.430
52.200 -18.057 -0.223 -18.531 -0.302 -19.189 -0.445 -19.464 -0.569 -19.515 -0.652 3.996 0.083 13.243 1.081 43.503 42.414
52.600 -18.048 -0.233 -18.520 -0.310 -19.172 -0.452 -19.445 -0.575 -19.496 -0.657 4.013 0.083 12.951 1.051 43.491 42.397
53.000 -18.041 -0.243 -18.508 -0.317 -19.155 -0.459 -19.426 -0.581 -19.477 -0.661 4.032 0.084 12.648 1.021 43.479 42.379
53.400 -18.033 -0.254 -18.498 -0.325 -19.139 -0.466 -19.407 -0.586 -19.458 -0.665 4.052 0.084 12.344 0.990 43.467 42.360
53.800 -18.026 -0.264 -18.487 -0.332 -19.123 -0.472 -19.389 -0.591 -19.439 -0.669 4.074 0.085 12.042 0.960 43.454 42.342
54.200 -18.020 -0.274 -18.477 -0.340 -19.107 -0.478 -19.370 -0.596 -19.420 -0.673 4.095 0.085 11.742 0.931 43.441 42.323
54.600 -18.014 -0.284 -18.468 -0.347 -19.091 -0.484 -19.352 -0.601 -19.401 -0.677 4.118 0.086 11.446 0.902 43.429 42.304
55.000 -18.008 -0.294 -18.458 -0.355 -19.075 -0.490 -19.334 -0.605 -19.382 -0.681 4.141 0.087 11.154 0.875 43.416 42.286
55.400 -18.003 -0.304 -18.450 -0.362 -19.060 -0.495 -19.316 -0.610 -19.364 -0.684 4.165 0.088 10.866 0.848 43.404 42.267
55.800 -17.998 -0.314 -18.441 -0.369 -19.045 -0.501 -19.298 -0.614 -19.345 -0.687 4.190 0.089 10.582 0.823 43.391 42.249
56.200 -17.993 -0.324 -18.433 -0.377 -19.031 -0.506 -19.280 -0.618 -19.326 -0.690 4.216 0.089 10.304 0.798 43.378 42.231
56.600 -17.989 -0.333 -18.425 -0.384 -19.016 -0.510 -19.262 -0.621 -19.308 -0.693 4.255 0.091 9.922 0.765 43.362 42.207
57.000 -17.985 -0.343 -18.418 -0.390 -19.002 -0.515 -19.245 -0.625 -19.289 -0.696 4.282 0.092 9.659 0.743 43.349 42.190
57.400 -17.981 -0.352 -18.411 -0.397 -18.988 -0.519 -19.227 -0.628 -19.271 -0.698 4.310 0.093 9.400 0.723 43.337 42.173
57.800 -17.978 -0.361 -18.404 -0.404 -18.975 -0.523 -19.210 -0.631 -19.252 -0.701 4.339 0.095 9.146 0.703 43.325 42.156
58.200 -17.975 -0.369 -18.398 -0.410 -18.962 -0.527 -19.193 -0.634 -19.234 -0.703 4.368 0.096 8.898 0.684 43.313 42.139
58.600 -17.973 -0.378 -18.392 -0.416 -18.949 -0.531 -19.176 -0.636 -19.216 -0.705 4.398 0.098 8.655 0.666 43.301 42.123
59.000 -17.970 -0.386 -18.386 -0.422 -18.936 -0.534 -19.159 -0.638 -19.198 -0.706 4.430 0.100 8.417 0.650 43.289 42.107
59.400 -17.968 -0.394 -18.381 -0.428 -18.923 -0.537 -19.142 -0.640 -19.180 -0.708 4.461 0.102 8.184 0.634 43.277 42.092
59.800 -17.966 -0.401 -18.376 -0.434 -18.911 -0.540 -19.126 -0.642 -19.162 -0.709 4.494 0.104 7.956 0.619 43.265 42.077
60.200 -17.965 -0.409 -18.371 -0.439 -18.899 -0.543 -19.110 -0.644 -19.144 -0.710 4.527 0.106 7.734 0.606 43.253 42.063
60.600 -17.964 -0.416 -18.367 -0.444 -18.888 -0.545 -19.093 -0.645 -19.126 -0.710 4.562 0.109 7.517 0.593 43.241 42.049
61.000 -17.963 -0.423 -18.362 -0.449 -18.876 -0.547 -19.077 -0.646 -19.109 -0.711 4.597 0.111 7.305 0.581 43.230 42.036
61.400 -17.962 -0.429 -18.358 -0.453 -18.865 -0.549 -19.061 -0.647 -19.091 -0.711 4.633 0.114 7.099 0.570 43.219 42.023
61.800 -17.962 -0.435 -18.355 -0.458 -18.854 -0.551 -19.046 -0.647 -19.074 -0.711 4.670 0.118 6.898 0.560 43.207 42.011
62.200 -17.961 -0.441 -18.351 -0.462 -18.844 -0.552 -19.030 -0.647 -19.056 -0.711 4.707 0.121 6.702 0.551 43.196 41.999
62.600 -17.961 -0.447 -18.348 -0.466 -18.833 -0.553 -19.015 -0.647 -19.039 -0.711 4.746 0.125 6.511 0.543 43.185 41.988
63.000 -17.961 -0.452 -18.346 -0.469 -18.823 -0.554 -18.999 -0.647 -19.022 -0.710 4.785 0.129 6.325 0.535 43.175 41.977
63.400 -17.962 -0.458 -18.343 -0.473 -18.813 -0.554 -18.984 -0.647 -19.005 -0.709 4.825 0.133 6.144 0.528 43.164 41.966
63.800 -17.962 -0.462 -18.341 -0.476 -18.804 -0.555 -18.969 -0.646 -18.988 -0.708 4.866 0.138 5.968 0.521 43.153 41.956
64.200 -17.963 -0.467 -18.338 -0.478 -18.794 -0.555 -18.954 -0.645 -18.971 -0.707 4.909 0.143 5.797 0.515 43.143 41.946
64.600 -17.964 -0.471 -18.336 -0.481 -18.785 -0.554 -18.940 -0.644 -18.954 -0.705 4.951 0.148 5.631 0.510 43.133 41.937
65.000 -17.965 -0.475 -18.335 -0.483 -18.776 -0.554 -18.925 -0.642 -18.937 -0.703 4.995 0.154 5.469 0.505 43.123 41.928
65.400 -17.966 -0.478 -18.333 -0.485 -18.768 -0.553 -18.911 -0.640 -18.921 -0.701 5.040 0.160 5.312 0.500 43.113 41.919
65.800 -17.968 -0.482 -18.332 -0.486 -18.759 -0.552 -18.897 -0.638 -18.904 -0.699 5.086 0.167 5.160 0.496 43.103 41.911
66.200 -17.969 -0.484 -18.331 -0.488 -18.751 -0.550 -18.882 -0.636 -18.888 -0.696 5.133 0.174 5.011 0.492 43.094 41.902
66.600 -17.971 -0.487 -18.330 -0.488 -18.743 -0.548 -18.868 -0.633 -18.872 -0.694 5.180 0.181 4.867 0.489 43.085 41.894
67.000 -17.973 -0.489 -18.329 -0.489 -18.735 -0.546 -18.855 -0.630 -18.855 -0.691 5.229 0.189 4.728 0.486 43.076 41.886
67.400 -17.975 -0.491 -18.328 -0.490 -18.727 -0.544 -18.841 -0.627 -18.839 -0.688 5.278 0.197 4.592 0.483 43.067 41.878
67.800 -17.977 -0.493 -18.328 -0.490 -18.720 -0.541 -18.827 -0.624 -18.823 -0.684 5.329 0.206 4.460 0.480 43.058 41.870
68.200 -17.979 -0.494 -18.328 -0.489 -18.712 -0.538 -18.814 -0.620 -18.807 -0.680 5.381 0.215 4.333 0.478 43.050 41.862
68.600 -17.981 -0.495 -18.328 -0.489 -18.705 -0.535 -18.800 -0.616 -18.792 -0.677 5.433 0.225 4.209 0.476 43.041 41.855
69.000 -17.983 -0.496 -18.327 -0.488 -18.698 -0.531 -18.787 -0.612 -18.776 -0.672 5.487 0.235 4.089 0.474 43.033 41.847
69.400 -17.986 -0.496 -18.328 -0.487 -18.691 -0.527 -18.774 -0.607 -18.760 -0.668 5.542 0.246 3.972 0.472 43.026 41.839
69.800 -17.988 -0.496 -18.328 -0.485 -18.685 -0.523 -18.761 -0.602 -18.744 -0.663 5.598 0.257 3.859 0.470 43.018 41.831
70.200 -17.991 -0.496 -18.328 -0.484 -18.678 -0.519 -18.748 -0.597 -18.729 -0.659 5.655 0.269 3.750 0.468 43.011 41.823
70.600 -17.993 -0.496 -18.329 -0.481 -18.672 -0.514 -18.735 -0.592 -18.713 -0.653 5.713 0.282 3.643 0.467 43.003 41.814
71.000 -17.996 -0.495 -18.329 -0.479 -18.666 -0.509 -18.723 -0.587 -18.698 -0.648 5.772 0.295 3.540 0.465 42.996 41.806
71.400 -17.999 -0.493 -18.330 -0.476 -18.660 -0.504 -18.710 -0.581 -18.683 -0.643 5.833 0.310 3.441 0.464 42.990 41.797
71.800 -18.001 -0.492 -18.330 -0.473 -18.654 -0.498 -18.697 -0.575 -18.667 -0.637 5.894 0.325 3.344 0.463 42.983 41.788
72.200 -18.004 -0.490 -18.331 -0.470 -18.648 -0.492 -18.685 -0.569 -18.652 -0.631 5.957 0.340 3.250 0.461 42.977 41.779
72.600 -18.007 -0.488 -18.332 -0.467 -18.642 -0.486 -18.673 -0.562 -18.637 -0.625 6.021 0.357 3.160 0.460 42.971 41.769
73.000 -18.009 -0.485 -18.333 -0.463 -18.637 -0.479 -18.660 -0.555 -18.622 -0.619 6.086 0.374 3.072 0.459 42.965 41.759
73.400 -18.012 -0.483 -18.334 -0.458 -18.631 -0.472 -18.648 -0.548 -18.607 -0.612 6.152 0.392 2.987 0.458 42.959 41.749
73.800 -18.014 -0.480 -18.334 -0.454 -18.626 -0.465 -18.636 -0.541 -18.592 -0.605 6.219 0.411 2.904 0.457 42.954 41.739
74.200 -18.017 -0.476 -18.335 -0.449 -18.621 -0.457 -18.624 -0.533 -18.577 -0.598 6.288 0.432 2.824 0.456 42.949 41.728
74.600 -18.020 -0.472 -18.336 -0.444 -18.615 -0.449 -18.612 -0.526 -18.562 -0.591 6.357 0.453 2.747 0.455 42.944 41.717
75.000 -18.022 -0.468 -18.337 -0.439 -18.610 -0.441 -18.599 -0.518 -18.547 -0.584 6.428 0.475 2.673 0.454 42.939 41.706
75.400 -18.025 -0.464 -18.338 -0.433 -18.605 -0.433 -18.587 -0.509 -18.532 -0.576 6.500 0.498 2.600 0.454 42.935 41.694
75.800 -18.027 -0.460 -18.339 -0.427 -18.600 -0.424 -18.576 -0.501 -18.518 -0.569 6.573 0.523 2.530 0.453 42.930 41.683
76.200 -18.029 -0.455 -18.340 -0.421 -18.595 -0.415 -18.564 -0.492 -18.503 -0.561 6.647 0.548 2.463 0.452 42.926 41.671
76.600 -18.032 -0.450 -18.341 -0.415 -18.590 -0.406 -18.552 -0.483 -18.488 -0.553 6.723 0.575 2.398 0.452 42.923 41.660
77.000 -18.034 -0.444 -18.342 -0.408 -18.586 -0.396 -18.540 -0.474 -18.474 -0.544 6.799 0.604 2.335 0.451 42.919 41.649
77.400 -18.036 -0.439 -18.342 -0.401 -18.581 -0.386 -18.528 -0.465 -18.459 -0.536 6.877 0.633 2.274 0.451 42.916 41.639
77.800 -18.038 -0.433 -18.343 -0.394 -18.576 -0.376 -18.516 -0.455 -18.444 -0.528 6.955 0.665 2.215 0.451 42.913 41.630
78.200 -18.039 -0.426 -18.344 -0.387 -18.571 -0.365 -18.504 -0.446 -18.430 -0.519 7.034 0.697 2.158 0.451 42.910 41.623
78.600 -18.041 -0.420 -18.344 -0.379 -18.567 -0.355 -18.492 -0.436 -18.415 -0.510 7.115 0.732 2.104 0.450 42.907 41.619
79.000 -18.043 -0.413 -18.344 -0.372 -18.562 -0.343 -18.481 -0.426 -18.401 -0.502 7.195 0.768 2.051 0.451 42.905 41.617
79.400 -18.044 -0.406 -18.345 -0.364 -18.557 -0.332 -18.469 -0.415 -18.386 -0.493 7.277 0.805 2.001 0.451 42.903 41.618
79.800 -18.046 -0.399 -18.345 -0.356 -18.552 -0.320 -18.457 -0.405 -18.372 -0.484 7.359 0.845 1.952 0.451 42.901 41.623
80.200 -18.047 -0.392 -18.345 -0.347 -18.548 -0.308 -18.445 -0.395 -18.358 -0.475 7.441 0.886 1.906 0.452 42.900 41.631
80.600 -18.048 -0.384 -18.345 -0.339 -18.543 -0.296 -18.433 -0.384 -18.343 -0.465 7.523 0.929 1.862 0.453 42.898 41.644
81.000 -18.049 -0.376 -18.345 -0.331 -18.538 -0.284 -18.421 -0.373 -18.329 -0.456 7.605 0.974 1.819 0.455 42.897 41.661
81.400 -18.049 -0.368 -18.344 -0.322 -18.533 -0.271 -18.410 -0.363 -18.315 -0.447 7.687 1.021 1.779 0.456 42.896 41.681
81.800 -18.050 -0.360 -18.344 -0.313 -18.528 -0.258 -18.398 -0.352 -18.301 -0.438 7.768 1.071 1.741 0.459 42.895 41.704
82.200 -18.050 -0.352 -18.343 -0.305 -18.523 -0.245 -18.386 -0.341 -18.286 -0.429 7.847 1.122 1.704 0.461 42.895 41.729
82.600 -18.050 -0.343 -18.342 -0.296 -18.518 -0.232 -18.374 -0.330 -18.272 -0.420 7.925 1.176 1.671 0.465 42.895 41.756
83.000 -18.050 -0.335 -18.341 -0.287 -18.513 -0.218 -18.362 -0.319 -18.258 -0.411 8.000 1.232 1.639 0.468 42.894 41.784
83.400 -18.050 -0.326 -18.339 -0.278 -18.507 -0.204 -18.350 -0.309 -18.244 -0.402 8.073 1.290 1.610 0.473 42.895 41.813
83.800 -18.049 -0.317 -18.338 -0.270 -18.502 -0.191 -18.338 -0.298 -18.231 -0.393 8.142 1.351 1.584 0.479 42.895 41.842
84.200 -18.049 -0.309 -18.336 -0.261 -18.496 -0.177 -18.326 -0.287 -18.217 -0.384 8.205 1.413 1.560 0.486 42.896 41.871
84.600 -18.048 -0.300 -18.334 -0.253 -18.491 -0.162 -18.314 -0.277 -18.203 -0.376 8.264 1.478 1.539 0.494 42.896 41.899
85.000 -18.047 -0.291 -18.332 -0.245 -18.485 -0.148 -18.302 -0.267 -18.190 -0.368 8.319 1.545 1.521 0.503 42.897 41.927
85.400 -18.046 -0.282 -18.329 -0.237 -18.479 -0.134 -18.290 -0.257 -18.176 -0.360 8.359 1.610 1.508 0.514 42.898 41.952
85.800 -18.044 -0.274 -18.326 -0.230 -18.472 -0.120 -18.278 -0.248 -18.163 -0.353 8.394 1.678 1.498 0.527 42.900 41.976
86.200 -18.042 -0.265 -18.323 -0.223 -18.466 -0.107 -18.266 -0.239 -18.150 -0.345 8.420 1.744 1.492 0.541 42.901 41.998
86.600 -18.040 -0.257 -18.320 -0.217 -18.459 -0.094 -18.254 -0.230 -18.137 -0.339 8.438 1.807 1.489 0.555 42.903 42.017
87.000 -18.038 -0.249 -18.317 -0.211 -18.452 -0.083 -18.242 -0.223 -18.125 -0.333 8.450 1.866 1.487 0.569 42.905 42.035
87.400 -18.036 -0.242 -18.313 -0.206 -18.445 -0.073 -18.231 -0.216 -18.112 -0.327 8.463 1.918 1.485 0.581 42.906 42.049
87.800 -18.033 -0.235 -18.309 -0.201 -18.437 -0.065 -18.219 -0.210 -18.100 -0.322 8.486 1.962 1.477 0.588 42.907 42.063
88.200 -18.030 -0.229 -18.304 -0.198 -18.430 -0.062 -18.208 -0.204 -18.088 -0.317 8.526 1.996 1.462 0.586 42.906 42.076
88.600 -18.027 -0.223 -18.300 -0.196 -18.421 -0.063 -18.197 -0.200 -18.076 -0.314 8.596 2.022 1.434 0.574 42.903 42.090
89.000 -18.024 -0.218 -18.295 -0.194 -18.413 -0.069 -18.186 -0.197 -18.065 -0.311 8.691 2.036 1.397 0.553 42.899 42.103
89.400 -18.021 -0.214 -18.290 -0.193 -18.404 -0.077 -18.175 -0.196 -18.054 -0.308 8.805 2.038 1.353 0.525 42.894 42.112
89.800 -18.017 -0.211 -18.285 -0.194 -18.395 -0.088 -18.164 -0.195 -18.043 -0.307 8.929 2.031 1.308 0.495 42.889 42.119
90.200 -18.013 -0.209 -18.279 -0.196 -18.386 -0.100 -18.154 -0.196 -18.033 -0.306 9.054 2.016 1.265 0.465 42.885 42.122
90.600 -18.009 -0.208 -18.274 -0.198 -18.376 -0.113 -18.144 -0.199 -18.022 -0.307 9.174 1.997 1.227 0.438 42.880 42.124
91.000 -18.005 -0.209 -18.268 -0.202 -18.367 -0.127 -18.135 -0.203 -18.013 -0.308 9.286 1.977 1.192 0.413 42.877 42.123
91.400 -18.000 -0.211 -18.261 -0.206 -18.357 -0.140 -18.125 -0.208 -18.003 -0.310 9.390 1.958 1.162 0.392 42.874 42.123
91.800 -17.996 -0.214 -18.255 -0.212 -18.347 -0.154 -18.116 -0.214 -17.994 -0.312 9.485 1.942 1.135 0.373 42.871 42.123
92.200 -17.991 -0.218 -18.248 -0.218 -18.338 -0.168 -18.108 -0.221 -17.986 -0.316 9.572 1.928 1.112 0.358 42.869 42.122
92.600 -17.986 -0.224 -18.242 -0.225 -18.328 -0.182 -18.100 -0.229 -17.977 -0.320 9.650 1.916 1.091 0.344 42.867 42.122
93.000 -17.981 -0.230 -18.235 -0.232 -18.318 -0.196 -18.092 -0.238 -17.969 -0.325 9.721 1.906 1.073 0.332 42.865 42.122
93.400 -17.975 -0.237 -18.228 -0.240 -18.309 -0.209 -18.084 -0.247 -17.962 -0.331 9.785 1.897 1.057 0.322 42.863 42.122
93.800 -17.970 -0.245 -18.220 -0.249 -18.299 -0.223 -18.077 -0.257 -17.954 -0.337 9.841 1.888 1.043 0.313 42.861 42.122
94.200 -17.964 -0.253 -18.213 -0.258 -18.290 -0.237 -18.069 -0.267 -17.947 -0.344 9.890 1.879 1.030 0.305 42.859 42.121
94.600 -17.958 -0.262 -18.205 -0.267 -18.280 -0.250 -18.062 -0.278 -17.940 -0.351 9.932 1.869 1.019 0.298 42.857 42.119
