"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
19.000 -21.699 -0.071 -21.700 -0.070 -21.743 -0.061 -21.823 -0.055 -21.832 -0.055 -21.843 -0.056 -21.857 -0.073 -21.855 -0.078 10.589 0.186 5.186 0.151 44.382 42.557
19.400 -21.687 -0.071 -21.688 -0.071 -21.732 -0.061 -21.814 -0.055 -21.823 -0.055 -21.835 -0.056 -21.851 -0.073 -21.849 -0.078 10.544 0.189 5.201 0.155 44.377 42.556
19.800 -21.675 -0.072 -21.676 -0.071 -21.720 -0.062 -21.805 -0.056 -21.815 -0.056 -21.827 -0.057 -21.845 -0.073 -21.844 -0.078 10.498 0.192 5.216 0.159 44.372 42.555
20.200 -21.662 -0.072 -21.664 -0.072 -21.709 -0.062 -21.796 -0.056 -21.806 -0.056 -21.819 -0.057 -21.839 -0.073 -21.839 -0.078 10.454 0.195 5.231 0.163 44.367 42.555
20.600 -21.650 -0.073 -21.652 -0.073 -21.698 -0.063 -21.786 -0.056 -21.797 -0.056 -21.810 -0.057 -21.833 -0.073 -21.833 -0.078 10.409 0.197 5.246 0.167 44.362 42.555
21.000 -21.638 -0.074 -21.640 -0.073 -21.686 -0.063 -21.777 -0.056 -21.788 -0.056 -21.802 -0.057 -21.827 -0.072 -21.828 -0.078 10.366 0.200 5.260 0.171 44.357 42.555
21.400 -21.626 -0.075 -21.628 -0.074 -21.675 -0.064 -21.768 -0.057 -21.779 -0.057 -21.794 -0.057 -21.822 -0.072 -21.822 -0.078 10.323 0.203 5.275 0.175 44.352 42.554
21.800 -21.614 -0.076 -21.616 -0.075 -21.664 -0.065 -21.758 -0.057 -21.770 -0.057 -21.785 -0.058 -21.816 -0.072 -21.817 -0.078 10.288 0.206 5.283 0.179 44.348 42.555
22.200 -21.603 -0.076 -21.604 -0.076 -21.653 -0.066 -21.749 -0.058 -21.761 -0.057 -21.777 -0.058 -21.809 -0.072 -21.811 -0.078 10.238 0.208 5.303 0.183 44.343 42.554
22.600 -21.591 -0.077 -21.592 -0.077 -21.642 -0.067 -21.740 -0.058 -21.752 -0.058 -21.769 -0.058 -21.803 -0.072 -21.806 -0.078 10.204 0.211 5.311 0.186 44.338 42.555
23.000 -21.579 -0.079 -21.580 -0.078 -21.631 -0.067 -21.731 -0.059 -21.743 -0.058 -21.760 -0.059 -21.797 -0.072 -21.800 -0.078 10.156 0.213 5.331 0.190 44.333 42.553
23.400 -21.567 -0.080 -21.568 -0.079 -21.620 -0.069 -21.721 -0.059 -21.734 -0.059 -21.752 -0.059 -21.791 -0.072 -21.794 -0.078 10.123 0.215 5.338 0.194 44.329 42.553
23.800 -21.555 -0.081 -21.557 -0.081 -21.609 -0.070 -21.712 -0.060 -21.725 -0.060 -21.743 -0.060 -21.785 -0.073 -21.788 -0.078 10.085 0.218 5.350 0.197 44.324 42.552
24.200 -21.543 -0.082 -21.545 -0.082 -21.598 -0.071 -21.703 -0.061 -21.716 -0.060 -21.735 -0.060 -21.779 -0.073 -21.783 -0.079 10.047 0.220 5.362 0.201 44.320 42.551
24.600 -21.532 -0.083 -21.533 -0.083 -21.587 -0.072 -21.694 -0.062 -21.708 -0.061 -21.727 -0.061 -21.773 -0.073 -21.777 -0.079 10.009 0.221 5.375 0.204 44.315 42.549
25.000 -21.520 -0.085 -21.521 -0.084 -21.576 -0.073 -21.685 -0.062 -21.699 -0.062 -21.719 -0.062 -21.767 -0.074 -21.771 -0.080 9.972 0.223 5.387 0.208 44.311 42.546
25.400 -21.508 -0.086 -21.510 -0.086 -21.565 -0.074 -21.676 -0.063 -21.690 -0.063 -21.710 -0.062 -21.760 -0.075 -21.765 -0.080 9.935 0.224 5.399 0.211 44.306 42.543
25.800 -21.497 -0.088 -21.498 -0.087 -21.555 -0.076 -21.667 -0.064 -21.682 -0.064 -21.702 -0.063 -21.754 -0.075 -21.760 -0.081 9.899 0.226 5.411 0.214 44.302 42.540
26.200 -21.485 -0.089 -21.487 -0.089 -21.544 -0.077 -21.658 -0.065 -21.673 -0.065 -21.694 -0.064 -21.748 -0.076 -21.754 -0.082 9.864 0.227 5.423 0.216 44.297 42.536
26.600 -21.474 -0.090 -21.475 -0.090 -21.533 -0.078 -21.649 -0.066 -21.665 -0.066 -21.686 -0.065 -21.742 -0.077 -21.748 -0.083 9.829 0.227 5.434 0.219 44.293 42.531
27.000 -21.462 -0.092 -21.464 -0.091 -21.522 -0.080 -21.641 -0.067 -21.656 -0.067 -21.678 -0.066 -21.736 -0.078 -21.743 -0.084 9.795 0.228 5.445 0.221 44.289 42.526
27.400 -21.451 -0.093 -21.452 -0.093 -21.512 -0.081 -21.632 -0.068 -21.648 -0.068 -21.670 -0.067 -21.730 -0.080 -21.737 -0.086 9.761 0.229 5.456 0.224 44.285 42.521
27.800 -21.439 -0.095 -21.441 -0.094 -21.501 -0.082 -21.623 -0.070 -21.639 -0.069 -21.663 -0.068 -21.724 -0.081 -21.731 -0.087 9.728 0.229 5.466 0.226 44.280 42.516
28.200 -21.428 -0.096 -21.429 -0.096 -21.491 -0.084 -21.615 -0.071 -21.631 -0.070 -21.655 -0.070 -21.718 -0.082 -21.726 -0.089 9.696 0.230 5.477 0.229 44.276 42.510
28.600 -21.416 -0.098 -21.418 -0.097 -21.480 -0.085 -21.606 -0.072 -21.623 -0.071 -21.647 -0.071 -21.713 -0.084 -21.721 -0.090 9.664 0.230 5.487 0.231 44.272 42.504
29.000 -21.405 -0.099 -21.406 -0.099 -21.469 -0.087 -21.598 -0.073 -21.615 -0.072 -21.639 -0.072 -21.707 -0.086 -21.715 -0.092 9.632 0.230 5.498 0.233 44.268 42.498
29.400 -21.393 -0.101 -21.395 -0.100 -21.459 -0.088 -21.589 -0.075 -21.607 -0.074 -21.632 -0.074 -21.701 -0.088 -21.710 -0.094 9.600 0.231 5.508 0.236 44.264 42.492
29.800 -21.382 -0.102 -21.383 -0.102 -21.448 -0.089 -21.581 -0.076 -21.599 -0.075 -21.624 -0.075 -21.696 -0.090 -21.705 -0.096 9.569 0.231 5.518 0.238 44.260 42.486
30.200 -21.370 -0.103 -21.372 -0.103 -21.438 -0.091 -21.572 -0.077 -21.591 -0.077 -21.617 -0.077 -21.690 -0.092 -21.700 -0.098 9.538 0.231 5.528 0.241 44.256 42.479
30.600 -21.359 -0.105 -21.360 -0.104 -21.427 -0.092 -21.564 -0.079 -21.582 -0.078 -21.609 -0.078 -21.685 -0.094 -21.695 -0.100 9.508 0.232 5.539 0.243 44.252 42.473
31.000 -21.347 -0.106 -21.349 -0.106 -21.417 -0.093 -21.555 -0.080 -21.574 -0.080 -21.602 -0.080 -21.679 -0.096 -21.690 -0.103 9.477 0.232 5.549 0.246 44.248 42.467
31.400 -21.336 -0.108 -21.337 -0.107 -21.406 -0.095 -21.547 -0.082 -21.566 -0.081 -21.594 -0.082 -21.674 -0.098 -21.685 -0.105 9.447 0.232 5.560 0.248 44.244 42.461
31.800 -21.324 -0.109 -21.326 -0.109 -21.395 -0.096 -21.539 -0.083 -21.558 -0.083 -21.587 -0.083 -21.669 -0.101 -21.680 -0.107 9.416 0.233 5.570 0.251 44.240 42.454
32.200 -21.313 -0.110 -21.315 -0.110 -21.385 -0.097 -21.530 -0.085 -21.550 -0.084 -21.579 -0.085 -21.664 -0.103 -21.675 -0.110 9.386 0.233 5.581 0.253 44.236 42.448
32.600 -21.301 -0.111 -21.303 -0.111 -21.374 -0.099 -21.522 -0.086 -21.542 -0.086 -21.572 -0.087 -21.658 -0.106 -21.670 -0.112 9.356 0.233 5.592 0.256 44.232 42.442
33.000 -21.290 -0.113 -21.291 -0.112 -21.364 -0.100 -21.513 -0.088 -21.534 -0.088 -21.564 -0.089 -21.653 -0.108 -21.665 -0.115 9.326 0.233 5.602 0.259 44.228 42.436
33.400 -21.278 -0.114 -21.280 -0.114 -21.353 -0.101 -21.505 -0.089 -21.526 -0.089 -21.557 -0.090 -21.648 -0.111 -21.660 -0.117 9.297 0.233 5.613 0.261 44.225 42.430
33.800 -21.266 -0.115 -21.268 -0.115 -21.342 -0.102 -21.496 -0.091 -21.518 -0.091 -21.550 -0.092 -21.643 -0.113 -21.655 -0.120 9.267 0.234 5.624 0.264 44.221 42.424
34.200 -21.255 -0.116 -21.257 -0.116 -21.331 -0.103 -21.488 -0.092 -21.510 -0.093 -21.542 -0.094 -21.638 -0.116 -21.650 -0.123 9.238 0.234 5.635 0.266 44.217 42.418
34.600 -21.243 -0.117 -21.245 -0.117 -21.321 -0.104 -21.479 -0.094 -21.502 -0.094 -21.535 -0.096 -21.632 -0.118 -21.646 -0.125 9.208 0.234 5.646 0.269 44.213 42.413
35.000 -21.231 -0.118 -21.233 -0.118 -21.310 -0.105 -21.471 -0.095 -21.494 -0.096 -21.527 -0.098 -21.627 -0.120 -21.641 -0.128 9.179 0.234 5.657 0.271 44.209 42.407
35.400 -21.220 -0.119 -21.222 -0.118 -21.299 -0.106 -21.462 -0.097 -21.486 -0.097 -21.520 -0.099 -21.622 -0.123 -21.636 -0.130 9.150 0.234 5.668 0.274 44.205 42.402
35.800 -21.208 -0.120 -21.210 -0.119 -21.288 -0.107 -21.454 -0.098 -21.478 -0.099 -21.512 -0.101 -21.616 -0.125 -21.631 -0.132 9.121 0.234 5.678 0.276 44.201 42.396
36.200 -21.196 -0.120 -21.198 -0.120 -21.277 -0.108 -21.445 -0.099 -21.469 -0.100 -21.505 -0.102 -21.611 -0.127 -21.626 -0.135 9.092 0.233 5.689 0.279 44.198 42.391
36.600 -21.184 -0.121 -21.186 -0.121 -21.266 -0.108 -21.437 -0.100 -21.461 -0.101 -21.497 -0.104 -21.606 -0.130 -21.621 -0.137 9.064 0.233 5.700 0.281 44.194 42.386
37.000 -21.172 -0.122 -21.174 -0.121 -21.255 -0.109 -21.428 -0.101 -21.453 -0.103 -21.489 -0.105 -21.600 -0.132 -21.616 -0.140 9.035 0.233 5.710 0.284 44.190 42.381
37.400 -21.160 -0.122 -21.162 -0.122 -21.244 -0.109 -21.419 -0.102 -21.445 -0.104 -21.482 -0.107 -21.595 -0.134 -21.610 -0.142 9.007 0.233 5.721 0.286 44.186 42.377
37.800 -21.148 -0.123 -21.150 -0.122 -21.233 -0.110 -21.411 -0.103 -21.436 -0.105 -21.474 -0.108 -21.589 -0.136 -21.605 -0.144 8.979 0.233 5.731 0.288 44.182 42.372
38.200 -21.136 -0.123 -21.138 -0.123 -21.222 -0.110 -21.402 -0.104 -21.428 -0.106 -21.466 -0.109 -21.584 -0.138 -21.600 -0.146 8.951 0.232 5.741 0.290 44.178 42.368
38.600 -21.124 -0.124 -21.126 -0.123 -21.211 -0.111 -21.393 -0.105 -21.420 -0.107 -21.459 -0.111 -21.578 -0.140 -21.595 -0.148 8.924 0.232 5.751 0.293 44.174 42.364
39.000 -21.111 -0.124 -21.114 -0.124 -21.199 -0.111 -21.384 -0.106 -21.411 -0.108 -21.451 -0.112 -21.572 -0.142 -21.589 -0.150 8.896 0.232 5.760 0.295 44.171 42.360
39.400 -21.099 -0.124 -21.101 -0.124 -21.188 -0.111 -21.375 -0.107 -21.403 -0.109 -21.443 -0.113 -21.566 -0.144 -21.583 -0.152 8.869 0.231 5.769 0.297 44.167 42.356
39.800 -21.087 -0.125 -21.089 -0.124 -21.177 -0.112 -21.366 -0.107 -21.394 -0.109 -21.435 -0.114 -21.560 -0.146 -21.578 -0.154 8.842 0.231 5.778 0.299 44.163 42.353
40.200 -21.074 -0.125 -21.077 -0.124 -21.165 -0.112 -21.357 -0.108 -21.385 -0.110 -21.427 -0.115 -21.554 -0.148 -21.572 -0.156 8.816 0.231 5.786 0.301 44.159 42.349
40.600 -21.062 -0.125 -21.064 -0.125 -21.154 -0.112 -21.348 -0.109 -21.377 -0.111 -21.419 -0.116 -21.548 -0.149 -21.566 -0.158 8.790 0.230 5.795 0.303 44.155 42.346
41.000 -21.049 -0.125 -21.051 -0.125 -21.142 -0.112 -21.339 -0.109 -21.368 -0.111 -21.410 -0.116 -21.542 -0.151 -21.560 -0.160 8.764 0.230 5.802 0.305 44.151 42.343
41.400 -21.037 -0.126 -21.039 -0.125 -21.130 -0.112 -21.329 -0.110 -21.359 -0.112 -21.402 -0.117 -21.535 -0.153 -21.554 -0.161 8.738 0.229 5.809 0.307 44.147 42.341
41.800 -21.024 -0.126 -21.026 -0.125 -21.118 -0.112 -21.320 -0.110 -21.350 -0.113 -21.394 -0.118 -21.529 -0.154 -21.548 -0.163 8.713 0.229 5.816 0.308 44.143 42.338
42.200 -21.011 -0.126 -21.013 -0.126 -21.106 -0.112 -21.310 -0.110 -21.341 -0.113 -21.385 -0.119 -21.522 -0.156 -21.541 -0.165 8.683 0.228 5.829 0.311 44.139 42.336
42.600 -20.998 -0.126 -21.001 -0.126 -21.095 -0.113 -21.301 -0.111 -21.331 -0.113 -21.376 -0.119 -21.515 -0.157 -21.535 -0.166 8.658 0.228 5.834 0.312 44.135 42.334
43.000 -20.985 -0.127 -20.988 -0.126 -21.082 -0.113 -21.291 -0.111 -21.322 -0.114 -21.368 -0.120 -21.508 -0.158 -21.528 -0.168 8.634 0.228 5.839 0.314 44.130 42.332
43.400 -20.972 -0.127 -20.975 -0.126 -21.070 -0.113 -21.281 -0.111 -21.312 -0.114 -21.359 -0.120 -21.501 -0.160 -21.521 -0.169 8.610 0.228 5.843 0.316 44.126 42.330
43.800 -20.959 -0.127 -20.962 -0.127 -21.058 -0.113 -21.271 -0.112 -21.303 -0.115 -21.349 -0.121 -21.494 -0.161 -21.514 -0.170 8.587 0.228 5.847 0.318 44.122 42.328
44.200 -20.946 -0.128 -20.949 -0.127 -21.046 -0.114 -21.261 -0.112 -21.293 -0.115 -21.340 -0.121 -21.486 -0.162 -21.507 -0.172 8.564 0.227 5.850 0.319 44.118 42.326
44.600 -20.933 -0.128 -20.935 -0.128 -21.033 -0.114 -21.251 -0.112 -21.283 -0.115 -21.331 -0.122 -21.479 -0.163 -21.500 -0.173 8.541 0.227 5.852 0.321 44.113 42.325
45.000 -20.920 -0.129 -20.922 -0.129 -21.021 -0.115 -21.240 -0.113 -21.273 -0.116 -21.321 -0.122 -21.471 -0.164 -21.492 -0.174 8.519 0.227 5.853 0.323 44.109 42.324
45.400 -20.906 -0.130 -20.909 -0.129 -21.008 -0.115 -21.229 -0.113 -21.262 -0.116 -21.311 -0.123 -21.463 -0.166 -21.484 -0.176 8.497 0.228 5.854 0.325 44.105 42.322
45.800 -20.893 -0.131 -20.895 -0.130 -20.996 -0.116 -21.219 -0.113 -21.252 -0.116 -21.301 -0.123 -21.454 -0.167 -21.476 -0.177 8.476 0.228 5.853 0.327 44.100 42.321
46.200 -20.879 -0.131 -20.882 -0.131 -20.983 -0.116 -21.208 -0.114 -21.241 -0.117 -21.291 -0.124 -21.446 -0.168 -21.468 -0.178 8.454 0.228 5.852 0.329 44.096 42.320
46.600 -20.866 -0.132 -20.868 -0.132 -20.970 -0.117 -21.196 -0.114 -21.230 -0.117 -21.281 -0.124 -21.437 -0.169 -21.460 -0.179 8.434 0.229 5.850 0.331 44.091 42.320
47.000 -20.852 -0.134 -20.854 -0.133 -20.957 -0.118 -21.185 -0.115 -21.219 -0.118 -21.270 -0.125 -21.428 -0.170 -21.451 -0.180 8.414 0.230 5.847 0.333 44.087 42.319
47.400 -20.838 -0.135 -20.840 -0.134 -20.943 -0.119 -21.173 -0.115 -21.208 -0.118 -21.259 -0.125 -21.419 -0.171 -21.442 -0.181 8.394 0.230 5.843 0.335 44.082 42.318
47.800 -20.824 -0.136 -20.826 -0.136 -20.930 -0.120 -21.161 -0.116 -21.196 -0.119 -21.248 -0.126 -21.410 -0.172 -21.433 -0.182 8.375 0.231 5.838 0.338 44.077 42.318
48.200 -20.810 -0.138 -20.812 -0.137 -20.916 -0.122 -21.149 -0.116 -21.184 -0.119 -21.237 -0.126 -21.400 -0.173 -21.424 -0.183 8.356 0.233 5.832 0.340 44.072 42.318
48.600 -20.796 -0.139 -20.798 -0.138 -20.903 -0.123 -21.137 -0.117 -21.172 -0.120 -21.225 -0.127 -21.391 -0.174 -21.415 -0.184 8.338 0.234 5.824 0.343 44.068 42.318
49.000 -20.781 -0.140 -20.784 -0.140 -20.889 -0.124 -21.124 -0.118 -21.160 -0.121 -21.213 -0.128 -21.381 -0.175 -21.405 -0.185 8.320 0.235 5.816 0.346 44.063 42.318
49.400 -20.767 -0.142 -20.769 -0.142 -20.875 -0.125 -21.111 -0.119 -21.147 -0.122 -21.201 -0.128 -21.370 -0.175 -21.395 -0.186 8.302 0.237 5.807 0.349 44.058 42.318
49.800 -20.752 -0.144 -20.755 -0.143 -20.861 -0.127 -21.098 -0.119 -21.134 -0.122 -21.188 -0.129 -21.360 -0.176 -21.385 -0.187 8.285 0.239 5.797 0.352 44.052 42.319
50.200 -20.738 -0.145 -20.740 -0.145 -20.847 -0.128 -21.085 -0.120 -21.121 -0.123 -21.176 -0.130 -21.350 -0.177 -21.375 -0.188 8.269 0.241 5.786 0.355 44.047 42.319
50.600 -20.723 -0.147 -20.725 -0.146 -20.832 -0.130 -21.072 -0.121 -21.108 -0.124 -21.163 -0.131 -21.339 -0.178 -21.365 -0.189 8.252 0.242 5.774 0.358 44.042 42.319
51.000 -20.708 -0.149 -20.710 -0.148 -20.818 -0.131 -21.058 -0.122 -21.095 -0.125 -21.150 -0.132 -21.328 -0.179 -21.354 -0.190 8.236 0.244 5.762 0.361 44.037 42.320
51.400 -20.693 -0.150 -20.696 -0.150 -20.803 -0.133 -21.044 -0.123 -21.081 -0.126 -21.137 -0.132 -21.317 -0.180 -21.344 -0.191 8.221 0.246 5.748 0.364 44.032 42.320
51.800 -20.678 -0.152 -20.680 -0.152 -20.788 -0.134 -21.031 -0.124 -21.068 -0.127 -21.123 -0.133 -21.305 -0.180 -21.333 -0.191 8.205 0.249 5.734 0.368 44.026 42.321
52.200 -20.663 -0.154 -20.665 -0.153 -20.774 -0.136 -21.016 -0.125 -21.054 -0.128 -21.110 -0.134 -21.294 -0.181 -21.322 -0.192 8.190 0.251 5.720 0.371 44.021 42.321
52.600 -20.647 -0.156 -20.650 -0.155 -20.759 -0.137 -21.002 -0.126 -21.040 -0.128 -21.096 -0.135 -21.282 -0.182 -21.311 -0.193 8.175 0.253 5.705 0.374 44.015 42.321
53.000 -20.632 -0.157 -20.635 -0.157 -20.743 -0.139 -20.988 -0.127 -21.026 -0.129 -21.082 -0.136 -21.271 -0.182 -21.299 -0.194 8.160 0.255 5.689 0.378 44.010 42.321
53.400 -20.617 -0.159 -20.619 -0.159 -20.728 -0.140 -20.973 -0.128 -21.011 -0.130 -21.068 -0.136 -21.259 -0.183 -21.288 -0.194 8.146 0.257 5.673 0.381 44.004 42.322
53.800 -20.601 -0.161 -20.604 -0.160 -20.713 -0.142 -20.959 -0.129 -20.997 -0.131 -21.054 -0.137 -21.247 -0.184 -21.276 -0.195 8.132 0.260 5.657 0.384 43.999 42.322
54.200 -20.585 -0.162 -20.588 -0.162 -20.698 -0.143 -20.944 -0.129 -20.982 -0.132 -21.040 -0.138 -21.234 -0.184 -21.264 -0.195 8.117 0.262 5.640 0.387 43.993 42.322
54.600 -20.570 -0.164 -20.572 -0.163 -20.682 -0.145 -20.929 -0.130 -20.968 -0.132 -21.026 -0.138 -21.222 -0.185 -21.253 -0.196 8.103 0.264 5.622 0.391 43.987 42.322
55.000 -20.554 -0.166 -20.557 -0.165 -20.667 -0.146 -20.915 -0.131 -20.953 -0.133 -21.012 -0.139 -21.210 -0.185 -21.241 -0.197 8.090 0.267 5.605 0.394 43.982 42.321
55.400 -20.538 -0.167 -20.541 -0.167 -20.651 -0.148 -20.900 -0.132 -20.938 -0.134 -20.997 -0.140 -21.198 -0.186 -21.229 -0.197 8.076 0.269 5.587 0.397 43.976 42.321
55.800 -20.522 -0.169 -20.525 -0.168 -20.635 -0.149 -20.885 -0.132 -20.924 -0.134 -20.983 -0.140 -21.185 -0.186 -21.217 -0.197 8.062 0.271 5.569 0.400 43.970 42.321
56.200 -20.506 -0.170 -20.509 -0.170 -20.620 -0.150 -20.870 -0.133 -20.909 -0.135 -20.968 -0.141 -21.172 -0.187 -21.205 -0.198 8.049 0.274 5.550 0.403 43.964 42.320
56.600 -20.491 -0.172 -20.493 -0.171 -20.604 -0.152 -20.855 -0.134 -20.894 -0.135 -20.954 -0.141 -21.160 -0.187 -21.192 -0.198 8.035 0.276 5.532 0.406 43.959 42.320
57.000 -20.475 -0.173 -20.477 -0.173 -20.588 -0.153 -20.840 -0.134 -20.879 -0.136 -20.939 -0.141 -21.147 -0.187 -21.180 -0.199 8.022 0.278 5.513 0.409 43.953 42.319
57.400 -20.459 -0.174 -20.461 -0.174 -20.572 -0.154 -20.824 -0.135 -20.864 -0.136 -20.925 -0.142 -21.135 -0.188 -21.168 -0.199 8.009 0.280 5.495 0.412 43.947 42.319
57.800 -20.443 -0.176 -20.445 -0.175 -20.557 -0.155 -20.809 -0.135 -20.849 -0.137 -20.910 -0.142 -21.122 -0.188 -21.156 -0.199 7.996 0.283 5.476 0.415 43.941 42.318
58.200 -20.427 -0.177 -20.429 -0.176 -20.541 -0.156 -20.794 -0.136 -20.834 -0.137 -20.895 -0.142 -21.109 -0.188 -21.143 -0.199 7.983 0.285 5.457 0.418 43.935 42.317
58.600 -20.411 -0.178 -20.413 -0.178 -20.525 -0.157 -20.779 -0.136 -20.819 -0.137 -20.881 -0.143 -21.096 -0.188 -21.131 -0.199 7.970 0.287 5.439 0.420 43.930 42.316
59.000 -20.395 -0.179 -20.397 -0.179 -20.509 -0.158 -20.764 -0.136 -20.804 -0.138 -20.866 -0.143 -21.084 -0.188 -21.118 -0.200 7.957 0.289 5.420 0.423 43.924 42.315
59.400 -20.379 -0.180 -20.381 -0.180 -20.493 -0.159 -20.749 -0.137 -20.789 -0.138 -20.852 -0.143 -21.071 -0.188 -21.106 -0.200 7.944 0.291 5.402 0.425 43.918 42.314
59.800 -20.363 -0.182 -20.365 -0.181 -20.478 -0.160 -20.734 -0.137 -20.774 -0.138 -20.837 -0.143 -21.058 -0.189 -21.094 -0.200 7.931 0.293 5.383 0.428 43.912 42.313
60.200 -20.347 -0.183 -20.349 -0.182 -20.462 -0.161 -20.719 -0.137 -20.760 -0.138 -20.823 -0.143 -21.045 -0.189 -21.081 -0.200 7.918 0.295 5.365 0.430 43.906 42.312
60.600 -20.331 -0.184 -20.333 -0.183 -20.446 -0.161 -20.704 -0.138 -20.745 -0.138 -20.808 -0.143 -21.033 -0.188 -21.069 -0.200 7.905 0.297 5.348 0.433 43.901 42.310
61.000 -20.315 -0.184 -20.318 -0.184 -20.430 -0.162 -20.689 -0.138 -20.730 -0.139 -20.794 -0.143 -21.020 -0.188 -21.057 -0.200 7.892 0.299 5.330 0.435 43.895 42.309
61.400 -20.299 -0.185 -20.302 -0.185 -20.415 -0.163 -20.674 -0.138 -20.716 -0.139 -20.780 -0.143 -21.007 -0.188 -21.045 -0.200 7.879 0.300 5.313 0.437 43.889 42.308
61.800 -20.283 -0.186 -20.286 -0.185 -20.399 -0.163 -20.659 -0.138 -20.701 -0.139 -20.765 -0.143 -20.995 -0.188 -21.032 -0.199 7.866 0.302 5.296 0.439 43.884 42.306
62.200 -20.267 -0.187 -20.270 -0.186 -20.384 -0.164 -20.645 -0.138 -20.687 -0.139 -20.751 -0.143 -20.982 -0.188 -21.020 -0.199 7.853 0.303 5.279 0.441 43.878 42.305
62.600 -20.252 -0.187 -20.254 -0.187 -20.368 -0.165 -20.630 -0.138 -20.672 -0.139 -20.737 -0.143 -20.970 -0.188 -21.008 -0.199 7.840 0.305 5.262 0.443 43.872 42.303
63.000 -20.236 -0.188 -20.239 -0.188 -20.353 -0.165 -20.616 -0.138 -20.658 -0.139 -20.723 -0.143 -20.958 -0.188 -20.996 -0.199 7.827 0.306 5.246 0.445 43.867 42.302
63.400 -20.220 -0.189 -20.223 -0.188 -20.338 -0.165 -20.601 -0.138 -20.644 -0.139 -20.709 -0.143 -20.945 -0.187 -20.984 -0.198 7.814 0.308 5.230 0.447 43.861 42.300
63.800 -20.205 -0.189 -20.208 -0.189 -20.323 -0.166 -20.587 -0.138 -20.630 -0.138 -20.696 -0.142 -20.933 -0.187 -20.972 -0.198 7.801 0.309 5.215 0.449 43.856 42.298
64.200 -20.190 -0.190 -20.192 -0.189 -20.307 -0.166 -20.573 -0.138 -20.616 -0.138 -20.682 -0.142 -20.921 -0.187 -20.960 -0.198 7.788 0.310 5.200 0.450 43.851 42.297
64.600 -20.174 -0.190 -20.177 -0.190 -20.292 -0.167 -20.559 -0.138 -20.602 -0.138 -20.668 -0.142 -20.909 -0.186 -20.949 -0.197 7.775 0.311 5.185 0.452 43.845 42.295
65.000 -20.159 -0.191 -20.162 -0.190 -20.278 -0.167 -20.545 -0.138 -20.588 -0.138 -20.655 -0.142 -20.897 -0.186 -20.937 -0.197 7.762 0.312 5.171 0.453 43.840 42.293
65.400 -20.144 -0.191 -20.147 -0.190 -20.263 -0.167 -20.531 -0.137 -20.574 -0.138 -20.642 -0.141 -20.885 -0.185 -20.926 -0.197 7.749 0.313 5.157 0.455 43.835 42.292
65.800 -20.129 -0.191 -20.132 -0.191 -20.248 -0.167 -20.517 -0.137 -20.561 -0.137 -20.629 -0.141 -20.874 -0.185 -20.914 -0.196 7.736 0.314 5.144 0.456 43.829 42.290
66.200 -20.114 -0.191 -20.117 -0.191 -20.234 -0.167 -20.504 -0.137 -20.548 -0.137 -20.616 -0.141 -20.862 -0.184 -20.903 -0.196 7.723 0.315 5.131 0.457 43.824 42.288
66.600 -20.099 -0.192 -20.102 -0.191 -20.219 -0.167 -20.491 -0.137 -20.534 -0.137 -20.603 -0.140 -20.851 -0.184 -20.892 -0.195 7.709 0.316 5.118 0.458 43.819 42.286
67.000 -20.084 -0.192 -20.087 -0.191 -20.205 -0.168 -20.477 -0.137 -20.521 -0.137 -20.590 -0.140 -20.839 -0.183 -20.880 -0.194 7.696 0.316 5.106 0.459 43.814 42.284
67.400 -20.070 -0.192 -20.072 -0.191 -20.191 -0.168 -20.464 -0.136 -20.509 -0.136 -20.578 -0.140 -20.828 -0.183 -20.869 -0.194 7.683 0.316 5.095 0.460 43.809 42.283
67.800 -20.055 -0.192 -20.058 -0.191 -20.176 -0.168 -20.451 -0.136 -20.496 -0.136 -20.565 -0.139 -20.817 -0.182 -20.859 -0.193 7.669 0.317 5.084 0.461 43.804 42.281
68.200 -20.041 -0.192 -20.044 -0.191 -20.163 -0.167 -20.439 -0.136 -20.483 -0.136 -20.553 -0.139 -20.806 -0.181 -20.848 -0.192 7.656 0.317 5.074 0.462 43.799 42.279
68.600 -20.026 -0.192 -20.029 -0.191 -20.149 -0.167 -20.426 -0.136 -20.471 -0.136 -20.541 -0.139 -20.795 -0.181 -20.837 -0.192 7.642 0.317 5.064 0.462 43.795 42.277
69.000 -20.012 -0.192 -20.015 -0.191 -20.135 -0.167 -20.414 -0.135 -20.459 -0.135 -20.529 -0.138 -20.784 -0.180 -20.827 -0.191 7.628 0.317 5.055 0.463 43.790 42.275
69.400 -19.998 -0.192 -20.001 -0.191 -20.121 -0.167 -20.401 -0.135 -20.447 -0.135 -20.517 -0.138 -20.774 -0.179 -20.816 -0.190 7.615 0.317 5.046 0.463 43.785 42.273
