"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-26.000 -21.109 -0.101 -21.051 -0.090 -20.878 -0.094 -20.839 -0.104 18.650 0.145 1.617 0.014 44.353 42.488
-25.600 -21.138 -0.096 -21.080 -0.085 -20.907 -0.090 -20.869 -0.100 18.650 0.133 1.639 0.013 44.365 42.463
-25.200 -21.167 -0.091 -21.110 -0.081 -20.937 -0.086 -20.898 -0.096 18.643 0.122 1.662 0.012 44.376 42.435
-24.800 -21.196 -0.086 -21.140 -0.077 -20.967 -0.082 -20.927 -0.092 18.632 0.110 1.686 0.011 44.387 42.402
-24.400 -21.225 -0.082 -21.169 -0.073 -20.996 -0.079 -20.957 -0.089 18.616 0.099 1.711 0.010 44.399 42.366
-24.000 -21.254 -0.079 -21.199 -0.070 -21.026 -0.076 -20.987 -0.086 18.597 0.088 1.736 0.009 44.410 42.324
-23.600 -21.283 -0.076 -21.228 -0.067 -21.056 -0.074 -21.016 -0.084 18.574 0.077 1.762 0.008 44.421 42.276
-23.200 -21.312 -0.073 -21.258 -0.065 -21.086 -0.072 -21.045 -0.081 18.550 0.066 1.789 0.007 44.431 42.220
-22.800 -21.340 -0.070 -21.287 -0.063 -21.115 -0.070 -21.075 -0.079 18.524 0.055 1.816 0.006 44.442 42.156
-22.400 -21.368 -0.068 -21.315 -0.061 -21.145 -0.068 -21.104 -0.078 18.495 0.045 1.843 0.005 44.452 42.080
-22.000 -21.396 -0.067 -21.344 -0.060 -21.173 -0.067 -21.132 -0.076 18.464 0.036 1.871 0.004 44.462 41.990
-21.600 -21.424 -0.066 -21.372 -0.059 -21.202 -0.065 -21.161 -0.075 18.431 0.028 1.899 0.003 44.472 41.888
-21.200 -21.450 -0.065 -21.400 -0.058 -21.230 -0.064 -21.189 -0.073 18.396 0.022 1.928 0.003 44.482 41.786
-20.800 -21.477 -0.065 -21.427 -0.058 -21.258 -0.063 -21.216 -0.072 18.359 0.019 1.957 0.002 44.491 41.740
-20.400 -21.503 -0.065 -21.453 -0.058 -21.285 -0.062 -21.243 -0.071 18.320 0.021 1.986 0.003 44.500 41.793
-20.000 -21.528 -0.065 -21.479 -0.059 -21.312 -0.062 -21.270 -0.071 18.282 0.026 2.015 0.003 44.509 41.896
-19.600 -21.553 -0.066 -21.505 -0.059 -21.338 -0.061 -21.296 -0.070 18.242 0.032 2.043 0.004 44.518 42.000
-19.200 -21.577 -0.067 -21.530 -0.060 -21.363 -0.061 -21.321 -0.069 18.203 0.039 2.072 0.005 44.526 42.091
-18.800 -21.600 -0.068 -21.554 -0.061 -21.388 -0.060 -21.346 -0.069 18.162 0.045 2.101 0.006 44.534 42.165
-18.400 -21.623 -0.069 -21.577 -0.062 -21.412 -0.060 -21.370 -0.068 18.121 0.051 2.129 0.007 44.542 42.226
