"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-14.200 -20.850 -0.114 -20.605 -0.128 -20.400 -0.122 -20.238 -0.139 24.038 1.071 0.970 0.046 44.350 43.279
-13.800 -20.938 -0.115 -20.694 -0.127 -20.487 -0.122 -20.328 -0.138 24.006 1.103 1.011 0.050 44.384 43.327
-13.400 -21.022 -0.115 -20.779 -0.125 -20.571 -0.121 -20.416 -0.136 23.945 1.145 1.054 0.054 44.416 43.376
-13.000 -21.102 -0.113 -20.860 -0.121 -20.652 -0.118 -20.501 -0.133 23.850 1.198 1.099 0.059 44.445 43.425
-12.600 -21.178 -0.111 -20.937 -0.117 -20.729 -0.115 -20.583 -0.129 23.719 1.259 1.146 0.066 44.472 43.475
-12.200 -21.249 -0.107 -21.009 -0.113 -20.803 -0.111 -20.663 -0.124 23.551 1.326 1.195 0.073 44.495 43.522
-11.800 -21.315 -0.103 -21.077 -0.107 -20.874 -0.106 -20.740 -0.118 23.344 1.397 1.245 0.081 44.516 43.567
-11.400 -21.376 -0.097 -21.141 -0.100 -20.940 -0.100 -20.814 -0.112 23.100 1.468 1.298 0.090 44.534 43.608
-11.000 -21.432 -0.091 -21.200 -0.093 -21.003 -0.093 -20.884 -0.104 22.819 1.534 1.353 0.100 44.549 43.644
-10.600 -21.482 -0.083 -21.254 -0.085 -21.062 -0.085 -20.951 -0.096 22.502 1.591 1.410 0.111 44.560 43.673
-10.200 -21.527 -0.075 -21.304 -0.076 -21.117 -0.077 -21.015 -0.086 22.152 1.635 1.470 0.122 44.569 43.695
-9.800 -21.566 -0.066 -21.350 -0.067 -21.168 -0.068 -21.075 -0.077 21.771 1.659 1.532 0.133 44.575 43.709
-9.400 -21.598 -0.057 -21.391 -0.057 -21.216 -0.058 -21.131 -0.067 21.365 1.661 1.596 0.143 44.578 43.713
-9.000 -21.624 -0.048 -21.429 -0.048 -21.260 -0.048 -21.184 -0.057 20.939 1.633 1.662 0.152 44.578 43.707
-8.600 -21.643 -0.039 -21.463 -0.039 -21.300 -0.039 -21.232 -0.048 20.497 1.572 1.730 0.158 44.576 43.689
-8.200 -21.655 -0.032 -21.494 -0.032 -21.337 -0.031 -21.277 -0.041 20.028 1.472 1.802 0.161 44.571 43.655
-7.800 -21.659 -0.028 -21.523 -0.028 -21.370 -0.029 -21.317 -0.038 19.468 1.333 1.886 0.161 44.561 43.600
-7.400 -21.657 -0.029 -21.549 -0.030 -21.400 -0.033 -21.353 -0.039 18.802 1.168 1.991 0.159 44.548 43.524
-7.000 -21.648 -0.031 -21.573 -0.033 -21.428 -0.040 -21.385 -0.042 18.134 0.989 2.104 0.153 44.533 43.431
-6.600 -21.635 -0.034 -21.595 -0.038 -21.453 -0.048 -21.415 -0.047 17.514 0.818 2.219 0.143 44.519 43.324
-6.200 -21.619 -0.035 -21.615 -0.041 -21.475 -0.056 -21.441 -0.051 16.941 0.667 2.335 0.132 44.505 43.209
-5.800 -21.601 -0.036 -21.634 -0.043 -21.496 -0.063 -21.466 -0.055 16.414 0.545 2.452 0.121 44.493 43.092
-5.400 -21.583 -0.035 -21.651 -0.045 -21.516 -0.069 -21.489 -0.058 15.932 0.457 2.568 0.114 44.481 42.986
-5.000 -21.566 -0.035 -21.668 -0.047 -21.534 -0.074 -21.510 -0.060 15.502 0.406 2.683 0.112 44.472 42.909
-4.600 -21.552 -0.037 -21.683 -0.049 -21.552 -0.078 -21.531 -0.063 15.134 0.388 2.791 0.117 44.464 42.875
-4.200 -21.540 -0.041 -21.698 -0.051 -21.569 -0.081 -21.552 -0.065 14.829 0.392 2.889 0.126 44.459 42.880
-3.800 -21.531 -0.045 -21.712 -0.054 -21.585 -0.083 -21.571 -0.067 14.577 0.407 2.977 0.137 44.455 42.903
-3.400 -21.525 -0.050 -21.726 -0.056 -21.602 -0.084 -21.591 -0.067 14.364 0.425 3.059 0.149 44.453 42.932
-3.000 -21.520 -0.054 -21.739 -0.058 -21.617 -0.084 -21.609 -0.067 14.182 0.445 3.134 0.161 44.452 42.962
-2.600 -21.517 -0.058 -21.753 -0.058 -21.632 -0.084 -21.627 -0.066 14.023 0.465 3.205 0.173 44.452 42.991
-2.200 -21.514 -0.060 -21.766 -0.057 -21.646 -0.082 -21.645 -0.063 13.883 0.485 3.272 0.186 44.452 43.020
-1.800 -21.513 -0.062 -21.780 -0.055 -21.660 -0.080 -21.661 -0.059 13.758 0.505 3.336 0.198 44.453 43.048
-1.400 -21.511 -0.062 -21.793 -0.052 -21.673 -0.078 -21.676 -0.054 13.648 0.525 3.396 0.210 44.455 43.075
-1.000 -21.510 -0.063 -21.806 -0.048 -21.685 -0.075 -21.690 -0.049 13.552 0.545 3.452 0.221 44.457 43.103
-0.600 -21.508 -0.063 -21.818 -0.045 -21.698 -0.073 -21.702 -0.043 13.473 0.565 3.502 0.231 44.459 43.131
-0.200 -21.505 -0.063 -21.829 -0.042 -21.710 -0.072 -21.713 -0.039 13.409 0.584 3.544 0.241 44.461 43.157
0.200 -21.500 -0.065 -21.839 -0.042 -21.722 -0.071 -21.721 -0.039 13.344 0.604 3.583 0.252 44.462 43.176
0.600 -21.494 -0.068 -21.848 -0.045 -21.733 -0.073 -21.728 -0.042 13.264 0.621 3.624 0.266 44.462 43.184
1.000 -21.487 -0.073 -21.855 -0.051 -21.745 -0.075 -21.732 -0.048 13.170 0.633 3.667 0.280 44.460 43.184
1.400 -21.477 -0.078 -21.861 -0.057 -21.756 -0.078 -21.735 -0.055 13.070 0.640 3.712 0.293 44.457 43.180
1.800 -21.466 -0.082 -21.866 -0.064 -21.767 -0.081 -21.736 -0.062 12.968 0.645 3.758 0.305 44.454 43.176
2.200 -21.454 -0.087 -21.869 -0.070 -21.776 -0.083 -21.736 -0.068 12.865 0.654 3.804 0.319 44.451 43.174
2.600 -21.439 -0.091 -21.872 -0.075 -21.784 -0.086 -21.734 -0.074 12.761 0.666 3.851 0.335 44.447 43.176
3.000 -21.423 -0.093 -21.873 -0.079 -21.791 -0.087 -21.732 -0.078 12.655 0.683 3.897 0.354 44.443 43.181
3.400 -21.405 -0.095 -21.874 -0.082 -21.797 -0.087 -21.728 -0.081 12.549 0.703 3.943 0.375 44.439 43.189
3.800 -21.385 -0.095 -21.873 -0.083 -21.801 -0.087 -21.723 -0.082 12.441 0.727 3.990 0.399 44.434 43.197
4.200 -21.364 -0.094 -21.871 -0.083 -21.803 -0.085 -21.717 -0.082 12.331 0.751 4.037 0.424 44.429 43.206
4.600 -21.340 -0.092 -21.868 -0.081 -21.804 -0.082 -21.711 -0.080 12.220 0.776 4.084 0.451 44.423 43.215
5.000 -21.315 -0.088 -21.863 -0.078 -21.804 -0.077 -21.704 -0.077 12.107 0.800 4.131 0.479 44.417 43.222
5.400 -21.289 -0.083 -21.857 -0.074 -21.802 -0.071 -21.697 -0.073 11.992 0.822 4.180 0.506 44.411 43.228
5.800 -21.260 -0.076 -21.850 -0.067 -21.798 -0.065 -21.689 -0.067 11.873 0.841 4.231 0.534 44.404 43.231
6.200 -21.231 -0.068 -21.841 -0.060 -21.794 -0.057 -21.681 -0.060 11.750 0.857 4.285 0.562 44.397 43.232
6.600 -21.199 -0.059 -21.829 -0.051 -21.788 -0.048 -21.673 -0.053 11.622 0.870 4.345 0.591 44.390 43.231
7.000 -21.167 -0.049 -21.816 -0.041 -21.781 -0.039 -21.665 -0.045 11.487 0.883 4.413 0.623 44.383 43.227
7.400 -21.133 -0.039 -21.801 -0.031 -21.772 -0.030 -21.657 -0.037 11.342 0.899 4.497 0.663 44.377 43.223
7.800 -21.099 -0.031 -21.782 -0.022 -21.763 -0.022 -21.650 -0.031 11.201 0.926 4.589 0.713 44.373 43.218
8.200 -21.063 -0.030 -21.761 -0.020 -21.754 -0.020 -21.643 -0.029 11.107 0.921 4.630 0.720 44.366 43.205
8.600 -21.027 -0.037 -21.737 -0.027 -21.744 -0.023 -21.636 -0.030 11.015 0.852 4.637 0.665 44.353 43.179
9.000 -20.991 -0.048 -21.709 -0.038 -21.733 -0.028 -21.630 -0.034 10.933 0.798 4.643 0.619 44.341 43.153
9.400 -20.953 -0.061 -21.680 -0.049 -21.721 -0.032 -21.625 -0.037 10.852 0.761 4.659 0.588 44.331 43.129
9.800 -20.915 -0.074 -21.649 -0.060 -21.709 -0.035 -21.619 -0.039 10.760 0.734 4.690 0.568 44.322 43.106
10.200 -20.875 -0.087 -21.616 -0.070 -21.696 -0.035 -21.614 -0.040 10.667 0.716 4.727 0.556 44.314 43.084
10.600 -20.835 -0.099 -21.582 -0.079 -21.682 -0.034 -21.608 -0.039 10.579 0.711 4.765 0.555 44.307 43.067
11.000 -20.794 -0.111 -21.547 -0.088 -21.668 -0.032 -21.602 -0.038 10.499 0.717 4.801 0.563 44.300 43.054
11.400 -20.752 -0.122 -21.510 -0.096 -21.653 -0.029 -21.596 -0.037 10.421 0.725 4.837 0.576 44.294 43.040
11.800 -20.709 -0.133 -21.474 -0.103 -21.637 -0.028 -21.589 -0.037 10.324 0.714 4.887 0.581 44.286 43.014
12.200 -20.665 -0.142 -21.436 -0.109 -21.621 -0.031 -21.582 -0.040 10.139 0.665 5.007 0.573 44.276 42.962
12.600 -20.621 -0.151 -21.399 -0.115 -21.605 -0.037 -21.574 -0.046 9.950 0.599 5.132 0.551 44.265 42.903
13.000 -20.577 -0.159 -21.360 -0.120 -21.588 -0.044 -21.565 -0.052 9.767 0.536 5.261 0.527 44.254 42.845
13.400 -20.532 -0.166 -21.322 -0.124 -21.570 -0.050 -21.556 -0.059 9.638 0.484 5.344 0.501 44.244 42.799
13.800 -20.486 -0.173 -21.284 -0.128 -21.552 -0.056 -21.546 -0.066 9.445 0.437 5.502 0.487 44.235 42.754
14.200 -20.441 -0.179 -21.245 -0.132 -21.533 -0.061 -21.536 -0.072 9.304 0.401 5.612 0.473 44.226 42.720
14.600 -20.395 -0.184 -21.207 -0.135 -21.514 -0.066 -21.525 -0.078 9.173 0.373 5.716 0.462 44.217 42.693
15.000 -20.349 -0.189 -21.168 -0.137 -21.494 -0.069 -21.513 -0.082 9.050 0.351 5.814 0.456 44.208 42.671
15.400 -20.304 -0.194 -21.129 -0.139 -21.474 -0.071 -21.501 -0.086 8.935 0.334 5.908 0.452 44.200 42.653
15.800 -20.258 -0.198 -21.091 -0.141 -21.453 -0.072 -21.488 -0.090 8.826 0.320 5.996 0.452 44.192 42.639
16.200 -20.213 -0.203 -21.052 -0.142 -21.431 -0.073 -21.475 -0.092 8.723 0.308 6.080 0.452 44.183 42.627
16.600 -20.168 -0.207 -21.014 -0.143 -21.408 -0.074 -21.461 -0.095 8.625 0.298 6.159 0.452 44.175 42.616
17.000 -20.124 -0.211 -20.975 -0.144 -21.385 -0.076 -21.447 -0.097 8.551 0.288 6.201 0.448 44.166 42.605
17.400 -20.080 -0.215 -20.937 -0.145 -21.360 -0.079 -21.432 -0.100 8.443 0.274 6.300 0.445 44.157 42.595
17.800 -20.036 -0.220 -20.899 -0.145 -21.335 -0.082 -21.418 -0.103 8.358 0.260 6.361 0.437 44.148 42.584
18.200 -19.993 -0.225 -20.861 -0.146 -21.309 -0.086 -21.403 -0.105 8.277 0.248 6.417 0.428 44.139 42.573
18.600 -19.951 -0.229 -20.822 -0.146 -21.282 -0.091 -21.387 -0.108 8.200 0.237 6.468 0.421 44.130 42.565
19.000 -19.909 -0.234 -20.784 -0.147 -21.255 -0.096 -21.371 -0.110 8.126 0.230 6.515 0.419 44.120 42.561
19.400 -19.867 -0.239 -20.746 -0.147 -21.227 -0.100 -21.354 -0.112 8.055 0.225 6.558 0.422 44.111 42.561
19.800 -19.825 -0.243 -20.708 -0.147 -21.198 -0.104 -21.337 -0.113 7.987 0.224 6.599 0.429 44.101 42.565
20.200 -19.784 -0.247 -20.670 -0.146 -21.169 -0.108 -21.319 -0.113 7.920 0.225 6.638 0.442 44.092 42.573
20.600 -19.743 -0.252 -20.632 -0.145 -21.139 -0.111 -21.301 -0.113 7.854 0.229 6.675 0.459 44.082 42.583
21.000 -19.701 -0.256 -20.593 -0.144 -21.110 -0.113 -21.282 -0.112 7.789 0.234 6.713 0.479 44.073 42.594
21.400 -19.660 -0.259 -20.555 -0.142 -21.079 -0.115 -21.262 -0.110 7.724 0.241 6.751 0.501 44.063 42.606
21.800 -19.619 -0.263 -20.516 -0.140 -21.049 -0.116 -21.242 -0.107 7.660 0.247 6.790 0.525 44.054 42.617
22.200 -19.579 -0.266 -20.478 -0.138 -21.018 -0.116 -21.221 -0.104 7.596 0.254 6.830 0.550 44.044 42.628
22.600 -19.538 -0.270 -20.439 -0.135 -20.987 -0.116 -21.199 -0.101 7.532 0.261 6.871 0.575 44.034 42.637
23.000 -19.497 -0.273 -20.399 -0.133 -20.955 -0.116 -21.177 -0.097 7.468 0.267 6.912 0.600 44.025 42.646
23.400 -19.456 -0.276 -20.360 -0.130 -20.923 -0.116 -21.153 -0.095 7.406 0.273 6.951 0.625 44.015 42.654
23.800 -19.415 -0.279 -20.320 -0.128 -20.891 -0.115 -21.129 -0.092 7.346 0.280 6.987 0.652 44.006 42.664
24.200 -19.374 -0.282 -20.280 -0.126 -20.858 -0.115 -21.105 -0.092 7.289 0.287 7.016 0.681 43.996 42.676
24.600 -19.333 -0.284 -20.240 -0.125 -20.825 -0.114 -21.079 -0.092 7.235 0.295 7.036 0.713 43.985 42.692
25.000 -19.292 -0.287 -20.199 -0.124 -20.791 -0.114 -21.053 -0.094 7.185 0.304 7.047 0.748 43.975 42.709
25.400 -19.251 -0.290 -20.158 -0.123 -20.757 -0.114 -21.026 -0.097 7.139 0.314 7.050 0.786 43.964 42.728
25.800 -19.210 -0.292 -20.117 -0.122 -20.723 -0.114 -20.998 -0.100 7.095 0.324 7.046 0.824 43.952 42.746
26.200 -19.169 -0.295 -20.075 -0.121 -20.688 -0.113 -20.969 -0.103 7.052 0.334 7.036 0.861 43.941 42.762
26.600 -19.128 -0.297 -20.033 -0.120 -20.652 -0.112 -20.939 -0.106 7.011 0.344 7.024 0.897 43.929 42.776
27.000 -19.087 -0.300 -19.990 -0.118 -20.616 -0.111 -20.908 -0.108 6.970 0.352 7.008 0.930 43.917 42.787
27.400 -19.046 -0.303 -19.948 -0.116 -20.579 -0.109 -20.877 -0.110 6.930 0.359 6.991 0.959 43.905 42.796
27.800 -19.006 -0.306 -19.905 -0.114 -20.541 -0.107 -20.844 -0.111 6.890 0.364 6.971 0.983 43.892 42.800
28.200 -18.965 -0.309 -19.862 -0.112 -20.503 -0.105 -20.811 -0.112 6.852 0.368 6.948 1.002 43.880 42.802
28.600 -18.925 -0.312 -19.819 -0.111 -20.464 -0.102 -20.777 -0.111 6.816 0.370 6.919 1.013 43.867 42.799
29.000 -18.885 -0.316 -19.776 -0.109 -20.425 -0.100 -20.742 -0.111 6.783 0.371 6.881 1.018 43.854 42.792
29.400 -18.845 -0.320 -19.734 -0.109 -20.384 -0.097 -20.706 -0.109 6.755 0.370 6.830 1.015 43.840 42.781
29.800 -18.806 -0.324 -19.691 -0.110 -20.342 -0.095 -20.669 -0.108 6.735 0.369 6.761 1.005 43.826 42.766
30.200 -18.767 -0.328 -19.649 -0.112 -20.300 -0.094 -20.632 -0.106 6.721 0.369 6.674 0.990 43.811 42.747
30.600 -18.728 -0.333 -19.607 -0.116 -20.257 -0.093 -20.594 -0.103 6.714 0.370 6.572 0.972 43.796 42.724
31.000 -18.690 -0.338 -19.566 -0.122 -20.214 -0.092 -20.557 -0.101 6.711 0.371 6.461 0.953 43.781 42.700
31.400 -18.652 -0.344 -19.525 -0.129 -20.171 -0.092 -20.519 -0.098 6.711 0.374 6.347 0.936 43.765 42.676
31.800 -18.615 -0.349 -19.485 -0.137 -20.128 -0.093 -20.482 -0.096 6.711 0.378 6.234 0.922 43.750 42.653
32.200 -18.578 -0.355 -19.445 -0.146 -20.085 -0.095 -20.445 -0.095 6.712 0.384 6.125 0.913 43.734 42.633
32.600 -18.542 -0.361 -19.406 -0.154 -20.043 -0.097 -20.408 -0.094 6.712 0.392 6.020 0.909 43.719 42.617
33.000 -18.506 -0.368 -19.368 -0.164 -20.002 -0.101 -20.373 -0.094 6.712 0.401 5.919 0.910 43.705 42.605
33.400 -18.471 -0.374 -19.330 -0.173 -19.962 -0.106 -20.339 -0.095 6.712 0.411 5.822 0.916 43.690 42.597
33.800 -18.437 -0.381 -19.293 -0.182 -19.922 -0.111 -20.305 -0.097 6.712 0.422 5.728 0.923 43.676 42.592
34.200 -18.403 -0.387 -19.257 -0.191 -19.884 -0.117 -20.273 -0.100 6.713 0.434 5.637 0.931 43.662 42.587
34.600 -18.369 -0.393 -19.221 -0.200 -19.846 -0.123 -20.241 -0.102 6.714 0.444 5.549 0.937 43.649 42.583
35.000 -18.336 -0.400 -19.187 -0.208 -19.810 -0.129 -20.210 -0.105 6.715 0.454 5.464 0.943 43.636 42.579
35.400 -18.304 -0.406 -19.153 -0.216 -19.774 -0.134 -20.179 -0.107 6.716 0.463 5.382 0.946 43.623 42.574
35.800 -18.272 -0.411 -19.121 -0.224 -19.740 -0.140 -20.149 -0.110 6.717 0.471 5.303 0.946 43.611 42.568
36.200 -18.241 -0.417 -19.089 -0.231 -19.706 -0.144 -20.119 -0.112 6.720 0.477 5.225 0.943 43.598 42.560
36.600 -18.211 -0.422 -19.058 -0.238 -19.674 -0.149 -20.090 -0.114 6.723 0.482 5.146 0.937 43.586 42.552
37.000 -18.181 -0.427 -19.029 -0.244 -19.643 -0.153 -20.061 -0.116 6.729 0.485 5.067 0.928 43.574 42.541
37.400 -18.152 -0.432 -19.000 -0.250 -19.614 -0.156 -20.032 -0.118 6.735 0.487 4.988 0.916 43.562 42.530
37.800 -18.123 -0.436 -18.973 -0.256 -19.585 -0.159 -20.004 -0.120 6.743 0.488 4.911 0.900 43.551 42.517
38.200 -18.095 -0.440 -18.946 -0.260 -19.558 -0.161 -19.976 -0.121 6.751 0.487 4.837 0.883 43.539 42.503
38.600 -18.067 -0.444 -18.921 -0.265 -19.533 -0.164 -19.949 -0.123 6.759 0.484 4.764 0.863 43.528 42.488
39.000 -18.040 -0.447 -18.897 -0.268 -19.508 -0.165 -19.923 -0.124 6.768 0.481 4.695 0.841 43.518 42.472
39.400 -18.013 -0.450 -18.874 -0.271 -19.486 -0.167 -19.897 -0.125 6.777 0.475 4.628 0.818 43.508 42.455
39.800 -17.987 -0.452 -18.852 -0.274 -19.464 -0.168 -19.873 -0.126 6.786 0.468 4.563 0.793 43.498 42.437
40.200 -17.961 -0.454 -18.831 -0.276 -19.445 -0.169 -19.850 -0.128 6.796 0.460 4.501 0.768 43.488 42.420
40.600 -17.935 -0.455 -18.810 -0.278 -19.427 -0.170 -19.827 -0.130 6.807 0.451 4.441 0.741 43.479 42.402
41.000 -17.910 -0.456 -18.791 -0.279 -19.411 -0.171 -19.805 -0.132 6.817 0.441 4.383 0.714 43.471 42.385
41.400 -17.885 -0.457 -18.772 -0.280 -19.396 -0.172 -19.784 -0.134 6.827 0.430 4.330 0.688 43.463 42.368
41.800 -17.860 -0.457 -18.754 -0.280 -19.383 -0.173 -19.764 -0.137 6.836 0.419 4.280 0.663 43.455 42.351
42.200 -17.836 -0.456 -18.736 -0.280 -19.370 -0.173 -19.745 -0.140 6.844 0.409 4.234 0.639 43.448 42.336
42.600 -17.812 -0.456 -18.719 -0.279 -19.358 -0.174 -19.726 -0.142 6.850 0.398 4.191 0.617 43.440 42.321
43.000 -17.788 -0.455 -18.702 -0.278 -19.347 -0.173 -19.708 -0.145 6.855 0.388 4.153 0.598 43.434 42.308
43.400 -17.764 -0.453 -18.685 -0.277 -19.336 -0.173 -19.690 -0.148 6.858 0.379 4.118 0.581 43.427 42.296
43.800 -17.740 -0.452 -18.668 -0.274 -19.325 -0.172 -19.673 -0.152 6.859 0.372 4.086 0.567 43.420 42.287
44.200 -17.716 -0.450 -18.651 -0.272 -19.314 -0.170 -19.655 -0.155 6.858 0.366 4.058 0.557 43.414 42.280
44.600 -17.692 -0.448 -18.633 -0.269 -19.302 -0.168 -19.638 -0.159 6.855 0.362 4.031 0.549 43.408 42.275
45.000 -17.668 -0.446 -18.615 -0.266 -19.290 -0.166 -19.621 -0.163 6.851 0.360 4.007 0.545 43.401 42.273
45.400 -17.644 -0.443 -18.597 -0.263 -19.277 -0.164 -19.603 -0.167 6.845 0.358 3.983 0.543 43.395 42.272
45.800 -17.620 -0.441 -18.578 -0.259 -19.263 -0.161 -19.585 -0.172 6.839 0.359 3.960 0.544 43.388 42.272
46.200 -17.597 -0.439 -18.557 -0.255 -19.247 -0.159 -19.566 -0.176 6.832 0.360 3.935 0.546 43.381 42.273
46.600 -17.573 -0.436 -18.537 -0.251 -19.229 -0.157 -19.546 -0.180 6.826 0.362 3.909 0.549 43.374 42.275
47.000 -17.549 -0.435 -18.515 -0.248 -19.209 -0.155 -19.525 -0.185 6.820 0.365 3.879 0.552 43.365 42.276
47.400 -17.524 -0.433 -18.492 -0.244 -19.187 -0.154 -19.504 -0.190 6.815 0.369 3.846 0.555 43.357 42.277
47.800 -17.501 -0.432 -18.469 -0.241 -19.164 -0.153 -19.481 -0.195 6.812 0.373 3.808 0.557 43.347 42.276
48.200 -17.477 -0.431 -18.444 -0.239 -19.139 -0.153 -19.458 -0.201 6.811 0.377 3.765 0.559 43.337 42.276
48.600 -17.453 -0.432 -18.419 -0.237 -19.112 -0.154 -19.433 -0.207 6.813 0.382 3.716 0.561 43.326 42.274
49.000 -17.429 -0.432 -18.393 -0.237 -19.084 -0.156 -19.408 -0.214 6.818 0.387 3.662 0.561 43.315 42.272
49.400 -17.406 -0.434 -18.367 -0.237 -19.055 -0.159 -19.382 -0.221 6.826 0.393 3.603 0.561 43.303 42.270
49.800 -17.382 -0.437 -18.340 -0.239 -19.024 -0.164 -19.355 -0.230 6.839 0.399 3.537 0.561 43.290 42.266
50.200 -17.360 -0.441 -18.312 -0.243 -18.993 -0.171 -19.327 -0.240 6.856 0.407 3.466 0.559 43.277 42.263
50.600 -17.337 -0.447 -18.284 -0.249 -18.961 -0.180 -19.299 -0.251 6.877 0.415 3.390 0.557 43.263 42.259
51.000 -17.315 -0.453 -18.256 -0.256 -18.929 -0.191 -19.271 -0.263 6.903 0.423 3.309 0.553 43.249 42.255
51.400 -17.294 -0.461 -18.227 -0.266 -18.896 -0.203 -19.241 -0.277 6.933 0.432 3.226 0.549 43.234 42.250
51.800 -17.273 -0.470 -18.198 -0.277 -18.862 -0.218 -19.212 -0.292 6.966 0.442 3.141 0.544 43.219 42.244
