"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-6.200 -19.629 -0.108 -19.897 -0.093 -19.960 -0.091 -19.952 -0.089 11.293 0.221 1.981 0.065 43.658 41.940
-5.800 -19.644 -0.106 -19.916 -0.091 -19.981 -0.089 -19.974 -0.087 11.252 0.219 2.010 0.066 43.664 41.941
-5.400 -19.657 -0.104 -19.934 -0.089 -20.001 -0.087 -19.996 -0.086 11.209 0.217 2.041 0.067 43.671 41.942
-5.000 -19.669 -0.101 -19.951 -0.086 -20.020 -0.085 -20.017 -0.084 11.165 0.216 2.071 0.068 43.677 41.945
-4.600 -19.681 -0.098 -19.967 -0.084 -20.039 -0.083 -20.037 -0.083 11.119 0.216 2.102 0.070 43.682 41.948
-4.200 -19.691 -0.095 -19.982 -0.081 -20.057 -0.081 -20.057 -0.081 11.071 0.216 2.133 0.072 43.688 41.951
-3.800 -19.700 -0.092 -19.996 -0.078 -20.074 -0.079 -20.077 -0.079 11.023 0.216 2.164 0.074 43.692 41.954
-3.400 -19.709 -0.089 -20.009 -0.075 -20.091 -0.077 -20.095 -0.078 10.973 0.217 2.195 0.076 43.697 41.957
-3.000 -19.716 -0.086 -20.022 -0.073 -20.107 -0.075 -20.113 -0.076 10.923 0.218 2.226 0.078 43.701 41.959
-2.600 -19.722 -0.083 -20.033 -0.070 -20.121 -0.073 -20.131 -0.074 10.872 0.218 2.257 0.080 43.705 41.961
-2.200 -19.727 -0.080 -20.044 -0.067 -20.135 -0.071 -20.147 -0.073 10.820 0.218 2.288 0.082 43.709 41.962
-1.800 -19.731 -0.077 -20.054 -0.064 -20.148 -0.069 -20.162 -0.071 10.769 0.218 2.319 0.084 43.712 41.962
-1.400 -19.734 -0.074 -20.063 -0.061 -20.161 -0.067 -20.177 -0.070 10.716 0.217 2.349 0.086 43.715 41.960
-1.000 -19.736 -0.071 -20.071 -0.059 -20.172 -0.065 -20.191 -0.068 10.664 0.215 2.379 0.087 43.717 41.956
-0.600 -19.737 -0.069 -20.079 -0.057 -20.182 -0.064 -20.203 -0.067 10.611 0.212 2.409 0.088 43.719 41.951
-0.200 -19.736 -0.067 -20.085 -0.056 -20.192 -0.063 -20.215 -0.066 10.558 0.208 2.438 0.088 43.721 41.942
0.200 -19.735 -0.066 -20.091 -0.054 -20.200 -0.062 -20.225 -0.065 10.505 0.202 2.467 0.088 43.723 41.931
0.600 -19.732 -0.065 -20.096 -0.054 -20.208 -0.062 -20.234 -0.065 10.451 0.195 2.496 0.087 43.724 41.917
1.000 -19.728 -0.065 -20.101 -0.053 -20.215 -0.062 -20.243 -0.064 10.397 0.187 2.524 0.085 43.725 41.899
1.400 -19.724 -0.065 -20.105 -0.053 -20.220 -0.062 -20.250 -0.064 10.343 0.177 2.552 0.082 43.725 41.878
1.800 -19.718 -0.066 -20.108 -0.054 -20.225 -0.062 -20.256 -0.064 10.290 0.167 2.580 0.079 43.726 41.854
2.200 -19.711 -0.066 -20.110 -0.054 -20.230 -0.063 -20.262 -0.064 10.237 0.156 2.607 0.075 43.726 41.827
2.600 -19.704 -0.067 -20.112 -0.054 -20.233 -0.063 -20.266 -0.064 10.184 0.145 2.633 0.071 43.725 41.796
3.000 -19.696 -0.067 -20.114 -0.054 -20.236 -0.064 -20.270 -0.064 10.133 0.133 2.658 0.066 43.725 41.761
3.400 -19.687 -0.068 -20.115 -0.054 -20.238 -0.064 -20.274 -0.064 10.082 0.121 2.683 0.061 43.724 41.721
3.800 -19.678 -0.069 -20.116 -0.054 -20.239 -0.064 -20.276 -0.064 10.032 0.109 2.707 0.056 43.723 41.677
4.200 -19.668 -0.070 -20.116 -0.054 -20.240 -0.065 -20.278 -0.064 9.984 0.097 2.730 0.051 43.722 41.629
4.600 -19.657 -0.071 -20.116 -0.054 -20.240 -0.065 -20.279 -0.063 9.937 0.087 2.752 0.046 43.721 41.578
5.000 -19.646 -0.071 -20.115 -0.054 -20.240 -0.065 -20.280 -0.063 9.891 0.077 2.774 0.042 43.720 41.529
5.400 -19.635 -0.072 -20.115 -0.054 -20.239 -0.065 -20.280 -0.063 9.846 0.070 2.794 0.039 43.718 41.487
5.800 -19.623 -0.073 -20.114 -0.054 -20.238 -0.065 -20.280 -0.063 9.804 0.067 2.814 0.037 43.717 41.463
6.200 -19.611 -0.075 -20.112 -0.054 -20.236 -0.065 -20.280 -0.064 9.762 0.067 2.832 0.038 43.715 41.465
6.600 -19.599 -0.076 -20.110 -0.054 -20.233 -0.065 -20.279 -0.064 9.721 0.072 2.850 0.041 43.713 41.493
7.000 -19.586 -0.077 -20.108 -0.053 -20.230 -0.065 -20.278 -0.064 9.682 0.080 2.867 0.046 43.711 41.538
7.400 -19.573 -0.079 -20.105 -0.053 -20.227 -0.065 -20.276 -0.065 9.642 0.090 2.883 0.053 43.709 41.588
7.800 -19.559 -0.080 -20.101 -0.053 -20.222 -0.065 -20.274 -0.065 9.603 0.102 2.899 0.060 43.707 41.636
8.200 -19.544 -0.082 -20.097 -0.053 -20.217 -0.064 -20.272 -0.066 9.565 0.114 2.914 0.068 43.704 41.680
8.600 -19.529 -0.084 -20.091 -0.053 -20.212 -0.064 -20.269 -0.066 9.526 0.125 2.928 0.075 43.702 41.717
9.000 -19.513 -0.085 -20.084 -0.053 -20.205 -0.064 -20.266 -0.067 9.486 0.135 2.942 0.082 43.698 41.747
9.400 -19.497 -0.087 -20.076 -0.053 -20.198 -0.064 -20.263 -0.067 9.445 0.143 2.956 0.088 43.695 41.769
9.800 -19.479 -0.089 -20.067 -0.053 -20.191 -0.064 -20.259 -0.068 9.403 0.150 2.969 0.093 43.691 41.784
10.200 -19.461 -0.092 -20.056 -0.054 -20.182 -0.064 -20.255 -0.069 9.359 0.154 2.983 0.097 43.687 41.791
10.600 -19.443 -0.094 -20.043 -0.055 -20.173 -0.065 -20.250 -0.070 9.312 0.155 2.997 0.099 43.683 41.791
11.000 -19.423 -0.097 -20.029 -0.056 -20.162 -0.066 -20.245 -0.071 9.263 0.153 3.012 0.099 43.678 41.783
11.400 -19.403 -0.100 -20.012 -0.058 -20.152 -0.067 -20.240 -0.072 9.211 0.150 3.027 0.098 43.672 41.771
11.800 -19.381 -0.103 -19.994 -0.059 -20.140 -0.068 -20.234 -0.073 9.156 0.147 3.044 0.098 43.666 41.760
12.200 -19.359 -0.106 -19.975 -0.062 -20.127 -0.069 -20.228 -0.075 9.099 0.145 3.060 0.098 43.660 41.752
12.600 -19.336 -0.109 -19.954 -0.064 -20.114 -0.070 -20.222 -0.076 9.039 0.147 3.078 0.101 43.654 41.754
13.000 -19.312 -0.113 -19.932 -0.066 -20.100 -0.071 -20.215 -0.078 8.978 0.152 3.096 0.106 43.647 41.767
13.400 -19.288 -0.116 -19.908 -0.068 -20.085 -0.073 -20.208 -0.079 8.915 0.162 3.115 0.115 43.640 41.791
13.800 -19.263 -0.119 -19.883 -0.071 -20.069 -0.074 -20.201 -0.080 8.851 0.176 3.135 0.127 43.633 41.824
14.200 -19.236 -0.123 -19.858 -0.073 -20.053 -0.075 -20.193 -0.081 8.784 0.194 3.156 0.142 43.626 41.862
14.600 -19.210 -0.126 -19.831 -0.075 -20.036 -0.076 -20.185 -0.081 8.716 0.214 3.178 0.161 43.618 41.903
15.000 -19.182 -0.130 -19.803 -0.076 -20.018 -0.076 -20.177 -0.082 8.646 0.237 3.201 0.181 43.611 41.944
15.400 -19.154 -0.133 -19.775 -0.078 -20.000 -0.077 -20.169 -0.082 8.574 0.262 3.226 0.204 43.603 41.983
15.800 -19.125 -0.136 -19.746 -0.079 -19.981 -0.077 -20.160 -0.083 8.500 0.288 3.253 0.229 43.595 42.020
16.200 -19.096 -0.139 -19.717 -0.080 -19.962 -0.078 -20.151 -0.082 8.424 0.314 3.282 0.256 43.587 42.055
16.600 -19.066 -0.142 -19.687 -0.081 -19.942 -0.078 -20.142 -0.082 8.346 0.340 3.313 0.284 43.579 42.087
17.000 -19.036 -0.145 -19.657 -0.082 -19.922 -0.078 -20.133 -0.082 8.266 0.367 3.346 0.314 43.571 42.117
17.400 -19.005 -0.148 -19.626 -0.083 -19.901 -0.078 -20.123 -0.081 8.184 0.393 3.383 0.346 43.563 42.144
17.800 -18.974 -0.151 -19.595 -0.083 -19.880 -0.077 -20.114 -0.080 8.100 0.418 3.422 0.378 43.555 42.170
18.200 -18.943 -0.154 -19.564 -0.083 -19.859 -0.077 -20.104 -0.080 8.014 0.443 3.465 0.412 43.548 42.195
18.600 -18.911 -0.157 -19.533 -0.084 -19.838 -0.077 -20.095 -0.079 7.927 0.466 3.510 0.447 43.540 42.217
19.000 -18.879 -0.160 -19.502 -0.084 -19.817 -0.076 -20.085 -0.078 7.839 0.487 3.559 0.483 43.533 42.239
19.400 -18.847 -0.162 -19.471 -0.084 -19.796 -0.076 -20.075 -0.077 7.751 0.507 3.611 0.520 43.525 42.260
19.800 -18.815 -0.165 -19.440 -0.084 -19.774 -0.075 -20.065 -0.076 7.662 0.525 3.666 0.557 43.519 42.280
20.200 -18.783 -0.167 -19.409 -0.084 -19.754 -0.075 -20.055 -0.075 7.602 0.544 3.692 0.589 43.511 42.296
20.600 -18.751 -0.170 -19.379 -0.084 -19.733 -0.075 -20.045 -0.074 7.486 0.555 3.783 0.631 43.506 42.317
21.000 -18.719 -0.172 -19.349 -0.084 -19.713 -0.074 -20.035 -0.073 7.429 0.570 3.811 0.662 43.499 42.331
21.400 -18.687 -0.175 -19.319 -0.085 -19.693 -0.074 -20.025 -0.073 7.319 0.577 3.906 0.704 43.494 42.351
21.800 -18.655 -0.177 -19.290 -0.085 -19.673 -0.074 -20.016 -0.072 7.266 0.589 3.933 0.733 43.487 42.363
22.200 -18.623 -0.180 -19.261 -0.086 -19.654 -0.074 -20.006 -0.072 7.201 0.597 3.978 0.763 43.482 42.376
22.600 -18.592 -0.182 -19.233 -0.087 -19.636 -0.075 -19.996 -0.072 7.134 0.603 4.029 0.794 43.477 42.389
23.000 -18.561 -0.184 -19.206 -0.089 -19.619 -0.075 -19.986 -0.073 7.068 0.608 4.083 0.824 43.472 42.402
23.400 -18.529 -0.187 -19.179 -0.090 -19.601 -0.076 -19.977 -0.073 7.004 0.611 4.136 0.853 43.467 42.414
23.800 -18.498 -0.189 -19.152 -0.092 -19.585 -0.076 -19.967 -0.074 6.943 0.614 4.188 0.881 43.463 42.426
24.200 -18.468 -0.191 -19.126 -0.094 -19.569 -0.077 -19.958 -0.074 6.884 0.616 4.240 0.908 43.459 42.436
24.600 -18.437 -0.193 -19.101 -0.095 -19.553 -0.078 -19.949 -0.075 6.828 0.617 4.291 0.935 43.455 42.447
25.000 -18.407 -0.195 -19.076 -0.097 -19.538 -0.078 -19.940 -0.075 6.773 0.617 4.343 0.960 43.451 42.456
25.400 -18.377 -0.197 -19.052 -0.099 -19.524 -0.079 -19.932 -0.075 6.720 0.617 4.395 0.985 43.448 42.466
25.800 -18.347 -0.199 -19.028 -0.101 -19.510 -0.080 -19.923 -0.076 6.668 0.617 4.448 1.010 43.445 42.474
26.200 -18.318 -0.201 -19.005 -0.103 -19.496 -0.080 -19.916 -0.076 6.617 0.616 4.503 1.035 43.442 42.483
26.600 -18.289 -0.203 -18.982 -0.105 -19.483 -0.081 -19.908 -0.076 6.567 0.615 4.559 1.060 43.440 42.492
27.000 -18.260 -0.204 -18.960 -0.106 -19.470 -0.081 -19.901 -0.077 6.517 0.613 4.616 1.085 43.438 42.500
27.400 -18.231 -0.206 -18.938 -0.108 -19.458 -0.082 -19.894 -0.077 6.468 0.611 4.675 1.110 43.436 42.509
27.800 -18.203 -0.207 -18.916 -0.109 -19.445 -0.083 -19.888 -0.077 6.420 0.610 4.736 1.136 43.434 42.517
28.200 -18.174 -0.209 -18.895 -0.111 -19.434 -0.083 -19.882 -0.077 6.373 0.608 4.798 1.163 43.432 42.526
28.600 -18.147 -0.210 -18.874 -0.112 -19.422 -0.084 -19.877 -0.077 6.326 0.606 4.862 1.190 43.431 42.535
29.000 -18.119 -0.211 -18.854 -0.114 -19.411 -0.084 -19.872 -0.077 6.280 0.604 4.929 1.219 43.430 42.545
29.400 -18.092 -0.212 -18.834 -0.115 -19.400 -0.085 -19.867 -0.077 6.234 0.602 4.998 1.248 43.429 42.554
29.800 -18.065 -0.213 -18.814 -0.116 -19.390 -0.085 -19.863 -0.077 6.188 0.600 5.070 1.278 43.429 42.564
30.200 -18.038 -0.213 -18.795 -0.117 -19.380 -0.086 -19.859 -0.077 6.142 0.597 5.145 1.309 43.429 42.573
30.600 -18.012 -0.214 -18.776 -0.118 -19.370 -0.086 -19.855 -0.076 6.095 0.594 5.224 1.341 43.429 42.583
31.000 -17.986 -0.214 -18.757 -0.119 -19.360 -0.086 -19.851 -0.076 6.049 0.592 5.307 1.374 43.429 42.592
31.400 -17.960 -0.215 -18.738 -0.119 -19.350 -0.086 -19.848 -0.075 6.002 0.588 5.395 1.408 43.430 42.601
31.800 -17.934 -0.215 -18.720 -0.119 -19.341 -0.086 -19.845 -0.074 5.955 0.585 5.487 1.443 43.431 42.611
32.200 -17.909 -0.215 -18.702 -0.120 -19.332 -0.086 -19.842 -0.073 5.908 0.581 5.582 1.479 43.432 42.620
32.600 -17.884 -0.215 -18.685 -0.120 -19.323 -0.086 -19.840 -0.072 5.861 0.578 5.682 1.516 43.434 42.630
33.000 -17.860 -0.215 -18.667 -0.120 -19.314 -0.085 -19.838 -0.071 5.814 0.574 5.785 1.555 43.436 42.639
33.400 -17.835 -0.215 -18.650 -0.120 -19.306 -0.085 -19.835 -0.070 5.768 0.570 5.891 1.594 43.437 42.649
33.800 -17.811 -0.214 -18.633 -0.119 -19.297 -0.084 -19.833 -0.069 5.723 0.566 5.999 1.634 43.439 42.659
34.200 -17.787 -0.214 -18.616 -0.119 -19.289 -0.084 -19.831 -0.068 5.679 0.563 6.107 1.676 43.441 42.669
34.600 -17.764 -0.213 -18.600 -0.119 -19.280 -0.084 -19.829 -0.067 5.636 0.560 6.214 1.719 43.444 42.679
35.000 -17.741 -0.213 -18.583 -0.118 -19.272 -0.083 -19.828 -0.066 5.596 0.557 6.319 1.763 43.445 42.689
35.400 -17.718 -0.212 -18.567 -0.118 -19.263 -0.083 -19.826 -0.066 5.557 0.555 6.422 1.807 43.447 42.700
35.800 -17.695 -0.211 -18.551 -0.117 -19.255 -0.082 -19.824 -0.065 5.519 0.553 6.521 1.852 43.449 42.711
36.200 -17.673 -0.211 -18.535 -0.116 -19.246 -0.082 -19.822 -0.065 5.484 0.551 6.617 1.897 43.451 42.721
36.600 -17.651 -0.210 -18.520 -0.116 -19.238 -0.082 -19.820 -0.065 5.451 0.550 6.709 1.941 43.452 42.731
37.000 -17.630 -0.209 -18.504 -0.115 -19.229 -0.081 -19.817 -0.065 5.420 0.549 6.795 1.985 43.453 42.741
37.400 -17.609 -0.209 -18.489 -0.114 -19.220 -0.081 -19.815 -0.065 5.391 0.548 6.873 2.028 43.454 42.751
37.800 -17.588 -0.208 -18.474 -0.114 -19.212 -0.080 -19.811 -0.065 5.365 0.548 6.941 2.069 43.454 42.760
38.200 -17.567 -0.208 -18.459 -0.113 -19.203 -0.080 -19.808 -0.066 5.342 0.548 6.998 2.108 43.454 42.769
38.600 -17.547 -0.207 -18.445 -0.113 -19.194 -0.080 -19.804 -0.067 5.324 0.549 7.040 2.144 43.453 42.777
39.000 -17.528 -0.207 -18.431 -0.113 -19.185 -0.080 -19.799 -0.068 5.309 0.551 7.065 2.177 43.451 42.784
39.400 -17.508 -0.207 -18.417 -0.113 -19.175 -0.081 -19.794 -0.070 5.295 0.553 7.087 2.211 43.449 42.792
39.800 -17.489 -0.208 -18.403 -0.113 -19.166 -0.081 -19.789 -0.072 5.290 0.557 7.071 2.233 43.445 42.797
40.200 -17.471 -0.208 -18.389 -0.114 -19.156 -0.082 -19.782 -0.075 5.289 0.561 7.038 2.249 43.441 42.801
40.600 -17.453 -0.209 -18.375 -0.115 -19.146 -0.083 -19.776 -0.078 5.292 0.566 6.987 2.260 43.436 42.804
41.000 -17.435 -0.210 -18.362 -0.116 -19.136 -0.084 -19.769 -0.081 5.299 0.571 6.923 2.265 43.430 42.806
41.400 -17.418 -0.212 -18.348 -0.118 -19.126 -0.086 -19.762 -0.085 5.309 0.577 6.846 2.265 43.424 42.806
41.800 -17.401 -0.214 -18.335 -0.120 -19.116 -0.089 -19.754 -0.090 5.322 0.583 6.758 2.260 43.417 42.806
42.200 -17.385 -0.217 -18.322 -0.123 -19.106 -0.091 -19.746 -0.094 5.338 0.590 6.661 2.250 43.409 42.805
42.600 -17.369 -0.220 -18.309 -0.126 -19.095 -0.095 -19.737 -0.100 5.356 0.596 6.555 2.235 43.401 42.802
43.000 -17.354 -0.223 -18.296 -0.130 -19.084 -0.099 -19.728 -0.106 5.377 0.603 6.442 2.216 43.393 42.799
43.400 -17.339 -0.227 -18.283 -0.135 -19.073 -0.104 -19.719 -0.112 5.399 0.610 6.327 2.194 43.385 42.796
43.800 -17.325 -0.232 -18.269 -0.140 -19.062 -0.109 -19.709 -0.119 5.423 0.616 6.210 2.169 43.376 42.791
