"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err z-8922.78 z-8922.78_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-19.000 -18.564 -0.221 -18.866 -0.138 -18.867 -0.140 -18.680 -0.209 15.463 2.105 0.763 0.185 43.375 42.409
-18.600 -18.649 -0.206 -18.965 -0.127 -18.971 -0.128 -18.781 -0.196 18.439 1.086 0.593 0.056 43.461 42.242
-18.200 -18.734 -0.192 -19.063 -0.118 -19.075 -0.117 -18.883 -0.185 18.242 1.106 0.631 0.061 43.497 42.282
-17.800 -18.819 -0.178 -19.161 -0.111 -19.180 -0.108 -18.986 -0.176 18.034 1.108 0.673 0.067 43.533 42.314
-17.400 -18.904 -0.166 -19.258 -0.105 -19.283 -0.101 -19.089 -0.168 17.820 1.093 0.718 0.072 43.568 42.339
-17.000 -18.988 -0.153 -19.354 -0.100 -19.384 -0.096 -19.192 -0.163 17.605 1.064 0.765 0.077 43.603 42.355
-16.600 -19.070 -0.142 -19.447 -0.096 -19.484 -0.094 -19.295 -0.158 17.393 1.021 0.816 0.081 43.637 42.363
-16.200 -19.151 -0.130 -19.539 -0.092 -19.580 -0.094 -19.396 -0.155 17.187 0.970 0.868 0.085 43.671 42.363
-15.800 -19.230 -0.118 -19.628 -0.087 -19.674 -0.096 -19.495 -0.153 16.984 0.913 0.923 0.088 43.704 42.357
-15.400 -19.306 -0.107 -19.714 -0.082 -19.764 -0.099 -19.592 -0.152 16.778 0.856 0.981 0.091 43.736 42.347
-15.000 -19.379 -0.096 -19.797 -0.076 -19.850 -0.102 -19.687 -0.153 16.568 0.799 1.043 0.094 43.767 42.335
-14.600 -19.448 -0.085 -19.876 -0.070 -19.934 -0.106 -19.777 -0.154 16.350 0.746 1.109 0.098 43.797 42.324
-14.200 -19.513 -0.074 -19.951 -0.064 -20.013 -0.110 -19.864 -0.156 16.125 0.695 1.179 0.101 43.826 42.319
-13.800 -19.574 -0.066 -20.022 -0.059 -20.089 -0.114 -19.947 -0.159 15.900 0.649 1.252 0.105 43.854 42.322
-13.400 -19.630 -0.059 -20.089 -0.056 -20.161 -0.119 -20.025 -0.162 15.691 0.609 1.325 0.108 43.880 42.336
-13.000 -19.680 -0.058 -20.151 -0.057 -20.229 -0.124 -20.099 -0.166 15.516 0.583 1.393 0.112 43.904 42.363
-12.600 -19.724 -0.061 -20.209 -0.061 -20.294 -0.128 -20.169 -0.171 15.379 0.574 1.454 0.118 43.926 42.397
-12.200 -19.763 -0.069 -20.262 -0.069 -20.354 -0.133 -20.234 -0.175 15.260 0.575 1.511 0.123 43.946 42.432
-11.800 -19.797 -0.078 -20.310 -0.077 -20.410 -0.137 -20.296 -0.179 15.140 0.578 1.568 0.129 43.964 42.465
-11.400 -19.826 -0.089 -20.355 -0.086 -20.463 -0.141 -20.354 -0.183 15.011 0.580 1.625 0.135 43.980 42.494
-11.000 -19.849 -0.100 -20.395 -0.095 -20.512 -0.144 -20.408 -0.186 14.870 0.579 1.685 0.141 43.995 42.521
-10.600 -19.868 -0.110 -20.430 -0.103 -20.557 -0.147 -20.459 -0.189 14.720 0.576 1.748 0.147 44.009 42.545
-10.200 -19.883 -0.119 -20.462 -0.110 -20.599 -0.148 -20.507 -0.190 14.562 0.571 1.812 0.153 44.022 42.565
-9.800 -19.893 -0.128 -20.490 -0.116 -20.637 -0.149 -20.551 -0.191 14.398 0.565 1.878 0.158 44.034 42.584
-9.400 -19.900 -0.135 -20.515 -0.121 -20.671 -0.149 -20.592 -0.191 14.230 0.558 1.946 0.164 44.044 42.601
-9.000 -19.903 -0.141 -20.537 -0.125 -20.703 -0.147 -20.631 -0.190 14.060 0.550 2.016 0.170 44.054 42.616
-8.600 -19.903 -0.146 -20.555 -0.128 -20.731 -0.145 -20.667 -0.188 13.890 0.542 2.087 0.177 44.062 42.629
-8.200 -19.900 -0.150 -20.571 -0.129 -20.757 -0.142 -20.700 -0.185 13.719 0.533 2.158 0.183 44.070 42.641
-7.800 -19.894 -0.153 -20.584 -0.130 -20.781 -0.137 -20.731 -0.181 13.550 0.525 2.231 0.189 44.078 42.652
-7.400 -19.886 -0.154 -20.595 -0.129 -20.801 -0.132 -20.760 -0.177 13.383 0.516 2.305 0.196 44.084 42.662
-7.000 -19.875 -0.154 -20.605 -0.126 -20.820 -0.126 -20.787 -0.171 13.218 0.507 2.380 0.202 44.091 42.671
-6.600 -19.863 -0.153 -20.612 -0.123 -20.837 -0.119 -20.812 -0.165 13.057 0.499 2.456 0.209 44.096 42.680
-6.200 -19.849 -0.150 -20.618 -0.119 -20.852 -0.112 -20.836 -0.158 12.899 0.492 2.532 0.216 44.102 42.689
-5.800 -19.834 -0.147 -20.623 -0.115 -20.866 -0.104 -20.858 -0.151 12.746 0.485 2.609 0.223 44.107 42.697
-5.400 -19.818 -0.143 -20.627 -0.110 -20.879 -0.096 -20.879 -0.144 12.597 0.479 2.686 0.231 44.112 42.705
-5.000 -19.801 -0.138 -20.631 -0.105 -20.890 -0.089 -20.898 -0.136 12.453 0.473 2.764 0.238 44.117 42.713
-4.600 -19.784 -0.133 -20.633 -0.100 -20.901 -0.082 -20.917 -0.129 12.315 0.468 2.841 0.246 44.122 42.723
-4.200 -19.766 -0.128 -20.636 -0.095 -20.911 -0.077 -20.934 -0.122 12.183 0.463 2.918 0.255 44.126 42.735
-3.800 -19.749 -0.123 -20.638 -0.092 -20.921 -0.074 -20.951 -0.115 12.059 0.458 2.992 0.264 44.130 42.751
-3.400 -19.732 -0.118 -20.640 -0.089 -20.931 -0.073 -20.967 -0.110 11.942 0.453 3.064 0.272 44.134 42.770
-3.000 -19.715 -0.115 -20.642 -0.087 -20.940 -0.073 -20.983 -0.105 11.835 0.450 3.132 0.282 44.137 42.790
-2.600 -19.700 -0.113 -20.644 -0.086 -20.950 -0.074 -20.998 -0.101 11.740 0.448 3.196 0.291 44.141 42.808
-2.200 -19.686 -0.112 -20.646 -0.085 -20.959 -0.075 -21.012 -0.096 11.659 0.449 3.252 0.301 44.144 42.824
-1.800 -19.673 -0.114 -20.648 -0.084 -20.968 -0.076 -21.025 -0.093 11.590 0.453 3.302 0.310 44.147 42.836
-1.400 -19.660 -0.116 -20.650 -0.083 -20.977 -0.078 -21.037 -0.089 11.532 0.458 3.346 0.319 44.149 42.846
-1.000 -19.649 -0.119 -20.652 -0.084 -20.985 -0.080 -21.049 -0.086 11.480 0.463 3.385 0.327 44.152 42.854
-0.600 -19.638 -0.122 -20.653 -0.085 -20.994 -0.082 -21.059 -0.083 11.432 0.467 3.422 0.334 44.154 42.860
-0.200 -19.627 -0.126 -20.654 -0.088 -21.003 -0.084 -21.068 -0.081 11.383 0.470 3.459 0.340 44.156 42.867
0.200 -19.617 -0.128 -20.654 -0.091 -21.012 -0.086 -21.076 -0.079 11.331 0.473 3.497 0.348 44.157 42.876
0.600 -19.606 -0.130 -20.654 -0.095 -21.020 -0.088 -21.082 -0.079 11.277 0.478 3.538 0.357 44.159 42.888
1.000 -19.596 -0.131 -20.654 -0.098 -21.028 -0.089 -21.088 -0.080 11.223 0.484 3.580 0.369 44.161 42.903
1.400 -19.585 -0.132 -20.654 -0.101 -21.036 -0.089 -21.091 -0.080 11.170 0.493 3.620 0.384 44.163 42.920
1.800 -19.574 -0.131 -20.653 -0.103 -21.043 -0.088 -21.094 -0.080 11.119 0.505 3.660 0.400 44.164 42.939
2.200 -19.563 -0.129 -20.652 -0.105 -21.050 -0.086 -21.095 -0.079 11.072 0.520 3.696 0.419 44.165 42.959
2.600 -19.550 -0.127 -20.651 -0.106 -21.056 -0.083 -21.095 -0.077 11.027 0.540 3.730 0.441 44.166 42.981
3.000 -19.538 -0.123 -20.649 -0.105 -21.062 -0.078 -21.094 -0.075 10.985 0.563 3.762 0.467 44.167 43.003
