"Time (MJD)" g-4671.78 g-4671.78_err i-7457.89 i-7457.89_err r-6141.12 r-6141.12_err z-8922.78 z-8922.78_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
3.400 -19.524 -0.119 -20.647 -0.104 -21.067 -0.073 -21.091 -0.072 10.945 0.592 3.793 0.497 44.168 43.026
3.800 -19.509 -0.115 -20.645 -0.103 -21.072 -0.066 -21.087 -0.069 10.905 0.628 3.825 0.533 44.169 43.051
4.200 -19.493 -0.110 -20.642 -0.100 -21.076 -0.060 -21.082 -0.066 10.863 0.670 3.861 0.576 44.170 43.079
4.600 -19.477 -0.106 -20.638 -0.097 -21.080 -0.053 -21.076 -0.064 10.815 0.718 3.905 0.627 44.172 43.110
5.000 -19.458 -0.102 -20.634 -0.094 -21.083 -0.048 -21.068 -0.063 10.762 0.766 3.956 0.683 44.175 43.141
5.400 -19.439 -0.100 -20.629 -0.090 -21.087 -0.045 -21.058 -0.062 10.713 0.808 3.999 0.735 44.176 43.171
5.800 -19.418 -0.099 -20.622 -0.087 -21.090 -0.045 -21.048 -0.062 10.679 0.842 4.018 0.777 44.175 43.197
6.200 -19.396 -0.100 -20.616 -0.084 -21.092 -0.047 -21.037 -0.062 10.661 0.874 4.014 0.810 44.171 43.218
6.600 -19.372 -0.102 -20.608 -0.080 -21.094 -0.049 -21.025 -0.061 10.656 0.907 3.994 0.839 44.166 43.234
7.000 -19.348 -0.104 -20.599 -0.076 -21.095 -0.051 -21.013 -0.061 10.657 0.943 3.970 0.867 44.161 43.248
7.400 -19.322 -0.107 -20.589 -0.072 -21.095 -0.053 -21.000 -0.061 10.658 0.978 3.946 0.896 44.156 43.260
7.800 -19.296 -0.111 -20.579 -0.069 -21.094 -0.054 -20.987 -0.062 10.653 1.009 3.931 0.924 44.152 43.272
8.200 -19.269 -0.114 -20.567 -0.065 -21.091 -0.057 -20.973 -0.063 10.642 1.031 3.920 0.948 44.148 43.284
8.600 -19.241 -0.118 -20.554 -0.063 -21.087 -0.061 -20.960 -0.065 10.631 1.042 3.905 0.963 44.142 43.291
9.000 -19.212 -0.123 -20.541 -0.061 -21.081 -0.067 -20.946 -0.068 10.622 1.043 3.882 0.966 44.136 43.295
9.400 -19.183 -0.127 -20.526 -0.061 -21.073 -0.074 -20.932 -0.070 10.613 1.040 3.857 0.964 44.129 43.295
9.800 -19.154 -0.132 -20.510 -0.061 -21.065 -0.082 -20.918 -0.072 10.597 1.034 3.837 0.961 44.122 43.294
10.200 -19.124 -0.136 -20.494 -0.062 -21.055 -0.091 -20.904 -0.075 10.570 1.026 3.826 0.960 44.115 43.293
10.600 -19.094 -0.140 -20.476 -0.065 -21.044 -0.099 -20.890 -0.078 10.524 1.015 3.830 0.961 44.108 43.293
11.000 -19.063 -0.144 -20.457 -0.069 -21.032 -0.107 -20.876 -0.082 10.459 0.999 3.850 0.965 44.102 43.295
11.400 -19.033 -0.148 -20.437 -0.076 -21.020 -0.115 -20.863 -0.088 10.380 0.979 3.883 0.971 44.096 43.299
11.800 -19.003 -0.152 -20.416 -0.083 -21.007 -0.122 -20.849 -0.094 10.294 0.957 3.923 0.978 44.090 43.302
12.200 -18.972 -0.155 -20.394 -0.091 -20.994 -0.128 -20.836 -0.100 10.208 0.934 3.967 0.984 44.086 43.306
12.600 -18.942 -0.158 -20.372 -0.099 -20.980 -0.134 -20.823 -0.105 10.125 0.912 4.011 0.989 44.081 43.308
13.000 -18.912 -0.161 -20.349 -0.107 -20.967 -0.139 -20.811 -0.111 10.046 0.890 4.054 0.994 44.077 43.310
13.400 -18.881 -0.163 -20.326 -0.114 -20.954 -0.142 -20.799 -0.115 9.972 0.869 4.095 0.998 44.072 43.311
13.800 -18.851 -0.164 -20.302 -0.120 -20.941 -0.145 -20.788 -0.119 9.900 0.849 4.136 1.001 44.069 43.312
14.200 -18.821 -0.164 -20.279 -0.126 -20.928 -0.147 -20.778 -0.121 9.832 0.829 4.177 1.004 44.065 43.312
14.600 -18.791 -0.163 -20.256 -0.130 -20.916 -0.148 -20.770 -0.123 9.765 0.811 4.219 1.006 44.062 43.311
15.000 -18.762 -0.161 -20.232 -0.133 -20.904 -0.147 -20.762 -0.123 9.700 0.792 4.263 1.008 44.059 43.311
15.400 -18.732 -0.158 -20.209 -0.134 -20.893 -0.146 -20.755 -0.123 9.634 0.774 4.310 1.011 44.057 43.310
15.800 -18.703 -0.154 -20.186 -0.135 -20.882 -0.143 -20.750 -0.121 9.568 0.755 4.363 1.014 44.056 43.310
16.200 -18.675 -0.150 -20.164 -0.134 -20.872 -0.139 -20.747 -0.119 9.500 0.737 4.423 1.018 44.055 43.310
16.600 -18.646 -0.144 -20.141 -0.132 -20.862 -0.134 -20.746 -0.116 9.429 0.718 4.492 1.024 44.056 43.311
17.000 -18.619 -0.138 -20.120 -0.128 -20.853 -0.128 -20.746 -0.113 9.354 0.699 4.575 1.033 44.058 43.314
17.400 -18.592 -0.132 -20.098 -0.124 -20.844 -0.120 -20.749 -0.110 9.272 0.680 4.676 1.046 44.061 43.319
17.800 -18.565 -0.125 -20.077 -0.119 -20.835 -0.112 -20.754 -0.107 9.183 0.660 4.801 1.066 44.067 43.328
18.200 -18.540 -0.119 -20.057 -0.114 -20.826 -0.103 -20.762 -0.105 9.086 0.641 4.954 1.094 44.076 43.340
18.600 -18.515 -0.113 -20.037 -0.109 -20.817 -0.093 -20.772 -0.104 8.981 0.623 5.138 1.131 44.088 43.355
19.000 -18.492 -0.108 -20.017 -0.104 -20.808 -0.083 -20.782 -0.105 8.870 0.607 5.356 1.175 44.102 43.372
19.400 -18.470 -0.105 -19.999 -0.100 -20.798 -0.073 -20.794 -0.107 8.754 0.592 5.608 1.224 44.119 43.388
19.800 -18.449 -0.104 -19.980 -0.098 -20.788 -0.064 -20.805 -0.110 8.639 0.575 5.880 1.267 44.138 43.399
20.200 -18.429 -0.107 -19.961 -0.099 -20.777 -0.057 -20.816 -0.116 8.539 0.556 6.131 1.290 44.153 43.400
20.600 -18.411 -0.113 -19.943 -0.102 -20.765 -0.057 -20.826 -0.124 8.470 0.531 6.290 1.275 44.162 43.390
21.000 -18.395 -0.123 -19.924 -0.109 -20.753 -0.063 -20.835 -0.135 8.440 0.502 6.327 1.223 44.161 43.372
21.400 -18.380 -0.136 -19.905 -0.119 -20.740 -0.075 -20.842 -0.149 8.429 0.470 6.298 1.153 44.154 43.349
21.800 -18.366 -0.152 -19.885 -0.132 -20.726 -0.092 -20.847 -0.164 8.427 0.438 6.246 1.077 44.147 43.321
