"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-48.000 -20.659 -0.091 -20.627 -0.079 -20.513 -0.075 -20.486 -0.076 -20.371 -0.107 15.511 0.376 1.681 0.051 44.066 42.642
-47.600 -20.669 -0.089 -20.637 -0.077 -20.525 -0.074 -20.498 -0.075 -20.383 -0.105 15.489 0.368 1.692 0.050 44.070 42.635
-47.200 -20.679 -0.087 -20.648 -0.076 -20.536 -0.073 -20.509 -0.074 -20.394 -0.103 15.466 0.360 1.704 0.050 44.073 42.629
-46.800 -20.689 -0.085 -20.658 -0.074 -20.547 -0.072 -20.520 -0.073 -20.405 -0.102 15.443 0.352 1.716 0.049 44.077 42.622
-46.400 -20.699 -0.084 -20.669 -0.073 -20.559 -0.071 -20.532 -0.072 -20.416 -0.101 15.418 0.344 1.728 0.048 44.080 42.614
-46.000 -20.709 -0.082 -20.679 -0.072 -20.570 -0.070 -20.543 -0.071 -20.427 -0.099 15.393 0.336 1.740 0.048 44.083 42.607
-45.600 -20.719 -0.081 -20.690 -0.070 -20.581 -0.069 -20.555 -0.070 -20.438 -0.098 15.368 0.327 1.753 0.047 44.087 42.599
-45.200 -20.729 -0.079 -20.700 -0.069 -20.593 -0.068 -20.566 -0.069 -20.450 -0.097 15.341 0.319 1.765 0.046 44.090 42.591
-44.800 -20.738 -0.078 -20.710 -0.068 -20.604 -0.068 -20.578 -0.069 -20.461 -0.096 15.315 0.311 1.778 0.046 44.093 42.582
-44.400 -20.748 -0.076 -20.721 -0.067 -20.616 -0.067 -20.589 -0.068 -20.472 -0.094 15.288 0.303 1.791 0.045 44.096 42.574
-44.000 -20.758 -0.075 -20.731 -0.067 -20.627 -0.066 -20.601 -0.068 -20.483 -0.093 15.260 0.296 1.804 0.044 44.099 42.565
-43.600 -20.768 -0.074 -20.741 -0.066 -20.638 -0.066 -20.612 -0.067 -20.494 -0.092 15.233 0.288 1.817 0.044 44.103 42.556
-43.200 -20.778 -0.073 -20.751 -0.065 -20.650 -0.066 -20.623 -0.067 -20.506 -0.092 15.205 0.280 1.830 0.043 44.106 42.547
-42.800 -20.787 -0.072 -20.762 -0.064 -20.661 -0.065 -20.635 -0.066 -20.517 -0.091 15.177 0.273 1.844 0.042 44.109 42.538
-42.400 -20.797 -0.071 -20.772 -0.064 -20.672 -0.065 -20.646 -0.066 -20.528 -0.090 15.150 0.266 1.857 0.042 44.112 42.529
-42.000 -20.807 -0.070 -20.782 -0.063 -20.683 -0.065 -20.657 -0.066 -20.539 -0.089 15.122 0.259 1.871 0.041 44.115 42.520
-41.600 -20.816 -0.069 -20.792 -0.063 -20.694 -0.064 -20.668 -0.065 -20.550 -0.089 15.094 0.252 1.884 0.040 44.118 42.511
