"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-6.800 -20.261 -0.037 -20.232 -0.041 -20.080 -0.045 -20.032 -0.050 -19.767 -0.117 14.280 0.529 1.625 0.071 43.893 42.683
-6.400 -20.270 -0.037 -20.242 -0.041 -20.094 -0.045 -20.047 -0.050 -19.787 -0.117 14.120 0.495 1.656 0.069 43.890 42.650
-6.000 -20.278 -0.036 -20.251 -0.040 -20.107 -0.045 -20.061 -0.050 -19.806 -0.117 13.963 0.460 1.686 0.067 43.887 42.613
-5.600 -20.285 -0.035 -20.258 -0.039 -20.118 -0.044 -20.073 -0.049 -19.823 -0.117 13.811 0.425 1.716 0.064 43.883 42.573
-5.200 -20.290 -0.033 -20.264 -0.038 -20.128 -0.043 -20.084 -0.049 -19.838 -0.116 13.667 0.392 1.744 0.061 43.879 42.532
-4.800 -20.295 -0.032 -20.270 -0.037 -20.137 -0.042 -20.093 -0.048 -19.853 -0.116 13.534 0.361 1.770 0.059 43.875 42.492
-4.400 -20.298 -0.032 -20.274 -0.037 -20.144 -0.042 -20.102 -0.048 -19.866 -0.115 13.416 0.336 1.794 0.056 43.871 42.456
-4.000 -20.301 -0.032 -20.277 -0.037 -20.150 -0.042 -20.109 -0.047 -19.878 -0.114 13.317 0.317 1.815 0.054 43.868 42.429
-3.600 -20.302 -0.034 -20.279 -0.038 -20.155 -0.042 -20.115 -0.048 -19.888 -0.113 13.238 0.306 1.831 0.053 43.866 42.413
-3.200 -20.304 -0.038 -20.281 -0.040 -20.159 -0.044 -20.119 -0.049 -19.898 -0.112 13.175 0.298 1.844 0.052 43.864 42.404
-2.800 -20.304 -0.042 -20.281 -0.043 -20.162 -0.046 -20.123 -0.051 -19.906 -0.110 13.124 0.293 1.855 0.052 43.862 42.398
-2.400 -20.304 -0.046 -20.281 -0.047 -20.164 -0.049 -20.126 -0.053 -19.913 -0.109 13.080 0.286 1.863 0.051 43.860 42.390
-2.000 -20.303 -0.050 -20.281 -0.050 -20.165 -0.052 -20.127 -0.055 -19.919 -0.107 13.039 0.278 1.871 0.050 43.858 42.379
-1.600 -20.301 -0.055 -20.279 -0.054 -20.165 -0.055 -20.128 -0.058 -19.925 -0.105 13.001 0.268 1.877 0.048 43.856 42.363
-1.200 -20.299 -0.059 -20.277 -0.057 -20.164 -0.057 -20.128 -0.060 -19.929 -0.103 12.961 0.255 1.883 0.046 43.853 42.343
-0.800 -20.296 -0.062 -20.275 -0.060 -20.163 -0.060 -20.128 -0.062 -19.933 -0.101 12.916 0.241 1.890 0.044 43.850 42.318
-0.400 -20.292 -0.065 -20.272 -0.063 -20.161 -0.062 -20.127 -0.064 -19.936 -0.099 12.871 0.226 1.896 0.041 43.847 42.289
0.000 -20.288 -0.068 -20.268 -0.065 -20.159 -0.064 -20.125 -0.065 -19.938 -0.096 12.830 0.211 1.901 0.039 43.844 42.258
0.400 -20.284 -0.070 -20.264 -0.067 -20.156 -0.066 -20.123 -0.066 -19.939 -0.093 12.783 0.195 1.907 0.036 43.840 42.222
0.800 -20.278 -0.072 -20.259 -0.069 -20.153 -0.067 -20.120 -0.067 -19.940 -0.089 12.726 0.178 1.914 0.033 43.836 42.181
1.200 -20.273 -0.073 -20.254 -0.070 -20.149 -0.067 -20.116 -0.067 -19.939 -0.086 12.675 0.162 1.920 0.030 43.831 42.137
1.600 -20.266 -0.073 -20.248 -0.070 -20.144 -0.067 -20.112 -0.067 -19.939 -0.082 12.624 0.146 1.926 0.028 43.827 42.090
2.000 -20.260 -0.073 -20.241 -0.070 -20.139 -0.067 -20.107 -0.066 -19.937 -0.077 12.572 0.131 1.931 0.025 43.822 42.038
2.400 -20.252 -0.072 -20.235 -0.069 -20.133 -0.066 -20.102 -0.065 -19.935 -0.073 12.521 0.115 1.935 0.022 43.817 41.980
2.800 -20.244 -0.070 -20.228 -0.067 -20.127 -0.065 -20.096 -0.063 -19.932 -0.068 12.470 0.100 1.940 0.019 43.812 41.917
3.200 -20.236 -0.068 -20.220 -0.066 -20.121 -0.063 -20.090 -0.061 -19.929 -0.064 12.419 0.086 1.943 0.017 43.806 41.844
3.600 -20.227 -0.066 -20.212 -0.063 -20.114 -0.061 -20.083 -0.059 -19.925 -0.059 12.369 0.071 1.947 0.014 43.801 41.761
4.000 -20.218 -0.063 -20.203 -0.061 -20.106 -0.059 -20.076 -0.057 -19.920 -0.055 12.328 0.058 1.948 0.011 43.796 41.665
4.400 -20.208 -0.060 -20.194 -0.058 -20.098 -0.057 -20.068 -0.055 -19.915 -0.051 12.280 0.044 1.950 0.009 43.790 41.546
4.800 -20.198 -0.056 -20.185 -0.055 -20.089 -0.055 -20.060 -0.053 -19.909 -0.048 12.221 0.031 1.954 0.006 43.783 41.380
5.200 -20.188 -0.053 -20.175 -0.052 -20.080 -0.053 -20.051 -0.051 -19.903 -0.047 12.174 0.018 1.956 0.004 43.777 41.140
5.600 -20.176 -0.050 -20.165 -0.049 -20.070 -0.051 -20.041 -0.049 -19.896 -0.047 12.129 0.007 1.956 0.001 43.771 40.724
6.000 -20.165 -0.047 -20.154 -0.047 -20.060 -0.049 -20.031 -0.048 -19.888 -0.048 12.088 0.011 1.955 0.002 43.765 40.889
6.400 -20.153 -0.045 -20.143 -0.045 -20.049 -0.048 -20.020 -0.047 -19.880 -0.050 12.051 0.023 1.953 0.005 43.759 41.212
6.800 -20.140 -0.044 -20.131 -0.043 -20.038 -0.047 -20.009 -0.047 -19.872 -0.053 12.017 0.037 1.950 0.008 43.752 41.402
7.200 -20.127 -0.044 -20.119 -0.042 -20.026 -0.047 -19.997 -0.047 -19.863 -0.056 11.985 0.051 1.946 0.011 43.746 41.535
7.600 -20.113 -0.044 -20.106 -0.042 -20.013 -0.047 -19.984 -0.047 -19.853 -0.060 11.952 0.065 1.942 0.014 43.739 41.634
8.000 -20.098 -0.045 -20.092 -0.042 -19.999 -0.047 -19.971 -0.047 -19.844 -0.063 11.914 0.080 1.938 0.017 43.732 41.712
8.400 -20.082 -0.047 -20.077 -0.042 -19.986 -0.048 -19.958 -0.048 -19.834 -0.066 11.870 0.094 1.935 0.020 43.724 41.774
8.800 -20.066 -0.048 -20.062 -0.042 -19.971 -0.048 -19.944 -0.049 -19.824 -0.069 11.817 0.107 1.933 0.023 43.715 41.823
9.200 -20.048 -0.049 -20.045 -0.043 -19.956 -0.049 -19.929 -0.050 -19.813 -0.071 11.753 0.120 1.933 0.026 43.706 41.862
9.600 -20.029 -0.051 -20.028 -0.043 -19.941 -0.049 -19.915 -0.051 -19.803 -0.073 11.676 0.132 1.935 0.029 43.696 41.892
10.000 -20.008 -0.052 -20.009 -0.044 -19.925 -0.050 -19.899 -0.051 -19.792 -0.075 11.585 0.144 1.940 0.032 43.684 41.916
10.400 -19.986 -0.054 -19.988 -0.045 -19.908 -0.050 -19.884 -0.052 -19.781 -0.076 11.479 0.154 1.948 0.035 43.672 41.934
10.800 -19.963 -0.055 -19.966 -0.047 -19.891 -0.050 -19.867 -0.052 -19.770 -0.077 11.361 0.164 1.958 0.038 43.658 41.948
11.200 -19.939 -0.056 -19.943 -0.048 -19.873 -0.050 -19.851 -0.052 -19.759 -0.078 11.231 0.173 1.971 0.042 43.644 41.957
11.600 -19.914 -0.058 -19.919 -0.049 -19.856 -0.050 -19.834 -0.052 -19.748 -0.079 11.091 0.182 1.986 0.045 43.629 41.963
12.000 -19.887 -0.059 -19.895 -0.050 -19.837 -0.050 -19.818 -0.052 -19.737 -0.079 10.944 0.190 2.004 0.048 43.613 41.965
12.400 -19.860 -0.059 -19.869 -0.051 -19.819 -0.050 -19.801 -0.052 -19.726 -0.079 10.791 0.197 2.024 0.052 43.598 41.963
12.800 -19.832 -0.060 -19.843 -0.052 -19.800 -0.050 -19.784 -0.052 -19.716 -0.078 10.634 0.203 2.046 0.055 43.582 41.958
13.200 -19.803 -0.061 -19.816 -0.053 -19.781 -0.051 -19.766 -0.052 -19.705 -0.078 10.474 0.209 2.070 0.059 43.565 41.950
13.600 -19.774 -0.061 -19.789 -0.053 -19.762 -0.051 -19.749 -0.052 -19.694 -0.078 10.313 0.214 2.096 0.063 43.549 41.941
14.000 -19.744 -0.062 -19.761 -0.054 -19.743 -0.051 -19.732 -0.052 -19.684 -0.078 10.152 0.218 2.122 0.067 43.533 41.928
14.400 -19.714 -0.062 -19.733 -0.054 -19.724 -0.052 -19.715 -0.053 -19.673 -0.078 10.054 0.227 2.131 0.071 43.519 41.929
14.800 -19.683 -0.063 -19.705 -0.054 -19.705 -0.052 -19.698 -0.053 -19.663 -0.078 9.832 0.224 2.181 0.074 43.501 41.896
15.200 -19.652 -0.064 -19.677 -0.055 -19.686 -0.052 -19.681 -0.054 -19.653 -0.079 9.674 0.224 2.212 0.078 43.485 41.875
15.600 -19.621 -0.065 -19.648 -0.055 -19.667 -0.053 -19.664 -0.054 -19.642 -0.079 9.516 0.224 2.245 0.082 43.469 41.852
16.000 -19.589 -0.066 -19.619 -0.056 -19.649 -0.054 -19.647 -0.055 -19.632 -0.080 9.361 0.224 2.280 0.085 43.454 41.828
16.400 -19.557 -0.067 -19.591 -0.057 -19.630 -0.055 -19.630 -0.056 -19.622 -0.080 9.209 0.223 2.316 0.089 43.439 41.803
16.800 -19.525 -0.068 -19.562 -0.058 -19.611 -0.056 -19.614 -0.057 -19.612 -0.081 9.060 0.222 2.352 0.092 43.424 41.779
17.200 -19.493 -0.070 -19.533 -0.059 -19.592 -0.057 -19.597 -0.058 -19.603 -0.082 8.915 0.221 2.390 0.096 43.410 41.756
17.600 -19.461 -0.072 -19.503 -0.061 -19.573 -0.058 -19.580 -0.059 -19.593 -0.083 8.827 0.226 2.404 0.101 43.398 41.747
18.000 -19.428 -0.074 -19.474 -0.063 -19.554 -0.059 -19.563 -0.060 -19.583 -0.084 8.640 0.221 2.465 0.105 43.382 41.712
18.400 -19.396 -0.077 -19.445 -0.066 -19.535 -0.061 -19.546 -0.062 -19.573 -0.085 8.509 0.221 2.503 0.109 43.369 41.690
18.800 -19.363 -0.079 -19.415 -0.068 -19.516 -0.062 -19.529 -0.063 -19.562 -0.087 8.383 0.221 2.540 0.114 43.356 41.669
19.200 -19.330 -0.082 -19.386 -0.071 -19.496 -0.063 -19.512 -0.064 -19.552 -0.089 8.262 0.220 2.577 0.118 43.344 41.648
19.600 -19.297 -0.084 -19.356 -0.073 -19.477 -0.065 -19.494 -0.066 -19.542 -0.091 8.146 0.220 2.614 0.123 43.331 41.627
20.000 -19.264 -0.087 -19.326 -0.075 -19.457 -0.066 -19.476 -0.067 -19.531 -0.093 8.035 0.220 2.650 0.128 43.319 41.607
20.400 -19.231 -0.089 -19.296 -0.078 -19.437 -0.068 -19.458 -0.068 -19.521 -0.096 7.927 0.221 2.685 0.133 43.307 41.587
20.800 -19.198 -0.091 -19.266 -0.080 -19.416 -0.069 -19.440 -0.070 -19.510 -0.098 7.824 0.221 2.720 0.138 43.296 41.567
21.200 -19.165 -0.093 -19.236 -0.082 -19.396 -0.070 -19.422 -0.071 -19.499 -0.100 7.726 0.222 2.753 0.144 43.284 41.549
21.600 -19.131 -0.095 -19.206 -0.083 -19.375 -0.071 -19.403 -0.072 -19.488 -0.103 7.631 0.222 2.786 0.149 43.273 41.531
22.000 -19.098 -0.097 -19.175 -0.085 -19.354 -0.072 -19.384 -0.073 -19.477 -0.106 7.540 0.223 2.817 0.155 43.262 41.515
22.400 -19.064 -0.099 -19.145 -0.086 -19.333 -0.073 -19.365 -0.074 -19.465 -0.108 7.452 0.224 2.848 0.161 43.251 41.499
22.800 -19.030 -0.100 -19.114 -0.088 -19.311 -0.074 -19.345 -0.075 -19.454 -0.111 7.368 0.224 2.878 0.166 43.240 41.485
23.200 -18.997 -0.101 -19.083 -0.089 -19.289 -0.074 -19.326 -0.075 -19.442 -0.114 7.287 0.225 2.906 0.172 43.230 41.473
23.600 -18.963 -0.102 -19.052 -0.089 -19.267 -0.074 -19.306 -0.076 -19.430 -0.116 7.209 0.226 2.934 0.178 43.219 41.461
24.000 -18.928 -0.103 -19.021 -0.090 -19.245 -0.074 -19.285 -0.076 -19.417 -0.119 7.134 0.226 2.960 0.183 43.209 41.452
24.400 -18.894 -0.104 -18.989 -0.090 -19.223 -0.074 -19.265 -0.076 -19.404 -0.121 7.061 0.227 2.985 0.189 43.198 41.443
24.800 -18.860 -0.104 -18.958 -0.090 -19.200 -0.073 -19.244 -0.075 -19.391 -0.123 6.991 0.227 3.009 0.195 43.188 41.436
25.200 -18.825 -0.105 -18.926 -0.090 -19.177 -0.072 -19.223 -0.075 -19.378 -0.125 6.923 0.228 3.032 0.200 43.177 41.430
25.600 -18.790 -0.105 -18.894 -0.090 -19.153 -0.071 -19.201 -0.074 -19.364 -0.127 6.858 0.228 3.053 0.205 43.167 41.425
26.000 -18.755 -0.104 -18.861 -0.090 -19.130 -0.069 -19.179 -0.072 -19.350 -0.128 6.796 0.228 3.073 0.210 43.157 41.420
26.400 -18.720 -0.104 -18.829 -0.089 -19.106 -0.067 -19.157 -0.071 -19.336 -0.130 6.736 0.229 3.091 0.215 43.146 41.416
26.800 -18.685 -0.104 -18.796 -0.088 -19.081 -0.065 -19.135 -0.069 -19.321 -0.131 6.679 0.229 3.107 0.220 43.136 41.413
27.200 -18.650 -0.103 -18.764 -0.087 -19.057 -0.063 -19.112 -0.067 -19.306 -0.133 6.623 0.229 3.121 0.225 43.126 41.409
27.600 -18.615 -0.103 -18.731 -0.087 -19.032 -0.061 -19.089 -0.065 -19.291 -0.134 6.571 0.230 3.134 0.229 43.115 41.405
28.000 -18.580 -0.102 -18.698 -0.086 -19.007 -0.059 -19.066 -0.064 -19.275 -0.135 6.520 0.230 3.145 0.233 43.105 41.402
28.400 -18.545 -0.101 -18.665 -0.085 -18.982 -0.057 -19.042 -0.062 -19.259 -0.136 6.472 0.230 3.155 0.237 43.095 41.398
28.800 -18.510 -0.100 -18.632 -0.084 -18.956 -0.055 -19.019 -0.060 -19.243 -0.137 6.425 0.230 3.163 0.241 43.085 41.396
29.200 -18.476 -0.100 -18.600 -0.083 -18.931 -0.053 -18.995 -0.059 -19.226 -0.138 6.381 0.231 3.169 0.245 43.074 41.396
29.600 -18.442 -0.099 -18.567 -0.082 -18.905 -0.052 -18.971 -0.058 -19.210 -0.139 6.339 0.231 3.174 0.249 43.064 41.399
30.000 -18.408 -0.098 -18.535 -0.081 -18.879 -0.052 -18.947 -0.058 -19.193 -0.140 6.299 0.232 3.178 0.253 43.054 41.404
30.400 -18.374 -0.097 -18.503 -0.080 -18.854 -0.051 -18.923 -0.058 -19.176 -0.141 6.262 0.232 3.180 0.257 43.044 41.411
30.800 -18.342 -0.096 -18.472 -0.079 -18.828 -0.051 -18.899 -0.058 -19.159 -0.143 6.226 0.233 3.180 0.261 43.035 41.419
31.200 -18.310 -0.095 -18.441 -0.079 -18.803 -0.052 -18.875 -0.059 -19.142 -0.144 6.194 0.234 3.178 0.265 43.025 41.427
31.600 -18.278 -0.095 -18.411 -0.078 -18.778 -0.052 -18.851 -0.059 -19.125 -0.145 6.164 0.235 3.175 0.269 43.016 41.436
32.000 -18.248 -0.094 -18.382 -0.078 -18.753 -0.053 -18.828 -0.060 -19.108 -0.146 6.136 0.237 3.169 0.273 43.006 41.445
32.400 -18.219 -0.094 -18.354 -0.078 -18.729 -0.054 -18.805 -0.061 -19.091 -0.147 6.111 0.239 3.162 0.278 42.997 41.453
32.800 -18.191 -0.094 -18.327 -0.079 -18.706 -0.055 -18.783 -0.063 -19.074 -0.148 6.088 0.241 3.154 0.282 42.988 41.463
33.200 -18.164 -0.095 -18.301 -0.079 -18.683 -0.057 -18.761 -0.064 -19.057 -0.150 6.067 0.244 3.144 0.287 42.980 41.472
33.600 -18.139 -0.096 -18.276 -0.080 -18.660 -0.059 -18.739 -0.066 -19.041 -0.151 6.049 0.247 3.133 0.292 42.972 41.482
34.000 -18.115 -0.097 -18.252 -0.082 -18.638 -0.061 -18.718 -0.068 -19.024 -0.152 6.033 0.251 3.121 0.297 42.964 41.490
34.400 -18.092 -0.099 -18.230 -0.083 -18.617 -0.063 -18.697 -0.070 -19.008 -0.153 6.019 0.254 3.108 0.302 42.956 41.498
34.800 -18.070 -0.100 -18.208 -0.085 -18.597 -0.065 -18.678 -0.072 -18.993 -0.155 6.007 0.258 3.093 0.307 42.948 41.504
35.200 -18.049 -0.102 -18.188 -0.086 -18.577 -0.067 -18.659 -0.074 -18.977 -0.156 5.997 0.261 3.078 0.310 42.941 41.508
35.600 -18.029 -0.103 -18.168 -0.088 -18.558 -0.069 -18.640 -0.075 -18.962 -0.157 5.988 0.265 3.062 0.314 42.934 41.511
36.000 -18.011 -0.105 -18.150 -0.089 -18.540 -0.070 -18.622 -0.076 -18.947 -0.158 5.982 0.268 3.045 0.316 42.927 41.512
36.400 -17.993 -0.106 -18.132 -0.090 -18.523 -0.071 -18.606 -0.077 -18.933 -0.159 5.977 0.271 3.026 0.318 42.921 41.511
36.800 -17.977 -0.107 -18.116 -0.091 -18.506 -0.072 -18.589 -0.078 -18.919 -0.160 5.974 0.273 3.008 0.319 42.914 41.509
37.200 -17.961 -0.108 -18.101 -0.092 -18.491 -0.072 -18.574 -0.078 -18.905 -0.161 5.972 0.275 2.988 0.319 42.908 41.506
37.600 -17.947 -0.109 -18.086 -0.093 -18.476 -0.072 -18.559 -0.079 -18.892 -0.162 5.972 0.276 2.968 0.319 42.902 41.501
38.000 -17.933 -0.110 -18.073 -0.093 -18.462 -0.072 -18.545 -0.079 -18.880 -0.163 5.973 0.278 2.949 0.318 42.897 41.496
38.400 -17.920 -0.110 -18.060 -0.093 -18.449 -0.072 -18.532 -0.079 -18.868 -0.163 5.974 0.278 2.929 0.316 42.891 41.489
38.800 -17.908 -0.111 -18.048 -0.093 -18.437 -0.071 -18.520 -0.078 -18.856 -0.164 5.977 0.279 2.909 0.314 42.886 41.482
39.200 -17.897 -0.111 -18.037 -0.093 -18.425 -0.071 -18.508 -0.078 -18.844 -0.165 5.980 0.278 2.890 0.311 42.882 41.475
39.600 -17.887 -0.111 -18.027 -0.093 -18.415 -0.071 -18.498 -0.078 -18.834 -0.166 5.983 0.278 2.872 0.308 42.877 41.468
40.000 -17.877 -0.111 -18.017 -0.093 -18.405 -0.071 -18.488 -0.078 -18.823 -0.167 5.987 0.277 2.856 0.305 42.873 41.462
40.400 -17.868 -0.111 -18.009 -0.093 -18.395 -0.071 -18.478 -0.079 -18.813 -0.167 5.990 0.276 2.840 0.302 42.869 41.456
40.800 -17.860 -0.111 -18.000 -0.093 -18.387 -0.071 -18.469 -0.079 -18.803 -0.168 5.993 0.275 2.825 0.299 42.865 41.450
41.200 -17.852 -0.111 -17.993 -0.093 -18.379 -0.072 -18.461 -0.080 -18.793 -0.169 5.997 0.273 2.811 0.296 42.862 41.445
41.600 -17.845 -0.112 -17.986 -0.093 -18.371 -0.072 -18.453 -0.080 -18.784 -0.170 6.000 0.272 2.797 0.293 42.859 41.440
42.000 -17.838 -0.112 -17.979 -0.094 -18.364 -0.073 -18.445 -0.081 -18.775 -0.171 6.003 0.270 2.785 0.290 42.856 41.435
42.400 -17.831 -0.113 -17.973 -0.094 -18.357 -0.074 -18.438 -0.083 -18.766 -0.173 6.006 0.269 2.773 0.287 42.853 41.431
42.800 -17.825 -0.114 -17.966 -0.095 -18.350 -0.076 -18.431 -0.084 -18.757 -0.174 6.009 0.268 2.762 0.285 42.850 41.428
43.200 -17.819 -0.115 -17.960 -0.097 -18.344 -0.077 -18.424 -0.086 -18.749 -0.175 6.011 0.267 2.752 0.283 42.848 41.426
43.600 -17.813 -0.117 -17.954 -0.099 -18.337 -0.080 -18.417 -0.088 -18.740 -0.177 6.012 0.266 2.743 0.282 42.845 41.424
44.000 -17.807 -0.119 -17.949 -0.101 -18.331 -0.082 -18.410 -0.091 -18.731 -0.178 6.012 0.266 2.735 0.281 42.843 41.424
44.400 -17.801 -0.122 -17.943 -0.104 -18.324 -0.086 -18.404 -0.094 -18.723 -0.180 6.012 0.266 2.728 0.281 42.841 41.424
44.800 -17.795 -0.125 -17.937 -0.107 -18.317 -0.089 -18.397 -0.097 -18.714 -0.182 6.012 0.267 2.721 0.280 42.838 41.425
45.200 -17.789 -0.128 -17.931 -0.110 -18.311 -0.093 -18.390 -0.101 -18.705 -0.184 6.012 0.267 2.714 0.280 42.836 41.426
45.600 -17.783 -0.132 -17.925 -0.113 -18.304 -0.097 -18.382 -0.104 -18.696 -0.185 6.012 0.268 2.707 0.280 42.834 41.426
46.000 -17.777 -0.135 -17.919 -0.117 -18.296 -0.101 -18.375 -0.108 -18.687 -0.187 6.012 0.269 2.699 0.280 42.831 41.427
46.400 -17.771 -0.139 -17.913 -0.121 -18.289 -0.105 -18.367 -0.112 -18.678 -0.189 6.012 0.270 2.690 0.280 42.829 41.426
46.800 -17.765 -0.142 -17.906 -0.124 -18.281 -0.109 -18.359 -0.115 -18.669 -0.191 6.013 0.270 2.681 0.280 42.826 41.425
47.200 -17.758 -0.146 -17.900 -0.128 -18.274 -0.113 -18.351 -0.119 -18.659 -0.192 6.015 0.271 2.671 0.279 42.823 41.424
47.600 -17.751 -0.149 -17.893 -0.131 -18.266 -0.116 -18.342 -0.122 -18.649 -0.194 6.017 0.272 2.660 0.279 42.820 41.422
48.000 -17.745 -0.152 -17.886 -0.134 -18.257 -0.119 -18.334 -0.125 -18.639 -0.196 6.019 0.272 2.648 0.278 42.817 41.419
48.400 -17.738 -0.155 -17.879 -0.138 -18.249 -0.122 -18.325 -0.128 -18.629 -0.197 6.022 0.273 2.636 0.277 42.814 41.415
48.800 -17.730 -0.158 -17.871 -0.140 -18.240 -0.125 -18.316 -0.130 -18.619 -0.198 6.026 0.273 2.623 0.275 42.810 41.411
49.200 -17.723 -0.161 -17.863 -0.143 -18.231 -0.127 -18.306 -0.132 -18.608 -0.199 6.030 0.273 2.608 0.274 42.807 41.406
49.600 -17.715 -0.163 -17.855 -0.145 -18.222 -0.129 -18.297 -0.134 -18.597 -0.200 6.034 0.274 2.594 0.272 42.803 41.401
50.000 -17.707 -0.165 -17.847 -0.147 -18.212 -0.130 -18.287 -0.135 -18.586 -0.200 6.039 0.274 2.578 0.270 42.799 41.395
50.400 -17.699 -0.166 -17.839 -0.148 -18.202 -0.131 -18.277 -0.136 -18.574 -0.201 6.044 0.274 2.562 0.268 42.795 41.388
50.800 -17.690 -0.168 -17.830 -0.149 -18.192 -0.132 -18.267 -0.137 -18.563 -0.201 6.050 0.274 2.545 0.265 42.791 41.381
51.200 -17.682 -0.169 -17.821 -0.150 -18.182 -0.132 -18.256 -0.137 -18.551 -0.201 6.056 0.274 2.527 0.263 42.787 41.374
51.600 -17.673 -0.170 -17.811 -0.151 -18.172 -0.132 -18.245 -0.137 -18.538 -0.201 6.063 0.275 2.509 0.260 42.783 41.365
52.000 -17.663 -0.170 -17.802 -0.151 -18.161 -0.131 -18.234 -0.136 -18.526 -0.200 6.070 0.274 2.490 0.258 42.778 41.357
52.400 -17.654 -0.170 -17.792 -0.151 -18.150 -0.130 -18.223 -0.135 -18.513 -0.199 6.077 0.274 2.471 0.255 42.773 41.348
52.800 -17.644 -0.170 -17.782 -0.150 -18.138 -0.129 -18.211 -0.134 -18.500 -0.198 6.085 0.274 2.451 0.252 42.769 41.338
53.200 -17.634 -0.170 -17.771 -0.150 -18.127 -0.127 -18.199 -0.132 -18.486 -0.197 6.092 0.274 2.431 0.249 42.764 41.328
