"Time (MJD)" g-4769.9 g-4769.9_err i-7774.3 i-7774.3_err r-6370.44 r-6370.44_err z-9154.88 z-9154.88_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
20.400 -20.095 -0.040 -20.404 -0.031 -20.421 -0.029 -20.309 -0.038 10.896 0.278 2.558 0.107 43.818 42.230
20.800 -20.083 -0.035 -20.400 -0.030 -20.417 -0.029 -20.306 -0.033 10.860 0.276 2.561 0.108 43.813 42.225
21.200 -20.071 -0.028 -20.397 -0.028 -20.412 -0.027 -20.302 -0.027 10.822 0.271 2.565 0.108 43.808 42.214
21.600 -20.059 -0.021 -20.393 -0.025 -20.408 -0.024 -20.297 -0.021 10.788 0.260 2.565 0.106 43.803 42.195
22.000 -20.047 -0.014 -20.388 -0.021 -20.403 -0.021 -20.292 -0.014 10.758 0.241 2.562 0.100 43.797 42.160
22.400 -20.034 -0.010 -20.383 -0.016 -20.399 -0.016 -20.287 -0.010 10.721 0.239 2.565 0.100 43.792 42.154
22.800 -20.020 -0.012 -20.378 -0.011 -20.394 -0.011 -20.281 -0.012 10.647 0.331 2.606 0.138 43.794 42.278
23.200 -20.006 -0.018 -20.372 -0.010 -20.390 -0.010 -20.275 -0.018 10.596 0.383 2.636 0.158 43.795 42.320
23.600 -19.992 -0.024 -20.365 -0.014 -20.387 -0.013 -20.269 -0.024 10.544 0.392 2.648 0.164 43.791 42.327
24.000 -19.977 -0.029 -20.358 -0.019 -20.384 -0.018 -20.262 -0.030 10.479 0.397 2.663 0.170 43.785 42.330
24.400 -19.962 -0.033 -20.350 -0.025 -20.381 -0.023 -20.255 -0.034 10.428 0.403 2.672 0.175 43.779 42.335
24.800 -19.946 -0.037 -20.341 -0.029 -20.378 -0.026 -20.248 -0.037 10.373 0.411 2.683 0.182 43.774 42.341
25.200 -19.930 -0.039 -20.333 -0.032 -20.376 -0.028 -20.240 -0.040 10.317 0.421 2.696 0.190 43.769 42.350
25.600 -19.914 -0.040 -20.324 -0.034 -20.373 -0.029 -20.233 -0.041 10.261 0.435 2.711 0.199 43.764 42.362
26.000 -19.897 -0.041 -20.315 -0.035 -20.370 -0.028 -20.226 -0.040 10.205 0.453 2.726 0.209 43.759 42.378
26.400 -19.880 -0.041 -20.307 -0.035 -20.367 -0.026 -20.219 -0.039 10.151 0.477 2.742 0.222 43.755 42.399
26.800 -19.863 -0.041 -20.298 -0.033 -20.364 -0.023 -20.212 -0.037 10.100 0.511 2.758 0.237 43.751 42.429
27.200 -19.845 -0.041 -20.289 -0.031 -20.360 -0.019 -20.205 -0.033 10.057 0.559 2.774 0.258 43.749 42.469
27.600 -19.828 -0.041 -20.281 -0.028 -20.356 -0.015 -20.198 -0.029 10.027 0.627 2.787 0.285 43.748 42.520
28.000 -19.811 -0.041 -20.273 -0.024 -20.352 -0.011 -20.192 -0.025 10.024 0.708 2.790 0.315 43.748 42.575
28.400 -19.794 -0.040 -20.265 -0.021 -20.346 -0.010 -20.186 -0.021 10.077 0.767 2.755 0.333 43.746 42.613
28.800 -19.777 -0.039 -20.257 -0.019 -20.340 -0.012 -20.181 -0.019 10.131 0.756 2.708 0.324 43.741 42.606
29.200 -19.760 -0.037 -20.251 -0.020 -20.334 -0.015 -20.177 -0.020 10.053 0.699 2.723 0.310 43.732 42.560
29.600 -19.744 -0.034 -20.245 -0.023 -20.328 -0.017 -20.174 -0.023 9.854 0.619 2.804 0.299 43.723 42.489
30.000 -19.727 -0.030 -20.239 -0.027 -20.321 -0.017 -20.171 -0.027 9.674 0.534 2.885 0.281 43.716 42.412
30.400 -19.712 -0.026 -20.235 -0.031 -20.315 -0.015 -20.170 -0.031 9.481 0.446 2.985 0.256 43.710 42.326
30.800 -19.696 -0.022 -20.230 -0.034 -20.309 -0.013 -20.168 -0.034 9.333 0.365 3.068 0.223 43.707 42.234
31.200 -19.681 -0.020 -20.227 -0.036 -20.303 -0.010 -20.168 -0.036 9.232 0.308 3.126 0.193 43.704 42.151
31.600 -19.667 -0.020 -20.224 -0.038 -20.298 -0.011 -20.167 -0.037 9.190 0.304 3.142 0.194 43.701 42.144
32.000 -19.653 -0.024 -20.221 -0.039 -20.293 -0.014 -20.167 -0.037 9.202 0.349 3.119 0.223 43.696 42.211
32.400 -19.639 -0.030 -20.218 -0.039 -20.289 -0.018 -20.168 -0.036 9.245 0.407 3.076 0.254 43.692 42.280
32.800 -19.626 -0.036 -20.215 -0.038 -20.285 -0.022 -20.169 -0.033 9.300 0.464 3.029 0.278 43.689 42.339
33.200 -19.612 -0.041 -20.213 -0.037 -20.281 -0.025 -20.170 -0.030 9.365 0.516 2.980 0.294 43.687 42.389
33.600 -19.598 -0.047 -20.210 -0.036 -20.277 -0.026 -20.171 -0.026 9.438 0.560 2.930 0.301 43.686 42.435
34.000 -19.584 -0.052 -20.206 -0.035 -20.273 -0.026 -20.173 -0.022 9.509 0.594 2.885 0.301 43.686 42.474
34.400 -19.569 -0.057 -20.201 -0.034 -20.269 -0.025 -20.174 -0.020 9.550 0.615 2.860 0.299 43.686 42.500
34.800 -19.554 -0.061 -20.195 -0.035 -20.265 -0.023 -20.176 -0.020 9.516 0.624 2.878 0.306 43.685 42.499
35.200 -19.539 -0.064 -20.187 -0.036 -20.262 -0.021 -20.177 -0.024 9.396 0.618 2.948 0.322 43.684 42.468
35.600 -19.522 -0.067 -20.178 -0.039 -20.259 -0.019 -20.179 -0.030 9.238 0.590 3.042 0.330 43.681 42.413
36.000 -19.506 -0.069 -20.169 -0.042 -20.256 -0.019 -20.180 -0.037 9.087 0.547 3.130 0.327 43.678 42.355
36.400 -19.489 -0.071 -20.159 -0.044 -20.254 -0.023 -20.182 -0.044 8.967 0.506 3.199 0.321 43.674 42.310
36.800 -19.472 -0.072 -20.149 -0.047 -20.253 -0.028 -20.183 -0.050 8.860 0.472 3.262 0.318 43.669 42.279
37.200 -19.454 -0.073 -20.139 -0.049 -20.252 -0.033 -20.185 -0.057 8.759 0.444 3.322 0.318 43.666 42.259
37.600 -19.436 -0.073 -20.128 -0.050 -20.250 -0.038 -20.186 -0.062 8.665 0.420 3.382 0.319 43.662 42.246
38.000 -19.417 -0.072 -20.118 -0.050 -20.249 -0.043 -20.187 -0.068 8.575 0.400 3.442 0.321 43.659 42.239
38.400 -19.399 -0.070 -20.107 -0.050 -20.247 -0.047 -20.188 -0.072 8.488 0.383 3.503 0.324 43.657 42.236
38.800 -19.380 -0.068 -20.097 -0.048 -20.244 -0.051 -20.189 -0.076 8.405 0.368 3.564 0.328 43.655 42.235
39.200 -19.361 -0.065 -20.086 -0.046 -20.240 -0.053 -20.189 -0.079 8.324 0.355 3.625 0.333 43.653 42.236
39.600 -19.342 -0.061 -20.075 -0.042 -20.236 -0.054 -20.189 -0.082 8.245 0.344 3.688 0.337 43.651 42.238
40.000 -19.323 -0.057 -20.063 -0.038 -20.231 -0.054 -20.188 -0.084 8.169 0.333 3.752 0.342 43.650 42.238
40.400 -19.304 -0.053 -20.051 -0.033 -20.224 -0.054 -20.187 -0.085 8.096 0.324 3.817 0.347 43.649 42.233
40.800 -19.286 -0.049 -20.038 -0.027 -20.216 -0.051 -20.185 -0.086 8.029 0.315 3.878 0.349 43.649 42.218
41.200 -19.268 -0.046 -20.023 -0.022 -20.207 -0.048 -20.183 -0.086 7.976 0.305 3.925 0.345 43.648 42.186
41.600 -19.251 -0.045 -20.007 -0.019 -20.197 -0.043 -20.179 -0.086 7.946 0.290 3.938 0.329 43.644 42.140
42.000 -19.236 -0.046 -19.990 -0.021 -20.185 -0.038 -20.175 -0.086 7.946 0.261 3.905 0.291 43.637 42.081
42.400 -19.221 -0.050 -19.970 -0.026 -20.173 -0.030 -20.170 -0.086 7.959 0.219 3.851 0.234 43.627 41.982
42.800 -19.207 -0.057 -19.949 -0.033 -20.159 -0.022 -20.165 -0.086 7.958 0.176 3.816 0.176 43.619 41.813
43.200 -19.193 -0.065 -19.928 -0.041 -20.144 -0.014 -20.158 -0.088 7.945 0.145 3.799 0.136 43.613 41.572
43.600 -19.180 -0.074 -19.905 -0.049 -20.129 -0.010 -20.151 -0.091 7.933 0.128 3.783 0.116 43.606 41.400
44.000 -19.166 -0.085 -19.882 -0.059 -20.113 -0.018 -20.143 -0.095 7.930 0.116 3.757 0.107 43.600 41.458
44.400 -19.153 -0.096 -19.858 -0.068 -20.097 -0.030 -20.134 -0.101 7.932 0.103 3.723 0.097 43.592 41.501
44.800 -19.139 -0.108 -19.834 -0.079 -20.080 -0.043 -20.125 -0.108 7.934 0.088 3.688 0.084 43.584 41.486
