"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-22.000 -19.375 -0.135 -19.208 -0.114 -18.752 -0.110 -18.657 -0.122 40.000 25.747 0.366 0.167 44.388 44.609
-21.600 -19.532 -0.118 -19.365 -0.099 -18.904 -0.103 -18.806 -0.116 40.000 76.904 0.366 0.500 44.388 45.083
-21.200 -19.690 -0.103 -19.525 -0.087 -19.057 -0.102 -18.957 -0.116 40.000 28.075 0.424 0.213 44.517 44.773
-20.800 -19.847 -0.091 -19.683 -0.079 -19.211 -0.105 -19.109 -0.119 40.000 79.914 0.424 0.610 44.517 45.226
-20.400 -19.999 -0.081 -19.838 -0.073 -19.362 -0.110 -19.258 -0.124 40.000 28.616 0.493 0.255 44.647 44.909
-20.000 -20.144 -0.073 -19.985 -0.070 -19.508 -0.116 -19.404 -0.129 40.000 28.032 0.530 0.270 44.709 44.961
-19.600 -20.279 -0.067 -20.123 -0.069 -19.648 -0.120 -19.543 -0.134 40.000 26.782 0.565 0.276 44.766 44.997
-19.200 -20.400 -0.065 -20.247 -0.070 -19.780 -0.124 -19.675 -0.137 40.000 64.584 0.565 0.668 44.766 45.378
-18.800 -20.505 -0.067 -20.358 -0.073 -19.902 -0.126 -19.799 -0.139 40.000 21.921 0.631 0.253 44.861 45.005
-18.400 -20.595 -0.070 -20.454 -0.077 -20.015 -0.126 -19.914 -0.139 40.000 47.663 0.631 0.550 44.861 45.342
-18.000 -20.673 -0.074 -20.538 -0.079 -20.118 -0.125 -20.021 -0.137 40.000 14.167 0.687 0.178 44.934 44.889
-17.600 -20.741 -0.076 -20.611 -0.080 -20.212 -0.122 -20.118 -0.134 40.000 34.852 0.687 0.436 44.934 45.280
-17.200 -20.799 -0.075 -20.676 -0.080 -20.298 -0.118 -20.208 -0.129 40.000 65.294 0.687 0.818 44.934 45.553
-16.800 -20.850 -0.073 -20.732 -0.076 -20.376 -0.112 -20.291 -0.123 36.976 3.679 0.800 0.060 44.931 44.327
-16.400 -20.895 -0.068 -20.784 -0.072 -20.448 -0.105 -20.368 -0.116 35.967 4.422 0.838 0.078 44.923 44.408
-16.000 -20.938 -0.061 -20.831 -0.065 -20.515 -0.098 -20.439 -0.108 34.328 5.731 0.889 0.115 44.893 44.506
-15.600 -20.978 -0.054 -20.877 -0.058 -20.578 -0.090 -20.505 -0.100 32.340 6.182 0.952 0.145 44.849 44.513
-15.200 -21.019 -0.047 -20.922 -0.052 -20.637 -0.082 -20.567 -0.091 30.229 5.734 1.027 0.160 44.798 44.449
-14.800 -21.062 -0.042 -20.968 -0.047 -20.693 -0.074 -20.626 -0.083 23.075 0.580 1.330 0.031 44.553 43.282
-14.400 -21.106 -0.040 -21.015 -0.044 -20.746 -0.066 -20.681 -0.074 22.356 0.476 1.401 0.028 44.543 43.194
-14.000 -21.148 -0.037 -21.060 -0.041 -20.797 -0.058 -20.735 -0.066 21.739 0.393 1.470 0.026 44.536 43.112
-13.600 -21.187 -0.035 -21.101 -0.039 -20.846 -0.051 -20.786 -0.060 21.030 0.305 1.548 0.022 44.524 42.996
-13.200 -21.218 -0.035 -21.136 -0.038 -20.893 -0.048 -20.835 -0.057 20.108 0.216 1.646 0.018 44.499 42.832
-12.800 -21.242 -0.036 -21.164 -0.039 -20.937 -0.049 -20.881 -0.057 19.071 0.147 1.763 0.014 44.467 42.643
-12.400 -21.260 -0.039 -21.187 -0.041 -20.975 -0.053 -20.921 -0.061 18.141 0.110 1.881 0.012 44.436 42.493
-12.000 -21.276 -0.040 -21.207 -0.043 -21.008 -0.058 -20.957 -0.066 17.409 0.108 1.987 0.014 44.412 42.463
-11.600 -21.291 -0.039 -21.225 -0.043 -21.037 -0.064 -20.987 -0.071 16.881 0.126 2.076 0.018 44.397 42.514
-11.200 -21.309 -0.036 -21.245 -0.042 -21.063 -0.068 -21.015 -0.076 16.567 0.139 2.141 0.021 44.391 42.546
-10.800 -21.332 -0.032 -21.269 -0.041 -21.088 -0.070 -21.042 -0.078 16.496 0.138 2.175 0.021 44.397 42.544
-10.400 -21.361 -0.029 -21.297 -0.039 -21.113 -0.071 -21.066 -0.078 16.667 0.123 2.178 0.019 44.416 42.511
-10.000 -21.395 -0.027 -21.329 -0.038 -21.137 -0.069 -21.090 -0.076 16.993 0.083 2.160 0.012 44.443 42.362
-9.600 -21.429 -0.027 -21.361 -0.037 -21.160 -0.065 -21.113 -0.073 17.394 0.027 2.135 0.004 44.473 41.899
-9.200 -21.461 -0.026 -21.391 -0.035 -21.182 -0.059 -21.135 -0.067 17.770 0.025 2.113 0.003 44.501 41.907
-8.800 -21.486 -0.024 -21.416 -0.033 -21.202 -0.052 -21.155 -0.060 17.977 0.047 2.109 0.006 44.520 42.196
-8.400 -21.501 -0.021 -21.431 -0.031 -21.220 -0.045 -21.174 -0.053 17.837 0.035 2.143 0.005 44.520 42.065
-8.000 -21.504 -0.022 -21.438 -0.030 -21.237 -0.039 -21.193 -0.047 17.258 0.027 2.231 0.004 44.498 41.934
-7.600 -21.499 -0.023 -21.439 -0.031 -21.253 -0.035 -21.210 -0.043 16.524 0.046 2.346 0.007 44.466 42.150
