"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-35.000 -19.422 -0.196 -19.383 -0.173 -19.283 -0.181 -19.265 -0.198 14.017 0.311 1.108 0.032 43.529 42.038
-34.600 -19.469 -0.190 -19.431 -0.167 -19.332 -0.175 -19.313 -0.191 13.996 0.299 1.135 0.031 43.547 42.039
-34.200 -19.516 -0.184 -19.479 -0.162 -19.381 -0.169 -19.361 -0.186 13.968 0.286 1.163 0.031 43.565 42.038
-33.800 -19.564 -0.179 -19.528 -0.157 -19.430 -0.165 -19.410 -0.181 13.934 0.273 1.193 0.030 43.583 42.036
-33.400 -19.611 -0.175 -19.577 -0.153 -19.481 -0.160 -19.460 -0.176 13.895 0.260 1.225 0.030 43.601 42.032
-33.000 -19.659 -0.171 -19.627 -0.149 -19.531 -0.157 -19.510 -0.172 13.850 0.247 1.259 0.029 43.619 42.027
-32.600 -19.708 -0.168 -19.676 -0.146 -19.582 -0.153 -19.561 -0.169 13.802 0.234 1.294 0.029 43.636 42.020
-32.200 -19.756 -0.165 -19.726 -0.144 -19.634 -0.150 -19.611 -0.166 13.751 0.220 1.331 0.028 43.654 42.012
-31.800 -19.804 -0.162 -19.776 -0.142 -19.685 -0.148 -19.662 -0.163 13.697 0.207 1.369 0.027 43.672 42.003
-31.400 -19.852 -0.159 -19.825 -0.140 -19.736 -0.146 -19.713 -0.160 13.641 0.195 1.408 0.026 43.689 41.993
-31.000 -19.900 -0.157 -19.874 -0.138 -19.787 -0.144 -19.764 -0.158 13.585 0.182 1.448 0.026 43.707 41.981
-30.600 -19.947 -0.155 -19.923 -0.136 -19.838 -0.141 -19.814 -0.155 13.527 0.171 1.490 0.025 43.724 41.970
-30.200 -19.994 -0.153 -19.972 -0.135 -19.889 -0.139 -19.864 -0.153 13.470 0.160 1.532 0.024 43.741 41.959
-29.800 -20.040 -0.151 -20.020 -0.133 -19.939 -0.137 -19.913 -0.151 13.413 0.151 1.576 0.024 43.758 41.948
-29.400 -20.086 -0.149 -20.067 -0.132 -19.988 -0.135 -19.962 -0.148 13.358 0.142 1.620 0.023 43.775 41.940
-29.000 -20.131 -0.147 -20.113 -0.131 -20.036 -0.133 -20.009 -0.146 13.304 0.135 1.664 0.023 43.791 41.934
-28.600 -20.175 -0.145 -20.159 -0.129 -20.084 -0.131 -20.056 -0.144 13.251 0.130 1.709 0.022 43.807 41.932
-28.200 -20.219 -0.143 -20.203 -0.128 -20.130 -0.129 -20.102 -0.141 13.202 0.126 1.753 0.023 43.823 41.934
-27.800 -20.261 -0.141 -20.247 -0.126 -20.175 -0.127 -20.147 -0.139 13.156 0.124 1.797 0.023 43.839 41.942
-27.400 -20.302 -0.139 -20.289 -0.124 -20.219 -0.124 -20.190 -0.136 13.113 0.123 1.841 0.023 43.854 41.954
