"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-23.000 -20.281 -0.075 -20.235 -0.069 -20.096 -0.082 -20.064 -0.089 -19.919 -0.135 16.385 0.281 1.312 0.027 43.947 42.386
-22.600 -20.337 -0.072 -20.292 -0.065 -20.153 -0.079 -20.120 -0.085 -19.972 -0.130 16.410 0.251 1.344 0.025 43.970 42.360
-22.200 -20.393 -0.070 -20.349 -0.064 -20.211 -0.076 -20.177 -0.082 -20.025 -0.127 16.424 0.219 1.378 0.022 43.994 42.325
-21.800 -20.450 -0.069 -20.407 -0.063 -20.269 -0.074 -20.235 -0.080 -20.080 -0.124 16.430 0.186 1.415 0.019 44.017 42.277
-21.400 -20.507 -0.069 -20.465 -0.063 -20.328 -0.073 -20.294 -0.079 -20.134 -0.122 16.430 0.151 1.453 0.016 44.040 42.210
-21.000 -20.564 -0.070 -20.523 -0.064 -20.387 -0.073 -20.352 -0.078 -20.189 -0.120 16.425 0.115 1.493 0.013 44.063 42.116
-20.600 -20.621 -0.070 -20.581 -0.064 -20.446 -0.072 -20.411 -0.077 -20.243 -0.119 16.414 0.082 1.534 0.009 44.086 41.992
-20.200 -20.677 -0.071 -20.639 -0.065 -20.504 -0.072 -20.469 -0.077 -20.298 -0.118 16.399 0.060 1.577 0.007 44.108 41.878
-19.800 -20.733 -0.071 -20.696 -0.065 -20.563 -0.072 -20.527 -0.077 -20.351 -0.118 16.380 0.064 1.621 0.008 44.130 41.933
-19.400 -20.787 -0.071 -20.752 -0.065 -20.620 -0.072 -20.584 -0.077 -20.404 -0.118 16.357 0.091 1.666 0.011 44.151 42.104
-19.000 -20.840 -0.071 -20.806 -0.065 -20.676 -0.072 -20.640 -0.077 -20.457 -0.117 16.330 0.124 1.712 0.016 44.172 42.259
-18.600 -20.892 -0.071 -20.860 -0.065 -20.731 -0.072 -20.694 -0.077 -20.508 -0.117 16.301 0.156 1.758 0.020 44.192 42.380
-18.200 -20.943 -0.071 -20.911 -0.065 -20.784 -0.072 -20.747 -0.077 -20.558 -0.118 16.270 0.185 1.805 0.025 44.211 42.473
-17.800 -20.991 -0.071 -20.961 -0.065 -20.834 -0.073 -20.797 -0.078 -20.606 -0.118 16.239 0.208 1.851 0.029 44.230 42.542
-17.400 -21.037 -0.072 -21.008 -0.066 -20.883 -0.073 -20.846 -0.078 -20.653 -0.118 16.208 0.224 1.896 0.032 44.248 42.593
-17.000 -21.082 -0.073 -21.053 -0.066 -20.929 -0.074 -20.892 -0.079 -20.699 -0.119 16.175 0.234 1.941 0.034 44.264 42.630
-16.600 -21.124 -0.074 -21.096 -0.068 -20.973 -0.075 -20.936 -0.080 -20.743 -0.120 16.138 0.239 1.986 0.036 44.280 42.655
-16.200 -21.163 -0.076 -21.137 -0.069 -21.014 -0.076 -20.977 -0.081 -20.785 -0.121 16.095 0.239 2.030 0.037 44.294 42.670
-15.800 -21.200 -0.077 -21.175 -0.070 -21.053 -0.076 -21.016 -0.081 -20.825 -0.121 16.045 0.235 2.074 0.037 44.308 42.676
-15.400 -21.235 -0.079 -21.210 -0.071 -21.090 -0.077 -21.053 -0.082 -20.864 -0.122 15.988 0.227 2.118 0.037 44.320 42.674
-15.000 -21.268 -0.080 -21.243 -0.072 -21.124 -0.078 -21.088 -0.083 -20.901 -0.123 15.923 0.216 2.162 0.036 44.331 42.664
-14.600 -21.298 -0.082 -21.274 -0.073 -21.156 -0.078 -21.121 -0.083 -20.935 -0.124 15.850 0.203 2.206 0.035 44.340 42.646
-14.200 -21.325 -0.083 -21.302 -0.074 -21.186 -0.078 -21.151 -0.084 -20.968 -0.125 15.769 0.187 2.250 0.033 44.348 42.620
-13.800 -21.350 -0.084 -21.327 -0.075 -21.213 -0.079 -21.179 -0.084 -20.999 -0.126 15.678 0.170 2.294 0.031 44.355 42.585
-13.400 -21.373 -0.086 -21.350 -0.076 -21.238 -0.079 -21.205 -0.084 -21.029 -0.127 15.580 0.152 2.338 0.028 44.361 42.542
-13.000 -21.393 -0.087 -21.371 -0.077 -21.262 -0.079 -21.229 -0.084 -21.056 -0.128 15.478 0.133 2.382 0.026 44.366 42.492
-12.600 -21.412 -0.089 -21.390 -0.079 -21.283 -0.080 -21.251 -0.085 -21.082 -0.129 15.372 0.115 2.425 0.023 44.369 42.433
-12.200 -21.428 -0.090 -21.407 -0.080 -21.302 -0.080 -21.271 -0.086 -21.106 -0.131 15.267 0.098 2.467 0.020 44.372 42.368
-11.800 -21.443 -0.092 -21.422 -0.082 -21.320 -0.082 -21.290 -0.087 -21.128 -0.132 15.164 0.084 2.508 0.017 44.375 42.300
-11.400 -21.456 -0.095 -21.435 -0.085 -21.336 -0.083 -21.307 -0.088 -21.149 -0.134 15.064 0.073 2.547 0.016 44.377 42.241
-11.000 -21.468 -0.097 -21.447 -0.087 -21.351 -0.086 -21.322 -0.090 -21.169 -0.135 14.966 0.067 2.585 0.015 44.378 42.208
-10.600 -21.479 -0.100 -21.458 -0.090 -21.364 -0.088 -21.336 -0.093 -21.187 -0.137 14.870 0.068 2.621 0.015 44.379 42.216
-10.200 -21.488 -0.103 -21.467 -0.092 -21.375 -0.091 -21.348 -0.095 -21.203 -0.139 14.776 0.076 2.656 0.017 44.380 42.262
-9.800 -21.496 -0.105 -21.476 -0.095 -21.386 -0.093 -21.359 -0.098 -21.218 -0.141 14.684 0.088 2.690 0.021 44.380 42.327
-9.400 -21.502 -0.108 -21.483 -0.098 -21.395 -0.096 -21.369 -0.100 -21.232 -0.143 14.593 0.103 2.723 0.025 44.379 42.395
-9.000 -21.508 -0.110 -21.488 -0.100 -21.403 -0.098 -21.378 -0.103 -21.245 -0.145 14.503 0.120 2.754 0.030 44.379 42.459
-8.600 -21.512 -0.113 -21.493 -0.103 -21.410 -0.100 -21.386 -0.105 -21.257 -0.146 14.414 0.137 2.785 0.035 44.378 42.517
-8.200 -21.516 -0.115 -21.497 -0.105 -21.416 -0.102 -21.393 -0.106 -21.268 -0.147 14.326 0.155 2.815 0.040 44.376 42.569
-7.800 -21.518 -0.117 -21.500 -0.107 -21.421 -0.103 -21.398 -0.108 -21.278 -0.148 14.237 0.173 2.844 0.045 44.374 42.615
-7.400 -21.520 -0.119 -21.502 -0.109 -21.425 -0.104 -21.403 -0.108 -21.287 -0.149 14.150 0.191 2.872 0.051 44.372 42.655
-7.000 -21.521 -0.121 -21.503 -0.110 -21.429 -0.105 -21.408 -0.109 -21.296 -0.149 14.064 0.209 2.899 0.057 44.370 42.691
-6.600 -21.521 -0.122 -21.504 -0.111 -21.432 -0.105 -21.411 -0.109 -21.303 -0.149 13.978 0.226 2.926 0.063 44.367 42.724
-6.200 -21.521 -0.123 -21.504 -0.111 -21.434 -0.104 -21.414 -0.108 -21.311 -0.149 13.894 0.243 2.953 0.069 44.364 42.753
-5.800 -21.520 -0.124 -21.504 -0.112 -21.436 -0.103 -21.417 -0.107 -21.317 -0.148 13.810 0.260 2.978 0.075 44.362 42.779
-5.400 -21.519 -0.124 -21.503 -0.111 -21.437 -0.101 -21.419 -0.105 -21.324 -0.147 13.729 0.276 3.003 0.081 44.359 42.802
-5.000 -21.517 -0.123 -21.502 -0.110 -21.438 -0.099 -21.421 -0.103 -21.329 -0.145 13.648 0.292 3.028 0.087 44.355 42.823
-4.600 -21.515 -0.123 -21.501 -0.109 -21.439 -0.096 -21.423 -0.100 -21.335 -0.144 13.570 0.307 3.052 0.093 44.352 42.842
-4.200 -21.513 -0.122 -21.499 -0.108 -21.440 -0.093 -21.424 -0.097 -21.340 -0.142 13.493 0.322 3.076 0.099 44.349 42.859
-3.800 -21.511 -0.120 -21.497 -0.106 -21.441 -0.090 -21.425 -0.093 -21.346 -0.140 13.417 0.335 3.099 0.105 44.346 42.874
-3.400 -21.509 -0.118 -21.496 -0.104 -21.441 -0.086 -21.427 -0.090 -21.351 -0.137 13.343 0.348 3.123 0.111 44.343 42.887
-3.000 -21.506 -0.116 -21.494 -0.101 -21.442 -0.082 -21.428 -0.086 -21.356 -0.135 13.270 0.359 3.146 0.116 44.340 42.897
-2.600 -21.504 -0.114 -21.492 -0.098 -21.443 -0.079 -21.430 -0.083 -21.361 -0.133 13.198 0.369 3.170 0.121 44.337 42.905
-2.200 -21.501 -0.111 -21.491 -0.096 -21.444 -0.076 -21.431 -0.080 -21.367 -0.131 13.125 0.376 3.194 0.125 44.334 42.910
-1.800 -21.499 -0.108 -21.489 -0.093 -21.445 -0.073 -21.433 -0.077 -21.372 -0.128 13.052 0.381 3.220 0.129 44.331 42.912
-1.400 -21.497 -0.105 -21.488 -0.090 -21.447 -0.071 -21.436 -0.075 -21.378 -0.126 12.976 0.383 3.247 0.133 44.329 42.909
-1.000 -21.495 -0.101 -21.487 -0.087 -21.449 -0.070 -21.439 -0.074 -21.384 -0.124 12.898 0.382 3.277 0.135 44.326 42.903
-0.600 -21.493 -0.098 -21.486 -0.084 -21.452 -0.069 -21.442 -0.073 -21.390 -0.122 12.818 0.378 3.308 0.137 44.323 42.893
-0.200 -21.491 -0.094 -21.486 -0.081 -21.455 -0.068 -21.446 -0.072 -21.396 -0.121 12.736 0.373 3.341 0.139 44.321 42.880
0.200 -21.489 -0.090 -21.485 -0.078 -21.458 -0.068 -21.450 -0.072 -21.402 -0.119 12.654 0.367 3.376 0.140 44.318 42.865
0.600 -21.487 -0.086 -21.485 -0.075 -21.461 -0.068 -21.454 -0.072 -21.409 -0.117 12.571 0.359 3.411 0.141 44.316 42.848
1.000 -21.485 -0.082 -21.485 -0.071 -21.465 -0.067 -21.458 -0.072 -21.415 -0.115 12.488 0.352 3.447 0.141 44.314 42.830
1.400 -21.483 -0.078 -21.484 -0.068 -21.469 -0.067 -21.462 -0.071 -21.421 -0.113 12.406 0.344 3.484 0.142 44.312 42.812
1.800 -21.481 -0.075 -21.484 -0.066 -21.472 -0.067 -21.466 -0.071 -21.427 -0.111 12.323 0.336 3.522 0.143 44.309 42.793
2.200 -21.479 -0.072 -21.483 -0.063 -21.475 -0.066 -21.470 -0.071 -21.433 -0.109 12.240 0.329 3.560 0.143 44.307 42.775
2.600 -21.476 -0.069 -21.482 -0.062 -21.479 -0.066 -21.474 -0.070 -21.439 -0.107 12.155 0.323 3.600 0.144 44.304 42.758
3.000 -21.473 -0.068 -21.481 -0.060 -21.481 -0.066 -21.478 -0.070 -21.445 -0.105 12.069 0.317 3.640 0.146 44.302 42.743
3.400 -21.469 -0.067 -21.479 -0.060 -21.484 -0.066 -21.481 -0.070 -21.450 -0.103 11.980 0.312 3.682 0.147 44.299 42.730
3.800 -21.465 -0.068 -21.477 -0.061 -21.485 -0.066 -21.483 -0.069 -21.454 -0.102 11.894 0.309 3.723 0.149 44.296 42.721
4.200 -21.461 -0.069 -21.474 -0.062 -21.487 -0.066 -21.485 -0.069 -21.458 -0.100 11.807 0.305 3.763 0.150 44.293 42.714
4.600 -21.456 -0.071 -21.470 -0.063 -21.487 -0.066 -21.486 -0.069 -21.461 -0.099 11.716 0.302 3.806 0.152 44.289 42.707
5.000 -21.450 -0.073 -21.466 -0.065 -21.487 -0.066 -21.486 -0.069 -21.463 -0.098 11.632 0.300 3.845 0.154 44.285 42.701
5.400 -21.444 -0.076 -21.462 -0.067 -21.486 -0.066 -21.486 -0.069 -21.465 -0.097 11.551 0.298 3.882 0.155 44.281 42.696
5.800 -21.436 -0.078 -21.456 -0.069 -21.484 -0.066 -21.485 -0.069 -21.465 -0.097 11.474 0.296 3.916 0.157 44.277 42.690
6.200 -21.429 -0.081 -21.450 -0.072 -21.481 -0.067 -21.482 -0.069 -21.465 -0.097 11.400 0.295 3.948 0.159 44.273 42.685
6.600 -21.420 -0.084 -21.442 -0.074 -21.478 -0.068 -21.479 -0.070 -21.465 -0.097 11.328 0.294 3.978 0.161 44.269 42.680
7.000 -21.410 -0.086 -21.434 -0.076 -21.473 -0.069 -21.475 -0.071 -21.463 -0.098 11.258 0.294 4.006 0.164 44.264 42.676
7.400 -21.400 -0.088 -21.425 -0.079 -21.467 -0.070 -21.470 -0.072 -21.461 -0.099 11.189 0.296 4.033 0.168 44.259 42.671
7.800 -21.389 -0.091 -21.415 -0.081 -21.461 -0.072 -21.464 -0.074 -21.458 -0.100 11.121 0.298 4.058 0.171 44.254 42.667
8.200 -21.377 -0.093 -21.405 -0.083 -21.453 -0.075 -21.458 -0.076 -21.455 -0.101 11.066 0.301 4.075 0.175 44.249 42.664
8.600 -21.364 -0.095 -21.393 -0.085 -21.445 -0.077 -21.451 -0.078 -21.451 -0.103 10.982 0.302 4.108 0.180 44.243 42.657
9.000 -21.351 -0.098 -21.381 -0.088 -21.437 -0.079 -21.443 -0.080 -21.447 -0.105 10.911 0.305 4.133 0.185 44.237 42.651
9.400 -21.337 -0.100 -21.368 -0.090 -21.428 -0.082 -21.435 -0.083 -21.443 -0.107 10.839 0.308 4.159 0.191 44.231 42.646
9.800 -21.322 -0.102 -21.355 -0.092 -21.418 -0.084 -21.426 -0.085 -21.438 -0.110 10.764 0.311 4.185 0.196 44.224 42.640
10.200 -21.306 -0.105 -21.341 -0.095 -21.408 -0.086 -21.417 -0.087 -21.434 -0.112 10.687 0.314 4.213 0.202 44.217 42.633
10.600 -21.290 -0.107 -21.326 -0.097 -21.398 -0.088 -21.408 -0.090 -21.429 -0.115 10.610 0.317 4.241 0.209 44.211 42.626
11.000 -21.273 -0.110 -21.311 -0.099 -21.387 -0.090 -21.399 -0.092 -21.424 -0.118 10.532 0.320 4.270 0.215 44.204 42.618
11.400 -21.256 -0.112 -21.295 -0.101 -21.377 -0.092 -21.389 -0.094 -21.419 -0.121 10.453 0.323 4.299 0.221 44.197 42.610
11.800 -21.239 -0.114 -21.279 -0.103 -21.365 -0.094 -21.379 -0.095 -21.413 -0.123 10.375 0.326 4.328 0.228 44.189 42.601
12.200 -21.221 -0.115 -21.262 -0.104 -21.354 -0.095 -21.368 -0.097 -21.408 -0.125 10.297 0.328 4.357 0.235 44.182 42.592
12.600 -21.202 -0.117 -21.246 -0.106 -21.342 -0.096 -21.357 -0.098 -21.402 -0.127 10.221 0.331 4.386 0.241 44.175 42.582
