"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-31.000 -21.522 -0.088 -21.522 -0.076 -21.511 -0.090 -21.508 -0.102 13.345 0.307 3.176 0.110 44.358 42.743
-30.600 -21.531 -0.086 -21.530 -0.075 -21.519 -0.088 -21.516 -0.100 13.355 0.306 3.185 0.110 44.362 42.744
-30.200 -21.539 -0.085 -21.539 -0.073 -21.527 -0.086 -21.524 -0.098 13.364 0.304 3.194 0.109 44.365 42.745
-29.800 -21.548 -0.083 -21.547 -0.072 -21.535 -0.085 -21.532 -0.097 13.374 0.302 3.202 0.109 44.369 42.746
-29.400 -21.556 -0.082 -21.556 -0.070 -21.543 -0.083 -21.539 -0.095 13.384 0.299 3.211 0.108 44.372 42.747
-29.000 -21.565 -0.081 -21.564 -0.069 -21.551 -0.082 -21.547 -0.094 13.394 0.297 3.220 0.107 44.376 42.748
-28.600 -21.573 -0.080 -21.573 -0.068 -21.559 -0.081 -21.555 -0.093 13.405 0.295 3.228 0.107 44.380 42.748
-28.200 -21.582 -0.079 -21.582 -0.068 -21.567 -0.080 -21.563 -0.092 13.416 0.292 3.237 0.106 44.384 42.748
-27.800 -21.590 -0.078 -21.590 -0.067 -21.575 -0.079 -21.571 -0.091 13.427 0.289 3.245 0.105 44.387 42.749
-27.400 -21.599 -0.077 -21.599 -0.067 -21.583 -0.079 -21.579 -0.090 13.438 0.287 3.254 0.104 44.391 42.749
-27.000 -21.608 -0.077 -21.607 -0.066 -21.591 -0.078 -21.587 -0.089 13.450 0.284 3.262 0.103 44.395 42.748
-26.600 -21.616 -0.076 -21.616 -0.066 -21.599 -0.078 -21.595 -0.089 13.461 0.281 3.271 0.102 44.398 42.748
-26.200 -21.625 -0.076 -21.625 -0.066 -21.608 -0.077 -21.603 -0.088 13.473 0.278 3.279 0.101 44.402 42.748
-25.800 -21.634 -0.076 -21.633 -0.066 -21.616 -0.077 -21.611 -0.088 13.485 0.274 3.288 0.100 44.406 42.747
-25.400 -21.642 -0.076 -21.642 -0.066 -21.624 -0.077 -21.618 -0.088 13.497 0.271 3.296 0.099 44.410 42.746
-25.000 -21.651 -0.076 -21.651 -0.066 -21.632 -0.077 -21.626 -0.087 13.508 0.268 3.304 0.098 44.413 42.746
-24.600 -21.659 -0.076 -21.659 -0.066 -21.640 -0.077 -21.634 -0.087 13.520 0.265 3.313 0.097 44.417 42.745
-24.200 -21.668 -0.075 -21.668 -0.066 -21.648 -0.077 -21.642 -0.087 13.532 0.261 3.321 0.095 44.421 42.743
