"Time (MJD)" g-4746.48 g-4746.48_err i-7829.03 i-7829.03_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-8.200 -19.529 -0.114 -19.972 -0.071 -20.108 -0.125 7.554 0.088 3.848 0.091 43.536 41.399
-7.800 -19.533 -0.114 -19.979 -0.071 -20.116 -0.124 7.538 0.091 3.877 0.095 43.539 41.416
-7.400 -19.536 -0.114 -19.985 -0.071 -20.124 -0.124 7.521 0.094 3.904 0.099 43.541 41.435
-7.000 -19.539 -0.115 -19.990 -0.071 -20.132 -0.124 7.504 0.098 3.932 0.104 43.543 41.455
-6.600 -19.542 -0.115 -19.995 -0.071 -20.140 -0.124 7.488 0.102 3.958 0.110 43.545 41.477
-6.200 -19.545 -0.115 -20.000 -0.071 -20.147 -0.123 7.472 0.106 3.984 0.115 43.547 41.500
-5.800 -19.547 -0.115 -20.005 -0.072 -20.154 -0.123 7.456 0.111 4.010 0.122 43.549 41.524
-5.400 -19.549 -0.115 -20.009 -0.072 -20.161 -0.123 7.440 0.116 4.035 0.129 43.551 41.549
-5.000 -19.551 -0.115 -20.012 -0.072 -20.167 -0.122 7.425 0.122 4.059 0.137 43.552 41.575
-4.600 -19.552 -0.115 -20.015 -0.073 -20.173 -0.122 7.409 0.128 4.083 0.145 43.554 41.601
-4.200 -19.553 -0.115 -20.018 -0.073 -20.179 -0.121 7.394 0.134 4.106 0.154 43.555 41.627
-3.800 -19.554 -0.115 -20.020 -0.074 -20.185 -0.121 7.378 0.140 4.129 0.163 43.556 41.653
-3.400 -19.554 -0.115 -20.022 -0.075 -20.190 -0.120 7.363 0.147 4.151 0.172 43.557 41.679
-3.000 -19.554 -0.115 -20.024 -0.075 -20.195 -0.120 7.347 0.154 4.173 0.182 43.558 41.705
-2.600 -19.554 -0.115 -20.025 -0.076 -20.200 -0.119 7.332 0.161 4.194 0.192 43.559 41.730
-2.200 -19.554 -0.115 -20.026 -0.076 -20.204 -0.119 7.317 0.168 4.216 0.202 43.560 41.754
-1.800 -19.553 -0.114 -20.027 -0.077 -20.208 -0.118 7.301 0.175 4.236 0.212 43.560 41.777
-1.400 -19.552 -0.114 -20.027 -0.077 -20.212 -0.118 7.286 0.182 4.257 0.223 43.561 41.800
-1.000 -19.550 -0.114 -20.027 -0.078 -20.215 -0.117 7.270 0.189 4.277 0.234 43.561 41.821
-0.600 -19.549 -0.113 -20.027 -0.079 -20.219 -0.117 7.254 0.196 4.297 0.245 43.562 41.842
-0.200 -19.547 -0.113 -20.027 -0.079 -20.222 -0.116 7.239 0.203 4.317 0.255 43.562 41.862
0.200 -19.544 -0.113 -20.026 -0.080 -20.225 -0.116 7.223 0.209 4.336 0.266 43.562 41.882
0.600 -19.542 -0.112 -20.025 -0.080 -20.227 -0.115 7.207 0.216 4.355 0.277 43.562 41.900
1.000 -19.539 -0.112 -20.024 -0.080 -20.230 -0.114 7.191 0.222 4.374 0.288 43.562 41.917
1.400 -19.536 -0.111 -20.022 -0.081 -20.232 -0.114 7.175 0.228 4.393 0.298 43.562 41.934
1.800 -19.532 -0.111 -20.021 -0.081 -20.234 -0.113 7.159 0.234 4.412 0.309 43.562 41.950
2.200 -19.529 -0.111 -20.019 -0.082 -20.235 -0.113 7.143 0.240 4.431 0.319 43.561 41.965
2.600 -19.525 -0.110 -20.017 -0.082 -20.237 -0.112 7.127 0.245 4.449 0.329 43.561 41.979
3.000 -19.521 -0.110 -20.015 -0.082 -20.238 -0.112 7.111 0.251 4.467 0.339 43.561 41.993
3.400 -19.517 -0.109 -20.013 -0.082 -20.239 -0.112 7.095 0.256 4.484 0.349 43.560 42.006
3.800 -19.513 -0.109 -20.010 -0.083 -20.240 -0.111 7.080 0.261 4.501 0.358 43.560 42.019
4.200 -19.508 -0.108 -20.008 -0.083 -20.241 -0.111 7.065 0.265 4.517 0.368 43.559 42.030
4.600 -19.503 -0.108 -20.005 -0.083 -20.242 -0.111 7.050 0.270 4.533 0.377 43.558 42.041
5.000 -19.499 -0.107 -20.002 -0.083 -20.242 -0.111 7.035 0.274 4.548 0.386 43.558 42.052
5.400 -19.494 -0.107 -19.999 -0.083 -20.242 -0.111 7.021 0.278 4.563 0.394 43.557 42.062
5.800 -19.489 -0.107 -19.996 -0.083 -20.243 -0.111 7.007 0.281 4.576 0.403 43.556 42.072
6.200 -19.484 -0.106 -19.993 -0.083 -20.243 -0.111 6.994 0.285 4.589 0.411 43.555 42.081
6.600 -19.479 -0.106 -19.990 -0.084 -20.242 -0.112 6.981 0.288 4.601 0.418 43.554 42.089
7.000 -19.474 -0.105 -19.987 -0.084 -20.242 -0.112 6.969 0.291 4.612 0.425 43.553 42.097
7.400 -19.468 -0.105 -19.984 -0.084 -20.242 -0.113 6.957 0.293 4.623 0.432 43.552 42.104
7.800 -19.463 -0.105 -19.981 -0.084 -20.241 -0.114 6.946 0.295 4.632 0.438 43.551 42.111
8.200 -19.458 -0.104 -19.978 -0.084 -20.240 -0.115 6.935 0.297 4.641 0.444 43.550 42.117
8.600 -19.453 -0.104 -19.974 -0.085 -20.240 -0.116 6.924 0.299 4.649 0.449 43.549 42.123
9.000 -19.448 -0.104 -19.971 -0.085 -20.239 -0.117 6.914 0.300 4.657 0.454 43.548 42.128
9.400 -19.442 -0.104 -19.968 -0.085 -20.238 -0.118 6.905 0.302 4.663 0.458 43.547 42.133
9.800 -19.437 -0.104 -19.965 -0.085 -20.236 -0.119 6.896 0.302 4.669 0.462 43.546 42.137
10.200 -19.432 -0.104 -19.961 -0.086 -20.235 -0.121 6.887 0.303 4.675 0.465 43.545 42.141
10.600 -19.427 -0.104 -19.958 -0.086 -20.234 -0.122 6.879 0.304 4.680 0.468 43.543 42.145
11.000 -19.421 -0.104 -19.955 -0.086 -20.232 -0.124 6.871 0.304 4.684 0.471 43.542 42.148
11.400 -19.416 -0.104 -19.951 -0.087 -20.231 -0.125 6.863 0.304 4.688 0.473 43.541 42.151
11.800 -19.411 -0.104 -19.948 -0.087 -20.229 -0.127 6.856 0.304 4.691 0.475 43.540 42.153
12.200 -19.406 -0.104 -19.945 -0.088 -20.227 -0.128 6.848 0.304 4.694 0.477 43.538 42.155
12.600 -19.401 -0.104 -19.941 -0.088 -20.225 -0.130 6.841 0.304 4.697 0.478 43.537 42.157
13.000 -19.396 -0.104 -19.938 -0.089 -20.223 -0.131 6.834 0.303 4.700 0.480 43.536 42.159
13.400 -19.390 -0.104 -19.934 -0.089 -20.221 -0.133 6.828 0.303 4.702 0.481 43.534 42.160
13.800 -19.385 -0.105 -19.931 -0.090 -20.219 -0.134 6.821 0.303 4.703 0.481 43.533 42.161
14.200 -19.380 -0.105 -19.927 -0.090 -20.216 -0.136 6.815 0.302 4.705 0.482 43.532 42.161
14.600 -19.375 -0.105 -19.924 -0.091 -20.214 -0.138 6.809 0.301 4.706 0.482 43.530 42.162
15.000 -19.370 -0.106 -19.920 -0.091 -20.211 -0.139 6.803 0.301 4.707 0.483 43.529 42.162
15.400 -19.365 -0.106 -19.917 -0.092 -20.209 -0.141 6.797 0.300 4.707 0.483 43.528 42.162
15.800 -19.360 -0.107 -19.913 -0.092 -20.206 -0.142 6.791 0.300 4.708 0.483 43.526 42.162
16.200 -19.354 -0.108 -19.909 -0.093 -20.203 -0.144 6.785 0.299 4.708 0.483 43.525 42.161
16.600 -19.349 -0.108 -19.906 -0.093 -20.200 -0.145 6.780 0.298 4.708 0.483 43.523 42.161
17.000 -19.344 -0.109 -19.902 -0.094 -20.197 -0.147 6.774 0.298 4.708 0.483 43.522 42.160
17.400 -19.339 -0.110 -19.898 -0.095 -20.194 -0.148 6.768 0.297 4.707 0.482 43.520 42.159
17.800 -19.334 -0.111 -19.894 -0.095 -20.191 -0.149 6.763 0.297 4.707 0.482 43.519 42.157
18.200 -19.328 -0.112 -19.890 -0.096 -20.188 -0.151 6.757 0.296 4.706 0.482 43.517 42.156
18.600 -19.323 -0.113 -19.886 -0.096 -20.184 -0.152 6.752 0.296 4.705 0.482 43.516 42.155
19.000 -19.318 -0.114 -19.882 -0.097 -20.181 -0.153 6.747 0.295 4.703 0.481 43.514 42.153
19.400 -19.312 -0.115 -19.878 -0.097 -20.177 -0.155 6.742 0.295 4.702 0.481 43.512 42.151
19.800 -19.307 -0.116 -19.874 -0.098 -20.173 -0.156 6.737 0.295 4.700 0.481 43.511 42.149
20.200 -19.302 -0.117 -19.870 -0.098 -20.169 -0.157 6.732 0.294 4.698 0.481 43.509 42.148
20.600 -19.296 -0.119 -19.866 -0.099 -20.165 -0.158 6.727 0.294 4.695 0.480 43.507 42.146
21.000 -19.291 -0.120 -19.861 -0.099 -20.161 -0.159 6.723 0.294 4.692 0.480 43.506 42.144
21.400 -19.285 -0.121 -19.857 -0.100 -20.157 -0.160 6.719 0.294 4.688 0.480 43.504 42.142
21.800 -19.280 -0.122 -19.852 -0.100 -20.153 -0.161 6.715 0.294 4.684 0.480 43.502 42.140
22.200 -19.274 -0.123 -19.848 -0.100 -20.149 -0.162 6.711 0.294 4.680 0.480 43.500 42.138
22.600 -19.269 -0.125 -19.843 -0.101 -20.144 -0.163 6.707 0.294 4.675 0.480 43.498 42.136
23.000 -19.263 -0.126 -19.838 -0.101 -20.140 -0.164 6.704 0.295 4.669 0.480 43.497 42.134
23.400 -19.258 -0.127 -19.833 -0.102 -20.135 -0.164 6.701 0.295 4.663 0.480 43.495 42.132
23.800 -19.252 -0.128 -19.828 -0.102 -20.130 -0.165 6.698 0.296 4.656 0.480 43.493 42.130
24.200 -19.247 -0.130 -19.823 -0.102 -20.125 -0.166 6.695 0.297 4.649 0.481 43.491 42.129
24.600 -19.241 -0.131 -19.818 -0.103 -20.120 -0.166 6.693 0.298 4.642 0.482 43.489 42.128
25.000 -19.236 -0.132 -19.812 -0.103 -20.115 -0.167 6.691 0.299 4.633 0.483 43.487 42.127
25.400 -19.230 -0.133 -19.807 -0.104 -20.110 -0.167 6.689 0.301 4.624 0.484 43.484 42.126
25.800 -19.225 -0.134 -19.801 -0.104 -20.105 -0.168 6.688 0.303 4.615 0.486 43.482 42.125
26.200 -19.219 -0.135 -19.795 -0.104 -20.100 -0.168 6.687 0.304 4.605 0.488 43.480 42.124
26.600 -19.214 -0.137 -19.790 -0.105 -20.094 -0.169 6.686 0.307 4.594 0.490 43.478 42.124
27.000 -19.208 -0.138 -19.784 -0.105 -20.089 -0.169 6.685 0.309 4.583 0.492 43.475 42.123
27.400 -19.203 -0.139 -19.778 -0.105 -20.083 -0.169 6.685 0.311 4.571 0.494 43.473 42.123
27.800 -19.197 -0.140 -19.772 -0.106 -20.077 -0.169 6.685 0.314 4.559 0.496 43.471 42.122
28.200 -19.192 -0.141 -19.766 -0.106 -20.072 -0.169 6.685 0.316 4.546 0.498 43.469 42.122
28.600 -19.186 -0.142 -19.760 -0.106 -20.066 -0.169 6.685 0.319 4.533 0.500 43.466 42.122
29.000 -19.181 -0.143 -19.753 -0.107 -20.060 -0.169 6.686 0.322 4.520 0.503 43.464 42.121
29.400 -19.175 -0.144 -19.747 -0.107 -20.054 -0.169 6.687 0.324 4.506 0.505 43.461 42.120
29.800 -19.170 -0.145 -19.741 -0.107 -20.048 -0.169 6.688 0.327 4.492 0.507 43.459 42.120
30.200 -19.165 -0.146 -19.735 -0.107 -20.042 -0.169 6.690 0.330 4.477 0.509 43.456 42.119
30.600 -19.160 -0.147 -19.728 -0.108 -20.035 -0.169 6.692 0.333 4.462 0.511 43.454 42.118
31.000 -19.155 -0.148 -19.722 -0.108 -20.029 -0.168 6.694 0.336 4.447 0.513 43.452 42.117
31.400 -19.150 -0.150 -19.716 -0.108 -20.023 -0.168 6.696 0.339 4.431 0.515 43.449 42.116
31.800 -19.144 -0.151 -19.710 -0.108 -20.016 -0.167 6.698 0.342 4.415 0.517 43.447 42.114
32.200 -19.139 -0.152 -19.703 -0.108 -20.010 -0.167 6.701 0.345 4.399 0.518 43.444 42.112
32.600 -19.135 -0.153 -19.697 -0.108 -20.003 -0.166 6.704 0.348 4.383 0.519 43.442 42.110
33.000 -19.130 -0.154 -19.691 -0.108 -19.997 -0.166 6.706 0.350 4.367 0.520 43.439 42.108
33.400 -19.125 -0.154 -19.685 -0.108 -19.990 -0.165 6.709 0.353 4.351 0.520 43.437 42.105
33.800 -19.120 -0.155 -19.678 -0.108 -19.983 -0.164 6.713 0.355 4.334 0.520 43.434 42.102
34.200 -19.115 -0.156 -19.672 -0.108 -19.976 -0.164 6.716 0.357 4.318 0.520 43.432 42.099
34.600 -19.110 -0.157 -19.666 -0.108 -19.970 -0.163 6.719 0.359 4.301 0.520 43.429 42.096
35.000 -19.105 -0.158 -19.660 -0.108 -19.963 -0.162 6.722 0.360 4.285 0.519 43.427 42.092
35.400 -19.101 -0.159 -19.654 -0.107 -19.956 -0.161 6.726 0.362 4.268 0.518 43.424 42.088
35.800 -19.096 -0.160 -19.648 -0.107 -19.949 -0.160 6.730 0.363 4.251 0.516 43.422 42.084
36.200 -19.091 -0.160 -19.642 -0.107 -19.942 -0.159 6.733 0.364 4.235 0.515 43.419 42.079
36.600 -19.086 -0.161 -19.636 -0.107 -19.935 -0.158 6.737 0.365 4.218 0.513 43.417 42.075
37.000 -19.082 -0.162 -19.630 -0.106 -19.928 -0.156 6.741 0.366 4.201 0.511 43.414 42.070
37.400 -19.077 -0.162 -19.624 -0.106 -19.920 -0.155 6.745 0.367 4.184 0.509 43.412 42.065
37.800 -19.072 -0.163 -19.618 -0.106 -19.913 -0.154 6.749 0.368 4.168 0.507 43.409 42.060
38.200 -19.068 -0.163 -19.612 -0.105 -19.906 -0.153 6.753 0.369 4.151 0.504 43.407 42.055
38.600 -19.063 -0.164 -19.606 -0.105 -19.899 -0.151 6.757 0.369 4.134 0.501 43.404 42.049
39.000 -19.058 -0.164 -19.600 -0.105 -19.891 -0.150 6.761 0.369 4.117 0.499 43.402 42.044
39.400 -19.053 -0.164 -19.594 -0.104 -19.884 -0.148 6.765 0.370 4.100 0.496 43.399 42.038
39.800 -19.049 -0.165 -19.588 -0.104 -19.877 -0.147 6.769 0.370 4.083 0.493 43.397 42.032
40.200 -19.044 -0.165 -19.582 -0.103 -19.869 -0.145 6.774 0.370 4.066 0.490 43.394 42.026
40.600 -19.039 -0.165 -19.575 -0.102 -19.862 -0.143 6.778 0.370 4.049 0.486 43.392 42.020
41.000 -19.034 -0.165 -19.569 -0.102 -19.854 -0.142 6.783 0.370 4.031 0.483 43.389 42.014
41.400 -19.030 -0.165 -19.563 -0.101 -19.847 -0.140 6.787 0.370 4.014 0.480 43.387 42.008
41.800 -19.025 -0.165 -19.557 -0.100 -19.839 -0.138 6.792 0.371 3.997 0.476 43.384 42.001
42.200 -19.020 -0.165 -19.551 -0.099 -19.832 -0.137 6.796 0.371 3.980 0.473 43.382 41.995
42.600 -19.015 -0.165 -19.545 -0.099 -19.824 -0.135 6.801 0.371 3.962 0.470 43.379 41.988
43.000 -19.010 -0.165 -19.539 -0.098 -19.817 -0.133 6.805 0.371 3.945 0.467 43.376 41.982
43.400 -19.005 -0.165 -19.532 -0.097 -19.809 -0.131 6.810 0.371 3.928 0.463 43.374 41.975
43.800 -19.000 -0.164 -19.526 -0.096 -19.801 -0.130 6.815 0.371 3.911 0.460 43.371 41.969
44.200 -18.995 -0.164 -19.520 -0.095 -19.794 -0.128 6.819 0.371 3.893 0.457 43.368 41.962
44.600 -18.990 -0.164 -19.513 -0.094 -19.786 -0.126 6.824 0.371 3.876 0.454 43.366 41.956
45.000 -18.985 -0.163 -19.507 -0.092 -19.778 -0.124 6.829 0.372 3.858 0.451 43.363 41.949
45.400 -18.980 -0.163 -19.501 -0.091 -19.770 -0.122 6.833 0.372 3.841 0.449 43.360 41.943
45.800 -18.975 -0.162 -19.494 -0.090 -19.763 -0.121 6.838 0.373 3.823 0.446 43.357 41.937
46.200 -18.970 -0.162 -19.488 -0.089 -19.755 -0.119 6.843 0.374 3.806 0.444 43.355 41.931
46.600 -18.965 -0.161 -19.481 -0.088 -19.747 -0.117 6.848 0.375 3.788 0.442 43.352 41.925
47.000 -18.959 -0.160 -19.474 -0.086 -19.739 -0.115 6.852 0.376 3.771 0.441 43.349 41.920
47.400 -18.954 -0.160 -19.468 -0.085 -19.732 -0.114 6.857 0.378 3.753 0.439 43.346 41.915
47.800 -18.949 -0.159 -19.461 -0.084 -19.724 -0.112 6.862 0.379 3.735 0.438 43.343 41.910
48.200 -18.944 -0.158 -19.454 -0.083 -19.716 -0.111 6.867 0.381 3.717 0.437 43.340 41.906
48.600 -18.938 -0.157 -19.447 -0.082 -19.708 -0.109 6.873 0.384 3.699 0.437 43.338 41.902
49.000 -18.933 -0.156 -19.440 -0.081 -19.700 -0.108 6.878 0.387 3.681 0.437 43.335 41.898
49.400 -18.927 -0.156 -19.433 -0.079 -19.693 -0.107 6.883 0.390 3.663 0.437 43.332 41.896
49.800 -18.922 -0.155 -19.425 -0.078 -19.685 -0.106 6.889 0.393 3.644 0.438 43.329 41.893
50.200 -18.916 -0.154 -19.418 -0.077 -19.677 -0.105 6.895 0.397 3.625 0.439 43.326 41.891
50.600 -18.911 -0.153 -19.411 -0.076 -19.670 -0.104 6.901 0.401 3.606 0.440 43.323 41.890
51.000 -18.905 -0.152 -19.403 -0.076 -19.662 -0.104 6.907 0.405 3.587 0.442 43.319 41.888
51.400 -18.899 -0.151 -19.396 -0.075 -19.654 -0.103 6.914 0.409 3.567 0.443 43.316 41.887
51.800 -18.894 -0.150 -19.388 -0.074 -19.647 -0.103 6.921 0.413 3.547 0.445 43.313 41.886
52.200 -18.888 -0.149 -19.381 -0.073 -19.639 -0.103 6.929 0.418 3.527 0.446 43.310 41.885
52.600 -18.882 -0.148 -19.373 -0.072 -19.631 -0.103 6.937 0.422 3.506 0.447 43.307 41.884
53.000 -18.877 -0.147 -19.366 -0.072 -19.624 -0.103 6.945 0.426 3.485 0.448 43.304 41.882
53.400 -18.871 -0.146 -19.359 -0.071 -19.616 -0.103 6.954 0.429 3.464 0.448 43.301 41.881
53.800 -18.865 -0.145 -19.351 -0.071 -19.608 -0.103 6.962 0.433 3.443 0.448 43.298 41.880
54.200 -18.859 -0.144 -19.344 -0.070 -19.601 -0.104 6.972 0.436 3.422 0.448 43.295 41.878
54.600 -18.854 -0.143 -19.336 -0.070 -19.593 -0.104 6.981 0.439 3.400 0.448 43.292 41.876
55.000 -18.848 -0.142 -19.329 -0.070 -19.586 -0.105 6.991 0.442 3.379 0.447 43.289 41.875
55.400 -18.842 -0.141 -19.322 -0.069 -19.578 -0.106 7.001 0.445 3.357 0.447 43.285 41.873
55.800 -18.836 -0.141 -19.314 -0.069 -19.571 -0.107 7.012 0.448 3.335 0.445 43.282 41.871
56.200 -18.830 -0.140 -19.307 -0.069 -19.563 -0.108 7.023 0.450 3.313 0.444 43.279 41.869
56.600 -18.824 -0.140 -19.299 -0.069 -19.555 -0.109 7.034 0.453 3.291 0.443 43.276 41.867
57.000 -18.819 -0.139 -19.292 -0.069 -19.548 -0.110 7.045 0.455 3.269 0.441 43.273 41.865
57.400 -18.813 -0.139 -19.285 -0.070 -19.540 -0.112 7.056 0.456 3.248 0.439 43.270 41.864
57.800 -18.807 -0.139 -19.277 -0.070 -19.532 -0.113 7.067 0.458 3.226 0.437 43.267 41.862
58.200 -18.801 -0.139 -19.270 -0.071 -19.525 -0.115 7.079 0.459 3.205 0.434 43.264 41.861
58.600 -18.795 -0.140 -19.262 -0.072 -19.517 -0.117 7.090 0.460 3.183 0.432 43.261 41.859
