"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4735.89 g-4735.89_err g-4746.48 g-4746.48_err i-7645.77 i-7645.77_err orange-6629.82 orange-6629.82_err r-6198.96 r-6198.96_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-20.000 -21.210 -0.068 -21.209 -0.068 -21.184 -0.057 -21.069 -0.057 -21.043 -0.058 -20.998 -0.062 -20.792 -0.115 15.962 0.392 2.114 0.062 44.315 42.923
-19.600 -21.229 -0.068 -21.228 -0.067 -21.205 -0.057 -21.092 -0.058 -21.066 -0.059 -21.021 -0.064 -20.814 -0.116 15.860 0.398 2.151 0.065 44.319 42.932
-19.200 -21.248 -0.068 -21.247 -0.067 -21.225 -0.057 -21.114 -0.059 -21.089 -0.060 -21.044 -0.065 -20.836 -0.118 15.761 0.402 2.189 0.067 44.324 42.940
-18.800 -21.266 -0.067 -21.265 -0.067 -21.244 -0.057 -21.136 -0.060 -21.111 -0.062 -21.067 -0.066 -20.858 -0.119 15.664 0.406 2.226 0.070 44.327 42.946
-18.400 -21.283 -0.067 -21.283 -0.067 -21.263 -0.058 -21.157 -0.061 -21.132 -0.063 -21.088 -0.068 -20.879 -0.121 15.570 0.408 2.263 0.072 44.331 42.951
-18.000 -21.300 -0.068 -21.300 -0.067 -21.282 -0.058 -21.178 -0.062 -21.153 -0.064 -21.109 -0.069 -20.899 -0.122 15.479 0.409 2.299 0.075 44.335 42.955
-17.600 -21.317 -0.068 -21.316 -0.068 -21.299 -0.058 -21.197 -0.063 -21.173 -0.065 -21.129 -0.070 -20.919 -0.124 15.392 0.409 2.334 0.077 44.338 42.958
-17.200 -21.332 -0.068 -21.332 -0.068 -21.316 -0.059 -21.216 -0.064 -21.192 -0.066 -21.148 -0.071 -20.939 -0.126 15.310 0.408 2.369 0.078 44.342 42.960
-16.800 -21.347 -0.069 -21.347 -0.069 -21.332 -0.059 -21.234 -0.065 -21.210 -0.067 -21.167 -0.073 -20.958 -0.128 15.231 0.407 2.403 0.080 44.345 42.960
-16.400 -21.362 -0.070 -21.361 -0.069 -21.347 -0.060 -21.251 -0.066 -21.227 -0.068 -21.185 -0.074 -20.976 -0.129 15.155 0.404 2.436 0.081 44.348 42.960
-16.000 -21.375 -0.071 -21.375 -0.070 -21.362 -0.061 -21.268 -0.067 -21.244 -0.069 -21.201 -0.075 -20.994 -0.131 15.082 0.400 2.468 0.082 44.351 42.958
-15.600 -21.388 -0.072 -21.388 -0.071 -21.376 -0.062 -21.283 -0.068 -21.259 -0.070 -21.217 -0.076 -21.011 -0.133 15.013 0.396 2.498 0.083 44.354 42.956
-15.200 -21.400 -0.073 -21.400 -0.072 -21.389 -0.062 -21.298 -0.068 -21.274 -0.071 -21.233 -0.077 -21.027 -0.134 14.947 0.391 2.528 0.084 44.357 42.953
-14.800 -21.412 -0.074 -21.412 -0.073 -21.401 -0.064 -21.311 -0.069 -21.288 -0.072 -21.247 -0.078 -21.043 -0.136 14.885 0.385 2.557 0.084 44.359 42.949
-14.400 -21.423 -0.075 -21.423 -0.075 -21.412 -0.065 -21.324 -0.070 -21.302 -0.073 -21.261 -0.079 -21.058 -0.137 14.826 0.379 2.584 0.084 44.362 42.945
-14.000 -21.433 -0.077 -21.433 -0.076 -21.423 -0.066 -21.337 -0.071 -21.314 -0.074 -21.273 -0.080 -21.072 -0.139 14.771 0.373 2.610 0.084 44.364 42.940
-13.600 -21.443 -0.078 -21.443 -0.078 -21.433 -0.067 -21.348 -0.072 -21.325 -0.075 -21.285 -0.081 -21.086 -0.140 14.720 0.366 2.635 0.084 44.366 42.934
-13.200 -21.452 -0.080 -21.452 -0.079 -21.442 -0.068 -21.358 -0.073 -21.336 -0.075 -21.296 -0.082 -21.099 -0.142 14.671 0.358 2.658 0.083 44.368 42.928
-12.800 -21.460 -0.081 -21.460 -0.081 -21.451 -0.070 -21.368 -0.073 -21.346 -0.076 -21.307 -0.083 -21.111 -0.143 14.625 0.351 2.681 0.082 44.370 42.920
-12.400 -21.468 -0.083 -21.468 -0.082 -21.459 -0.071 -21.377 -0.074 -21.356 -0.077 -21.317 -0.084 -21.123 -0.144 14.581 0.342 2.702 0.081 44.371 42.912
-12.000 -21.475 -0.084 -21.475 -0.084 -21.466 -0.073 -21.386 -0.075 -21.364 -0.078 -21.326 -0.085 -21.134 -0.145 14.540 0.333 2.722 0.080 44.373 42.902
-11.600 -21.482 -0.086 -21.482 -0.086 -21.473 -0.074 -21.393 -0.075 -21.372 -0.078 -21.334 -0.085 -21.144 -0.146 14.500 0.324 2.741 0.079 44.374 42.892
-11.200 -21.488 -0.088 -21.488 -0.087 -21.479 -0.076 -21.400 -0.076 -21.379 -0.079 -21.341 -0.086 -21.154 -0.147 14.461 0.314 2.759 0.077 44.375 42.880
-10.800 -21.493 -0.089 -21.493 -0.089 -21.484 -0.077 -21.407 -0.076 -21.386 -0.079 -21.348 -0.086 -21.164 -0.148 14.425 0.304 2.776 0.075 44.376 42.867
-10.400 -21.498 -0.091 -21.498 -0.090 -21.489 -0.079 -21.412 -0.077 -21.392 -0.079 -21.355 -0.087 -21.172 -0.149 14.389 0.293 2.792 0.073 44.377 42.853
-10.000 -21.503 -0.092 -21.502 -0.092 -21.493 -0.080 -21.417 -0.077 -21.397 -0.080 -21.361 -0.087 -21.181 -0.150 14.354 0.282 2.807 0.071 44.377 42.838
-9.600 -21.506 -0.093 -21.506 -0.093 -21.497 -0.081 -21.422 -0.077 -21.402 -0.080 -21.366 -0.087 -21.188 -0.150 14.320 0.271 2.821 0.069 44.378 42.820
-9.200 -21.510 -0.095 -21.510 -0.094 -21.501 -0.082 -21.426 -0.077 -21.406 -0.080 -21.370 -0.087 -21.196 -0.151 14.287 0.259 2.835 0.066 44.378 42.802
-8.800 -21.513 -0.096 -21.513 -0.095 -21.503 -0.083 -21.429 -0.077 -21.410 -0.080 -21.374 -0.087 -21.202 -0.152 14.255 0.246 2.848 0.063 44.378 42.781
-8.400 -21.515 -0.097 -21.515 -0.096 -21.506 -0.084 -21.432 -0.077 -21.413 -0.080 -21.378 -0.087 -21.209 -0.152 14.224 0.233 2.860 0.060 44.378 42.758
-8.000 -21.517 -0.098 -21.517 -0.097 -21.508 -0.085 -21.435 -0.077 -21.415 -0.080 -21.381 -0.087 -21.215 -0.153 14.194 0.220 2.871 0.057 44.377 42.733
-7.600 -21.519 -0.099 -21.518 -0.098 -21.509 -0.086 -21.436 -0.077 -21.417 -0.080 -21.384 -0.087 -21.220 -0.153 14.165 0.206 2.881 0.054 44.377 42.705
-7.200 -21.520 -0.100 -21.520 -0.099 -21.510 -0.087 -21.438 -0.077 -21.419 -0.080 -21.386 -0.087 -21.225 -0.153 14.137 0.192 2.891 0.051 44.376 42.674
-6.800 -21.520 -0.100 -21.520 -0.100 -21.511 -0.087 -21.439 -0.077 -21.420 -0.079 -21.388 -0.087 -21.230 -0.154 14.109 0.178 2.900 0.047 44.376 42.640
-6.400 -21.521 -0.101 -21.521 -0.101 -21.511 -0.088 -21.439 -0.077 -21.421 -0.079 -21.389 -0.087 -21.235 -0.154 14.083 0.163 2.908 0.043 44.375 42.601
-6.000 -21.521 -0.102 -21.521 -0.101 -21.511 -0.089 -21.440 -0.077 -21.422 -0.079 -21.390 -0.087 -21.239 -0.154 14.057 0.148 2.916 0.040 44.374 42.558
-5.600 -21.521 -0.102 -21.521 -0.102 -21.511 -0.089 -21.440 -0.077 -21.422 -0.079 -21.391 -0.086 -21.243 -0.155 14.031 0.132 2.923 0.036 44.373 42.510
-5.200 -21.520 -0.103 -21.520 -0.102 -21.510 -0.089 -21.439 -0.077 -21.422 -0.079 -21.391 -0.086 -21.247 -0.155 14.004 0.117 2.930 0.032 44.372 42.455
-4.800 -21.520 -0.103 -21.520 -0.103 -21.509 -0.090 -21.439 -0.078 -21.421 -0.079 -21.391 -0.086 -21.250 -0.155 13.977 0.102 2.937 0.028 44.370 42.395
-4.400 -21.519 -0.104 -21.519 -0.103 -21.508 -0.090 -21.438 -0.078 -21.421 -0.079 -21.391 -0.086 -21.253 -0.155 13.949 0.087 2.944 0.024 44.369 42.326
-4.000 -21.518 -0.104 -21.517 -0.104 -21.507 -0.091 -21.437 -0.078 -21.420 -0.079 -21.391 -0.086 -21.257 -0.156 13.919 0.073 2.952 0.020 44.367 42.249
-3.600 -21.516 -0.105 -21.516 -0.104 -21.506 -0.091 -21.436 -0.078 -21.420 -0.080 -21.391 -0.087 -21.260 -0.156 13.890 0.060 2.959 0.017 44.366 42.161
-3.200 -21.515 -0.105 -21.515 -0.105 -21.504 -0.092 -21.436 -0.078 -21.419 -0.080 -21.391 -0.087 -21.263 -0.156 13.857 0.048 2.967 0.014 44.364 42.064
-2.800 -21.513 -0.105 -21.513 -0.105 -21.503 -0.092 -21.435 -0.079 -21.419 -0.080 -21.391 -0.087 -21.266 -0.156 13.822 0.038 2.976 0.011 44.362 41.962
-2.400 -21.512 -0.106 -21.512 -0.105 -21.501 -0.093 -21.434 -0.079 -21.418 -0.081 -21.391 -0.087 -21.269 -0.157 13.784 0.031 2.986 0.009 44.360 41.873
-2.000 -21.510 -0.106 -21.510 -0.106 -21.499 -0.093 -21.433 -0.080 -21.418 -0.081 -21.391 -0.088 -21.272 -0.157 13.744 0.029 2.996 0.008 44.358 41.829
-1.600 -21.508 -0.107 -21.508 -0.107 -21.498 -0.094 -21.433 -0.081 -21.417 -0.082 -21.392 -0.089 -21.275 -0.157 13.701 0.030 3.007 0.009 44.356 41.850
-1.200 -21.506 -0.108 -21.506 -0.107 -21.496 -0.095 -21.432 -0.081 -21.417 -0.083 -21.392 -0.089 -21.278 -0.157 13.656 0.035 3.020 0.010 44.354 41.909
-0.800 -21.504 -0.109 -21.504 -0.108 -21.495 -0.095 -21.432 -0.082 -21.417 -0.084 -21.392 -0.090 -21.281 -0.158 13.608 0.041 3.033 0.012 44.352 41.977
-0.400 -21.503 -0.110 -21.503 -0.109 -21.493 -0.096 -21.432 -0.083 -21.417 -0.085 -21.393 -0.091 -21.284 -0.158 13.557 0.048 3.047 0.014 44.349 42.039
-0.000 -21.501 -0.111 -21.501 -0.110 -21.492 -0.097 -21.432 -0.084 -21.418 -0.086 -21.394 -0.092 -21.287 -0.158 13.504 0.054 3.063 0.016 44.347 42.092
0.400 -21.499 -0.112 -21.499 -0.111 -21.490 -0.098 -21.432 -0.085 -21.418 -0.087 -21.395 -0.092 -21.290 -0.158 13.449 0.060 3.079 0.018 44.345 42.136
0.800 -21.497 -0.113 -21.497 -0.113 -21.489 -0.099 -21.432 -0.086 -21.419 -0.088 -21.396 -0.093 -21.293 -0.159 13.393 0.066 3.096 0.020 44.342 42.173
1.200 -21.496 -0.114 -21.496 -0.114 -21.488 -0.101 -21.433 -0.087 -21.420 -0.088 -21.398 -0.094 -21.297 -0.159 13.335 0.071 3.115 0.022 44.340 42.204
1.600 -21.494 -0.115 -21.494 -0.115 -21.487 -0.102 -21.433 -0.088 -21.421 -0.089 -21.399 -0.095 -21.301 -0.159 13.275 0.076 3.134 0.024 44.337 42.229
2.000 -21.492 -0.116 -21.492 -0.116 -21.486 -0.103 -21.434 -0.089 -21.422 -0.090 -21.401 -0.096 -21.304 -0.159 13.214 0.080 3.154 0.026 44.335 42.249
2.400 -21.491 -0.118 -21.491 -0.117 -21.485 -0.104 -21.435 -0.090 -21.423 -0.091 -21.403 -0.096 -21.308 -0.159 13.152 0.084 3.175 0.027 44.332 42.264
2.800 -21.490 -0.119 -21.490 -0.118 -21.484 -0.105 -21.437 -0.091 -21.425 -0.092 -21.405 -0.097 -21.312 -0.159 13.088 0.087 3.197 0.029 44.330 42.276
3.200 -21.488 -0.120 -21.488 -0.119 -21.484 -0.106 -21.438 -0.092 -21.427 -0.093 -21.408 -0.097 -21.316 -0.159 13.023 0.089 3.221 0.030 44.327 42.285
3.600 -21.487 -0.121 -21.487 -0.120 -21.483 -0.107 -21.440 -0.092 -21.429 -0.093 -21.411 -0.098 -21.320 -0.159 12.956 0.091 3.245 0.031 44.325 42.291
4.000 -21.486 -0.121 -21.486 -0.121 -21.483 -0.108 -21.442 -0.093 -21.432 -0.094 -21.414 -0.098 -21.325 -0.159 12.889 0.092 3.270 0.032 44.323 42.293
4.400 -21.485 -0.122 -21.485 -0.122 -21.483 -0.108 -21.445 -0.093 -21.434 -0.094 -21.417 -0.099 -21.329 -0.159 12.822 0.093 3.296 0.033 44.321 42.293
4.800 -21.484 -0.123 -21.484 -0.122 -21.483 -0.109 -21.447 -0.094 -21.437 -0.094 -21.420 -0.099 -21.334 -0.159 12.753 0.093 3.323 0.034 44.318 42.291
5.200 -21.483 -0.123 -21.483 -0.123 -21.483 -0.109 -21.450 -0.094 -21.440 -0.095 -21.424 -0.099 -21.338 -0.159 12.685 0.093 3.351 0.034 44.316 42.287
5.600 -21.482 -0.124 -21.482 -0.123 -21.483 -0.110 -21.453 -0.094 -21.444 -0.095 -21.427 -0.099 -21.343 -0.159 12.616 0.092 3.379 0.035 44.314 42.281
6.000 -21.481 -0.124 -21.482 -0.123 -21.484 -0.110 -21.456 -0.095 -21.447 -0.095 -21.431 -0.100 -21.348 -0.158 12.547 0.091 3.408 0.035 44.312 42.273
6.400 -21.481 -0.124 -21.481 -0.124 -21.484 -0.110 -21.459 -0.095 -21.451 -0.095 -21.435 -0.099 -21.353 -0.158 12.479 0.090 3.438 0.035 44.310 42.264
6.800 -21.480 -0.124 -21.481 -0.124 -21.485 -0.110 -21.462 -0.094 -21.454 -0.095 -21.440 -0.099 -21.358 -0.158 12.411 0.089 3.468 0.035 44.308 42.253
7.200 -21.480 -0.124 -21.480 -0.123 -21.486 -0.110 -21.466 -0.094 -21.458 -0.095 -21.444 -0.099 -21.363 -0.157 12.344 0.087 3.499 0.035 44.307 42.241
7.600 -21.480 -0.124 -21.480 -0.123 -21.487 -0.110 -21.469 -0.094 -21.462 -0.095 -21.448 -0.099 -21.368 -0.157 12.278 0.085 3.530 0.035 44.305 42.229
8.000 -21.479 -0.123 -21.480 -0.123 -21.487 -0.109 -21.473 -0.094 -21.466 -0.094 -21.453 -0.099 -21.373 -0.156 12.212 0.083 3.561 0.035 44.303 42.215
8.400 -21.479 -0.123 -21.479 -0.122 -21.488 -0.109 -21.477 -0.094 -21.470 -0.094 -21.457 -0.098 -21.378 -0.156 12.147 0.081 3.593 0.034 44.302 42.201
8.800 -21.479 -0.122 -21.479 -0.122 -21.490 -0.109 -21.481 -0.093 -21.475 -0.094 -21.462 -0.098 -21.383 -0.155 12.084 0.079 3.625 0.034 44.300 42.186
9.200 -21.479 -0.122 -21.479 -0.121 -21.491 -0.108 -21.485 -0.093 -21.479 -0.093 -21.467 -0.098 -21.388 -0.155 12.021 0.077 3.657 0.034 44.299 42.171
9.600 -21.479 -0.121 -21.479 -0.120 -21.492 -0.107 -21.489 -0.092 -21.483 -0.093 -21.471 -0.097 -21.393 -0.154 11.960 0.075 3.689 0.034 44.298 42.156
10.000 -21.478 -0.120 -21.479 -0.120 -21.493 -0.107 -21.493 -0.092 -21.487 -0.092 -21.476 -0.097 -21.398 -0.153 11.899 0.073 3.721 0.033 44.296 42.142
10.400 -21.478 -0.119 -21.479 -0.119 -21.495 -0.106 -21.497 -0.091 -21.492 -0.092 -21.481 -0.096 -21.403 -0.153 11.840 0.071 3.753 0.033 44.295 42.128
10.800 -21.478 -0.118 -21.479 -0.118 -21.496 -0.105 -21.501 -0.091 -21.496 -0.091 -21.486 -0.096 -21.408 -0.152 11.783 0.069 3.785 0.033 44.294 42.115
11.200 -21.478 -0.117 -21.479 -0.117 -21.497 -0.104 -21.505 -0.090 -21.500 -0.091 -21.490 -0.095 -21.412 -0.151 11.727 0.068 3.817 0.033 44.293 42.105
11.600 -21.478 -0.116 -21.479 -0.116 -21.499 -0.103 -21.509 -0.090 -21.505 -0.090 -21.495 -0.095 -21.416 -0.150 11.672 0.067 3.849 0.033 44.292 42.096
12.000 -21.478 -0.115 -21.479 -0.115 -21.500 -0.102 -21.513 -0.089 -21.509 -0.090 -21.499 -0.094 -21.421 -0.149 11.619 0.067 3.879 0.033 44.291 42.090
12.400 -21.478 -0.114 -21.479 -0.114 -21.501 -0.101 -21.516 -0.089 -21.513 -0.089 -21.503 -0.094 -21.425 -0.148 11.568 0.067 3.910 0.034 44.290 42.086
12.800 -21.478 -0.113 -21.479 -0.112 -21.502 -0.100 -21.520 -0.088 -21.517 -0.089 -21.508 -0.093 -21.428 -0.147 11.519 0.067 3.940 0.035 44.289 42.085
13.200 -21.478 -0.112 -21.478 -0.111 -21.503 -0.099 -21.524 -0.088 -21.521 -0.088 -21.512 -0.093 -21.432 -0.146 11.471 0.068 3.968 0.036 44.289 42.086
13.600 -21.477 -0.110 -21.478 -0.110 -21.504 -0.098 -21.527 -0.087 -21.524 -0.088 -21.515 -0.092 -21.435 -0.144 11.426 0.069 3.996 0.037 44.288 42.090
14.000 -21.477 -0.109 -21.478 -0.108 -21.505 -0.097 -21.530 -0.087 -21.527 -0.087 -21.519 -0.091 -21.438 -0.143 11.383 0.070 4.023 0.038 44.287 42.095
14.400 -21.476 -0.107 -21.477 -0.107 -21.506 -0.096 -21.533 -0.086 -21.530 -0.087 -21.522 -0.091 -21.441 -0.142 11.342 0.072 4.048 0.039 44.286 42.101
14.800 -21.476 -0.106 -21.476 -0.106 -21.506 -0.094 -21.535 -0.085 -21.533 -0.086 -21.525 -0.090 -21.443 -0.140 11.303 0.074 4.072 0.041 44.285 42.109
15.200 -21.475 -0.105 -21.476 -0.104 -21.507 -0.093 -21.538 -0.085 -21.536 -0.085 -21.528 -0.089 -21.445 -0.139 11.268 0.075 4.094 0.042 44.285 42.116
15.600 -21.474 -0.103 -21.475 -0.103 -21.507 -0.092 -21.540 -0.084 -21.538 -0.085 -21.530 -0.088 -21.447 -0.137 11.234 0.077 4.115 0.044 44.284 42.124
16.000 -21.473 -0.101 -21.474 -0.101 -21.507 -0.091 -21.541 -0.083 -21.539 -0.084 -21.532 -0.088 -21.448 -0.136 11.204 0.079 4.133 0.045 44.283 42.130
16.400 -21.471 -0.100 -21.472 -0.099 -21.507 -0.089 -21.542 -0.082 -21.541 -0.083 -21.533 -0.087 -21.449 -0.134 11.176 0.080 4.150 0.046 44.282 42.136
16.800 -21.470 -0.098 -21.471 -0.098 -21.506 -0.088 -21.543 -0.081 -21.542 -0.082 -21.534 -0.086 -21.450 -0.132 11.151 0.082 4.164 0.048 44.281 42.142
17.200 -21.468 -0.097 -21.469 -0.096 -21.505 -0.086 -21.544 -0.080 -21.542 -0.081 -21.534 -0.085 -21.450 -0.130 11.129 0.083 4.177 0.049 44.280 42.147
17.600 -21.466 -0.095 -21.467 -0.095 -21.504 -0.085 -21.544 -0.079 -21.542 -0.080 -21.534 -0.084 -21.449 -0.128 11.108 0.085 4.187 0.050 44.279 42.152
18.000 -21.463 -0.093 -21.464 -0.093 -21.503 -0.083 -21.544 -0.078 -21.542 -0.079 -21.534 -0.082 -21.449 -0.126 11.087 0.086 4.197 0.051 44.278 42.157
18.400 -21.461 -0.091 -21.462 -0.091 -21.501 -0.082 -21.543 -0.077 -21.541 -0.078 -21.533 -0.081 -21.447 -0.124 11.069 0.088 4.205 0.053 44.277 42.163
18.800 -21.458 -0.089 -21.459 -0.089 -21.499 -0.080 -21.542 -0.076 -21.540 -0.076 -21.532 -0.080 -21.446 -0.122 11.052 0.090 4.212 0.054 44.275 42.169
19.200 -21.454 -0.088 -21.455 -0.087 -21.497 -0.078 -21.540 -0.074 -21.538 -0.075 -21.530 -0.078 -21.443 -0.120 11.035 0.092 4.217 0.055 44.274 42.176
19.600 -21.450 -0.086 -21.451 -0.085 -21.494 -0.076 -21.538 -0.073 -21.536 -0.074 -21.528 -0.077 -21.441 -0.117 11.019 0.094 4.222 0.057 44.272 42.183
20.000 -21.446 -0.084 -21.447 -0.083 -21.490 -0.075 -21.536 -0.071 -21.534 -0.072 -21.525 -0.075 -21.438 -0.115 11.003 0.096 4.225 0.059 44.271 42.191
20.400 -21.441 -0.081 -21.443 -0.081 -21.487 -0.073 -21.533 -0.070 -21.531 -0.070 -21.522 -0.073 -21.434 -0.112 10.989 0.099 4.226 0.060 44.269 42.199
20.800 -21.436 -0.079 -21.438 -0.079 -21.482 -0.071 -21.529 -0.068 -21.527 -0.069 -21.519 -0.071 -21.430 -0.109 10.974 0.101 4.228 0.062 44.267 42.206
21.200 -21.431 -0.077 -21.432 -0.077 -21.478 -0.069 -21.525 -0.066 -21.523 -0.067 -21.515 -0.070 -21.425 -0.107 10.960 0.104 4.228 0.064 44.264 42.214
21.600 -21.425 -0.075 -21.426 -0.075 -21.472 -0.067 -21.521 -0.065 -21.519 -0.065 -21.510 -0.068 -21.420 -0.104 10.946 0.106 4.226 0.065 44.262 42.221
22.000 -21.418 -0.073 -21.419 -0.072 -21.466 -0.066 -21.516 -0.063 -21.514 -0.063 -21.505 -0.066 -21.414 -0.101 10.933 0.109 4.223 0.067 44.259 42.228
22.400 -21.411 -0.070 -21.412 -0.070 -21.460 -0.064 -21.510 -0.061 -21.508 -0.061 -21.499 -0.063 -21.408 -0.098 10.920 0.111 4.219 0.068 44.256 42.234
22.800 -21.403 -0.068 -21.405 -0.068 -21.453 -0.062 -21.504 -0.059 -21.502 -0.059 -21.493 -0.061 -21.401 -0.094 10.909 0.113 4.213 0.070 44.253 42.239
23.200 -21.395 -0.066 -21.396 -0.065 -21.445 -0.060 -21.497 -0.057 -21.495 -0.057 -21.486 -0.059 -21.393 -0.091 10.897 0.115 4.205 0.071 44.250 42.243
23.600 -21.386 -0.063 -21.388 -0.063 -21.437 -0.058 -21.489 -0.055 -21.487 -0.055 -21.478 -0.057 -21.386 -0.088 10.886 0.117 4.197 0.072 44.246 42.245
24.000 -21.377 -0.061 -21.378 -0.061 -21.428 -0.056 -21.481 -0.053 -21.479 -0.053 -21.470 -0.055 -21.377 -0.085 10.875 0.119 4.187 0.073 44.242 42.246
24.400 -21.367 -0.058 -21.368 -0.058 -21.419 -0.054 -21.472 -0.051 -21.470 -0.051 -21.461 -0.053 -21.368 -0.081 10.864 0.120 4.175 0.073 44.238 42.245
24.800 -21.356 -0.056 -21.357 -0.056 -21.409 -0.052 -21.462 -0.048 -21.461 -0.049 -21.451 -0.051 -21.358 -0.078 10.853 0.120 4.163 0.074 44.234 42.242
25.200 -21.345 -0.054 -21.346 -0.053 -21.398 -0.050 -21.452 -0.046 -21.450 -0.047 -21.441 -0.049 -21.348 -0.075 10.842 0.120 4.149 0.074 44.229 42.237
25.600 -21.332 -0.051 -21.334 -0.051 -21.386 -0.048 -21.441 -0.045 -21.439 -0.045 -21.430 -0.047 -21.338 -0.071 10.830 0.120 4.134 0.074 44.224 42.230
26.000 -21.320 -0.049 -21.321 -0.049 -21.373 -0.046 -21.429 -0.043 -21.427 -0.043 -21.418 -0.045 -21.326 -0.068 10.818 0.120 4.118 0.073 44.219 42.221
26.400 -21.306 -0.047 -21.307 -0.047 -21.360 -0.044 -21.416 -0.041 -21.415 -0.041 -21.405 -0.044 -21.314 -0.065 10.806 0.119 4.101 0.072 44.213 42.211
26.800 -21.291 -0.045 -21.293 -0.045 -21.346 -0.043 -21.403 -0.040 -21.401 -0.040 -21.392 -0.043 -21.302 -0.063 10.792 0.117 4.083 0.072 44.207 42.200
27.200 -21.276 -0.044 -21.277 -0.044 -21.331 -0.042 -21.388 -0.039 -21.387 -0.039 -21.378 -0.042 -21.289 -0.061 10.778 0.116 4.065 0.070 44.201 42.187
27.600 -21.260 -0.043 -21.261 -0.043 -21.315 -0.042 -21.373 -0.038 -21.372 -0.038 -21.364 -0.041 -21.276 -0.059 10.762 0.114 4.045 0.069 44.194 42.174
28.000 -21.243 -0.043 -21.244 -0.043 -21.298 -0.042 -21.357 -0.038 -21.356 -0.038 -21.348 -0.041 -21.262 -0.057 10.745 0.112 4.026 0.068 44.187 42.160
28.400 -21.225 -0.044 -21.226 -0.044 -21.280 -0.043 -21.341 -0.039 -21.340 -0.039 -21.332 -0.042 -21.248 -0.056 10.726 0.110 4.006 0.066 44.180 42.146
28.800 -21.206 -0.046 -21.207 -0.046 -21.262 -0.044 -21.323 -0.040 -21.323 -0.040 -21.315 -0.043 -21.234 -0.056 10.704 0.107 3.986 0.064 44.172 42.129
29.200 -21.186 -0.049 -21.187 -0.048 -21.242 -0.046 -21.305 -0.041 -21.305 -0.042 -21.298 -0.044 -21.218 -0.057 10.680 0.103 3.966 0.062 44.164 42.109
29.600 -21.165 -0.052 -21.167 -0.052 -21.222 -0.048 -21.286 -0.044 -21.286 -0.044 -21.280 -0.046 -21.203 -0.058 10.654 0.099 3.947 0.059 44.155 42.085
30.000 -21.144 -0.055 -21.145 -0.055 -21.201 -0.051 -21.266 -0.046 -21.267 -0.046 -21.261 -0.048 -21.187 -0.059 10.624 0.094 3.929 0.056 44.146 42.056
30.400 -21.121 -0.059 -21.123 -0.059 -21.179 -0.054 -21.246 -0.049 -21.247 -0.049 -21.241 -0.050 -21.171 -0.061 10.592 0.089 3.911 0.053 44.137 42.022
30.800 -21.099 -0.064 -21.100 -0.063 -21.157 -0.058 -21.225 -0.052 -21.226 -0.052 -21.221 -0.053 -21.154 -0.063 10.558 0.082 3.893 0.049 44.128 41.981
