"Time (MJD)" cyan-5182.42 cyan-5182.42_err g-4746.48 g-4746.48_err orange-6629.82 orange-6629.82_err r-6366.38 r-6366.38_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-31.000 -18.788 -0.124 -18.720 -0.109 -18.540 -0.105 -18.501 -0.113 16.716 0.223 0.659 0.010 43.383 41.769
-30.600 -18.851 -0.120 -18.783 -0.104 -18.601 -0.099 -18.562 -0.107 16.760 0.217 0.676 0.010 43.410 41.783
-30.200 -18.914 -0.116 -18.846 -0.100 -18.663 -0.094 -18.624 -0.102 16.794 0.210 0.694 0.009 43.436 41.795
-29.800 -18.978 -0.114 -18.910 -0.098 -18.727 -0.091 -18.687 -0.099 16.817 0.202 0.714 0.009 43.463 41.806
-29.400 -19.042 -0.112 -18.975 -0.096 -18.791 -0.089 -18.752 -0.096 16.831 0.194 0.734 0.009 43.489 41.816
-29.000 -19.107 -0.112 -19.040 -0.096 -18.856 -0.088 -18.816 -0.095 16.840 0.185 0.756 0.009 43.516 41.823
-28.600 -19.173 -0.112 -19.106 -0.096 -18.922 -0.087 -18.882 -0.093 16.844 0.176 0.779 0.009 43.542 41.828
-28.200 -19.239 -0.112 -19.172 -0.097 -18.988 -0.087 -18.948 -0.093 16.845 0.167 0.803 0.009 43.569 41.831
-27.800 -19.305 -0.112 -19.238 -0.097 -19.054 -0.087 -19.014 -0.092 16.842 0.157 0.828 0.008 43.595 41.832
-27.400 -19.371 -0.113 -19.305 -0.098 -19.121 -0.086 -19.080 -0.091 16.838 0.147 0.854 0.008 43.621 41.830
-27.000 -19.436 -0.112 -19.371 -0.098 -19.187 -0.085 -19.146 -0.090 16.832 0.137 0.881 0.008 43.647 41.826
-26.600 -19.502 -0.112 -19.437 -0.097 -19.253 -0.084 -19.211 -0.088 16.825 0.127 0.909 0.007 43.673 41.819
-26.200 -19.567 -0.111 -19.503 -0.096 -19.319 -0.082 -19.277 -0.086 16.818 0.117 0.937 0.007 43.699 41.810
-25.800 -19.632 -0.110 -19.568 -0.095 -19.384 -0.080 -19.342 -0.084 16.810 0.107 0.966 0.007 43.725 41.797
-25.400 -19.695 -0.108 -19.632 -0.093 -19.448 -0.077 -19.406 -0.081 16.802 0.097 0.995 0.006 43.750 41.781
-25.000 -19.758 -0.105 -19.695 -0.090 -19.512 -0.074 -19.469 -0.078 16.794 0.088 1.025 0.006 43.775 41.762
-24.600 -19.820 -0.103 -19.758 -0.087 -19.574 -0.070 -19.531 -0.074 16.786 0.078 1.055 0.005 43.799 41.740
-24.200 -19.881 -0.099 -19.819 -0.084 -19.635 -0.066 -19.592 -0.071 16.778 0.070 1.086 0.005 43.823 41.715
-23.800 -19.940 -0.096 -19.879 -0.080 -19.695 -0.062 -19.651 -0.067 16.770 0.063 1.117 0.004 43.847 41.691
-23.400 -19.998 -0.092 -19.937 -0.077 -19.753 -0.058 -19.709 -0.064 16.763 0.057 1.148 0.004 43.870 41.670
-23.000 -20.054 -0.088 -19.993 -0.073 -19.810 -0.055 -19.765 -0.061 16.759 0.052 1.178 0.004 43.892 41.656
-22.600 -20.108 -0.084 -20.048 -0.069 -19.864 -0.052 -19.820 -0.059 16.757 0.049 1.208 0.004 43.914 41.649
-22.200 -20.160 -0.081 -20.100 -0.066 -19.917 -0.051 -19.872 -0.058 16.760 0.046 1.237 0.004 43.935 41.646
-21.800 -20.210 -0.077 -20.151 -0.063 -19.967 -0.051 -19.922 -0.059 16.768 0.044 1.266 0.004 43.955 41.640
-21.400 -20.258 -0.074 -20.199 -0.060 -20.015 -0.053 -19.970 -0.061 16.780 0.041 1.293 0.003 43.975 41.630
-21.000 -20.304 -0.071 -20.245 -0.058 -20.060 -0.056 -20.015 -0.064 16.791 0.039 1.319 0.003 43.994 41.623
-20.600 -20.348 -0.069 -20.288 -0.058 -20.103 -0.059 -20.059 -0.067 16.800 0.038 1.345 0.003 44.012 41.622
-20.200 -20.389 -0.068 -20.329 -0.057 -20.145 -0.063 -20.100 -0.071 16.802 0.037 1.371 0.003 44.028 41.628
-19.800 -20.428 -0.067 -20.368 -0.058 -20.183 -0.066 -20.139 -0.074 16.797 0.037 1.396 0.003 44.044 41.644
-19.400 -20.464 -0.067 -20.405 -0.058 -20.220 -0.070 -20.176 -0.078 16.787 0.039 1.421 0.004 44.058 41.672
-19.000 -20.499 -0.067 -20.439 -0.059 -20.255 -0.073 -20.211 -0.082 16.773 0.041 1.445 0.004 44.071 41.711
-18.600 -20.531 -0.066 -20.471 -0.060 -20.288 -0.076 -20.244 -0.085 16.754 0.045 1.469 0.004 44.083 41.758
-18.200 -20.561 -0.066 -20.502 -0.061 -20.319 -0.079 -20.275 -0.088 16.730 0.050 1.492 0.005 44.094 41.811
-17.800 -20.590 -0.066 -20.530 -0.061 -20.348 -0.081 -20.304 -0.090 16.702 0.056 1.515 0.006 44.105 41.869
-17.400 -20.617 -0.065 -20.557 -0.061 -20.375 -0.083 -20.332 -0.092 16.669 0.063 1.537 0.007 44.114 41.930
-17.000 -20.641 -0.064 -20.582 -0.061 -20.401 -0.085 -20.358 -0.094 16.633 0.071 1.559 0.008 44.122 41.991
-16.600 -20.665 -0.063 -20.605 -0.061 -20.426 -0.086 -20.383 -0.096 16.592 0.080 1.580 0.009 44.130 42.052
-16.200 -20.686 -0.062 -20.627 -0.060 -20.448 -0.087 -20.406 -0.097 16.550 0.091 1.601 0.010 44.137 42.110
-15.800 -20.707 -0.060 -20.647 -0.059 -20.470 -0.088 -20.428 -0.098 16.505 0.102 1.622 0.012 44.143 42.165
-15.400 -20.726 -0.058 -20.666 -0.057 -20.490 -0.088 -20.448 -0.098 16.458 0.113 1.642 0.013 44.149 42.216
-15.000 -20.743 -0.056 -20.684 -0.056 -20.509 -0.088 -20.468 -0.098 16.410 0.125 1.661 0.015 44.154 42.263
-14.600 -20.760 -0.054 -20.701 -0.054 -20.527 -0.088 -20.486 -0.098 16.362 0.137 1.680 0.016 44.159 42.306
-14.200 -20.775 -0.052 -20.717 -0.052 -20.544 -0.087 -20.503 -0.097 16.315 0.149 1.698 0.018 44.163 42.345
-13.800 -20.790 -0.050 -20.731 -0.050 -20.560 -0.086 -20.520 -0.096 16.270 0.160 1.715 0.020 44.167 42.379
-13.400 -20.804 -0.049 -20.746 -0.049 -20.575 -0.085 -20.536 -0.096 16.227 0.169 1.732 0.021 44.171 42.407
-13.000 -20.818 -0.048 -20.759 -0.048 -20.590 -0.084 -20.551 -0.095 16.185 0.177 1.748 0.023 44.175 42.429
-12.600 -20.831 -0.048 -20.772 -0.048 -20.604 -0.083 -20.565 -0.093 16.145 0.182 1.764 0.024 44.178 42.446
-12.200 -20.843 -0.049 -20.785 -0.048 -20.618 -0.082 -20.579 -0.092 16.105 0.185 1.780 0.024 44.182 42.456
-11.800 -20.855 -0.051 -20.797 -0.050 -20.631 -0.081 -20.592 -0.091 16.066 0.185 1.795 0.024 44.185 42.462
-11.400 -20.867 -0.054 -20.809 -0.052 -20.643 -0.081 -20.605 -0.091 16.029 0.183 1.810 0.024 44.188 42.464
-11.000 -20.879 -0.058 -20.821 -0.055 -20.655 -0.080 -20.617 -0.090 15.993 0.180 1.825 0.024 44.191 42.463
-10.600 -20.890 -0.062 -20.832 -0.058 -20.667 -0.080 -20.629 -0.090 15.959 0.177 1.840 0.024 44.194 42.461
-10.200 -20.901 -0.066 -20.843 -0.061 -20.679 -0.081 -20.641 -0.089 15.926 0.174 1.854 0.024 44.197 42.460
-9.800 -20.911 -0.069 -20.854 -0.064 -20.690 -0.081 -20.653 -0.089 15.893 0.171 1.867 0.023 44.200 42.458
-9.400 -20.921 -0.073 -20.864 -0.067 -20.701 -0.082 -20.664 -0.090 15.860 0.169 1.881 0.023 44.203 42.457
-9.000 -20.931 -0.076 -20.874 -0.070 -20.712 -0.082 -20.674 -0.090 15.827 0.167 1.894 0.023 44.205 42.456
-8.600 -20.940 -0.078 -20.884 -0.072 -20.722 -0.083 -20.685 -0.090 15.793 0.165 1.908 0.023 44.208 42.457
-8.200 -20.949 -0.080 -20.893 -0.074 -20.732 -0.083 -20.695 -0.090 15.756 0.164 1.921 0.023 44.210 42.458
-7.800 -20.957 -0.082 -20.902 -0.075 -20.741 -0.084 -20.704 -0.091 15.719 0.164 1.934 0.023 44.212 42.459
-7.400 -20.965 -0.083 -20.910 -0.077 -20.750 -0.084 -20.714 -0.091 15.680 0.164 1.947 0.024 44.213 42.461
-7.000 -20.972 -0.084 -20.917 -0.078 -20.759 -0.085 -20.722 -0.091 15.640 0.164 1.960 0.024 44.214 42.464
-6.600 -20.978 -0.085 -20.924 -0.078 -20.766 -0.085 -20.730 -0.092 15.599 0.165 1.973 0.024 44.215 42.467
-6.200 -20.984 -0.086 -20.930 -0.079 -20.774 -0.086 -20.738 -0.092 15.556 0.166 1.985 0.025 44.216 42.471
-5.800 -20.990 -0.086 -20.936 -0.079 -20.780 -0.086 -20.745 -0.093 15.510 0.168 1.998 0.025 44.216 42.476
-5.400 -20.994 -0.087 -20.941 -0.080 -20.786 -0.087 -20.751 -0.093 15.460 0.170 2.010 0.026 44.216 42.482
-5.000 -20.998 -0.087 -20.945 -0.080 -20.792 -0.087 -20.757 -0.094 15.405 0.173 2.023 0.027 44.215 42.488
-4.600 -21.000 -0.088 -20.948 -0.081 -20.796 -0.088 -20.762 -0.094 15.344 0.176 2.036 0.028 44.214 42.494
-4.200 -21.003 -0.088 -20.951 -0.081 -20.801 -0.088 -20.766 -0.094 15.279 0.179 2.049 0.028 44.212 42.500
-3.800 -21.004 -0.089 -20.953 -0.081 -20.804 -0.088 -20.770 -0.095 15.210 0.183 2.063 0.029 44.210 42.507
-3.400 -21.005 -0.089 -20.954 -0.082 -20.808 -0.088 -20.774 -0.094 15.139 0.187 2.077 0.030 44.208 42.515
-3.000 -21.005 -0.089 -20.955 -0.082 -20.810 -0.088 -20.777 -0.094 15.066 0.191 2.090 0.032 44.205 42.522
-2.600 -21.005 -0.089 -20.955 -0.082 -20.813 -0.088 -20.780 -0.094 14.990 0.195 2.104 0.033 44.202 42.529
-2.200 -21.005 -0.089 -20.955 -0.082 -20.815 -0.087 -20.783 -0.093 14.913 0.200 2.118 0.034 44.199 42.536
-1.800 -21.004 -0.089 -20.955 -0.081 -20.817 -0.086 -20.785 -0.092 14.833 0.204 2.133 0.035 44.196 42.543
